"","Part","BalanceID","Component","Group","d.group"
"167","-1","216778__29461_264697","29461","216778__29461_264697-1","p__Proteobacteria"
"348","1","216778__29461_264697","216778","216778__29461_2646971","p__Proteobacteria"
"369","-1","216778__29461_264697","264697","216778__29461_264697-1","p__Terrabacteria group"
"852","1","218538__329854","218538","218538__3298541","p__Terrabacteria group"
"891","-1","218538__329854","329854","218538__329854-1","p__FCB group"
"1127","-1","52787__28026_78342","28026","52787__28026_78342-1","p__Terrabacteria group"
"1245","1","52787__28026_78342","52787","52787__28026_783421","p__Terrabacteria group"
"1263","-1","52787__28026_78342","78342","52787__28026_78342-1","p__Terrabacteria group"
"1562","-1","40214__1358_189722","1358","40214__1358_189722-1","p__Terrabacteria group"
"1713","1","40214__1358_189722","40214","40214__1358_1897221","p__Proteobacteria"
"1831","-1","40214__1358_189722","189722","40214__1358_189722-1","p__FCB group"
"2082","-1","28125__1535_166486","1535","28125__1535_166486-1","p__Terrabacteria group"
"2135","1","28125__1535_166486","28125","28125__1535_1664861","p__FCB group"
"2314","-1","28125__1535_166486","166486","28125__1535_166486-1","p__Terrabacteria group"
"2795","1","122355__882211","122355","122355__8822111","p__Proteobacteria"
"2957","-1","122355__882211","882211","122355__882211-1","p__Proteobacteria"
"3136","-1","41976__28128_35833","28128","41976__28128_35833-1","p__FCB group"
"3182","-1","41976__28128_35833","35833","41976__28128_35833-1","p__Proteobacteria"
"3219","1","41976__28128_35833","41976","41976__28128_358331","p__FCB group"
"3520","-1","328812__818_1630","818","328812__818_1630-1","p__FCB group"
"3598","-1","328812__818_1630","1630","328812__818_1630-1","p__Terrabacteria group"
"3882","1","328812__818_1630","328812","328812__818_16301","p__FCB group"
"4010","1","582__28111","582","582__281111","p__Proteobacteria"
"4126","-1","582__28111","28111","582__28111-1","p__FCB group"
"4516","-1","1646377__729_28118","729","1646377__729_28118-1","p__Proteobacteria"
"4628","-1","1646377__729_28118","28118","1646377__729_28118-1","p__FCB group"
"4981","1","1646377__729_28118","1646377","1646377__729_281181","p__Proteobacteria"
"5119","1","28026__78342","28026","28026__783421","p__Terrabacteria group"
"5255","-1","28026__78342","78342","28026__78342-1","p__Terrabacteria group"
"5540","-1","691816__1265_29466","1265","691816__1265_29466-1","p__Terrabacteria group"
"5657","-1","691816__1265_29466","29466","691816__1265_29466-1","p__Terrabacteria group"
"5944","1","691816__1265_29466","691816","691816__1265_294661","p__FCB group"
"6165","-1","76759__33038_39484","33038","76759__33038_39484-1","p__Terrabacteria group"
"6190","-1","76759__33038_39484","39484","76759__33038_39484-1","p__Terrabacteria group"
"6251","1","76759__33038_39484","76759","76759__33038_394841","p__Proteobacteria"
"6717","-1","179995__44749_47678","44749","179995__44749_47678-1","p__Terrabacteria group"
"6725","-1","179995__44749_47678","47678","179995__44749_47678-1","p__FCB group"
"6809","1","179995__44749_47678","179995","179995__44749_476781","p__Proteobacteria"
"7051","1","1358__189722","1358","1358__1897221","p__Terrabacteria group"
"7320","-1","1358__189722","189722","1358__189722-1","p__FCB group"
"7864","-1","376805__301302_310298","301302","376805__301302_310298-1","p__Terrabacteria group"
"7871","-1","376805__301302_310298","310298","376805__301302_310298-1","p__FCB group"
"7888","1","376805__301302_310298","376805","376805__301302_3102981","p__FCB group"
"8011","1","818__1630","818","818__16301","p__FCB group"
"8089","-1","818__1630","1630","818__1630-1","p__Terrabacteria group"
"8634","-1","208479__28446_36847","28446","208479__28446_36847-1","p__Terrabacteria group"
"8674","-1","208479__28446_36847","36847","208479__28446_36847-1","p__Terrabacteria group"
"8828","1","208479__28446_36847","208479","208479__28446_368471","p__Terrabacteria group"
"9035","-1","28126__1280_191493","1280","28126__1280_191493-1","p__Terrabacteria group"
