,D008171
37734__729_69825,0.07931266809397526
729__69825,-0.07882168222609842
196024__46506_239935,0.07330070800426351
1379__536633_589436,-0.1686028623123621
47880__47678_310297,0.10162182190887402
46506__239935,0.035011878887735264
29466__169435,-0.008710340865174006
1584__1630_329854,0.02505391530827486
47877__1902_1755607,-0.7883854735416901
536633__589436,-0.1019977771038586
1571__1408_39778,0.03649922166726365
1590__284042_645466,0.01109131267758014
47879__214856_349096,0.05690308671637236
47678__310297,0.010133989719086509
290588__287_397865,-0.031092506774831462
317__33069,0.16568936514556473
1630__329854,0.04335521163671119
850__33029_33032,-0.3492590698795853
38288__185293_1223514,-0.3330402023123575
305719__907_29375,-0.19344185871398414
1408__39778,-0.1593576676556296
1670__309120_387661,-0.039820918861631895
214856__349096,-0.08126673596414716
840__179995,-0.10517527851813364
1661032__31971_1463837,-0.11166966668705801
358742__310298_1465754,-0.005327680968110926
43675__28132_470565,-0.22836001571356385
84032__40520_351091,-0.061779080877386025
1282__39489,0.0
38286__441500,0.0
481743__1401_1113741,-0.004154027960253968
157687__228604,0.0
199__60133,0.0
1401__1113741,0.0
287__397865,0.03833564042927064
1844653__28127_261299,-0.3280512444876929
562__166486_301301,0.06888158383531294
29360__33035_39483,0.20042182871196665
53440__1535_39497,-0.1422402916904745
34038__28118_633701,0.05379718529625325
1512__1559_36745,-0.25137474823989164
1746653__1311_29524,0.0039271457561757565
1547__821_1755626,-0.1166364665748754
308892__182710_421767,0.1465412607423229
1453492__28454_243924,0.12453384723366585
28038__582_454154,0.06435589277108501
29355__44749_626937,-0.2627320782199808
34087__511_291645,0.3703850753556045
907__29375,-0.08640194873305257
82135__78342_189722,-0.04445182712582505
33935__108980_310514,0.1809674551457401
588__516075,0.17190562493307227
310298__1465754,-0.06299319070500671
88688__488_437898,0.19635647855197533
40520__351091,-0.0366507598568863
28127__261299,0.03230140030377575
477666__28135_884684,0.0
1535__39497,-0.2445838589307448
1725__1487956,0.22859463909040306
41276__202955_999468,-0.06376500973825996
106648__454155_626932,-0.05390333390075083
288965__1280_39496,0.13526360467353718
589437__585_28137,0.3156278540462353
153721__33034_1611423,0.15413106358574388
582__454154,-0.00021478581240989418
1358__28116_204516,-0.01870860331242373
487698__40324_1646377,0.011338725619180364
202956__28090_271420,-0.2599487219390137
202611__1303_1308,0.2872989946701213
245__101070_405446,-0.08626010605516422
56810__13690_76517,0.2073807154724585
43263__1260_28125,0.16183591281309812
44749__626937,-0.18662429094575447
1010__2088,0.4134537220969081
309120__387661,0.07162830400772427
185293__1223514,-0.16754618453226935
626933__28026_28037,-0.17836209662198302
821__1755626,-0.058763060284331876
137591__1113609,0.10457877681384824
28118__633701,0.04614167351939179
77095__852_28129,-0.06480994248010284
32013__80866_103621,0.0
67269__285_83617,-0.07767448566886817
1522__376805,0.0544464889242588
2741__1597_1034636,0.0
39029__28126_1827099,0.18566257912486064
53408__1661050,0.046507950450963634
166486__301301,0.047386561334137114
78342__189722,-0.10148007461606977
182710__421767,-0.3976309228840536
185294__584_1264,0.02991245664204348
316__1428,0.6963913449594338
28454__243924,-0.13094324436081614
136857__43770_216940,-0.048999974056650096
101564__871324,-0.4566519680065363
39490__147802,0.3562724771843863
488__437898,-0.038934499415554435
191295__470_588932,-0.179225227608362
1229909__187327_218538,0.048677811390957705
511__291645,-0.07176139356844814
40216__29430_310300,-0.1096035831860338
53412__658457,-0.5886716261621818
35825__36874_184870,0.6386801881781501
33035__39483,0.18178019171957172
40681__1510_376806,0.07906257644758304
2173__70775,0.6667307662988643
29370__36847,-0.15612421183118627
83263__76759_626931,0.29398713810603305
1267__39484_387090,0.03520153695155508
876__40519_216778,0.013001820155314188
40324__1646377,-0.0614458975801857
33029__33032,0.5006334967542788
28116__204516,0.00980194074256025
33039__818_39492,0.09800659408839124
454155__626932,0.03576966624280841
108980__310514,0.11729856637157968
483012__1680_29348,-0.2476011507494263
28091__187452,0.2411540149957547
1687__633417,-0.2255446082300057
28026__28037,-0.06869481502668105
78257__1148157,0.5609301853064292
1691__202952,-0.24167979647878254
237258__574930,-1.1650854391723966
216935__376804,0.006922638529254985
1307__33964,0.5710603675758132
1260__28125,-0.051575101803008117
1902__1755607,-0.6435170446121996
13690__76517,-0.0469150370848427
102862__183417,-0.35094081422374235
284042__645466,-0.7765994389585914
220687__1463864,1.0112075249234322
31971__1463837,0.1917883787648627
93064__267818,-0.1932344499711456
574375__871325,-0.4844340147863637
47715__189381,-0.8131528404008264
425941__860_328814,-0.13394559519985386
225991__40518_122355,0.2607347369419456
38304__1121830,-0.5183467493052468
1352__1265_1582,-0.03619727064901774
585__28137,0.23428041091853605
1280__39496,-0.3276705193898325
202955__999468,0.5585147145305412
28090__271420,-0.7517086641248695
28135__884684,-0.6870675485270025
1311__29524,-0.5056640818360472
40215__487316,0.2681227045049271
856__1755629,0.21281402673680969
33034__1611423,-0.04937541201745271
851__153151,0.5557766258459483
584__1264,0.12628605071647273
1532__263475,-0.5994865959144526
187327__218538,0.01456792440964939
1660__535744,0.5033974227754238
300__471,0.27476935670312463
106654__307126,-0.3128482970382539
76853__28901_882211,-0.0021929353374469536
1303__1308,-0.0017959035698332719
84112__28446_52226,0.3808157024481077
1597__1034636,-0.253173700128195
29461__40214_328812,0.1761632896700529
290309__817_216816,-0.029243361723946218
852__28129,0.8136457358183669
84030__103892,0.22866365943520955
28132__470565,0.23211267439421346
80866__103621,-0.6029925817168226
59310__1685_33038,-0.08833482501054893
101070__405446,0.3216402061048169
39484__387090,0.10087600701160164
1465521__1735_28128,0.11987450497701553
682179__293_52787,0.3412915635066175
76759__626931,-0.37176026022863706
28126__1827099,-0.18957906100685806
1144673__28111_33043,0.04578828592377625
818__39492,0.061646256346792785
46228__1515_246787,0.14142866294816778
29430__310300,-0.4654934830134861
1506__28025,0.5632857889721105
1510__376806,-0.35544575059297084
470__588932,0.6326608193640861
285__83617,0.6307275014784469
45067__823_46503,0.05413072644207596
1680__29348,-0.033943424556819625
40519__216778,0.2932637517136616
36874__184870,1.3089602547579398
40518__122355,-0.02336389807919901
57706__43131_47770,1.2127185261435711
860__328814,0.3574807358093782
43770__216940,-0.7650351386316018
216947__357276,-0.8499256253650166
143393__820_39485,-0.00696644728358819
1265__1582,0.2376626716160697
1254__36835,-0.4137470443414672
817__216816,0.09525073691012888
79882__294_29552,0.3681919876909431
29356__191493,0.4562262282980884
28901__882211,-0.2559813054818222
28130__208479_410072,0.13114287857226942
40214__328812,-0.2590229091139047
28446__52226,0.4494413600641747
1685__33038,-0.08449008732344188
1735__28128,-0.24159971999199545
839__165179_487175,-0.14509023664849616
28111__33043,0.04813791953771247
293__52787,-0.3542723033335294
1515__246787,-0.08919786695716582
1304__35833_45851,-0.034706021310360435
823__46503,0.08087801700315166
1559__36745,1.2570945015064847
386414__328813_1161942,0.07136015355111039
40543__1623_100884,0.4343738549751221
820__39485,0.06851378066588683
43131__47770,-0.8647046352282705
294__29552,0.7401827659498036
165179__487175,-0.08915866928079243
208479__410072,0.33695990654627694
35833__45851,0.2998302419790726
1623__100884,-0.6678295953327856
328813__1161942,0.2083447408035439
