"","Part","BalanceID","Component","Group","d.group"
"23","-1","37734__729_69825","729","37734__729_69825-1","p__Proteobacteria"
"159","1","37734__729_69825","37734","37734__729_698251","p__Terrabacteria group"
"217","-1","37734__729_69825","69825","37734__729_69825-1","p__Terrabacteria group"
"435","1","729__69825","729","729__698251","p__Proteobacteria"
"629","-1","729__69825","69825","729__69825-1","p__Terrabacteria group"
"1020","-1","196024__46506_239935","46506","196024__46506_239935-1","p__FCB group"
"1104","1","196024__46506_239935","196024","196024__46506_2399351","p__Proteobacteria"
"1123","-1","196024__46506_239935","239935","196024__46506_239935-1","p__PVC group"
"1292","1","1379__536633_589436","1379","1379__536633_5894361","p__Terrabacteria group"
"1598","-1","1379__536633_589436","536633","1379__536633_589436-1","p__Terrabacteria group"
"1603","-1","1379__536633_589436","589436","1379__536633_589436-1","p__FCB group"
"1845","-1","47880__47678_310297","47678","47880__47678_310297-1","p__FCB group"
"1850","1","47880__47678_310297","47880","47880__47678_3102971","p__Proteobacteria"
"1968","-1","47880__47678_310297","310297","47880__47678_310297-1","p__FCB group"
"2256","1","46506__239935","46506","46506__2399351","p__FCB group"
"2359","-1","46506__239935","239935","46506__239935-1","p__PVC group"
"2606","1","29466__169435","29466","29466__1694351","p__Terrabacteria group"
"2736","-1","29466__169435","169435","29466__169435-1","p__Terrabacteria group"
"2960","1","1584__1630_329854","1584","1584__1630_3298541","p__Terrabacteria group"
"2965","-1","1584__1630_329854","1630","1584__1630_329854-1","p__Terrabacteria group"
"3211","-1","1584__1630_329854","329854","1584__1630_329854-1","p__FCB group"
"3392","-1","47877__1902_1755607","1902","47877__1902_1755607-1","p__Terrabacteria group"
"3496","1","47877__1902_1755607","47877","47877__1902_17556071","p__Proteobacteria"
"3703","-1","47877__1902_1755607","1755607","47877__1902_1755607-1","p__FCB group"
"4070","1","536633__589436","536633","536633__5894361","p__Terrabacteria group"
"4075","-1","536633__589436","589436","536633__589436-1","p__FCB group"
"4179","-1","1571__1408_39778","1408","1571__1408_39778-1","p__Terrabacteria group"
"4193","1","1571__1408_39778","1571","1571__1408_397781","p__Terrabacteria group"
"4294","-1","1571__1408_39778","39778","1571__1408_39778-1","p__Terrabacteria group"
"4609","1","1590__284042_645466","1590","1590__284042_6454661","p__Terrabacteria group"
"4841","-1","1590__284042_645466","284042","1590__284042_645466-1","p__Terrabacteria group"
"4908","-1","1590__284042_645466","645466","1590__284042_645466-1","p__Terrabacteria group"
"5145","1","47879__214856_349096","47879","47879__214856_3490961","p__Proteobacteria"
"5231","-1","47879__214856_349096","214856","47879__214856_349096-1","p__FCB group"
"5273","-1","47879__214856_349096","349096","47879__214856_349096-1","p__Terrabacteria group"
"5553","1","47678__310297","47678","47678__3102971","p__FCB group"
"5676","-1","47678__310297","310297","47678__310297-1","p__FCB group"
"5773","-1","290588__287_397865","287","290588__287_397865-1","p__Proteobacteria"
"6080","1","290588__287_397865","290588","290588__287_3978651","p__Terrabacteria group"
"6109","-1","290588__287_397865","397865","290588__287_397865-1","p__FCB group"
"6191","1","317__33069","317","317__330691","p__Proteobacteria"
"6327","-1","317__33069","33069","317__33069-1","p__Proteobacteria"
