oldID,newID
37734_and_69825_and_729,37734__729_69825
69825_and_729,729__69825
196024_and_239935_and_46506,196024__46506_239935
1379_and_536633_and_589436,1379__536633_589436
310297_and_47678_and_47880,47880__47678_310297
239935_and_46506,46506__239935
169435_and_29466,29466__169435
1584_and_1630_and_329854,1584__1630_329854
1755607_and_1902_and_47877,47877__1902_1755607
536633_and_589436,536633__589436
1408_and_1571_and_39778,1571__1408_39778
1590_and_284042_and_645466,1590__284042_645466
214856_and_349096_and_47879,47879__214856_349096
310297_and_47678,47678__310297
287_and_290588_and_397865,290588__287_397865
317_and_33069,317__33069
1630_and_329854,1630__329854
33029_and_33032_and_850,850__33029_33032
1223514_and_185293_and_38288,38288__185293_1223514
29375_and_305719_and_907,305719__907_29375
1408_and_39778,1408__39778
1670_and_309120_and_387661,1670__309120_387661
214856_and_349096,214856__349096
179995_and_840,840__179995
1463837_and_1661032_and_31971,1661032__31971_1463837
1465754_and_310298_and_358742,358742__310298_1465754
28132_and_43675_and_470565,43675__28132_470565
351091_and_40520_and_84032,84032__40520_351091
1282_and_39489,1282__39489
38286_and_441500,38286__441500
1113741_and_1401_and_481743,481743__1401_1113741
157687_and_228604,157687__228604
199_and_60133,199__60133
1113741_and_1401,1401__1113741
287_and_397865,287__397865
1844653_and_261299_and_28127,1844653__28127_261299
166486_and_301301_and_562,562__166486_301301
29360_and_33035_and_39483,29360__33035_39483
1535_and_39497_and_53440,53440__1535_39497
28118_and_34038_and_633701,34038__28118_633701
1512_and_1559_and_36745,1512__1559_36745
1311_and_1746653_and_29524,1746653__1311_29524
1547_and_1755626_and_821,1547__821_1755626
182710_and_308892_and_421767,308892__182710_421767
1453492_and_243924_and_28454,1453492__28454_243924
28038_and_454154_and_582,28038__582_454154
29355_and_44749_and_626937,29355__44749_626937
291645_and_34087_and_511,34087__511_291645
29375_and_907,907__29375
189722_and_78342_and_82135,82135__78342_189722
108980_and_310514_and_33935,33935__108980_310514
516075_and_588,588__516075
1465754_and_310298,310298__1465754
437898_and_488_and_88688,88688__488_437898
351091_and_40520,40520__351091
261299_and_28127,28127__261299
28135_and_477666_and_884684,477666__28135_884684
1535_and_39497,1535__39497
1487956_and_1725,1725__1487956
202955_and_41276_and_999468,41276__202955_999468
106648_and_454155_and_626932,106648__454155_626932
1280_and_288965_and_39496,288965__1280_39496
28137_and_585_and_589437,589437__585_28137
153721_and_1611423_and_33034,153721__33034_1611423
454154_and_582,582__454154
1358_and_204516_and_28116,1358__28116_204516
1646377_and_40324_and_487698,487698__40324_1646377
202956_and_271420_and_28090,202956__28090_271420
1303_and_1308_and_202611,202611__1303_1308
101070_and_245_and_405446,245__101070_405446
13690_and_56810_and_76517,56810__13690_76517
1260_and_28125_and_43263,43263__1260_28125
44749_and_626937,44749__626937
1010_and_2088,1010__2088
309120_and_387661,309120__387661
1223514_and_185293,185293__1223514
28026_and_28037_and_626933,626933__28026_28037
1755626_and_821,821__1755626
1113609_and_137591,137591__1113609
28118_and_633701,28118__633701
28129_and_77095_and_852,77095__852_28129
