"","Part","BalanceID","Component","Group","d.group"
"77","1","1582__44749","1582","1582__447491","p__Terrabacteria group"
"192","-1","1582__44749","44749","1582__44749-1","p__Terrabacteria group"
"570","1","36848__487175","36848","36848__4871751","p__Terrabacteria group"
"770","-1","36848__487175","487175","36848__487175-1","p__Proteobacteria"
"968","1","33034__329854","33034","33034__3298541","p__Terrabacteria group"
"1150","-1","33034__329854","329854","33034__329854-1","p__FCB group"
"1472","1","83617__246787","83617","83617__2467871","p__Proteobacteria"
"1540","-1","83617__246787","246787","83617__246787-1","p__FCB group"
"1658","-1","53440__287_28111","287","53440__287_28111-1","p__Proteobacteria"
"1762","-1","53440__287_28111","28111","53440__287_28111-1","p__FCB group"
"1865","1","53440__287_28111","53440","53440__287_281111","p__Terrabacteria group"
"2131","-1","137732__1510_1465754","1510","137732__1510_1465754-1","p__Terrabacteria group"
"2318","1","137732__1510_1465754","137732","137732__1510_14657541","p__Terrabacteria group"
"2466","-1","137732__1510_1465754","1465754","137732__1510_1465754-1","p__FCB group"
"2590","1","28117__179995","28117","28117__1799951","p__FCB group"
"2747","-1","28117__179995","179995","28117__179995-1","p__Proteobacteria"
"2955","1","1504__39496","1504","1504__394961","p__Terrabacteria group"
"3064","-1","1504__39496","39496","1504__39496-1","p__Terrabacteria group"
"3310","1","287__28111","287","287__281111","p__Proteobacteria"
"3414","-1","287__28111","28111","287__28111-1","p__FCB group"
"3996","-1","253239__189722_454154","189722","253239__189722_454154-1","p__FCB group"
"4020","1","253239__189722_454154","253239","253239__189722_4541541","p__Terrabacteria group"
"4066","-1","253239__189722_454154","454154","253239__189722_454154-1","p__FCB group"
"4196","1","1510__1465754","1510","1510__14657541","p__Terrabacteria group"
"4531","-1","1510__1465754","1465754","1510__1465754-1","p__FCB group"
"4550","-1","452084__293_225991","293","452084__293_225991-1","p__Proteobacteria"
"4836","-1","452084__293_225991","225991","452084__293_225991-1","p__Proteobacteria"
"4891","1","452084__293_225991","452084","452084__293_2259911","p__FCB group"
"5028","-1","421767__1547_28118","1547","421767__1547_28118-1","p__Terrabacteria group"
"5069","-1","421767__1547_28118","28118","421767__1547_28118-1","p__FCB group"
"5299","1","421767__1547_28118","421767","421767__1547_281181","p__Terrabacteria group"
"5572","1","47877__216947","47877","47877__2169471","p__Proteobacteria"
"5660","-1","47877__216947","216947","47877__216947-1","p__Terrabacteria group"
"5916","1","29430__40214","29430","29430__402141","p__Proteobacteria"
"5960","-1","29430__40214","40214","29430__40214-1","p__Proteobacteria"
"6474","1","189722__454154","189722","189722__4541541","p__FCB group"
"6544","-1","189722__454154","454154","189722__454154-1","p__FCB group"
"6795","-1","376805__41976_376804","41976","376805__41976_376804-1","p__FCB group"
"6940","-1","376805__41976_376804","376804","376805__41976_376804-1","p__FCB group"
"6941","1","376805__41976_376804","376805","376805__41976_3768041","p__FCB group"
