featureid,D006262
853,-11.126771465031835
1352,-12.946783516845722
39486,-5.638217444089184
1531,-24.957972607681953
1308,-13.330894000318438
649756,-12.404956858350735
658083,-0.10392275460641077
371601,-4.947307270173797
33038,-13.936251571342881
817,-9.944424832957917
338188,-16.908612723397347
674529,-0.9106396809761772
216816,-15.871725767885303
1512,-8.319447866661905
46506,-10.76137681640121
851,-3.772950978719608
861,-4.966350556254459
821,-11.362033010938495
74426,-12.709494952965088
28126,-14.903354352716377
658082,-1.271682007375577
1099853,-0.2824450013480572
28026,-12.426205132669736
208479,-12.469483301864914
1604,-10.356659379465533
28116,-8.167094859879619
88431,-11.163681285556883
261299,-4.282726472225669
40545,-24.92548539276078
818,-5.942663418837144
328814,-4.849359925787397
1318,1.0222934394801606
33039,-13.821491468536431
187326,-1.5123473355166839
823,-11.707479932807058
1683,-4.874479447728412
562,-6.318947982108255
214856,-9.07472717254986
39496,-5.7975075781269565
97478,-2.0448758949093544
39485,12.765841588354633
1680,-4.218173963552497
29361,-0.702363983719721
457394,-2.2029245177289565
29466,-12.439355174144458
301301,-3.3616435451621594
47678,5.273423617843021
156456,-2.682285128973467
410072,-16.275483164783715
387661,5.8899567806821045
204516,-1.5793186075818328
28118,-5.72740170474851
103892,-1.9942108772297709
357276,-3.278676569938829
39488,6.249107492578097
729,1.1899346603242065
1226323,-1.7220345883472985
1304,12.824564786324265
333367,-0.2117528765178714
166486,-7.565743187892911
658089,-2.9017427401528786
573,-12.824349730700517
46503,4.923629274016721
658081,-2.7886445271396703
1203555,-4.352442373380171
218538,6.753208793315577
1547,-0.16564782244252468
100886,1.0145901880663681
84112,-0.08074421110793924
563193,-2.1369839286724206
154046,2.6694770559496215
28117,-8.06629341777088
584,-0.25237359519956304
626935,0.013347364309632303
1309,-0.002628476554817912
936548,-1.1763320357273739
28025,-3.072639023802527
1681,4.666121169706318
1584,-0.11406938299816262
820,-4.517395626583159
150055,-10.940743839026021
658657,0.010451309359916403
33035,-0.002425242674243381
39777,-4.376565809338087
658085,-19.694222389514902
457412,-2.359538684999429
116085,-0.6278933509702977
469586,-5.257487602704346
1689,2.145944541203955
239935,8.15634067518787
1686,-8.41006767003008
61171,-1.3764628420835443
28080,-2.336123813551773
665951,2.538893085333925
39491,21.69593970263905
197614,-0.26408819484989104
