oldID,newID
216816_and_74426_and_821,74426__821_216816
1623_and_39484_and_729,39484__729_1623
1680_and_301301_and_536633,536633__1680_301301
39491_and_69825,39491__69825
239935_and_33043,33043__239935
341225_and_487175_and_820,487175__820_341225
216816_and_821,821__216816
1515_and_166486_and_907,1515__907_166486
1694_and_45851,1694__45851
1496_and_310297,1496__310297
47877_and_817,817__47877
208479_and_454154,208479__454154
1547_and_84031,1547__84031
1520_and_397865,1520__397865
28037_and_294,294__28037
44749_and_562,562__44749
39496_and_40518,39496__40518
1264_and_218538_and_97478,1264__97478_218538
1680_and_301301,1680__301301
28116_and_39485_and_88431,88431__28116_39485
102684_and_46503,46503__102684
147207_and_1630,1630__147207
1685_and_84026,1685__84026
310298_and_349096_and_357276,357276__310298_349096
1735_and_261299_and_309120,309120__1735_261299
166486_and_907,907__166486
1308_and_28117_and_40519,28117__1308_40519
341225_and_820,820__341225
28026_and_351091_and_35760,35760__28026_351091
1623_and_729,729__1623
218538_and_97478,97478__218538
29348_and_46506_and_573,573__29348_46506
1304_and_187327,1304__187327
1755626_and_39488_and_78346,78346__39488_1755626
1308_and_40519,1308__40519
28116_and_39485,28116__39485
28026_and_351091,28026__351091
310298_and_349096,310298__349096
1735_and_261299,1735__261299
165179_and_40520_and_633701,633701__40520_165179
29348_and_46506,29348__46506
165179_and_40520,40520__165179
1755626_and_39488,39488__1755626
