@relation otu_table.xls.balance
@attribute 818__39491 numeric
@attribute 820__573_357276 numeric
@attribute 562__1689_246787 numeric
@attribute 40545__850_626932 numeric
@attribute 821__28111 numeric
@attribute 292800__1531_338188 numeric
@attribute 1689__246787 numeric
@attribute 39485__28116_204516 numeric
@attribute 817__46506 numeric
@attribute 1512__310298 numeric
@attribute 371601__751585 numeric
@attribute 1681__33043 numeric
@attribute 1318__40520 numeric
@attribute 29466__329854 numeric
@attribute 2173__469610 numeric
@attribute 1735__291645 numeric
@attribute 729__29348 numeric
@attribute 103892__291644 numeric
@attribute 1531__338188 numeric
@attribute 387661__187327_328814 numeric
@attribute 550__40518 numeric
@attribute 1685__239935 numeric
@attribute 823__853_47678 numeric
@attribute 33039__74426 numeric
@attribute 573__357276 numeric
@attribute 166486__218538_360807 numeric
@attribute 469591__29361_487174 numeric
@attribute 626940__28117_674529 numeric
@attribute 850__626932 numeric
@attribute 46503__165179 numeric
@attribute 39492__328813 numeric
@attribute 28118__487175 numeric
@attribute 1680__216816 numeric
@attribute 187327__328814 numeric
@attribute 28116__204516 numeric
@attribute 853__47678 numeric
@attribute 29361__487174 numeric
@attribute 218538__360807 numeric
@attribute 28117__674529 numeric
@attribute Disease.MESH.ID {'D000755', 'D006262'}
@data
-5.0042543902714405,0.0,6.08779613550596,0.0,0.0,0.0,0.0,0.0,0.0,-5.09093365395804,0.0,0.0,0.0,-4.83651606075605,0.0,0.0,0.0,0.0,0.0,0.0,-4.638431313245309,0.0,-5.41843117779647,4.94018629845752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.61823923510199,0.0,0.0,0.349163761350063,0.0,0.0,0.0,D006262
0.0,6.195648941151121,0.0,0.0,-0.24259544650869197,0.0,0.0,-3.16339857402896,-5.1782636407793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6719891426765905,0.0,0.0,0.0,0.0,2.39467550383196,-2.87750334310523,0.0,0.0,0.0,0.0,0.0,0.0,-5.4791670548091,0.0,-4.68413462745189,0.0,4.98398198920755,D006262
0.0,6.24963954783176,0.0,0.0,0.0,0.0,0.0,-5.6965366791574095,-5.05502268628581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.59644931395861,-3.01480854717596,0.0,0.0,0.0,0.0,-4.8195993198338805,0.0,0.061694581539053,0.0,-4.49718213105367,0.0,5.22180157880168,D006262
-0.354055147199896,0.0,0.0,5.69742579994826,-0.443632404878839,0.0,0.0,-2.8025252022294502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.93180342723145,0.0,0.0,0.0,0.0,0.0,0.0,0.4710518833090279,0.0,4.85411603975364,0.0,0.0,5.078032493769441,0.0,D006262
-5.7065801346187905,0.7941025919479721,0.0,0.0,0.0,0.0,0.0,-5.65754676058393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6033539274089903,0.0,0.376673965280315,0.0,0.0,-2.79029033354598,0.0,0.0,0.0,0.0,-4.34346924288639,0.0,0.523840365081117,4.5091412723563495,0.0,0.0,4.83292462556994,D006262
-6.02649875820994,5.618929758828031,0.0,0.0,4.8707186433980505,0.0,0.0,2.84800165176341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23620557360239,0.0,0.0,-2.49930056198735,0.0,0.0,0.0,0.0,-2.95422325658909,0.0,0.0,0.0,3.9559292088166,0.0,-3.87322166964805,-4.22042434127396,4.32891555674754,0.0,0.0,5.116864777313901,D006262
0.0,0.0,3.0993770090892,-2.6596850753191497,0.0,0.0,-4.97492426500426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80696978696381,0.0,-5.17789375926651,0.0,0.0,0.0,0.0,-2.8534102417934704,-2.9184412241902797,-4.60670968258542,0.0,-4.54449175354727,4.5640434910903,0.0,-4.86181428633211,0.0,0.0,-4.942251513623691,0.0,5.05488847920107,D006262
-5.47729257912128,5.37246184241922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.63187732514682,0.14064535361820402,0.0,-2.56279158086182,0.0,5.4209091424075995,0.0,-0.213196480396254,0.0,0.0,0.0,0.0,0.0,4.55854524644276,0.0,-4.43888522726244,0.0,D006262
-5.1160921567864595,0.0,-3.10447501018767,0.0,0.0,0.0,-5.37710844847295,-2.64788754382768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6107342165869,0.0,-4.733476909197781,-3.12117131127257,0.0,0.0,0.0,0.0,-2.7013450163105697,0.0,0.0,4.6737045833203,0.0,0.0,-4.50431183691489,-4.586275758638299,5.40602729025047,0.0,0.0,4.6788668170228895,D006262
-5.21570576370912,3.5505691562513197,-2.5118170625232796,0.0,0.0,0.0,-4.3505947716087405,-3.1255396260918396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.967394717186769,-4.48328302148539,0.26999131051294395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.413593433460901,0.0,0.0,-0.272766328649399,0.0,D006262
