"","Part","BalanceID","Component","Group","d.group"
"6","1","818__39491","818","818__394911","p__FCB group"
"33","-1","818__39491","39491","818__39491-1","p__Terrabacteria group"
"73","-1","820__573_357276","573","820__573_357276-1","p__Proteobacteria"
"77","1","820__573_357276","820","820__573_3572761","p__FCB group"
"129","-1","820__573_357276","357276","820__573_357276-1","p__FCB group"
"142","1","562__1689_246787","562","562__1689_2467871","p__Proteobacteria"
"159","-1","562__1689_246787","1689","562__1689_246787-1","p__Terrabacteria group"
"190","-1","562__1689_246787","246787","562__1689_246787-1","p__FCB group"
"220","-1","40545__850_626932","850","40545__850_626932-1","p__Fusobacteria"
"247","1","40545__850_626932","40545","40545__850_6269321","p__Proteobacteria"
"277","-1","40545__850_626932","626932","40545__850_626932-1","p__FCB group"
"288","1","821__28111","821","821__281111","p__FCB group"
"302","-1","821__28111","28111","821__28111-1","p__FCB group"
"364","-1","292800__1531_338188","1531","292800__1531_338188-1","p__Terrabacteria group"
"403","1","292800__1531_338188","292800","292800__1531_3381881","p__Terrabacteria group"
"408","-1","292800__1531_338188","338188","292800__1531_338188-1","p__FCB group"
"439","1","1689__246787","1689","1689__2467871","p__Terrabacteria group"
"470","-1","1689__246787","246787","1689__246787-1","p__FCB group"
"513","-1","39485__28116_204516","28116","39485__28116_204516-1","p__FCB group"
"522","1","39485__28116_204516","39485","39485__28116_2045161","p__Terrabacteria group"
"536","-1","39485__28116_204516","204516","39485__28116_204516-1","p__FCB group"
"565","1","817__46506","817","817__465061","p__FCB group"
"599","-1","817__46506","46506","817__46506-1","p__FCB group"
"643","1","1512__310298","1512","1512__3102981","p__Terrabacteria group"
"684","-1","1512__310298","310298","1512__310298-1","p__FCB group"
"761","1","371601__751585","371601","371601__7515851","p__FCB group"
"770","-1","371601__751585","751585","371601__751585-1","p__Terrabacteria group"
"787","1","1681__33043","1681","1681__330431","p__Terrabacteria group"
"801","-1","1681__33043","33043","1681__33043-1","p__Terrabacteria group"
"852","1","1318__40520","1318","1318__405201","p__Terrabacteria group"
"876","-1","1318__40520","40520","1318__40520-1","p__Terrabacteria group"
"938","1","29466__329854","29466","29466__3298541","p__Terrabacteria group"
"967","-1","29466__329854","329854","29466__329854-1","p__FCB group"
"1001","1","2173__469610","2173","2173__4696101","p__Euryarchaeota"
"1044","-1","2173__469610","469610","2173__469610-1","p__Proteobacteria"
"1070","1","1735__291645","1735","1735__2916451","p__Terrabacteria group"
"1102","-1","1735__291645","291645","1735__291645-1","p__FCB group"
"1124","1","729__29348","729","729__293481","p__Proteobacteria"
"1146","-1","729__29348","29348","729__29348-1","p__Terrabacteria group"
"1232","1","103892__291644","103892","103892__2916441","p__Terrabacteria group"
"1241","-1","103892__291644","291644","103892__291644-1","p__FCB group"
"1274","1","1531__338188","1531","1531__3381881","p__Terrabacteria group"
"1318","-1","1531__338188","338188","1531__338188-1","p__FCB group"
"1375","-1","387661__187327_328814","187327","387661__187327_328814-1","p__Terrabacteria group"
"1386","-1","387661__187327_328814","328814","387661__187327_328814-1","p__FCB group"
"1392","1","387661__187327_328814","387661","387661__187327_3288141","p__FCB group"
"1401","1","550__40518","550","550__405181","p__Proteobacteria"
"1435","-1","550__40518","40518","550__40518-1","p__Terrabacteria group"
"1488","1","1685__239935","1685","1685__2399351","p__Terrabacteria group"
"1519","-1","1685__239935","239935","1685__239935-1","p__PVC group"
"1549","1","823__853_47678","823","823__853_476781","p__FCB group"
"1551","-1","823__853_47678","853","823__853_47678-1","p__Terrabacteria group"
"1580","-1","823__853_47678","47678","823__853_47678-1","p__FCB group"
"1640","1","33039__74426","33039","33039__744261","p__Terrabacteria group"
"1651","-1","33039__74426","74426","33039__74426-1","p__Terrabacteria group"
