"","818__328814","28117__363265","338188__562_487174","626930__371601_1118061","626940__751585","562__487174","28126__584_53345","371601__1118061","328812__546_165179","47770__166486_216816","147802__821_301301","626929__820_28116","1363__1283_329854","1352__1353","457412__329_2173","88431__411489","626933__46506_218538","821__301301","158836__46228_54291","1747__39485_387090","322095__287_39496","546__165179","40214__296_550","166486__216816","584__53345","1304__853_46503","820__28116","40519__823_674529","46228__54291","548__47678_360807","46506__218538","1283__329854","214856__626932","1318__291644","410072__246787_328813","154046__33039_74426","729__40520","39485__387090","39486__100886","665950__40545_239935","296__550","287__39496","454155__208479_658659","571__39488","853__46503","1354__28026","665951__28111_39491","316__37734","329__2173","35833__45851_357276","43765__658081","47678__360807","102862__501496","387661__817_1680","1396__582_147207","208479__658659","33039__74426","28130__116085","624__487173","291645__552398","823__674529","246787__328813","40545__239935","28111__39491","1689__33038","582__147207","45851__357276","817__1680"
"ERR2239352",0,0,-3.50907725867807,0,0,6.07790009971494,0,0,-3.00961772833932,-2.64994062737011,0,0,0,0,0,0,0,0,0,0,0,5.21281081684373,0,-4.58983180364598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400722914636043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20839334399756,0,0,0
"ERR2239358",0,5.28895653952745,-6.08283077734019,-2.35259113754216,0,1.43547640831308,0,-4.07480737965928,0,0,-2.49738334669366,0,0,0,0,0,0,4.32559484244983,0,0,0,0,0,0,0,-3.09129277440901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35427614634696,0,0,0,0,-5.44527634707687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33533336406132,0
"ERR2239362",0,5.17814276936641,0,0,0,0,0,0,-2.93174323680296,0,-2.76300946652358,-2.85933098436564,0,0,0,0,0,4.78567277781262,0,0,0,-5.07792824088915,0,0,0,-5.61961244441508,4.95250654057722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50250391891369,0,-2.66806569725985,0,0,0,0,0,0,-2.69633233817619,0,0,0,0,0,0,0,0,0,4.62122534558574,0,0,0,4.67018460381215
"ERR2239363",4.20911756011718,4.80435475378618,0,0,0,0,0,0,0,0,-3.2755871622826,-3.3054369066298,0,0,0,0,0,5.67348338969382,0,0,0,0,0,0,0,-2.5712979493907,5.72518466349612,0,0,-2.60882566291872,0,0,0,0,-2.45788558436577,0,0,0,0,0,0,0,0,0,4.45361868974236,0,-3.22144843167099,0,0,0,0,4.51861859626477,0,0,0,0,0,0,0,0,0,-4.25718271131263,0,5.57971235761723,0,0,0,0
"ERR2239364",0,0,-5.08860441351644,0,0,0.639858902658126,0,0,-2.67898584298117,-2.84478504406473,-3.03216817997653,-2.59176597573587,0,0,0,0,-3.043176539127,5.251869344813,0,0,0,-4.64013959280112,0,4.92731223293219,0,-3.40728170792948,4.48907035130286,0,0,0,-5.27093638216958,0,0,0,-2.53218865458663,0,0,0,0,0,0,0,0,0,5.90158503383392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38587940409352,0,0,0,0,0,0
"ERR2239373",0,4.42584424110732,0,0,0,0,0,0,0,0,0,-3.04898203899161,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8075832296816,5.28099180289843,0,0,0,0,0,0,0,-3.29348114930045,0,0,0,0,-2.75478674368822,0,0,0,0,-0.204708614219654,0,0,0,0,-3.36260806413241,0,0,0,0,0,0,0,0,0,0,0,5.70447668435871,-4.77143060408522,0,0,0,-5.82420801301816,0
"ERR2239383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90355363357039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59649657001035,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11177929081992,0,0,0,-3.12414919586999,0,0,6.22931478850513,0,0,0,0,0,0,0,0,0,-5.38975983364076,5.41118513767227
"ERR2239385",0,0,-3.86963872863775,0,0,6.70241088493682,0,0,0,0,0,0,0,0,0,0,-2.31778699311253,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0145248331932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,2.66995764141393,-3.86946633857989,0,0,6.70211229659788,0,0,0,0,0,0,-2.19489058057462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8016620026096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57320931644176,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72487846701783
"ERR2239390",0,0,-3.15156598779623,0,0,5.45867241426908,0,0,0,0,0,-2.46280295222938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26569984229191,0,0,0,0,0,0,0,-2.37795293137919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11873529515611,0,0,0,0,0,0
"ERR2239395",0,0,-3.8533418233161,0,0,6.67418381691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7060766035094,0,0,0,0,0,0,0,0,0,-0.662924391258216,-1.22296055131395,0,0
"ERR2239396",0,4.16220117652887,-6.19959764301459,-2.30657777163287,0,2.37679395203352,0,-3.99510989207713,0,0,0,-2.37058022051965,0,0,0,0,-2.53962226348112,0,0,0,0,0,0,0,0,0,4.10596538535786,0,0,0,4.39875479238238,0,0,0,-4.24281391443566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36593040886197,0,0,0,0,0,0,0,0,0,0,0,-0.160046071199393,0,0,0,0,-4.09791167532113,0
"ERR2239398",0,4.31290741385851,0,0,4.475838224774,0,0,0,-2.90430058692045,-2.04400659596887,0,0,0,0,0,0,0,0,0,0,0,-5.03039617699833,0,3.540323275224,0,-2.689295441105,0,0,0,-2.09020213098696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65799634055722,0,-2.11494121057642,4.16156342311645,0,-2.45679984745574,0,-3.62033628895815,0,0,0,0,0,0,0,0,0,0,0,-3.66318563173959,0,0,-4.25530215982082,0
"ERR2239402",-4.60326294593223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,0,0,0,0,0,0,-2.61882282235214,-2.74520093433553,-2.52938098099635,0,0,0,0,0,4.7548274952547,0,0,0,0,0,-4.53593418433483,0,-5.5402104253646,4.38101637078409,0,0,0,0,0,0,0,0,0,0,0,0,-2.57315462983722,0,0,0,0,1.23757168642863,0,-2.6340912272544,0,0,-3.21393849916082,0,0,0,-2.81062670714713,0,0,0,0,0,0,0,0,4.45683455460915,-4.56237983737609,0,0,5.5667047729482,-4.86814825788885
"ERR2239509",0,4.12852969190925,-2.70236527682544,0,0,4.68063396007159,0,0,0,-2.36978242831414,0,-2.88976631240601,0,0,0,0,-3.40477908127702,0,0,0,0,0,0,4.10458356872405,0,-5.29699758579348,5.00522207508817,0,0,0,5.89725035731948,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02202170834969,0,-2.8406372612955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92012806243712,0,0,0,0
"ERR2239514",0,0,0,-2.66139227122803,0,0,0,-4.60966663263808,0,0,0,-5.58231807552519,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.13315157208707,0.881491138744292,0,0,0,0,0,0,0,-2.99718858803304,0,0,0,0,-5.73897742521178,0,0,0,0,5.42677771066912,0,0,0,0,0,0,0,0,-5.39781955920518,0,0,0,0,0,0,0,5.19128291433886,-0.921576370907047,0,0,0,0,1.1074590967972
"ERR2239532",0,4.21445774784203,0,0,0,0,0,0,0,0,-3.03686283263601,-3.08449472522401,-2.56436173441553,0,0,0,0,5.26000072174311,0,0,0,0,0,0,0,-2.98191509888876,5.34250157976619,0,0,-2.46955151694669,0,-4.44160481299315,0,0,-2.87005322119916,0,0,0,0,0,0,0,0,0,5.1648284551321,0,-2.5405773590099,0,0,-2.96712918578415,0,4.27738869926046,0,0,0,0,0,0,0,0,0,4.97107799954367,0,-4.4004090663643,0,0,-5.13921850239863,0
"ERR2239556",0,0,-3.64922273661433,0,0,6.32063918795155,0,0,-3.20076146600374,0,0,-1.90050033988058,0,0,0,0,0,0,-1.9453492743195,0,0,-5.54388148202712,0,0,0,-4.320477801034,3.29176314847508,0,3.36944378158862,-1.88902693372615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198265300484083,0,-2.73992964344149,0,0,-2.53702625837735,0,-3.27189062607973,0,0,0,0,0,0,0,0,0,0,0,-4.74569735160474,0,0,-4.39425837964594,0
"ERR2239577",0,0,0,0,0,0,0,0,0,-3.34052154152924,-2.9354450988631,0,0,0,0,0,-3.27045577713155,5.08434005405994,0,0,0,0,0,5.78595303370694,0,-2.64841532014419,0,0,0,-2.52139926351258,5.66459556989901,0,0,0,0,0,0,0,0,-2.4358423859443,0,0,0,0,4.58718989403353,0,-3.16716735154884,0,0,0,0,-4.36719163057053,0,0,0,0,0,0,0,0,0,0,4.21900277168532,-5.48569476895596,0,0,0,0
"ERR2239578",-3.44621424693226,3.88251500913672,-3.63275511361552,0,0,6.29211642823773,0,0,0,0,-2.64562008377409,-2.79648545726229,0,0,0,0,0,4.58234840262136,0,0,0,0,4.86560676185313,0,0,0,4.84365489460578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54263951205281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4039808202076,0,0,0,0
"ERR2239579",0,0,-3.74011696347324,0,0,6.47807260698589,0,0,0,0,-2.11075838219435,-2.16558496242415,0,0,0,0,0,3.6559407604625,0,0,0,0,0,0,0,-2.66709760163038,-3.75090318302577,0,0,0,0,0,0,0,0,0,0,0,0,-2.52012853207806,0,0,4.28497042073752,0,4.61954855476891,0,-4.99829434428171,0,0,-2.38519433824339,0,0,0,0,0,0,0,0,0,0,0,0,-4.36499065916318,-1.06454444139463,0,0,4.13127777976318,0
"ERR2239582",4.21398619173216,4.46837317853417,-2.98361124254902,0,0,-5.16776626212862,0,0,0,0,-2.84658995206495,-5.14280870989643,0,0,0,0,0,4.93043842529155,0,0,0,0,0,0,0,0,0.537128309061245,0,0,-3.02795521668429,0,0,0,0,-3.47299742787013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24457227834042,0,0,0,0,0,0,0,0,0,6.01540799962709,0,0,0,0,0,0
"ERR2239583",0,4.24684558402121,0,0,-5.94093201519628,0,0,0,0,0,-2.36112072937074,0,0,0,0,0,0,4.0895810660742,0,-2.38143602454106,0,0,0,0,0,-3.47867759213394,0,0,0,0,0,0,0,0,2.14771544058809,-5.37303964898474,0,4.12476818947995,0,0,0,0,0,0,6.02524633272734,0,0,0,0,0,0,0,0,0,0,0,-0.528225840990143,0,0,0,0,3.91290677444183,0,0,0,0,0,0
"ERR2239584",0,0,-2.34110779371829,0,0,4.05491764471555,0,0,-3.88583882982519,0,0,0,0,0,0,0,-1.99698647609652,0,0,0,0,-6.73047028328123,0,0,0,-2.54219566279644,0,-1.50122376520587,0,-1.35566401778087,-3.4588820386271,0,0,0,0,0,2.21603090249696,0,0,-1.42485196664389,0,0,0,0,4.40321205074467,0,-2.50477921960572,0,0,0,0,2.34807895678943,0,0,0,0,0,0,0,0,-2.60019583486642,0,2.46791599949164,-4.33840487009984,0,0,0,0
"ERR2239585",0,5.24739076621106,0,0,0,0,0,0,-2.98624412133439,0,-3.01878328508623,0,0,0,0,0,-2.75759001064511,5.22868602680903,0,0,0,-5.17232654195504,0,0,0,-2.69132097312128,0,0,0,-3.24525656300487,-4.77628600488173,0,0,0,-2.82279497815961,0,0,0,0,0,0,0,0,0,-4.66150466492176,0,-2.55222233972634,0,0,-2.76297118553821,0,-5.62094925072078,0,0,0,0,0,0,0,0,0,-4.88922432152272,0,-4.42057876461834,0,0,-4.78560647320099,0
"ERR2239586",0,4.68153175200859,-3.55501673895838,0,0,6.15746961363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82296899797192,0,0,0,0,-2.62679316707844,0,-2.53068963407104,0,-2.3974755406205,0,0,0,0,0,0,0,0,0,0,0,4.88952573267918,0,0,4.54973922635462,0,-2.46257092949463,0,0,0,0,-4.15254944625837,0,0,0,0,0,0,0,0,-4.38328302439893,0,0,-4.26529796712682,0,0,0,0
"ERR2239590",4.45338056184359,3.77755939681988,-3.58500281018195,0,0,6.20940701251234,0,0,0,0,-3.03412837179154,0,0,0,0,0,-2.91279860834581,5.25526449662918,0,0,0,0,0,0,0,-4.86571748355005,0,0,0,0,5.04511518187086,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81980102168421,0,-3.03630113315704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25902782970694,0,0,0,0
"ERR2239592",0,0,-2.60478064247202,0,0,-4.51161241533345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69547765286783,0,-2.21310795218896,0,-3.45893804933557,0,0,0,0,0,1.73752241679632,0,0,0,-2.36760040345045,0,0,0,0,-4.66870424543358,0,0,0,0,-2.42139935444249,0,5.99105644168238,0,0,0,0,5.65318515128764,0,0,0,3.83321541582599,0,-4.10080419079675,0,0,0,-4.19398670730888,0
"ERR2239595",0,4.67756795690379,0,0,0,0,0,0,0,-2.91955619202966,-3.11451320944937,-5.82257319265754,0,0,0,0,-2.78184363706874,5.39449511961071,0,0,0,0,0,5.05681966014768,0,-2.76298779848216,0.747336162494913,-2.89266123662819,0,0,-4.81829451811526,0,0,0,0,-2.82871101447826,0,0,0,0,0,0,0,0,-4.78563524766399,0,0,0,0,0,0,0,0,0,0,0,4.89947119700604,0,0,0,5.01023623092505,0,0,0,0,0,0,0
"ERR2239596",4.28460611782359,4.47742822824403,-3.60915338560011,0,0,6.25123703616862,0,0,0,0,0,-5.32108838756106,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01503514195607,-1.10997492686433,0,0,0,0,0,0,0,-2.57406776647882,0,0,0,0,0,0,0,0,0,0.0873291076004818,0,-2.95942219580594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45841615366665,0,-5.12586960418293,0,0,0,0
"ERR2239597",0,0,-3.54764384417712,0,-4.21062850580804,6.14469938527373,0,0,0,0,0,0,-2.63592733769866,0,0,0,0,0,0,0,0,0,-2.79554017781639,0,0,-2.61217731197924,0,0,0,0,0,-4.56556007395385,0,0,-3.02376696744228,0,0,0,0,0,4.84201762257812,0,0,0,4.52442382272675,0,0,0,0,-2.52107803229745,0,0,0,-2.40646980226346,0,0,0,0,0,0,0,-5.23731801785849,0,0,0,0,-4.36663524178495,4.16812796440054
"ERR2239599",0,0,-0.328048592351082,0,0,1.38063912569172,0,0,0,-2.6514536125321,-3.15331766149031,-2.78670445428319,0,0,0,0,0,5.4617064021055,0,-2.58711652006826,0,0,0,4.59245237081764,0,-2.663306301779,4.82671370049698,0,0,0,0,0,0,0,0,0,0,-4.48101725785902,0,0,0,0,0,0,4.61298183079961,0,0,0,0,-2.84170481937467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92197712727026,0
"ERR2239602",0,0,0,0,0,0,0,0,0,-2.64682669527189,0,0,0,0,0,0,0,0,0,-1.94739395007573,0,0,0,-4.58443831504054,0,0,0,0,0,0,0,0,0,0,0,-2.99003225818196,0,3.37298526388342,3.51018476972034,3.35887496059673,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.56739996834993,0,0,5.17888778744105,0,0,-3.92470945946372,0,0,0,0,-3.41893326935449,0,0,6.17891799610169
"ERR2239603",0,4.64800736881064,-2.59061297362631,0,0,4.48707329306785,0,0,-3.25665080675443,0,-5.41282809784638,0,0,0,-2.4402370925391,0,0,-0.0974413254769135,0,0,0,5.64068465980885,0,0,0,-2.65750621508799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.60293578596247,0,0,0,-4.22661462679188,-2.96883017087598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.14216469500059,0
"ERR2239604",-4.56414630952139,0,-3.37045692270464,0,0,5.83780263484668,0,0,0,0,0,-2.80138842038266,0,0,0,0,-2.82414464904872,0,0,0,0,0,0,0,0,0,4.85214707583788,0,0,0,-4.89156202007615,0,0.340009763469002,0,-2.47917438040558,0,0,0,0,-2.50281950412165,0,0,0,0,0,0,0,0,0,-3.1922293938391,0,0,0,0,0,0,0,0,0,0,0,-4.29405598768555,-4.33501054331304,0,0,0,-5.52910349954411,0
"ERR2239606",0,0,-2.6248100554875,0,0,-4.54630437632204,0,0,0,0,0,-2.99731473062568,0,0,0,0,2.69769106934909,0,0,0,0,0,0,0,0,-3.03338043578302,5.1915013997183,0,0,0,4.21166030538079,0,0,0,-2.63682066143131,0,0,0,0,0,0,0,0,0,5.25396903346161,0,-2.8719486360695,0,0,-3.05439848366424,0,0,0,0,0,0,0,0,0,0,0,4.56710735604641,0,-4.97436095440051,0,0,-5.29037336026779,0
"ERR2239610",0,5.06999403447011,4.97826803109421,0,0,0,0,0,0,0,0,-2.78831919094258,0,0,0,0,-2.20557260632362,0,0,-2.78862522949929,0,0,0,0,0,-3.26944803691441,4.82951050643189,0,0,0,-3.82016381393462,0,0,0,0,0,0,4.83004058076119,0,-2.38900322741828,0,0,0,0,5.66285011264209,0,-2.98332714622824,0,0,-3.45589700847902,0,0,0,0,0,0,0,0,0,0,0,0,4.13787496933449,5.16727419286678,0,0,-5.98578920441095,0
"ERR2239613",0,4.92324388688701,-3.38024281868041,0,0,5.85475230387431,0,0,0,0,-2.72544445734701,-2.58910631090078,0,0,0,0,-2.62267367544941,4.72060827333202,0,0,0,0,-2.48120168472553,0,0,-2.5826843203009,4.48446367667738,0,0,0,4.54260405755179,0,0,0,-2.71985382801658,0,0,0,0,0,4.29756738177012,0,0,0,4.47334046267265,0,0,0,0,-2.63002407934676,0,0,0,0,0,0,0,0,0,0,0,4.71092501928542,0,0,0,0,-4.55533533055815,0
"ERR2239615",5.27432917427221,5.18547826564973,-5.22041150015368,0,0,-0.841372103043789,0,0,0,0,-2.94780696719022,0,0,0,0,0,0,5.10575143807899,0,0,0,0,0,0,0,-2.45587369915875,0,0,0,-3.32095822854633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25369802391508,0,-2.54660399878257,0,0,0,0,5.75206838165618,0,0,0,0,0,0,0,0,0,0,0,4.41084751264948,0,0,0,0
"ERR2239621",0,5.03394054391284,4.71871980873659,0,0,0,0,0,0,0,-2.69690679726299,-2.88202341728165,0,0,0,0,0,4.67117959613736,0,-3.08069470520899,0,0,0,0,0,-3.11657502004998,4.9918109873351,0,0,0,0,0,0,0,0,0,0,5.33591975203039,0,0,0,0,0,0,5.39806628032656,0,-5.06128310482831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235187426184366,0,0,0,0
"ERR2239623",0,4.77054932282847,-3.19485594254717,0,0,5.53365281535505,0,0,0,0,-2.71800163617185,-2.95645480193641,0,0,0,0,-2.75717261401003,4.70771692890499,0,0,0,0,0,0,0,-3.09259316051678,5.12072992723485,0,0,-2.58532240102909,-4.77556305270286,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35652848115508,0,-2.46126625891773,0,0,0,0,4.47790975252834,0,0,0,0,0,0,0,0,0,0,0,-4.26303821140048,0,0,0,0
"ERR2239627",0,4.95717153038107,-2.62585638210296,0,0,-4.54811666718132,0,0,0,0,-2.90334347179865,1.98323069440974,-2.69642161933279,0,0,0,0,5.02873840497867,0,0,0,0,0,0,0,-2.61946596130532,5.39432058345629,0,0,0,0,-4.67033924331153,0,0,-2.93643524610931,0,0,0,0,0,0,0,0,0,-4.53704813367806,0,-3.02157611820545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.08605503939735,0,-5.23352335566859,0,0,0,0
"ERR2239629",0,4.02862273862174,-3.30274641943284,0,0,5.72052460297386,0,0,0,0,-2.73274467973654,-2.61216790631185,0,0,0,0,0,4.73325262941724,0,0,0,0,0,0,0,-2.46977080374152,4.52440753163294,0,0,-2.90125727354361,0,0,0,0,0,0,0,0,0,-3.30654096767826,0,0,0,0,4.27776851513054,0,0,0,0,0,0,5.02512500360629,0,-4.60325075151607,0,0,0,0,0,0,0,0,-5.72709695332671,0,0,0,0,0.103024560076844
"ERR2239630",0,4.31342964931887,-3.28446811702454,0,0,5.68886565452659,0,0,0,0,0,-2.5681450164137,0,0,0,-4.86652773842885,0,0,0,-2.71252652781932,0,0,0,0,0,-3.02411382404451,4.44815764963334,0,0,-2.42941467911647,0,0,0,0,0,0,0,4.69823376306145,0,0,0,0,0,0,5.2379187911165,0,-2.33025843815308,0,0,-3.2256932161906,0,4.20786965688336,0,0,0,0,0,0,0,0,0,0,0,4.03612600964723,0,0,-5.58706454007237,0
"ERR2239632",0,0,-3.45405905860459,-2.74467398693404,0,5.98260578184668,0,-4.75391479558239,0,0,-2.64506027519632,-2.68547430586784,0,0,0,0,0,4.58137878572214,0,0,0,0,0,0,0,0,4.65137794018387,0,0,-2.49447826573319,0,0,0,0,-2.74484467761212,0,0,0,0,-5.2689789067306,0,0,0,0,0,0,0,0,0,-2.49380287532558,0,4.32056309462619,0,0,0,0,0,0,0,0,0,-4.75421044050922,0.333099329275431,0,0,0,-4.31939328412526,0
"ERR2239633",0,4.39891261206945,0,0,0,0,0,0,0,-2.41491452420865,-2.81455096238145,-3.16795025845625,0,0,0,0,0,4.87494526733656,0,-3.28263572090561,0,0,0,-4.1827546518654,0,-2.55128928069322,5.48705080349718,0,0,0,0,0,0,0,0,0,0,-5.685691851349,0,0,0,0,0,0,4.41896265896651,0,-3.15797198589346,0,0,0,0,0,0,-2.66127089794771,0,0,0,0,0,0,0,0,0,-5.46976792844666,0,0,0,-4.60945640794989
"ERR2239634",-4.31248983614896,0,0,0,-4.72696822890373,0,0,0,0,0,-2.86093991065045,-3.20111971401594,0,0,0,0,0,4.95529328264815,0,-2.47790726595521,0,0,0,0,0,0,5.54450198578596,0,0,-2.43583755701329,0,0,0,0,0,0,0,4.29186128107851,0,0,0,0,0,0,0,0,-6.35018397590622,0,0,-2.85240719719326,0,-4.21899440773146,0,0,0,0,0,0,0,0,0,0,0,-1.06475039992908,0,0,-4.94051418941386,0
"ERR2239635",0,3.90232314264519,-5.72394763310456,0,0,2.31294383116271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53828437053145,0,-2.18532406851723,0,-3.0005202861116,0,0,0,0,-2.08390066386239,0,0,0,0,0,0,0,0,0,4.39643749381846,0,-2.88233411428457,0,0,0,0,5.19705358468639,0,0,0,0,0,0,0,0,3.78509231767497,3.60942182773617,0,-4.99234913032991,0,0,0,0
"ERR2239636",0,4.39124043713846,-5.71984324300711,0,0,2.40958328536929,0,0,-3.49604857165209,0,0,-2.14907570909192,0,0,0,0,0,0,0,0,0,-6.05533375183002,0,0,0,-4.51663804172891,3.72230831745932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218219671740969,0,0,0,0,-4.75668435281527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.797673412623717,0
"ERR2239638",0,4.47291617134314,0,0,0,0,0,0,0,0,0,-6.38376645903933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496403341326409,0,0,-2.49754944025952,0,0,5.48294687485604,0,0,0,0,0,0,0,0,0,-4.27569471531809,0,0,0,-2.19095793827246,0,0,-3.26274189468264,0,4.32588252494471,0,0,0,1.02345874541948,0,0,0,0,0,0,0,-3.79485046633426,0,0,-5.65123473357387,0
"ERR2239639",4.48040301276129,4.98845424729969,0,-5.33365381149892,0,0,0,-0.39073482902009,0,0,-3.24428012558539,-5.87237966994475,0,0,0,0,0,5.61925801149984,0,0,0,0,0,0,0,-2.96852031624831,0.39919232266157,0,0,0,0,0,0,0,-2.96990106609996,0,0,0,0,0,0,0,0,0,5.14162801104251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1440195399381,0,0,0,0,0,0
"ERR2239640",4.37464244498515,4.04481781937078,-3.55539539167782,0,0,6.15812545938223,0,0,0,0,-2.99095688329637,-3.14173571244373,0,0,0,0,0,5.18048928511717,0,0,0,0,0,0,0,-2.97594027098412,5.44164587790614,0,0,0,0,0,0,0,-2.49257062201052,0,0,0,0,0,0,0,0,0,5.1544797496348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31725895877578,0,0,0,0,0,0
"ERR2239642",4.94425576637027,0,5.84127230564324,0,0,0,0,0,0,-2.88323627558768,-3.36046912797853,-2.6570167934013,0,0,0,0,0,5.8205032669255,0,-2.84060083159086,0,0,0,4.99391171954352,0,-3.26409662128966,4.60208808273478,0,0,0,0,0,0,0,0,-2.56386679317914,0,4.92006496433777,0,0,0,0,0,0,5.6535811888876,0,0,0,0,0,0,0,0,-2.51912431781059,0,0,4.44074754962496,0,0,0,0,0,0,0,0,0,0,4.36325130903024
"ERR2239644",0,4.65147171631043,-3.42055490520285,0,0,5.92457488589029,0,0,0,0,-5.17393420059692,-5.87937811628072,0,0,0,0,-2.83481946599759,0.499483626804148,0,0,0,0,0,0,0,0,1.64273150584994,0,0,-2.53247331732727,4.91005134539309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56682047262275,0,4.38637245442334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44586347249055,0
"ERR2239645",0,0,-2.98118353837888,0,0,5.16356135516018,-3.6092751720854,0,0,0,0,-3.01453447990217,0,0,0,3.84908538366025,0,0,0,0,-2.43591642240153,0,0,0,6.25144797654882,-2.37571142621926,5.22132688035878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21913100659086,0,0,4.11485289433368,0,-2.47585327921978,0,0,-2.72774937842839,0,0,0,0,-2.36484391909104,0,0,0,0,0,0,0,0,-4.28830367169467,0,4.09602981983599,-4.7246005137524,0
"ERR2239648",0,4.54957504166367,0,0,-5.3847184843073,0,0,0,0,0,-2.9894308527872,-2.73431752185856,0,0,0,0,0,5.17784612274139,0,0,0,0,0,0,0,-2.57479337226604,4.73597687188485,0,0,-2.56232286504572,0,0,0,-4.57922452088039,0,0,0,0,0,0,0,0,0,0,4.45967293975639,0,0,0,0,0,0,-4.43807338765465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239658",0,0,-2.1844758172832,-2.17156664994236,0,3.78362310344005,0,3.76126376972231,0,0,0,-5.62577369845699,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58545073449806,-1.90959668585291,-2.8068726407701,0,0,0,0,0,0,0,-1.80437475901622,0,0,0,0,0,0,0,0,-4.47813203261692,0,0,0,0,0.0425997917807617,0,0,0,0,0,0,3.12526875851094,0,0,0,4.86164602418884,0,0,0,0,0,-6.23510557956989,0
"ERR2239666",0,0,0,-2.77863922950368,0,0,0,-4.81274432140441,0,0,0,-2.99555457566423,0,0,0,0,0,0,0,-2.88218526814267,0,0,0,0,0,-5.1806762082608,5.18845272189588,0,0,0,0,0,0,0,-3.0057783495592,0,0,4.99209132124963,0,0,0,0,0,0,-0.146822540852144,0,-3.18151978944582,0,0,-2.73558936779617,0,0,0,0,0,0,0,0,0,0,0,5.20616081772707,0,-5.510553920606,0,0,-4.7381797736682,0
