,D007410
818__328814,0.09028643558389188
28117__363265,-0.12210361301063408
338188__562_487174,0.2327673099815012
626930__371601_1118061,0.39231713976794574
626940__751585,-0.025350238920244444
562__487174,0.07944381542155728
28126__584_53345,0.2656256033089462
371601__1118061,-0.04938428120695839
328812__546_165179,-0.08455135607338367
47770__166486_216816,0.06343782810785555
147802__821_301301,-0.14548778026391446
626929__820_28116,-0.06110174444341565
1363__1283_329854,0.04390755624249102
1352__1353,-0.5230196747285958
457412__329_2173,0.17987146460907807
88431__411489,0.4241205522476817
626933__46506_218538,-0.2763511078147302
821__301301,-0.14501287192004605
158836__46228_54291,0.3011230642883685
1747__39485_387090,0.8553029886309866
322095__287_39496,-0.26619069726340544
546__165179,0.03299772895675327
40214__296_550,-0.05229672751086088
166486__216816,0.08385705580140967
584__53345,0.02789370866600254
1304__853_46503,-0.21413224884265214
820__28116,-0.3597243439665227
40519__823_674529,0.945976410256594
46228__54291,0.4663857563027387
548__47678_360807,0.25590209616528553
46506__218538,0.02352474318380276
1283__329854,-0.4825201382255273
214856__626932,-0.4549510659933981
1318__291644,0.5029977344585701
410072__246787_328813,-0.12765245311943044
154046__33039_74426,0.4965115758166185
729__40520,-0.25438286349566563
39485__387090,0.6906980079704204
39486__100886,0.4609452578376178
665950__40545_239935,1.1415225391964985
296__550,0.2344899703233207
287__39496,-1.4336543539757842
454155__208479_658659,-1.4468861344058264
571__39488,-0.7743684409061965
853__46503,-0.15252028739874185
1354__28026,-0.5272441985044004
665951__28111_39491,-0.10362326657033707
316__37734,1.3314075655268929
329__2173,-1.6508255147090511
35833__45851_357276,0.7415382636662482
43765__658081,-1.193533514450205
47678__360807,0.1977943431820316
102862__501496,1.8695114308196477
387661__817_1680,0.8819829388088049
1396__582_147207,1.0583332430926229
208479__658659,0.3221406195194608
33039__74426,-0.04565134183988962
28130__116085,-0.1596832174838259
624__487173,-0.5418562043569591
291645__552398,-0.4564040988582527
823__674529,0.688794124910822
246787__328813,-0.3050478857567829
40545__239935,-0.7103655051844203
28111__39491,0.4810431630066762
1689__33038,-0.6420579831001231
582__147207,2.099525255714279
45851__357276,-0.6300642364416085
817__1680,0.641037941519549
