"","Part","BalanceID","Component","Group","d.group"
"28","-1","216816__40518_674529","40518","216816__40518_674529-1","p__Terrabacteria group"
"37","1","216816__40518_674529","216816","216816__40518_6745291","p__Terrabacteria group"
"45","-1","216816__40518_674529","674529","216816__40518_674529-1","p__FCB group"
"56","-1","1582__1351_33945","1351","1582__1351_33945-1","p__Terrabacteria group"
"59","1","1582__1351_33945","1582","1582__1351_339451","p__Terrabacteria group"
"68","-1","1582__1351_33945","33945","1582__1351_33945-1","p__Terrabacteria group"
"101","1","1351__33945","1351","1351__339451","p__Terrabacteria group"
"113","-1","1351__33945","33945","1351__33945-1","p__Terrabacteria group"
"140","-1","46124__817_341694","817","46124__817_341694-1","p__FCB group"
"165","1","46124__817_341694","46124","46124__817_3416941","p__Terrabacteria group"
"176","-1","46124__817_341694","341694","46124__817_341694-1","p__Terrabacteria group"
"182","-1","1304__562_197614","562","1304__562_197614-1","p__Proteobacteria"
"188","1","1304__562_197614","1304","1304__562_1976141","p__Terrabacteria group"
"216","-1","1304__562_197614","197614","1304__562_197614-1","p__Terrabacteria group"
"228","1","571__39485_261299","571","571__39485_2612991","p__Proteobacteria"
"249","-1","571__39485_261299","39485","571__39485_261299-1","p__Terrabacteria group"
"265","-1","571__39485_261299","261299","571__39485_261299-1","p__Terrabacteria group"
"289","1","29361__33038_154046","29361","29361__33038_1540461","p__Terrabacteria group"
"291","-1","29361__33038_154046","33038","29361__33038_154046-1","p__Terrabacteria group"
"304","-1","29361__33038_154046","154046","29361__33038_154046-1","p__Terrabacteria group"
"330","-1","1686__1681_446660","1681","1686__1681_446660-1","p__Terrabacteria group"
"332","1","1686__1681_446660","1686","1686__1681_4466601","p__Terrabacteria group"
"358","-1","1686__1681_446660","446660","1686__1681_446660-1","p__Terrabacteria group"
"367","1","853__166486","853","853__1664861","p__Terrabacteria group"
"395","-1","853__166486","166486","853__166486-1","p__Terrabacteria group"
"430","-1","40545__39488_239935","39488","40545__39488_239935-1","p__Terrabacteria group"
"434","1","40545__39488_239935","40545","40545__39488_2399351","p__Proteobacteria"
"444","-1","40545__39488_239935","239935","40545__39488_239935-1","p__PVC group"
"463","1","1531__33039","1531","1531__330391","p__Terrabacteria group"
"472","-1","1531__33039","33039","1531__33039-1","p__Terrabacteria group"
"510","1","1681__446660","1681","1681__4466601","p__Terrabacteria group"
"538","-1","1681__446660","446660","1681__446660-1","p__Terrabacteria group"
"567","1","39777__113107","39777","39777__1131071","p__Terrabacteria group"
"573","-1","39777__113107","113107","39777__113107-1","p__Terrabacteria group"
"623","1","218538__457412","218538","218538__4574121","p__Terrabacteria group"
"629","-1","218538__457412","457412","218538__457412-1","p__Terrabacteria group"
"635","1","817__341694","817","817__3416941","p__FCB group"
"671","-1","817__341694","341694","817__341694-1","p__Terrabacteria group"
"679","1","729__39491","729","729__394911","p__Proteobacteria"
"701","-1","729__39491","39491","729__39491-1","p__Terrabacteria group"
"748","1","40518__674529","40518","40518__6745291","p__Terrabacteria group"
"765","-1","40518__674529","674529","40518__674529-1","p__FCB group"
"789","1","39485__261299","39485","39485__2612991","p__Terrabacteria group"
"805","-1","39485__261299","261299","39485__261299-1","p__Terrabacteria group"
"826","1","1685__28116","1685","1685__281161","p__Terrabacteria group"
"828","-1","1685__28116","28116","1685__28116-1","p__FCB group"
"876","1","33038__154046","33038","33038__1540461","p__Terrabacteria group"
"889","-1","33038__154046","154046","33038__154046-1","p__Terrabacteria group"
"906","1","821__357276","821","821__3572761","p__FCB group"
"942","-1","821__357276","357276","821__357276-1","p__FCB group"
"970","1","39488__239935","39488","39488__2399351","p__Terrabacteria group"
"984","-1","39488__239935","239935","39488__239935-1","p__PVC group"
"999","1","1308__29466","1308","1308__294661","p__Terrabacteria group"
"1010","-1","1308__29466","29466","1308__29466-1","p__Terrabacteria group"
"1037","1","562__197614","562","562__1976141","p__Proteobacteria"
"1071","-1","562__197614","197614","562__197614-1","p__Terrabacteria group"
