"","216816__40518_674529","1582__1351_33945","1351__33945","46124__817_341694","1304__562_197614","571__39485_261299","29361__33038_154046","1686__1681_446660","853__166486","40545__39488_239935","1531__33039","1681__446660","39777__113107","218538__457412","817__341694","729__39491","40518__674529","39485__261299","1685__28116","33038__154046","821__357276","39488__239935","1308__29466","562__197614"
"ERR2182505",5.88248310886073,0,0,0,2.0097550194628,-2.74403580615871,0,2.59717084873177,5.85428229072116,0,0,4.98149880946578,0,4.22081971052359,0,4.25136138158067,0,4.75280943405512,0,0,0,0,0,5.56000203399152
"ERR2182603",-2.72698220227064,0,0,-2.76090894852934,-2.29181537687303,0,0,0,5.1680005284584,1.56612364584097,0,0,0,0,4.78203457392438,0,-4.72327172566881,0,-5.8790393467124,0,5.29234127348838,-5.80052984036463,-5.00591517790386,3.9695406743117
"ERR2270938",3.73047189390746,0,0,0,4.62283047498629,0,-2.42822456375532,0,0.74106979071214,-2.57238494229133,0,0,0,0,0,-5.68151939705568,4.88621535570532,0,0,4.20580831661099,0,4.45550141667371,0,0
"ERR2270939",4.93853296777092,0,0,0,0,0,0.138930633777524,0,4.86267112542675,1.51428916710059,0,0,0,0,0,0,0,0,2.4825516199719,5.72331760240998,-4.42672486939811,3.91414540733413,0,0
"ERR2270940",0,0,0,0,1.68551674546921,0,-1.35781553839734,0,0,0,0.141891998671899,0,3.42907437311272,0,0,0,0,0,0,1.36263037952494,0,0,-4.70827957894659,4.48001760543763
"ERR2270960",0,-1.51807609161911,-0.0330466954106961,-1.21931599456902,-2.67732161463326,0,-2.45987149778583,0,0,0,0,0,0,0,-1.4054571023334,0,0,0,0,4.26062241425562,0,0,0,4.63725706474715
"ERR2270961",0,0,0,0,-0.0835082438134654,1.50573174838434,0,0,0,0,0,0,-3.09248067457538,0,0,0,0,-4.935918695297,0,0,0,0,0,1.30086152208884
"ERR2270962",0,0,0,0,4.77206284576011,-2.50024588830755,3.18993687699892,0,4.26789025191414,0,0,0,0,0,0,0,0,-4.33055290996386,5.39687442241831,5.90715914388438,-4.59194184098788,0,-0.0450487785151031,0
"ERR2271236",2.93040290900726,0,0,0,0,0,0,1.01275084786931,0,-3.04097577588708,0,-0.115745524005313,0,-0.959483755772584,0,-4.89022689157837,5.46402735446088,0,0,0,0,5.26712454842261,0,0
