"","Part","BalanceID","Component","Group","d.group"
"65","1","1515__487175_536633","1515","1515__487175_5366331","p__Terrabacteria group"
"302","-1","1515__487175_536633","487175","1515__487175_536633-1","p__Proteobacteria"
"304","-1","1515__487175_536633","536633","1515__487175_536633-1","p__Terrabacteria group"
"500","1","39950__328813_467210","39950","39950__328813_4672101","p__Terrabacteria group"
"604","-1","39950__328813_467210","328813","39950__328813_467210-1","p__FCB group"
"631","-1","39950__328813_467210","467210","39950__328813_467210-1","p__Terrabacteria group"
"800","1","33037__84112_1162717","33037","33037__84112_11627171","p__Terrabacteria group"
"867","-1","33037__84112_1162717","84112","33037__84112_1162717-1","p__Terrabacteria group"
"984","-1","33037__84112_1162717","1162717","33037__84112_1162717-1","p__Fusobacteria"
"1266","1","328813__467210","328813","328813__4672101","p__FCB group"
"1293","-1","328813__467210","467210","328813__467210-1","p__Terrabacteria group"
"1516","1","69823__341694","69823","69823__3416941","p__Terrabacteria group"
"1601","-1","69823__341694","341694","69823__341694-1","p__Terrabacteria group"
"1680","-1","225324__823_1547","823","225324__823_1547-1","p__FCB group"
"1727","-1","225324__823_1547","1547","225324__823_1547-1","p__Terrabacteria group"
"1906","1","225324__823_1547","225324","225324__823_15471","p__Proteobacteria"
"1998","1","553__53409","553","553__534091","p__Proteobacteria"
"2173","-1","553__53409","53409","553__53409-1","p__Proteobacteria"
"2619","1","487175__536633","487175","487175__5366331","p__Proteobacteria"
"2621","-1","487175__536633","536633","487175__536633-1","p__Terrabacteria group"
"2668","1","739__1411150","739","739__14111501","p__Proteobacteria"
"2973","-1","739__1411150","1411150","739__1411150-1","p__Spirochaetes"
"3173","1","70995__173480","70995","70995__1734801","p__FCB group"
"3215","-1","70995__173480","173480","70995__173480-1","p__FCB group"
"3425","1","28133__755171","28133","28133__7551711","p__FCB group"
"3623","-1","28133__755171","755171","28133__755171-1","p__Terrabacteria group"
"3827","1","52773__151276","52773","52773__1512761","p__Terrabacteria group"
"3869","-1","52773__151276","151276","52773__151276-1","p__FCB group"
"4116","1","35517__84109","35517","35517__841091","p__Terrabacteria group"
"4176","-1","35517__84109","84109","35517__84109-1","p__Terrabacteria group"
"4307","1","292__34062_40681","292","292__34062_406811","p__Proteobacteria"
"4446","-1","292__34062_40681","34062","292__34062_40681-1","p__Proteobacteria"
"4478","-1","292__34062_40681","40681","292__34062_40681-1","p__Proteobacteria"
"4668","1","860__112009","860","860__1120091","p__Fusobacteria"
"4855","-1","860__112009","112009","860__112009-1","p__Proteobacteria"
"5061","-1","122355__1747_40215","1747","122355__1747_40215-1","p__Terrabacteria group"
"5136","-1","122355__1747_40215","40215","122355__1747_40215-1","p__Proteobacteria"
"5189","1","122355__1747_40215","122355","122355__1747_402151","p__Proteobacteria"
"5321","1","823__1547","823","823__15471","p__FCB group"
"5368","-1","823__1547","1547","823__1547-1","p__Terrabacteria group"
"5739","1","28127__33033","28127","28127__330331","p__FCB group"
"5763","-1","28127__33033","33033","28127__33033-1","p__Terrabacteria group"
"6074","1","28134__28135_439703","28134","28134__28135_4397031","p__FCB group"
"6075","-1","28134__28135_439703","28135","28134__28135_439703-1","p__FCB group"
"6255","-1","28134__28135_439703","439703","28134__28135_439703-1","p__FCB group"
"6377","1","1660__310297_310298","1660","1660__310297_3102981","p__Terrabacteria group"
"6557","-1","1660__310297_310298","310297","1660__310297_310298-1","p__FCB group"
"6558","-1","1660__310297_310298","310298","1660__310297_310298-1","p__FCB group"
"6653","1","859__28123","859","859__281231","p__Fusobacteria"
"6729","-1","859__28123","28123","859__28123-1","p__FCB group"
"7085","1","31998__41276","31998","31998__412761","p__Proteobacteria"
"7128","-1","31998__41276","41276","31998__41276-1","p__Proteobacteria"
"7543","1","288965__425254","288965","288965__4252541","p__Terrabacteria group"
"7576","-1","288965__425254","425254","288965__425254-1","p__Terrabacteria group"
"7632","1","735__1535_329854","735","735__1535_3298541","p__Proteobacteria"
"7683","-1","735__1535_329854","1535","735__1535_329854-1","p__Terrabacteria group"
"7888","-1","735__1535_329854","329854","735__1535_329854-1","p__FCB group"
"8039","1","1737__216816_1161942","1737","1737__216816_11619421","p__Terrabacteria group"
"8193","-1","1737__216816_1161942","216816","1737__216816_1161942-1","p__Terrabacteria group"
"8265","-1","1737__216816_1161942","1161942","1737__216816_1161942-1","p__Terrabacteria group"
"8418","1","34062__40681","34062","34062__406811","p__Proteobacteria"
"8450","-1","34062__40681","40681","34062__40681-1","p__Proteobacteria"
"8632","-1","310514__839_1755626","839","310514__839_1755626-1","p__FCB group"
"8876","1","310514__839_1755626","310514","310514__839_17556261","p__FCB group"
"8937","-1","310514__839_1755626","1755626","310514__839_1755626-1","p__Terrabacteria group"
"9100","1","39492__437898","39492","39492__4378981","p__Terrabacteria group"
"9233","-1","39492__437898","437898","39492__437898-1","p__Proteobacteria"
"9321","1","1358__39497","1358","1358__394971","p__Terrabacteria group"
"9434","-1","1358__39497","39497","1358__39497-1","p__Terrabacteria group"
"9621","-1","58134__818_261299","818","58134__818_261299-1","p__FCB group"
"9788","1","58134__818_261299","58134","58134__818_2612991","p__Terrabacteria group"
"9859","-1","58134__818_261299","261299","58134__818_261299-1","p__Terrabacteria group"
"9933","1","285__582","285","285__5821","p__Proteobacteria"
"9945","-1","285__582","582","285__582-1","p__Proteobacteria"
"10267","1","329__1124597","329","329__11245971","p__Proteobacteria"
"10581","-1","329__1124597","1124597","329__1124597-1","p__Proteobacteria"
"10661","-1","291645__1532_46506","1532","291645__1532_46506-1","p__Terrabacteria group"
"10774","-1","291645__1532_46506","46506","291645__1532_46506-1","p__FCB group"
"10854","1","291645__1532_46506","291645","291645__1532_465061","p__FCB group"
"10993","1","1535__329854","1535","1535__3298541","p__Terrabacteria group"
"11198","-1","1535__329854","329854","1535__329854-1","p__FCB group"
"11371","1","28135__439703","28135","28135__4397031","p__FCB group"
"11551","-1","28135__439703","439703","28135__439703-1","p__FCB group"
"11681","1","1747__40215","1747","1747__402151","p__Terrabacteria group"
"11756","-1","1747__40215","40215","1747__40215-1","p__Proteobacteria"
"11944","-1","39490__850_35785","850","39490__850_35785-1","p__Fusobacteria"
"12062","-1","39490__850_35785","35785","39490__850_35785-1","p__Terrabacteria group"
"12077","1","39490__850_35785","39490","39490__850_357851","p__Terrabacteria group"
"12496","1","216816__1161942","216816","216816__11619421","p__Terrabacteria group"
"12568","-1","216816__1161942","1161942","216816__1161942-1","p__Terrabacteria group"
"12600","1","818__261299","818","818__2612991","p__FCB group"
"12838","-1","818__261299","261299","818__261299-1","p__Terrabacteria group"
"12978","1","1532__46506","1532","1532__465061","p__Terrabacteria group"
"13091","-1","1532__46506","46506","1532__46506-1","p__FCB group"
"13362","-1","40214__29348_410072","29348","40214__29348_410072-1","p__Terrabacteria group"
"13410","1","40214__29348_410072","40214","40214__29348_4100721","p__Proteobacteria"
"13533","-1","40214__29348_410072","410072","40214__29348_410072-1","p__Terrabacteria group"
"13860","-1","1661032__387661_397865","387661","1661032__387661_397865-1","p__FCB group"
"13862","-1","1661032__387661_397865","397865","1661032__387661_397865-1","p__FCB group"
"13899","1","1661032__387661_397865","1661032","1661032__387661_3978651","p__Proteobacteria"
"14035","1","31971__47678_78345","31971","31971__47678_783451","p__Terrabacteria group"
"14085","-1","31971__47678_78345","47678","31971__47678_78345-1","p__FCB group"
"14100","-1","31971__47678_78345","78345","31971__47678_78345-1","p__Terrabacteria group"
"14263","-1","36835__852_341225","852","36835__852_341225-1","p__Fusobacteria"
"14382","1","36835__852_341225","36835","36835__852_3412251","p__Terrabacteria group"
"14509","-1","36835__852_341225","341225","36835__852_341225-1","p__Terrabacteria group"
"14769","1","84112__1162717","84112","84112__11627171","p__Terrabacteria group"
"14886","-1","84112__1162717","1162717","84112__1162717-1","p__Fusobacteria"
"14927","-1","1608994__856_1265","856","1608994__856_1265-1","p__Fusobacteria"
"14938","-1","1608994__856_1265","1265","1608994__856_1265-1","p__Terrabacteria group"
"15222","1","1608994__856_1265","1608994","1608994__856_12651","p__Proteobacteria"
"15264","1","907__69825","907","907__698251","p__Terrabacteria group"
"15419","-1","907__69825","69825","907__69825-1","p__Terrabacteria group"
"15660","-1","191298__28037_39485","28037","191298__28037_39485-1","p__Terrabacteria group"
"15714","-1","191298__28037_39485","39485","191298__28037_39485-1","p__Terrabacteria group"
"15801","1","191298__28037_39485","191298","191298__28037_394851","p__Proteobacteria"
"16071","1","47678__78345","47678","47678__783451","p__FCB group"
"16086","-1","47678__78345","78345","47678__78345-1","p__Terrabacteria group"
"16341","1","29348__410072","29348","29348__4100721","p__Terrabacteria group"
"16512","-1","29348__410072","410072","29348__410072-1","p__Terrabacteria group"
"16578","1","850__35785","850","850__357851","p__Fusobacteria"
"16696","-1","850__35785","35785","850__35785-1","p__Terrabacteria group"
"16964","1","1622__28125_36745","1622","1622__28125_367451","p__Terrabacteria group"
"16991","-1","1622__28125_36745","28125","1622__28125_36745-1","p__FCB group"
"17028","-1","1622__28125_36745","36745","1622__28125_36745-1","p__Terrabacteria group"
"17453","1","187327__454154","187327","187327__4541541","p__Terrabacteria group"
"17511","-1","187327__454154","454154","187327__454154-1","p__FCB group"
"17832","1","387661__397865","387661","387661__3978651","p__FCB group"
"17834","-1","387661__397865","397865","387661__397865-1","p__FCB group"
"17879","1","294__28118","294","294__281181","p__Proteobacteria"
"17982","-1","294__28118","28118","294__28118-1","p__FCB group"
"18267","-1","92945__1504_39496","1504","92945__1504_39496-1","p__Terrabacteria group"
"18370","-1","92945__1504_39496","39496","92945__1504_39496-1","p__Terrabacteria group"
"18416","1","92945__1504_39496","92945","92945__1504_394961","p__Proteobacteria"
"18587","1","1343__349096","1343","1343__3490961","p__Terrabacteria group"
"18814","-1","1343__349096","349096","1343__349096-1","p__Terrabacteria group"
"18903","-1","544645__901_29367","901","544645__901_29367-1","p__Proteobacteria"
"18992","-1","544645__901_29367","29367","544645__901_29367-1","p__Terrabacteria group"
"19172","1","544645__901_29367","544645","544645__901_293671","p__FCB group"
"19216","1","729__633701","729","729__6337011","p__Proteobacteria"
"19507","-1","729__633701","633701","729__633701-1","p__FCB group"
"19581","1","1352__46124","1352","1352__461241","p__Terrabacteria group"
"19708","-1","1352__46124","46124","1352__46124-1","p__Terrabacteria group"
"19897","-1","1110546__905_1308","905","1110546__905_1308-1","p__Terrabacteria group"
"19907","-1","1110546__905_1308","1308","1110546__905_1308-1","p__Terrabacteria group"
"20179","1","1110546__905_1308","1110546","1110546__905_13081","p__Terrabacteria group"
"20223","1","856__1265","856","856__12651","p__Fusobacteria"
"20234","-1","856__1265","1265","856__1265-1","p__Terrabacteria group"
"20621","-1","100884__2724_309120","2724","100884__2724_309120-1","p__Proteobacteria"
"20737","1","100884__2724_309120","100884","100884__2724_3091201","p__Terrabacteria group"
"20789","-1","100884__2724_309120","309120","100884__2724_309120-1","p__Terrabacteria group"
"20883","1","852__341225","852","852__3412251","p__Fusobacteria"
"21129","-1","852__341225","341225","852__341225-1","p__Terrabacteria group"
"21334","-1","154046__36847_197614","36847","154046__36847_197614-1","p__Terrabacteria group"
"21413","1","154046__36847_197614","154046","154046__36847_1976141","p__Terrabacteria group"
"21429","-1","154046__36847_197614","197614","154046__36847_197614-1","p__Terrabacteria group"
"21581","-1","137732__1520_84031","1520","137732__1520_84031-1","p__Terrabacteria group"
"21718","-1","137732__1520_84031","84031","137732__1520_84031-1","p__Terrabacteria group"
"21741","1","137732__1520_84031","137732","137732__1520_840311","p__Terrabacteria group"
"21920","1","1561__29552_36834","1561","1561__29552_368341","p__Terrabacteria group"
"21978","-1","1561__29552_36834","29552","1561__29552_36834-1","p__Terrabacteria group"
"21994","-1","1561__29552_36834","36834","1561__29552_36834-1","p__Terrabacteria group"
"22225","-1","1195760__1322_180332","1322","1195760__1322_180332-1","p__Terrabacteria group"
"22416","-1","1195760__1322_180332","180332","1195760__1322_180332-1","p__Terrabacteria group"
"22500","1","1195760__1322_180332","1195760","1195760__1322_1803321","p__FCB group"
"22572","-1","328814__1512_33031","1512","328814__1512_33031-1","p__Terrabacteria group"
"22643","-1","328814__1512_33031","33031","328814__1512_33031-1","p__Terrabacteria group"
"22782","1","328814__1512_33031","328814","328814__1512_330311","p__FCB group"
"23030","1","61635__114702","61635","61635__1147021","p__Terrabacteria group"
"23061","-1","61635__114702","114702","61635__114702-1","p__Terrabacteria group"
"23309","-1","180311__33038_39491","33038","180311__33038_39491-1","p__Terrabacteria group"
"23332","-1","180311__33038_39491","39491","180311__33038_39491-1","p__Terrabacteria group"
"23408","1","180311__33038_39491","180311","180311__33038_394911","p__Terrabacteria group"
"23604","1","28037__39485","28037","28037__394851","p__Terrabacteria group"
"23658","-1","28037__39485","39485","28037__39485-1","p__Terrabacteria group"
"23892","1","1496__29363_208479","1496","1496__29363_2084791","p__Terrabacteria group"
"23956","-1","1496__29363_208479","29363","1496__29363_208479-1","p__Terrabacteria group"
"24079","-1","1496__29363_208479","208479","1496__29363_208479-1","p__Terrabacteria group"
"24199","1","901__29367","901","901__293671","p__Proteobacteria"
"24288","-1","901__29367","29367","901__29367-1","p__Terrabacteria group"
"24544","1","1335__1042156","1335","1335__10421561","p__Terrabacteria group"
"24811","-1","1335__1042156","1042156","1335__1042156-1","p__Terrabacteria group"
"24854","-1","28901__851_1264","851","28901__851_1264-1","p__Fusobacteria"
"24867","-1","28901__851_1264","1264","28901__851_1264-1","p__Terrabacteria group"
"24946","1","28901__851_1264","28901","28901__851_12641","p__Proteobacteria"
"25218","1","1504__39496","1504","1504__394961","p__Terrabacteria group"
"25321","-1","1504__39496","39496","1504__39496-1","p__Terrabacteria group"
"25593","-1","358743__28116_357276","28116","358743__28116_357276-1","p__FCB group"
"25767","-1","358743__28116_357276","357276","358743__28116_357276-1","p__FCB group"
"25769","1","358743__28116_357276","358743","358743__28116_3572761","p__Terrabacteria group"
"25918","-1","243924__2751_71667","2751","243924__2751_71667-1","p__Terrabacteria group"
"26013","-1","243924__2751_71667","71667","243924__2751_71667-1","p__PVC group"
"26074","1","243924__2751_71667","243924","243924__2751_716671","p__Proteobacteria"
"26259","1","28125__36745","28125","28125__367451","p__FCB group"
"26296","-1","28125__36745","36745","28125__36745-1","p__Terrabacteria group"
"26634","1","39029__360807","39029","39029__3608071","p__Terrabacteria group"
"26763","-1","39029__360807","360807","39029__360807-1","p__Terrabacteria group"
"26850","1","998__1303_1681","998","998__1303_16811","p__FCB group"
"26855","-1","998__1303_1681","1303","998__1303_1681-1","p__Terrabacteria group"
"26901","-1","998__1303_1681","1681","998__1303_1681-1","p__Terrabacteria group"
"27351","1","89093__214856","89093","89093__2148561","p__Terrabacteria group"
"27390","-1","89093__214856","214856","89093__214856-1","p__FCB group"
"27539","1","1520__84031","1520","1520__840311","p__Terrabacteria group"
"27676","-1","1520__84031","84031","1520__84031-1","p__Terrabacteria group"
"27852","1","1322__180332","1322","1322__1803321","p__Terrabacteria group"
"28043","-1","1322__180332","180332","1322__180332-1","p__Terrabacteria group"
"28221","-1","228603__1630_189722","1630","228603__1630_189722-1","p__Terrabacteria group"
"28377","-1","228603__1630_189722","189722","228603__1630_189722-1","p__FCB group"
"28387","1","228603__1630_189722","228603","228603__1630_1897221","p__FCB group"
"28598","1","29552__36834","29552","29552__368341","p__Terrabacteria group"
"28614","-1","29552__36834","36834","29552__36834-1","p__Terrabacteria group"
"28834","1","905__1308","905","905__13081","p__Terrabacteria group"
"28844","-1","905__1308","1308","905__1308-1","p__Terrabacteria group"
"29149","-1","1598__817_218538","817","1598__817_218538-1","p__FCB group"
"29208","1","1598__817_218538","1598","1598__817_2185381","p__Terrabacteria group"
"29378","-1","1598__817_218538","218538","1598__817_218538-1","p__Terrabacteria group"
"29536","1","1584__301301_301302","1584","1584__301301_3013021","p__Terrabacteria group"
"29723","-1","1584__301301_301302","301301","1584__301301_301302-1","p__Terrabacteria group"
"29724","-1","1584__301301_301302","301302","1584__301301_301302-1","p__Terrabacteria group"
"29916","1","29375__158836_185293","29375","29375__158836_1852931","p__Terrabacteria group"
"30021","-1","29375__158836_185293","158836","29375__158836_185293-1","p__Proteobacteria"
"30030","-1","29375__158836_185293","185293","29375__158836_185293-1","p__FCB group"
"30271","1","36847__197614","36847","36847__1976141","p__Terrabacteria group"
"30366","-1","36847__197614","197614","36847__197614-1","p__Terrabacteria group"
"30497","-1","1376__1304_28161","1304","1376__1304_28161-1","p__Terrabacteria group"
"30506","1","1376__1304_28161","1376","1376__1304_281611","p__Terrabacteria group"
"30570","-1","1376__1304_28161","28161","1376__1304_28161-1","p__Proteobacteria"
"30882","1","2724__309120","2724","2724__3091201","p__Proteobacteria"
"31050","-1","2724__309120","309120","2724__309120-1","p__Terrabacteria group"
"31170","1","1402__39778_52226","1402","1402__39778_522261","p__Terrabacteria group"
"31282","-1","1402__39778_52226","39778","1402__39778_52226-1","p__Terrabacteria group"
"31299","-1","1402__39778_52226","52226","1402__39778_52226-1","p__Terrabacteria group"
"31509","1","1512__33031","1512","1512__330311","p__Terrabacteria group"
"31580","-1","1512__33031","33031","1512__33031-1","p__Terrabacteria group"
"31876","1","2751__71667","2751","2751__716671","p__Terrabacteria group"
"31971","-1","2751__71667","71667","2751__71667-1","p__PVC group"
"32307","1","82801__89014_239935","82801","82801__89014_2399351","p__Terrabacteria group"
"32315","-1","82801__89014_239935","89014","82801__89014_239935-1","p__Terrabacteria group"
"32362","-1","82801__89014_239935","239935","82801__89014_239935-1","p__PVC group"
"32514","1","1583__37734","1583","1583__377341","p__Terrabacteria group"
"32590","-1","1583__37734","37734","1583__37734-1","p__Terrabacteria group"
"32908","1","33038__39491","33038","33038__394911","p__Terrabacteria group"
"32931","-1","33038__39491","39491","33038__39491-1","p__Terrabacteria group"
"33144","1","1303__1681","1303","1303__16811","p__Terrabacteria group"
"33190","-1","1303__1681","1681","1303__1681-1","p__Terrabacteria group"
"33525","-1","589437__1735_29466","1735","589437__1735_29466-1","p__Terrabacteria group"
"33561","-1","589437__1735_29466","29466","589437__1735_29466-1","p__Terrabacteria group"
"33739","1","589437__1735_29466","589437","589437__1735_294661","p__FCB group"
"33886","1","29363__208479","29363","29363__2084791","p__Terrabacteria group"
"34009","-1","29363__208479","208479","29363__208479-1","p__Terrabacteria group"
"34152","-1","89152__1492_387090","1492","89152__1492_387090-1","p__Terrabacteria group"
"34303","1","89152__1492_387090","89152","89152__1492_3870901","p__Terrabacteria group"
"34381","-1","89152__1492_387090","387090","89152__1492_387090-1","p__FCB group"
"34453","1","851__1264","851","851__12641","p__Fusobacteria"
"34466","-1","851__1264","1264","851__1264-1","p__Terrabacteria group"
"34763","1","381__1078480","381","381__10784801","p__Proteobacteria"
"35073","-1","381__1078480","1078480","381__1078480-1","p__Proteobacteria"
"35223","1","33035__39483","33035","33035__394831","p__Terrabacteria group"
"35241","-1","33035__39483","39483","33035__39483-1","p__Terrabacteria group"
"35462","1","1304__28161","1304","1304__281611","p__Terrabacteria group"
"35535","-1","1304__28161","28161","1304__28161-1","p__Proteobacteria"
"35875","1","29389__59310","29389","29389__593101","p__Terrabacteria group"
"35938","-1","29389__59310","59310","29389__59310-1","p__Terrabacteria group"
"36185","1","28116__357276","28116","28116__3572761","p__FCB group"
"36359","-1","28116__357276","357276","28116__357276-1","p__FCB group"
"36424","1","573__29360","573","573__293601","p__Proteobacteria"
"36533","-1","573__29360","29360","573__29360-1","p__Terrabacteria group"
"36900","1","39488__46503_762210","39488","39488__46503_7622101","p__Terrabacteria group"
"36922","-1","39488__46503_762210","46503","39488__46503_762210-1","p__FCB group"
"37055","-1","39488__46503_762210","762210","39488__46503_762210-1","p__Terrabacteria group"
"37133","-1","28129__1502_589436","1502","28129__1502_589436-1","p__Terrabacteria group"
"37185","1","28129__1502_589436","28129","28129__1502_5894361","p__FCB group"
"37379","-1","28129__1502_589436","589436","28129__1502_589436-1","p__FCB group"
"37563","1","39489__1002672","39489","39489__10026721","p__Terrabacteria group"
"37719","-1","39489__1002672","1002672","39489__1002672-1","p__Proteobacteria"
"37755","1","817__218538","817","817__2185381","p__FCB group"
"37984","-1","817__218538","218538","817__218538-1","p__Terrabacteria group"
"38233","1","39778__52226","39778","39778__522261","p__Terrabacteria group"
"38250","-1","39778__52226","52226","39778__52226-1","p__Terrabacteria group"
"38469","-1","308994__1559_165179","1559","308994__1559_165179-1","p__Terrabacteria group"
"38629","-1","308994__1559_165179","165179","308994__1559_165179-1","p__FCB group"
"38662","1","308994__1559_165179","308994","308994__1559_1651791","p__Terrabacteria group"
"38816","-1","376805__1680_39777","1680","376805__1680_39777-1","p__Terrabacteria group"
"38894","-1","376805__1680_39777","39777","376805__1680_39777-1","p__Terrabacteria group"
"39012","1","376805__1680_39777","376805","376805__1680_397771","p__FCB group"
"39266","1","89014__239935","89014","89014__2399351","p__Terrabacteria group"
"39313","-1","89014__239935","239935","89014__239935-1","p__PVC group"
"39653","1","301301__301302","301301","301301__3013021","p__Terrabacteria group"
"39654","-1","301301__301302","301302","301301__301302-1","p__Terrabacteria group"
"39814","1","1735__29466","1735","1735__294661","p__Terrabacteria group"
"39850","-1","1735__29466","29466","1735__29466-1","p__Terrabacteria group"
"40110","1","1492__387090","1492","1492__3870901","p__Terrabacteria group"
"40339","-1","1492__387090","387090","1492__387090-1","p__FCB group"
"40468","1","1630__189722","1630","1630__1897221","p__Terrabacteria group"
"40624","-1","1630__189722","189722","1630__189722-1","p__FCB group"
"40820","-1","358742__28117_234908","28117","358742__28117_234908-1","p__FCB group"
"40967","-1","358742__28117_234908","234908","358742__28117_234908-1","p__Proteobacteria"
"40994","1","358742__28117_234908","358742","358742__28117_2349081","p__Terrabacteria group"
"41105","1","1502__589436","1502","1502__5894361","p__Terrabacteria group"
"41351","-1","1502__589436","589436","1502__589436-1","p__FCB group"
