"","1304__28026","33038__2173_751585","1686__457412","820__204516","39492__246787_357276","446660__100886_626940","2173__751585","39488__40520","1118060__33039_74426","197614__28111_310298","1735__28117_487174","1161942__1681_239935","1351__387090_491921","658081__818_46506","39486__907_1318","328812__817_158847","33039__74426","246787__357276","487173__853_1680","39496__100884","147207__39491_218538","28111__310298","665951__1308_410072","100886__626940","363265__310297_328813","28117__487174","384638__457394","1681__239935","818__46506","1502__821_360807","28118__823_33959","729__39485_45851","261299__665950","1343__665956","150055__39490_47770","1624__40545_328814","853__1680","39777__1598_626929","301301__626932","905__1683","469588__562_88431","658082__674529","329854__387661","626935__28116_47678","1736__28025_46503","39491__218538","310297__328813","1623__39483","338188__1118061","33043__658089","817__158847","823__33959","821__360807","1308__410072","39490__47770","1598__626929","562__88431","52226__901_216816","907__1318","39485__45851","40545__328814","28025__46503","40519__165179_166486","28116__47678","387090__491921","901__216816","165179__166486","97478__40518_46228","40518__46228"
"ERR478999",0,-2.53275615369508,0,0,5.55726589533161,0,4.38686234138261,0,0,0,-2.69382624416982,0,0,-3.21840955049288,0,0,0,0,0,0,-3.13500309926253,0,0,0,0,4.66584392166458,0,0,-5.57444886101859,-2.52459601933365,0,-2.55414456930216,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42998464980861,0,0,0,0,0,0,4.37272857407201,0,0,0,0,0,0,4.42390816390747,0,0,0,0,0,0,0,-2.9873976289755,5.17432447579636
"ERR479000",0,0,0,0,0,0,0,0,0,-2.69905560861821,2.57049213604173,0,0,0,0,0,0,0,-5.39550702504187,0,-2.51283949335777,4.67490144658047,0,0,0,-4.49089696058666,0,0,0,0,0,0,0,0,0,0,0.115622805768296,0,0,0,-3.30061870516355,0,0,0,-2.87548100366285,4.35236567376129,0,0,0,0,0,0,0,0,0,0,5.71683929375546,0,0,0,0,4.9804791945432,0,0,0,0,0,0,0
"ERR479001",0,0,0,4.33969539532356,0,0,0,0,0,-2.69932161601324,2.55257665479463,0,0,0,0,0,0,0,-5.38339080435799,0,0,4.67536218490387,0,0,0,-4.47272937999895,0,0,0,0,0,0,0,0,0,0,0.139419291084822,0,0,0,-3.30217570481321,0,0,0,-2.86972202316967,0,0,0,0,0,0,0,0,0,0,0,5.71953609625604,0,0,0,0,4.97050434772922,0,0,0,0,0,0,0
"ERR479002",0,0,0,0,0,0,0,0,0,-2.70216841587848,2.59004461862827,0,0,0,0,0,0,0,-5.41379974992215,0,-2.49646374709899,4.68029298690943,0,0,0,-4.49774962209992,0,0,0,0,0,0,0,0,0,0,0.127855324369061,0,0,0,-3.28514554463913,0,0,0,-2.87716911191885,4.32400204922924,0,0,0,0,0,0,0,0,0,0,5.69003899357351,0,0,0,0,4.98340308381127,0,0,0,0,0,0,0
"ERR479003",0,0,0,0,0,0,0,0,0,-2.69320115359006,2.57498955296763,0,0,0,0,0,0,0,-5.4008200244178,0,-2.50414454656686,4.66476123302109,0,0,0,-4.49535081582956,0,0,0,0,0,0,0,0,0,0,0.117146195592803,0,0,0,-3.31235149799434,0,0,0,-2.86653639676579,4.33730558415033,0,0,0,0,0,0,0,0,0,0,5.73716108705307,0,0,0,0,4.96498668094377,0,0,0,0,0,0,0
"ERR479004",0,-3.00045510697044,0,0,0,-2.44836636275451,-5.19694069110232,0,0,0,0,0,0,0,0,0,0,0,-2.48594940554826,0,-3.10594859943691,0,-2.22199680939239,-4.24069493583343,-2.98864420867311,0,0,0,0,-5.3553784349167,0,-3.38479759289716,0,0,0,0,4.30579067545523,0,0,0,0,0,0,0,0,5.37966077992213,5.17648361516831,0,0,0,0,0,0.369979477968653,3.84861136812356,0,0,0,0,0,5.86264140423472,0,0,0,0,0,0,0,0,0
"ERR479005",0,-3.00419667739131,0,0,0,-2.4344898842539,-5.20342128117136,0,0,0,0,0,0,0,0,0,0,0,-2.52553908201664,0,-3.1029851520434,0,-2.24115205648458,-4.21666017004022,-2.98597910628312,0,0,0,0,-5.41480711611215,0,-3.36847210407258,0,0,0,0,4.37436200655367,0,0,0,0,0,0,0,0,5.37452793847101,5.17186752242147,0,0,0,0,0,0.511277160437409,3.88178922931877,0,0,0,0,0,5.83436482813215,0,0,0,0,0,0,0,0,0
"ERR479006",4.97725604578656,0,-4.5729697539702,0,-2.44908224187629,0,0,0,0,0,0,0,0,6.78470202594216,0,0,0,-4.24193487484443,-2.87702765554116,0,-2.92268696341815,0,0,0,0,0,0,0,0,0,0,-2.58843132887626,0,0,0,0,4.98315807417807,0,0,0,0,0,0,0,0,5.06224231525944,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4832945735167,0,0,0,0,0,0,0,-2.50212018314014,-4.33379928384226
"ERR479007",4.97376985417632,0,-4.57668308676852,0,-2.435346544124,0,0,0,0,0,0,0,0,6.85634200886998,0,0,0,-4.21814394846005,-2.84273680314433,0,-2.90849273190255,0,0,0,0,0,0,0,0,0,0,-2.56917157565131,0,0,0,0,4.92376457559191,0,0,0,0,0,0,0,0,5.03765718510002,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44993570238986,0,0,0,0,0,0,0,-2.49634023839903,-4.32378812588572
"ERR479008",4.95325316856376,0,-4.64289884901644,0,-2.45686598523413,0,0,0,0,0,0,0,0,6.76407095035594,0,0,0,-4.25541671381327,-2.87815848128954,0,-2.92886101959721,0,0,0,0,0,0,0,0,0,0,-2.57720851309883,0,0,0,0,4.98511672182876,0,0,0,0,0,0,0,0,5.07293609425036,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.46385608638621,0,0,0,0,0,0,0,-2.51078287641482,-4.34880350872439
"ERR479009",5.00756912485891,0,-4.58513069796427,0,-2.45996692468014,0,0,0,0,0,0,0,0,6.79337499054549,0,0,0,-4.26078769848497,-2.85173297937127,0,-2.92410541551468,0,0,0,0,0,0,0,0,0,0,-2.58699104764413,0,0,0,0,4.93934640989081,0,0,0,0,0,0,0,0,5.06469914635872,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.48079993324547,0,0,0,0,0,0,0,-2.49961098657411,-4.32945322790373
"ERR479012",3.88372695178607,0,0,0,0,-2.63941225602178,0,0,-2.37936522972945,0,-2.66220364735631,0,0,0,0,0,-4.1211814676542,0,-5.51547656072645,0,-2.45918629432229,0,0,-4.57159612954972,0,4.6110719773163,0,0,0,0,0,0,0,0,0,0,-1.42687089368644,0,0,4.28035337596929,-2.38442077322328,0,0,0,0,4.25943560704323,0,0,0,0,0,0,0,0,0,0,4.1299379258454,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479013",3.9013642315454,0,0,0,0,-2.64899882919618,0,0,-2.34500854004375,0,-2.6522820366733,0,0,0,0,0,-4.06167393553869,0,-5.47542101997247,0,-2.4714918707367,0,0,-4.58820056135826,0,4.59388724352041,0,0,0,0,0,0,0,0,0,0,-1.40289717495395,0,0,4.22812768521705,-2.30833598364832,0,0,0,0,4.28074949060942,0,0,0,0,0,0,0,0,0,0,3.99815520461836,0,0,0,0,0,0,0,0,0,0,0,0
