"","1304__28026","33038__2173_751585","1686__457412","820__204516","39492__246787_357276","446660__100886_626940","2173__751585","39488__40520","1118060__33039_74426","197614__28111_310298","1735__28117_487174","1161942__1681_239935","1351__387090_491921","658081__818_46506","39486__907_1318","328812__817_158847","33039__74426","246787__357276","487173__853_1680","39496__100884","147207__39491_218538","28111__310298","665951__1308_410072","100886__626940","363265__310297_328813","28117__487174","384638__457394","1681__239935","818__46506","1502__821_360807","28118__823_33959","729__39485_45851","261299__665950","1343__665956","150055__39490_47770","1624__40545_328814","853__1680","39777__1598_626929","301301__626932","905__1683","469588__562_88431","658082__674529","329854__387661","626935__28116_47678","1736__28025_46503","39491__218538","310297__328813","1623__39483","338188__1118061","33043__658089","817__158847","823__33959","821__360807","1308__410072","39490__47770","1598__626929","562__88431","52226__901_216816","907__1318","39485__45851","40545__328814","28025__46503","40519__165179_166486","28116__47678","387090__491921","901__216816","165179__166486","97478__40518_46228","40518__46228"
"ERR479151",0,0,-4.54157371513601,0,0,0,0,0,-2.73904712361698,0,-2.61660552579417,0,0,0,0,0,4.74416878243,0,-5.36241241251751,0,-3.13320169066331,0,0,0,0,4.53209371404098,0,0,0,0,0,0,0,0,0,0,0.342363994557019,0,0,0,0,0,0,0,0,5.42686451858955,0,0,0,0,0,0,0,0,0,0,0,-3.00770203604255,0,0,0,0,-2.79512791836912,0,0,-5.20949274045406,-4.84130356826955,-3.05624791246718,5.29357666491948
"ERR479152",0,0,-4.57348164277812,0,0,0,0,0,-2.75144628843229,0,-2.62102580010763,0,0,0,0,0,4.76564476586154,0,-5.34422119891348,0,-3.13669539464759,0,0,0,0,4.53974985373528,0,0,0,0,0,0,0,0,0,0,0.352558498388997,0,0,0,0,0,0,0,0,5.43291579139693,0,0,0,0,0,0,0,0,0,0,0,-3.01823823738982,0,0,0,0,-2.79830205021186,0,0,-5.22774197650631,-4.8468013258911,-3.06403001980077,5.30705567021121
"ERR479153",0,0,0,0,0,0,0,0,-2.79195851898859,0,-2.62885843575881,0,0,0,0,-2.51015272900808,4.835814007513,0,-5.37675644287767,0,-3.15668329230337,0,0,0,0,4.55331637664031,0,0,0,0,0,0,0,0,0,0,0.307474457721824,0,0,0,0,0,0,0,0,5.46753584567323,0,0,0,0,4.34771206139967,0,0,0,0,0,0,-3.01364374851089,0,0,0,0,-2.81236314251734,0,0,-5.21978408833319,-4.87115585217411,-3.07518151831874,5.32637063222486
"ERR479154",0,-2.75449678471439,0,0,0,0,4.77092838041043,0,0,0,0,-2.17305575697643,0,5.07095552843208,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76384297876322,0,0,-3.11587004063114,-5.44114470586513,0,0,-3.2575929816748,0,0,-3.38737843096561,0,0,0,0,0,0,0,0,0,0,0,4.42392068346651,0,-5.39684522015485,0,0,-5.64231655464055,5.86711154689537,0,0,0,-1.0834948133183,0,0,0,0,0,0,0,0,0
"ERR479155",0,-2.74912673831942,0,0,0,0,4.76162718721534,0,0,0,0,-2.18202581053145,0,4.99431661521985,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77937956726713,0,0,-3.11590959913176,-5.43717924739907,0,0,-3.25656587098715,0,0,-3.3872704385019,0,0,0,0,0,0,0,0,0,0,0,4.43747576869787,0,-5.39691373748778,0,0,-5.64053754674454,5.8669244984614,0,0,0,-1.10652829812431,0,0,0,0,0,0,0,0,0
"ERR479156",0,-2.75020656247371,0,0,0,0,4.76349749751382,0,0,0,0,-2.11602422576761,0,4.98519296868052,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66506146907611,0,0,-3.12342571989973,-5.44534969157644,0,0,-3.26953712672466,0,0,-3.39069658435875,0,0,0,0,0,0,0,0,0,0,0,4.44023785221176,0,-5.40993204053372,0,0,-5.66300442071988,5.8728587571596,0,0,0,-1.11222601094775,0,0,0,0,0,0,0,0,0
"ERR479157",0,0,0,0,0,0,0,0,-2.98985011719774,0,-2.57206537784339,0,0,-3.29311415229759,0,0,5.17857231000224,0,0,-4.57106592796629,0,0,0,0,0,4.4549479148136,0,0,5.70384102690353,-2.72744168603369,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55214952854507,0,0,0,0,0,-4.21196201125369,0,0,4.72406757489168,0,0,0,0,0,0,0,0,0,0,4.42045265195301,0,0,0,0,0
"ERR479158",0,0,0,0,0,0,0,0,-2.93883459588711,0,-2.49399202946627,0,0,-3.23308441308644,0,0,5.09021083511762,0,0,-4.65000002908442,0,0,0,0,0,4.3197209087074,0,0,5.59986646862472,-3.22034605900143,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.493141006781,0,0,0,0,0,-4.13060800151647,0,0,5.57780299214469,0,0,0,0,0,0,0,0,0,0,4.31824689417811,0,0,0,0,0
"ERR479159",0,0,0,0,0,0,0,0,-2.8912453780341,0,-2.49225456196092,0,0,-3.25827199536243,0,0,5.00778389190375,0,0,-4.06296137498182,0,0,0,0,0,4.31671152671163,0,0,5.64349264084656,-3.24597753588614,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52575481335214,0,0,0,0,0,-4.15998916284452,0,0,5.62219801238202,0,0,0,0,0,0,0,0,0,0,4.37473566418755,0,0,0,0,0
"ERR479160",0,0,0,0,0,0,0,0,-3.00731315253273,0,-2.57457343179833,0,0,-3.30119312943425,0,0,5.20881917445682,0,0,-4.40115885084101,0,0,0,0,0,4.45929199169167,0,0,5.71783422577742,-2.59213730452984,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56705742882541,0,0,0,0,0,-4.25324728241007,0,0,4.48971351164032,0,0,0,0,0,0,0,0,0,0,4.44627389267273,0,0,0,0,0
"ERR479161",0,0,-4.92692389964214,0,5.22863507511621,0,0,-0.0263821360514475,0,0,0,0,0,0,0,0,0,0,-2.762546799965,0,-2.53950710575264,0,-2.60222848911654,0,0,0,0,0,0,0,0,-2.94888652257455,0,0,0,0,4.7848714158262,0,0,0,0,0,0,0,0,4.39855533334576,0,0,0,0,0,0,0,4.50719195605304,0,0,0,0,0,5.10762128285424,0,0,0,0,0,0,0,-3.19288602708184,5.53024082168249
"ERR479162",0,0,-4.50243520138083,0,0,0,0,0,-2.77952383543547,0,0,0,0,-2.47311267979701,0,0,4.81427650382294,0,-2.96605663123055,0,0,0,0,0,0,0,0,0,4.28355681425124,-6.02617504933631,0,0,0,0,0,0,5.1373607834179,0,0,0,0,0,0,-5.47772783535416,0,0,0,0,0,0,0,0,-0.626388645222684,0,0,0,0,0,0,0,0,0,0,-0.172843626775173,0,0,0,-3.03707302985295,5.26036479400246
"ERR479163",0,0,0,0,0,0,0,-4.08753849026633,-2.76401705101979,0,0,0,0,-2.46451759896414,0,0,4.78741796535298,0,-2.95283628006618,0,0,0,0,0,0,0,0,0,4.26866969755355,-6.41458196407694,0,0,0,0,0,0,5.11446246350731,0,0,0,0,0,0,-5.39878517577865,0,0,0,0,0,0,0,0,0.134274732241231,0,0,0,0,0,0,0,0,0,0,-0.147171397347908,0,0,0,-3.0095856473814,5.21275525099465
"ERR479164",0,0,-4.56700255840301,0,0,0,0,0,-2.83154050790747,0,0,0,0,-2.49908330341185,0,0,4.90437202338512,0,-2.93873927358229,0,0,0,0,0,0,0,0,0,4.3285392538564,-6.03972412085488,0,0,0,0,0,0,5.09004573204258,0,0,0,0,0,0,-5.4869395463739,0,0,0,0,0,0,0,0,-0.63070157670417,0,0,0,0,0,0,0,0,0,0,-0.150482282159819,0,0,0,-3.04918260733584,5.28133919746101
"ERR479167",0,-3.21835746864606,0,0,0,-2.52124996429386,-5.57435865261374,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87655322781664,0,0,-4.36693303673818,-2.62627498804012,0,0,0,0,-2.52084888894836,0,-5.36899948978883,0,0,0,0,0,0,0,0,0,0,0,0,-2.68066639239775,4.98233634125467,4.54884171393284,0,0,0,0,0,4.36623835386211,0,0,0,0,0,0,0.073707756819355,0,-4.64305038977527,0,0,0,0,0,-2.8779290782601,4.98471938412636
"ERR479168",0,-3.21473812553174,0,0,0,0,-5.56808976644971,0,-2.54457514055757,0,0,0,0,0,0,0,4.40733342712243,0,0,0,-2.88372633365483,0,0,0,-2.61733060662908,0,0,0,0,-2.54558517796721,0,-5.37398406418984,0,0,0,0,0,0,0,0,0,0,0,0,-2.67339125572662,4.99476052501449,4.53334959088664,0,0,0,0,0,4.40908286323347,0,0,0,0,0,0,0.139324408465478,0,-4.63044948342887,0,0,0,0,0,-2.86796870506775,4.96746751169487
"ERR479169",4.86062209372477,0,0,4.57427324233704,0,0,0,0,0,0,0,0,0,-2.69953935969289,0,0,0,0,-2.9032321834035,0,-2.88344358008896,0,0,0,0,0,0,0,-4.67573932802004,0,0,-2.7159135052344,0,0,0,0,5.02854564782399,0,0,0,0,0,0,-2.70935711459301,0,4.99427078147238,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70410018002846,0,0,-2.61692071201475,4.69274417832331,0,0,-4.53263963258886,-3.04087177520132,5.26694441395086
"ERR479170",4.86827000180973,0,0,4.58604044844155,0,0,0,0,0,0,0,0,0,-2.69461266880889,0,0,0,0,-2.88560922202352,0,-2.88059818150284,0,0,0,0,0,0,0,-4.66720604909576,0,0,-2.71881957295092,0,0,0,0,4.99802178333403,0,0,0,0,0,0,-2.71493640903111,0,4.98934240655343,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70913363696371,0,0,-2.62221546800277,4.70240779976048,0,0,-4.5418104189738,-3.04063035533935,5.26652626248396
"ERR479171",4.8546708458617,0,0,4.57385307914979,0,0,0,0,0,0,0,0,0,-2.69408028818433,0,0,0,0,-2.88611865944653,0,-2.86964249003812,0,0,0,0,0,0,0,-4.66628393880507,0,0,-2.72525543991179,0,0,0,0,4.99890415483397,0,0,0,0,0,0,-2.69267894062481,0,4.97036659230448,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72028088553069,0,0,-2.61458255119078,4.66385673363292,0,0,-4.52858981924549,-3.03399796375784,5.25503862328909
"ERR479172",4.88081474436953,0,0,4.57876298443274,0,0,0,0,0,0,0,0,0,-2.70273808033419,0,0,0,0,-2.89052092106757,0,-2.86902349332968,0,0,0,0,0,0,0,-4.68127967469,0,0,-2.70767579246088,0,0,0,0,5.00652909562982,0,0,0,0,0,0,-2.70707819392561,0,4.96929445855575,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68983204296657,0,0,-2.62757630340507,4.68879697194095,0,0,-4.5510956582616,-3.03755994880093,5.26120816235953
"ERR479181",0,0,0,5.82320814861306,-5.96779432068637,0,0,0,0,0,-2.58793701305877,-2.63385888337651,0,-2.60577894164945,0,0,0,-0.978329052551358,-2.83682606392863,0,0,0,0,0,0,4.48243839340583,0,-4.56197740597474,4.51334152022991,0,0,0,0,0,0,-2.48712371427768,4.91352687496003,0,0,0,0,0,-4.58183218517929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30782463783836,0,0,0,0,0,0,0,0
"ERR479182",0,0,0,5.83117801648755,-5.94511083786408,0,0,0,0,0,-2.61875223605105,-2.64461513189149,0,-2.60304366371703,0,0,0,-0.966898414987489,-2.84438868429091,0,0,0,0,0,0,4.53581192527502,0,-4.58060777490153,4.50860387987814,0,0,0,0,0,0,-2.49616393092016,4.92662571766586,0,0,0,0,0,-4.57990859323672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32348275237456,0,0,0,0,0,0,0,0
"ERR479183",5.15276758253556,0,-5.27181095428039,0,5.20160998005622,0,0,-5.0918467677287,0,0,5.40039726777563,0,0,0,5.34112818292002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4941176460437,0,0,0,0,0,0,-2.64061491943391,0,0,-2.6966273676585,0,0,0,0,0,0,0,0,0,0,4.31993848300178,0,0,0,-4.57367920368392,-4.67069560986525,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479184",5.08833468786611,0,-5.27157188193655,0,5.24938177503655,0,0,-5.10968913990892,0,0,5.38909893781879,0,0,0,5.38809045507824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48734795556839,0,0,0,0,0,0,0,-2.65655648290122,0,0,-2.69616482401261,0,0,0,0,0,0,0,0,0,0,0,4.30821303514703,0,0,-4.60129080156139,-4.66989446076984,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479185",5.07920488452495,0,-5.26114430602077,0,5.21866281556302,0,0,-5.12390576419784,0,0,5.42889721907537,0,0,0,5.37171493866816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50215849755408,0,0,0,0,0,0,0,-2.65305996635947,0,0,-2.69171766165215,0,0,0,0,0,0,0,0,0,0,0,4.33386564635387,0,0,-4.59523465726158,-4.66219174961202,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479186",5.09993083275727,0,-5.2756376724263,0,5.22460185279548,0,0,-5.10664070239021,0,0,5.36407284199479,0,0,0,5.36843299107247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50620905201118,0,0,0,0,0,0,-2.66335677321648,0,0,-2.69383565602703,0,0,0,0,0,0,0,0,0,0,4.3408814124724,0,0,0,-4.61306924989364,-4.66586022347946,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479187",0,0,0,-4.59768521143649,0,-2.64636042336983,0,0,-3.09891977437833,-3.16165616737926,0,0,0,0,0,0,5.36748649780315,0,0,0,0,-5.47614911796437,-2.76208087454939,-4.58363070841603,-2.90065335019522,0,0,0,0,-2.78544445317641,0,0,0,0,0,0,0,0,0,0,-2.74872527414256,0,0,0,0,0,5.024078977683,0,0,0,0,0,4.82453131456245,-4.78406440933382,0,0,-4.7609318308636,0,0,0,0,0,0,0,0,0,0,-2.64103774249113,4.57441155470165
"ERR479188",0,0,0,-4.61983137201401,0,-2.63827172874781,0,0,-3.11325679326988,-3.18014246889613,0,0,0,0,0,0,5.39231894295239,0,0,0,0,-5.50816833143563,-2.75987208335765,-4.56962067836379,-2.88657570305842,0,0,0,0,-2.79283626884452,0,0,0,0,0,0,0,0,0,0,-2.76714343678286,0,0,0,0,0,4.99969577759105,0,0,0,0,0,4.8373343148598,-4.78023867076643,0,0,-4.79283302433867,0,0,0,0,0,0,0,0,0,0,-2.66219717549431,4.61106076772251
"ERR479189",0,0,0,-4.65017884511689,0,0,0,0,-3.06886609147028,-3.17870483587339,0,0,0,0,0,0,5.31543199205185,0,0,0,0,-5.5056782779976,-2.77418706183698,0,-2.90253537773843,0,0,0,0,-2.75812228207831,0,0,0,0,0,0,0,0,0,0,-2.7562658322558,0,0,0,-2.63715749855338,0,5.02733874500909,0,0,0,0,0,4.77720792604745,-4.80503294080188,0,0,-4.77399246063317,0,0,0,0,-4.56769077505571,0,0,0,0,0,-2.65120164648748,4.59201595282658
"ERR479190",0,-2.49776732777998,0,0,0,0,4.32625991720047,0,0,0,5.01209017687413,0,0,0,0,0,0,0,-2.70487976216097,0,-2.79560231346145,0,0,0,-2.37161357694011,0,0,0,0,0,0,-5.93468037501694,0,0,0,0,4.68498917642762,0,0,0,-2.41191652885785,0,0,0,0,4.84212524467233,4.10775521118044,0,0,0,0,0,0,0,0,0,-4.17756197159696,0,0,-0.634528875167138,0,0,-3.4457949326547,0,0,0,5.96829189582132,0,0
"ERR479191",0,-2.43648596817268,0,0,0,-2.38094077471796,4.22011748880373,0,0,0,5.09809173898122,0,0,0,0,0,0,0,-2.73057455217139,0,-2.81119922314045,0,0,4.12391039162391,-2.394055504772,0,0,0,0,0,0,-5.89560295113058,0,0,0,0,4.72949385821548,0,0,0,0,0,0,0,0,4.86913988467742,4.14662577040506,0,0,0,0,0,0,0,0,0,0,0,0,-0.659886497936138,0,0,-3.47250446552209,0,0,0,6.01455416379407,0,0
"ERR479192",0,-2.49188709667903,0,0,0,-2.39572821826647,4.31607505817337,0,0,0,5.05490941849889,0,0,0,0,0,0,0,-2.6473808274435,0,-2.79720888744364,0,0,4.14952299516399,0,0,0,0,0,0,0,-5.95659302335867,0,0,0,0,4.58539810011587,0,0,0,-2.40439404213448,0,0,0,0,4.84490791243559,0,0,0,0,0,0,0,0,0,0,-4.16453264239282,0,0,-0.65649064634207,0,0,-3.4537394163317,0,0,0,5.98205214518979,0,0
"ERR479195",-5.02702580413676,0,0,0,0,0,0,4.35480875191237,0,0,0,0,0,0,0,0,0,0,-3.1604929612753,0,-3.04564513268543,0,0,0,0,0,0,0,0,-2.54931414743606,0,-2.50783428084516,0,0,0,0,5.47413438589263,0,0,0,0,0,0,-2.63060732672859,0,5.27521211163602,0,0,0,0,0,0,4.4155416278134,0,0,0,0,0,0,4.34369639138677,0,0,-2.60752045790263,4.55634554465687,0,0,-4.51635791486262,-3.2374410775025,5.60741243274487
"ERR479196",-5.01399479868216,0,0,0,0,0,0,4.34335740785239,0,0,0,0,0,0,0,0,0,0,-3.16664713248183,0,-3.04249945683922,0,0,0,0,0,0,0,0,-2.5817700825194,0,-2.49298990112938,0,0,0,0,5.48479372310082,0,0,0,0,0,0,-2.63591895549105,0,5.26976364124625,0,0,0,0,0,0,4.47175695638489,0,0,0,0,0,0,4.3179851715122,0,0,-2.6045839795888,4.56554555554438,0,0,-4.51127178522774,-3.22488198952062,5.58565945426352
"ERR479197",-5.00586146378801,0,0,0,0,0,0,4.35762164640448,0,0,0,0,0,0,0,0,0,0,-3.14853446430795,0,-3.04677123601304,0,0,0,0,0,0,0,0,-2.59476756651604,0,-2.51085521407316,0,0,0,0,5.45342166156302,0,0,0,0,0,0,-2.62951802780022,0,5.27716257981402,0,0,0,0,0,0,4.49426925903763,0,0,0,0,0,0,4.34892880122394,0,0,-2.60226168416971,4.5544588235683,0,0,-4.5072494515717,-3.23236214891098,5.59861547037634
"ERR479198",-5.01469551936655,0,0,0,0,0,0,4.34703312127863,0,0,0,0,0,0,0,0,0,0,-3.15612944378897,0,-3.05220982934848,0,0,0,0,0,0,0,0,-2.5545323003874,0,-2.50271501929886,0,0,0,0,5.4665765519066,0,0,0,0,0,0,-2.64287204100324,0,5.2865824997927,0,0,0,0,0,0,4.42457973384679,0,0,0,0,0,0,4.33482957029136,0,0,-2.61078531193255,4.57758865292087,0,0,-4.52201280792173,-3.23073466411246,5.59579658401675
"ERR479201",0,0,-4.64186168381668,0,0,0,0,-5.49126156139888,-6.64422979645402,0,0,0,0,0,5.43939819987,0,-0.432657619094193,0,0,0,0,0,-5.20334969493075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.193518831976,0,0,0,0,0,-4.15634908277114,0,0,0,0,0,-0.432983244555964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479202",0,0,-4.64254206426634,0,0,0,0,-5.51880957995655,-6.62155758567158,0,0,0,0,0,5.41916713526116,0,-0.461980294909209,0,0,0,0,0,-5.27939817944982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19078510862543,0,0,0,0,0,-4.20531350971459,0,0,0,0,0,-0.335053797129826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR479203",0,0,0,0,3.10633601663629,0,0,4.37410906029517,-2.85589153342975,0,-2.46370503875012,0,0,0,0,0,4.94654923680611,4.48466116015411,-2.68334480877097,0,-3.01442089962256,0,0,0,0,4.26726230197866,0,0,0,0,0,0,0,0,0,0,4.64768954301752,0,0,0,0,0,0,0,0,5.22113015354375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72544711544757,0,0,0,-4.72061287729722,-3.05559589081723,5.29244733029412
"ERR479204",0,0,0,0,3.09918326272578,0,0,4.38676338643287,-2.84000780557081,0,0,0,0,0,0,0,4.91903781314084,4.47310902211201,-2.70586375100696,0,-3.01749543297193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68669349510295,0,0,0,0,0,0,0,0,5.22645540151443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73438605279252,0,0,0,-4.73609557094436,-5.50769831961507,1.01624675410709
"ERR479205",0,0,0,0,3.11108919009797,0,0,4.37048402056753,-2.87775680503282,0,0,0,0,0,0,0,4.98442099814393,4.46384622633345,-2.68146091623818,0,-3.00665756162481,0,0,0,0,0,0,0,0,-2.4800179860789,0,0,0,0,0,0,4.64442654543472,0,0,0,0,0,0,0,0,5.20768365769532,0,0,0,0,0,0,4.2955171555733,0,0,0,0,0,0,0,0,0,-2.72474571560591,0,0,0,-4.71939801713506,-3.0471279090483,5.27778035563278
"ERR479206",0,0,0,0,3.12125004324264,0,0,4.37380898900788,-2.89053466180107,0,0,0,0,0,0,0,5.00655289527838,4.4462819792071,-2.68495518172722,0,-3.00907207775919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65047879079687,0,0,0,0,0,0,0,0,5.21186572231576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7289510689647,0,0,0,-4.72668190281626,-5.50906213005656,1.04948978280844
"ERR479207",0,-3.10361907808765,0,4.13314347702847,0,0,-5.37562593058788,0,0,-2.30991673501765,-2.78539112617325,-2.61322031912834,0,0,0,0,0,0,-2.87022389234369,0,0,-4.00089314630419,0,0,0,4.82443894948357,4.00307589216495,-4.52623036410165,0,0,0,0,0,0,0,-2.4191838810229,4.97137361063738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19014939478332,0,-3.63580483040886,0,0,0,6.29739869267249,0,0
"ERR479208",0,-3.09706622873501,0,4.18345578887379,0,0,-5.36427606257477,0,0,-2.33047864126171,-2.78518937769765,-2.59527111393145,0,0,0,0,0,0,-2.85952378088941,0,0,-4.03650741261937,0,0,0,4.82408951087348,3.94254258301597,-4.49514142874515,0,0,0,0,0,0,0,-2.38377212912002,4.95284047395191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12881444130251,0,-3.63977582545277,0,0,0,6.30427665784515,0,0
"ERR479209",0,0,0,0,-3.03218283646823,0,0,0,0,-2.32359925861437,4.64602797949555,0,0,0,0,0,0,5.2518947306013,-2.56719513488792,0,-2.43965252373624,4.02459197234947,0,0,0,0,0,0,0,0,0,-5.73909998552963,0,0,0,0,4.44651240656952,0,0,0,0,0,0,0,0,4.2256021239248,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44282316156204,0,0,0,0,0,0,0,-2.81557549137014,4.87671980359879
"ERR479210",0,0,0,0,-3.03115429072478,0,0,0,0,-2.32180049167783,0,0,0,0,0,0,0,5.25011323711573,-2.57948151647462,0,-2.43297544880483,4.02147641662441,0,0,0,0,0,0,0,0,0,-5.73734100520462,0,0,0,0,4.46779304371885,0,0,0,0,0,0,0,0,4.21403709089765,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46565088195261,0,0,0,0,0,0,0,-5.1209632584572,0.892313575457755
"ERR479211",0,0,0,0,-3.01595911715124,0,0,0,0,0,4.64880738634988,0,0,0,0,0,0,5.22379442445652,-2.53536929790058,0,-2.440323338889,0,0,0,0,0,0,0,0,-2.47413250317051,0,-5.72493695212143,0,0,0,0,4.39138843991403,0,0,0,0,0,0,0,0,4.22676400985186,0,0,0,0,0,0,4.2853232001489,0,0,0,0,0,0,-1.46551182145313,0,0,0,0,0,0,0,-2.81094369115326,4.86869729029264
"ERR479212",0,0,0,0,-3.02688913703162,0,0,0,0,-2.34238007850701,4.6618319307977,0,0,0,0,0,0,5.24272577421708,-2.5834004777589,0,-2.4342265560966,4.05712130661132,0,0,0,0,0,0,0,0,0,-5.7459187201256,0,0,0,0,4.47458088377613,0,0,0,0,0,0,0,0,4.21620407229273,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45656475673774,0,0,0,0,0,0,0,-2.81577990881423,4.8770738649979
"ERR479213",0,0,-4.40700652826762,0,0,0,0,0.00144964790687725,0,0,0,0,0,0,0,0,0,0,-5.63602572125592,0,-6.1729474768464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401105273944267,0,0,0,0,0,0,0,0,0.377993306297674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99132092757022,0,0,0,5.18111982829568,-2.69695100649912,4.67125616878049
"ERR479214",0,0,-4.38215879485228,0,0,0,0,0.0408191939197714,0,0,0,0,0,0,0,0,0,0,-5.60112090668871,0,-6.19997503273206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.445868814891774,0,0,0,0,0,0,0,0,0.375509913285743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97788632621155,0,0,0,5.15785041616303,-2.71745957574918,4.70677805271215
"ERR479215",0,0,-4.38967346658594,0,0,0,0,0.036548431137061,0,0,0,0,0,0,0,0,0,0,-5.59751669654572,0,-6.21501152036027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40741521803962,0,0,0,0,0,0,0,0,0.359481623949999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9780364907406,0,0,0,5.15811050875684,-2.71926278910556,4.70990130986228
"ERR479216",0,0,-4.41507906961337,0,0,0,0,-0.00858907819074442,0,0,0,0,0,0,0,0,0,0,-5.60575237794663,0,-6.20219279133092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.455227016900389,0,0,0,0,0,0,0,0,0.358709258024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97509268792153,0,0,0,5.15301169270676,-2.70512702214948,4.68541744329039
"ERR479217",0,0,0,0,0,0,0,0,0,0,0,0,5.18649761662202,0,0,0,0,0,-3.07326064766176,0,-3.24848777766821,0,0,0,-2.49530212236628,0,0,0,0,0,0,0,0,0,0,0,5.3230435866522,0,0,0,-5.02920147887248,0,0,0,0,5.62654587868785,4.32199005617284,0,0,0,0,0,0,0,0,0,0.0782401096806854,0,0,0,0,0,0,0,0,0,0,-5.47036624589469,0.646671572365848
"ERR479218",0,-2.50866602271467,0,0,0,0,4.34513701056355,0,0,0,0,0,5.15047503306567,0,0,0,0,0,-3.063926352614,0,-3.24990591004958,0,0,0,-2.51847488459284,0,0,0,0,0,0,0,0,0,0,0,5.30687611337664,0,0,0,-2.59099084613365,0,0,0,0,5.62900215602424,4.36212645770097,0,0,0,0,0,0,0,0,0,4.48772778744935,0,0,0,0,0,0,0,0,0,0,-5.48081654468863,0.660142134522608
"ERR479227",0,0,0,0,0,0,0,0,-2.63221047237409,0,0,0,0,0,0,0,4.5591222743668,0,-5.82596863598418,0,-3.36387327263082,0,-2.40803392470784,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.861009871170884,0,0,0,-2.5214718887431,0,0,-2.71292536775971,0,5.82639941841957,0,0,0,0,0,0,0,-4.17083710394347,0,0,-4.36731742115971,-2.83379487169854,0,0,0,0,0,4.6989245741023,0,-4.90827669600999,0,-2.4095114010745,-4.17339616807751
"ERR479228",0,0,0,0,0,0,0,0,-2.62482262431965,0,0,0,0,0,0,0,4.5463261461779,0,-5.81763453614756,0,-3.36974531883329,0,-2.42793888686049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.823429853852723,0,0,0,-2.55580728684946,0,0,-2.75323819203642,0,5.83657010078665,0,0,0,0,0,0,0,-4.20531350971459,0,0,-4.42678807517802,-2.82188407408169,0,0,0,0,0,4.76874843394616,0,-4.88764658937895,0,-2.42696947991653,-4.20363444763445
"ERR479229",0,0,0,0,0,0,0,0,-2.641463046279,0,0,0,0,0,0,0,4.57514820247089,0,-5.82514101012754,0,-3.35866334246796,0,-2.41637754257819,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.872783511809976,0,0,0,-2.55250892070452,0,0,-2.73182146564925,0,5.81737555467361,0,0,0,0,0,0,0,-4.18528867401386,0,0,-4.42107513743302,-2.83691345880571,0,0,0,0,0,4.73165357571177,0,-4.91367824732745,0,-2.41296486499888,-4.17937774305664
