"","Part","BalanceID","Component","Group","d.group"
"13","1","1304__28026","1304","1304__280261","p__Terrabacteria group"
"32","-1","1304__28026","28026","1304__28026-1","p__Terrabacteria group"
"150","-1","33038__2173_751585","2173","33038__2173_751585-1","p__Euryarchaeota"
"157","1","33038__2173_751585","33038","33038__2173_7515851","p__Terrabacteria group"
"236","-1","33038__2173_751585","751585","33038__2173_751585-1","p__Terrabacteria group"
"267","1","1686__457412","1686","1686__4574121","p__Terrabacteria group"
"339","-1","1686__457412","457412","1686__457412-1","p__Terrabacteria group"
"365","1","820__204516","820","820__2045161","p__FCB group"
"432","-1","820__204516","204516","820__204516-1","p__FCB group"
"527","1","39492__246787_357276","39492","39492__246787_3572761","p__Terrabacteria group"
"557","-1","39492__246787_357276","246787","39492__246787_357276-1","p__FCB group"
"568","-1","39492__246787_357276","357276","39492__246787_357276-1","p__FCB group"
"665","-1","446660__100886_626940","100886","446660__100886_626940-1","p__Terrabacteria group"
"697","1","446660__100886_626940","446660","446660__100886_6269401","p__Terrabacteria group"
"707","-1","446660__100886_626940","626940","446660__100886_626940-1","p__Terrabacteria group"
"750","1","2173__751585","2173","2173__7515851","p__Euryarchaeota"
"836","-1","2173__751585","751585","2173__751585-1","p__Terrabacteria group"
"884","1","39488__40520","39488","39488__405201","p__Terrabacteria group"
"892","-1","39488__40520","40520","39488__40520-1","p__Terrabacteria group"
"998","-1","1118060__33039_74426","33039","1118060__33039_74426-1","p__Terrabacteria group"
"1021","-1","1118060__33039_74426","74426","1118060__33039_74426-1","p__Terrabacteria group"
"1078","1","1118060__33039_74426","1118060","1118060__33039_744261","p__Terrabacteria group"
"1113","-1","197614__28111_310298","28111","197614__28111_310298-1","p__FCB group"
"1151","1","197614__28111_310298","197614","197614__28111_3102981","p__Terrabacteria group"
"1161","-1","197614__28111_310298","310298","197614__28111_310298-1","p__FCB group"
"1228","1","1735__28117_487174","1735","1735__28117_4871741","p__Terrabacteria group"
"1235","-1","1735__28117_487174","28117","1735__28117_487174-1","p__FCB group"
"1302","-1","1735__28117_487174","487174","1735__28117_487174-1","p__FCB group"
"1345","-1","1161942__1681_239935","1681","1161942__1681_239935-1","p__Terrabacteria group"
"1396","-1","1161942__1681_239935","239935","1161942__1681_239935-1","p__PVC group"
"1440","1","1161942__1681_239935","1161942","1161942__1681_2399351","p__Terrabacteria group"
"1457","1","1351__387090_491921","1351","1351__387090_4919211","p__Terrabacteria group"
"1533","-1","1351__387090_491921","387090","1351__387090_491921-1","p__FCB group"
"1543","-1","1351__387090_491921","491921","1351__387090_491921-1","p__Terrabacteria group"
"1564","-1","658081__818_46506","818","658081__818_46506-1","p__FCB group"
"1617","-1","658081__818_46506","46506","658081__818_46506-1","p__FCB group"
"1668","1","658081__818_46506","658081","658081__818_465061","p__Terrabacteria group"
"1691","-1","39486__907_1318","907","39486__907_1318-1","p__Terrabacteria group"
"1695","-1","39486__907_1318","1318","39486__907_1318-1","p__Terrabacteria group"
"1723","1","39486__907_1318","39486","39486__907_13181","p__Terrabacteria group"
"1803","-1","328812__817_158847","817","328812__817_158847-1","p__FCB group"
"1868","-1","328812__817_158847","158847","328812__817_158847-1","p__Terrabacteria group"
"1882","1","328812__817_158847","328812","328812__817_1588471","p__FCB group"
"1958","1","33039__74426","33039","33039__744261","p__Terrabacteria group"
"1981","-1","33039__74426","74426","33039__74426-1","p__Terrabacteria group"
"2117","1","246787__357276","246787","246787__3572761","p__FCB group"
"2128","-1","246787__357276","357276","246787__357276-1","p__FCB group"
"2168","-1","487173__853_1680","853","487173__853_1680-1","p__Terrabacteria group"
"2184","-1","487173__853_1680","1680","487173__853_1680-1","p__Terrabacteria group"
"2261","1","487173__853_1680","487173","487173__853_16801","p__Terrabacteria group"
"2328","1","39496__100884","39496","39496__1008841","p__Terrabacteria group"
"2344","-1","39496__100884","100884","39496__100884-1","p__Terrabacteria group"
"2446","-1","147207__39491_218538","39491","147207__39491_218538-1","p__Terrabacteria group"
"2466","1","147207__39491_218538","147207","147207__39491_2185381","p__Terrabacteria group"
"2475","-1","147207__39491_218538","218538","147207__39491_218538-1","p__Terrabacteria group"
"2553","1","28111__310298","28111","28111__3102981","p__FCB group"
"2601","-1","28111__310298","310298","28111__310298-1","p__FCB group"
"2654","-1","665951__1308_410072","1308","665951__1308_410072-1","p__Terrabacteria group"
"2735","-1","665951__1308_410072","410072","665951__1308_410072-1","p__Terrabacteria group"
"2753","1","665951__1308_410072","665951","665951__1308_4100721","p__Terrabacteria group"
"2825","1","100886__626940","100886","100886__6269401","p__Terrabacteria group"
"2867","-1","100886__626940","626940","100886__626940-1","p__Terrabacteria group"
"2960","-1","363265__310297_328813","310297","363265__310297_328813-1","p__FCB group"
"2963","-1","363265__310297_328813","328813","363265__310297_328813-1","p__FCB group"
"2970","1","363265__310297_328813","363265","363265__310297_3288131","p__FCB group"
"3035","1","28117__487174","28117","28117__4871741","p__FCB group"
"3102","-1","28117__487174","487174","28117__487174-1","p__FCB group"
"3212","1","384638__457394","384638","384638__4573941","p__Terrabacteria group"
"3218","-1","384638__457394","457394","384638__457394-1","p__FCB group"
"3265","1","1681__239935","1681","1681__2399351","p__Terrabacteria group"
"3316","-1","1681__239935","239935","1681__239935-1","p__PVC group"
"3364","1","818__46506","818","818__465061","p__FCB group"
"3417","-1","818__46506","46506","818__46506-1","p__FCB group"
"3486","-1","1502__821_360807","821","1502__821_360807-1","p__FCB group"
"3499","1","1502__821_360807","1502","1502__821_3608071","p__Terrabacteria group"
"3569","-1","1502__821_360807","360807","1502__821_360807-1","p__Terrabacteria group"
"3607","-1","28118__823_33959","823","28118__823_33959-1","p__FCB group"
"3636","1","28118__823_33959","28118","28118__823_339591","p__FCB group"
"3640","-1","28118__823_33959","33959","28118__823_33959-1","p__Terrabacteria group"
"3722","1","729__39485_45851","729","729__39485_458511","p__Proteobacteria"
"3762","-1","729__39485_45851","39485","729__39485_45851-1","p__Terrabacteria group"
"3774","-1","729__39485_45851","45851","729__39485_45851-1","p__Terrabacteria group"
"3918","1","261299__665950","261299","261299__6659501","p__Terrabacteria group"
"3952","-1","261299__665950","665950","261299__665950-1","p__Terrabacteria group"
"3976","1","1343__665956","1343","1343__6659561","p__Terrabacteria group"
"4074","-1","1343__665956","665956","1343__665956-1","p__Terrabacteria group"
"4125","-1","150055__39490_47770","39490","150055__39490_47770-1","p__Terrabacteria group"
"4139","-1","150055__39490_47770","47770","150055__39490_47770-1","p__Terrabacteria group"
"4147","1","150055__39490_47770","150055","150055__39490_477701","p__Terrabacteria group"
"4223","1","1624__40545_328814","1624","1624__40545_3288141","p__Terrabacteria group"
"4253","-1","1624__40545_328814","40545","1624__40545_328814-1","p__Proteobacteria"
"4284","-1","1624__40545_328814","328814","1624__40545_328814-1","p__FCB group"
"4328","1","853__1680","853","853__16801","p__Terrabacteria group"
"4344","-1","853__1680","1680","853__1680-1","p__Terrabacteria group"
"4461","-1","39777__1598_626929","1598","39777__1598_626929-1","p__Terrabacteria group"
"4489","1","39777__1598_626929","39777","39777__1598_6269291","p__Terrabacteria group"
"4544","-1","39777__1598_626929","626929","39777__1598_626929-1","p__FCB group"
"4639","1","301301__626932","301301","301301__6269321","p__Terrabacteria group"
"4665","-1","301301__626932","626932","301301__626932-1","p__FCB group"
"4690","1","905__1683","905","905__16831","p__Terrabacteria group"
"4706","-1","905__1683","1683","905__1683-1","p__Terrabacteria group"
"4801","-1","469588__562_88431","562","469588__562_88431-1","p__Proteobacteria"
"4862","-1","469588__562_88431","88431","469588__562_88431-1","p__Terrabacteria group"
"4900","1","469588__562_88431","469588","469588__562_884311","p__FCB group"
"5029","1","658082__674529","658082","658082__6745291","p__Terrabacteria group"
"5035","-1","658082__674529","674529","658082__674529-1","p__FCB group"
"5125","1","329854__387661","329854","329854__3876611","p__FCB group"
"5134","-1","329854__387661","387661","329854__387661-1","p__FCB group"
"5194","-1","626935__28116_47678","28116","626935__28116_47678-1","p__FCB group"
"5218","-1","626935__28116_47678","47678","626935__28116_47678-1","p__FCB group"
"5266","1","626935__28116_47678","626935","626935__28116_476781","p__Terrabacteria group"
"5309","1","1736__28025_46503","1736","1736__28025_465031","p__Terrabacteria group"
"5311","-1","1736__28025_46503","28025","1736__28025_46503-1","p__Terrabacteria group"
"5336","-1","1736__28025_46503","46503","1736__28025_46503-1","p__FCB group"
"5446","1","39491__218538","39491","39491__2185381","p__Terrabacteria group"
"5475","-1","39491__218538","218538","39491__218538-1","p__Terrabacteria group"
"5600","1","310297__328813","310297","310297__3288131","p__FCB group"
"5603","-1","310297__328813","328813","310297__328813-1","p__FCB group"
"5662","1","1623__39483","1623","1623__394831","p__Terrabacteria group"
"5681","-1","1623__39483","39483","1623__39483-1","p__Terrabacteria group"
"5847","1","338188__1118061","338188","338188__11180611","p__FCB group"
"5879","-1","338188__1118061","1118061","338188__1118061-1","p__FCB group"
"5919","1","33043__658089","33043","33043__6580891","p__Terrabacteria group"
"5990","-1","33043__658089","658089","33043__658089-1","p__Terrabacteria group"
"6003","1","817__158847","817","817__1588471","p__FCB group"
"6068","-1","817__158847","158847","817__158847-1","p__Terrabacteria group"
"6127","1","823__33959","823","823__339591","p__FCB group"
"6160","-1","823__33959","33959","823__33959-1","p__Terrabacteria group"
"6246","1","821__360807","821","821__3608071","p__FCB group"
