oldID,newID
1304_and_28026,1304__28026
2173_and_33038_and_751585,33038__2173_751585
1686_and_457412,1686__457412
204516_and_820,820__204516
246787_and_357276_and_39492,39492__246787_357276
100886_and_446660_and_626940,446660__100886_626940
2173_and_751585,2173__751585
39488_and_40520,39488__40520
1118060_and_33039_and_74426,1118060__33039_74426
197614_and_28111_and_310298,197614__28111_310298
1735_and_28117_and_487174,1735__28117_487174
1161942_and_1681_and_239935,1161942__1681_239935
1351_and_387090_and_491921,1351__387090_491921
46506_and_658081_and_818,658081__818_46506
1318_and_39486_and_907,39486__907_1318
158847_and_328812_and_817,328812__817_158847
33039_and_74426,33039__74426
246787_and_357276,246787__357276
1680_and_487173_and_853,487173__853_1680
100884_and_39496,39496__100884
147207_and_218538_and_39491,147207__39491_218538
28111_and_310298,28111__310298
1308_and_410072_and_665951,665951__1308_410072
100886_and_626940,100886__626940
310297_and_328813_and_363265,363265__310297_328813
28117_and_487174,28117__487174
384638_and_457394,384638__457394
1681_and_239935,1681__239935
46506_and_818,818__46506
1502_and_360807_and_821,1502__821_360807
28118_and_33959_and_823,28118__823_33959
39485_and_45851_and_729,729__39485_45851
261299_and_665950,261299__665950
1343_and_665956,1343__665956
150055_and_39490_and_47770,150055__39490_47770
1624_and_328814_and_40545,1624__40545_328814
1680_and_853,853__1680
1598_and_39777_and_626929,39777__1598_626929
301301_and_626932,301301__626932
1683_and_905,905__1683
469588_and_562_and_88431,469588__562_88431
658082_and_674529,658082__674529
329854_and_387661,329854__387661
28116_and_47678_and_626935,626935__28116_47678
1736_and_28025_and_46503,1736__28025_46503
218538_and_39491,39491__218538
310297_and_328813,310297__328813
1623_and_39483,1623__39483
1118061_and_338188,338188__1118061
33043_and_658089,33043__658089
158847_and_817,817__158847
33959_and_823,823__33959
360807_and_821,821__360807
1308_and_410072,1308__410072
39490_and_47770,39490__47770
1598_and_626929,1598__626929
562_and_88431,562__88431
216816_and_52226_and_901,52226__901_216816
1318_and_907,907__1318
39485_and_45851,39485__45851
328814_and_40545,40545__328814
28025_and_46503,28025__46503
165179_and_166486_and_40519,40519__165179_166486
28116_and_47678,28116__47678
387090_and_491921,387090__491921
216816_and_901,901__216816
165179_and_166486,165179__166486
40518_and_46228_and_97478,97478__40518_46228
40518_and_46228,40518__46228
