"","46506__165179","1304__1358_1363","1582__46228_665951","1318__562_1351","47770__39492_53345","147802__1260_33043","562__1351","1352__1353","39492__53345","1358__1363","357276__674529","1260__33043","1283__40214_40324","54291__158836","411489__28111_39485","820__384638","301301__457412","33038__571_37734","363265__39486_100886","329854__624_28031","582__40545_1118061","46228__665951","287__28117_204516","1286__550_573","28111__39485","817__322095","454155__546_45851","166486__154046_552398","1354__296_328813","28125__74426_360807","328814__818_47678","28126__218538_310298","626933__246787_487174","28117__204516","626929__39491_46503","291645__28116_239935","546__45851","40545__1118061","1680__853_40518","218538__310298","74426__360807","296__328813","39491__46503","291644__751585","246787__487174","28116__239935","40520__88431","550__573","116085__821_33039","571__37734","818__47678","39486__100886","853__40518","823__1078764","214856__501496","821__33039","154046__552398","43765__2173_658081","624__28031","147207__293_106648","293__106648","2173__658081","40214__40324"
"ERR2239396",4.39875846962446,0,0,-3.78592225857142,0,0,6.55740970535161,0,0,0,4.09791535256322,0,0,0,0,4.10596906259995,0,0,0,0,-2.30657989468958,0,-2.40305009274703,0,0,0,0,0,-2.16761040141939,0,0,0,-4.48888738968627,4.16220485377096,0,0,0,-3.99511356931921,0,0,0,-3.75441134627316,0,0,-0.586250478244329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239402",0,0,0,0,-3.87585224732299,0,0,0,6.71317301499344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31539444810195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38102004802618,0,0,0,0,-2.57315675289392,0,0,0,0,0,-3.21394062221753,0,0,0,0,0,0,0,-5.04694451289961,0,-5.56670845019029,4.45683823185123,2.49389415151816,0,0,0,0.383202709913265,0,0,0,0,0,-2.74520305739224,0,0,0,5.41675249113354,0,0,4.75483117249678,0,0,0,0,0,0,0
"ERR2239509",5.89725403456157,0,0,-2.70236739988215,0,0,4.68063763731368,0,0,0,0,0,0,0,0,5.00522575233026,0,0,0,0,0,0,-5.29162254846423,0,0,0,0,4.73956910274171,0,0,0,0,0,-0.908292370114471,-5.19410804608899,0,0,0,-2.94353317017011,0,0,0,0.843804443529974,0,0,0,0,0,0,0,0,0,5.09834900449893,0,0,0,0,0,0,0,0,0,0
"ERR2239514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2751785120241,0,0,0,0,-5.26484904703634,0,0,0,0,5.2283820889569,0,0,0,0,0,0,-2.99719071108975,0,0,-5.67222360627175,0,-0.100354576112792,1.62527830252245,0,0,0,0,0,5.19128659158094,-1.03720473139461,0,0,0,0,0,0,5.4267813879112,0,0,0,0,0,0,0,0,0,0
"ERR2239532",0,0,0,0,0,0,0,0,0,0,5.13922217964071,0,0,0,0,5.34250525700828,0,0,0,5.12872771494448,0,0,-2.43322043826161,0,0,0,0,0,0,0,-2.4695536400034,0,-2.87005534425587,4.21446142508412,-2.5405794820666,0,0,0,-2.98191722194547,0,0,0,4.40041274360638,0,4.97108167678576,0,0,0,-3.03686495569272,0,-4.27739237650254,0,5.16483213237419,0,0,5.2600043989852,0,0,0,0,0,0,0
"ERR2239556",-5.54388515926921,0,-1.94535139737621,-3.64922485967104,0,0,6.32064286519364,0,0,0,4.39426205688803,0,0,0,0,3.29176682571717,0,0,0,0,0,3.36944745883071,0,0,0,0,0,0,0,-1.88902905678285,0,0,0,0,-4.84293852776918,0,0,0,-2.21747528587643,0,-3.27189430332182,0,1.10318646966461,0,0,0,0,0,0,0,0,0,3.8407798596663,0,0,0,0,0,0,0,0,0,0
"ERR2239577",5.66459924714109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43584450900101,0,-2.5649649737638,0,0,0,0,6.68104732917189,0,-2.52140138656929,0,0,0,-4.44264965419347,-3.16716947460555,0,0,4.21900644892741,-2.6484174432009,0,-4.36719530781262,0,5.48569844619804,0,0,0,0,0,-2.93544722191981,0,0,0,4.58719357127562,0,0,5.08434373130203,0,0,0,0,0,0,0
"ERR2239578",0,0,0,-3.63275723667223,-2.43090862560685,0,6.29212010547981,0,4.2104572481085,0,0,0,-4.84789832040154,0,-2.54264163510952,4.84365857184786,0,0,0,0,0,0,-2.24157320871456,0,4.40398449744969,0,0,0,0,0,3.97934969241634,0,0,3.88251868637881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6456222068308,0,0,0,0,0,0,4.58235207986345,0,0,0,0,0,0,0.0306792748011783
"ERR2239579",0,0,0,-3.74011908652995,0,0,6.47807628422797,0,0,0,0,0,0,0,-2.19184178529581,0,0,0,0,0,0,0,0,0,3.79638133428481,0,1.89977820555084,0,0,0,0,0,0,0,-2.80645680509932,-4.68571774061563,-4.13128145700527,0,-2.66709972468709,0,0,0,4.86092577567944,0,0,-0.614087476137408,0,0,-2.11076050525106,0,0,0,4.619552232011,0,0,3.65594443770458,0,0,0,0,0,0,0
"ERR2239582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7223708213469,0,0,0,0,0,0,-5.30674562750866,0,0,0,0,0,0,0,-5.46090552495563,0,-6.45661291653257,-0.254799338136465,0,-2.41635089109199,0,0,0,0,0,0,0,0,0.847641737498472,4.18524251228565,0,0,-2.84659207512166,0,-1.03058608660825,0,0,0,0,4.93044210253364,0,0,0,0,0,0,0
"ERR2239583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38143814759777,0,0,0,0,0,0,0,-2.45191956419813,0,-4.12477186672204,0,0,0,0,-2.83900761329337,0,0,-2.25911990259461,4.2468492612633,0,0,0,0,-3.47867971519064,0,4.91730542929897,0,0,-5.94093569243837,3.91291045168392,0,0,0,-4.89515913423224,0,0,0,6.02525000996943,0,0,-0.299494844992541,0,0,0,0,0,0,0
"ERR2239584",-6.73047396052332,0,0,-2.341109916775,0,0,4.05492132195764,0,0,0,-2.6001995121085,0,0,0,0,0,0,0,0,0,-1.42485408970059,0,0,0,0,0,0,0,0,0,-1.35566614083758,-1.99698859915322,0,0,-2.50478134266243,0,0,2.46791967673373,-2.54219778585315,3.45888571586918,0,0,4.33840854734192,0,0,0,0,0,0,0,-2.34808263403152,0,4.40321572798676,0,0,0,0,0,0,0,0,0,0
"ERR2239585",-5.17233021919713,0,0,0,0,0,0,0,0,0,4.78561015044308,0,0,0,0,0,0,0,0,0,0,0,-3.02958459447182,0,0,0,0,0,-2.82279710121632,-3.24525868606158,0,-2.75759213370182,0,5.24739444345315,-5.24354755896103,0,0,0,0,4.77628968212382,-5.62095292796287,-4.88922799876481,-0.240925900303429,0,0,0,0,0,-3.01878540814293,0,0,0,0,0,0,5.22868970405111,0,0,0,0,0,0,0
"ERR2239586",0,0,0,-3.55501886201509,0,0,6.15747329087583,0,0,0,-4.38328670164101,0,0,0,0,0,0,0,0,0,0,0,0.329565532610418,-2.3751088198365,0,0,0,0,0,-2.39747766367721,0,0,0,0.154836285563564,-2.46257305255134,0,0,0,-2.62679529013515,0,-4.15255312350046,0,4.26530164436891,0,0,0,0,-4.11380914946177,0,0,0,0,4.54974290359671,0,0,0,0,0,0,0,0,0,0
"ERR2239590",5.04511885911295,0,0,-3.58500493323866,0,0,6.20941068975442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18097705769047,0,0,0,0,0,0,0,-2.57116258924095,0,0,3.77756307406197,-5.70582029132114,0,0,0,-4.53460159564957,0,0,0,0.6352923704724,0,0,0,0,0,-3.03413049484825,0,4.45338423908568,0,-0.246284126163113,0,0,5.25526817387127,0,0,0,0,0,0,0
"ERR2239592",0,0,0,0,0,0,0,0,0,0,4.19399038455096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50069731589223,0,0,-3.45894017239227,0,-2.60478276552873,0,-2.69547977592454,-2.36760252650716,0,0,-2.30522117542783,0,0,0,-4.66870792267567,0,-4.51161609257553,-4.10080786803884,0,0,-3.26387009193142,0,-5.99106011892447,0,-3.99276019852464,3.83321909306808,0,-5.65318882852972,4.33133480547645,0,0,0,0,0,0
"ERR2239595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41616805872524,0,0,0,0,0,0,-2.70059724212788,0,0,0,0,5.83911663017273,0,0,0,-2.78184576012545,0,4.67757163414587,-2.76298992153887,-2.69555135208969,0,0,0,4.81829819535735,0,0,-4.78563892490607,0,0,4.66883189623033,0,0,-5.94322847004104,0,0,0,0,5.01023990816714,0,0.495023922604669,0,0,0,0,0,0,0
"ERR2239596",0,0,0,-3.60915550865682,0,0,6.25124071341071,0,0,0,0,0,0,0,0,4.05321393322018,0,0,0,0,0,0,-2.58504651591063,0,0,0,0,0,0,0,-2.47372061855368,0,-2.57406988953553,4.47743190548612,-5.44173427100678,-2.98096847824667,0,0,-2.53272943592536,0,0,0,0.826386324177518,0,4.45841983090874,5.16318886008451,0,0,0,0,4.28460979506568,0,4.38681606484798,0,0,0,0,0,0,0,0,0,0
"ERR2239599",0,0,0,-3.28298356096672,0,0,5.68629432800776,0,0,0,4.92198080451235,0,0,0,0,4.82671737773907,0,0,0,0,0,0,0,0,0,0,0,5.30291147117761,0,0,0,0,-2.48587119009488,0,0,0,0,0,-2.66330842483571,0,0,0,0,0,-4.30565520231604,0,0,0,-3.15331978454702,0,0,0,4.61298550804169,0,0,5.46171007934759,0,0,0,0,0,0,0
"ERR2239604",0,0,0,-3.37045904576134,0,0,5.83780631208876,0,0,0,5.5291071767862,0,0,0,0,4.85215075307997,0,0,0,0,0,0,0,0,0,0,0,0,-2.47917650346228,0,5.27022644695944,-2.82414677210542,0,0,0,-2.50282162717836,0,0,0,4.89156569731824,0,-4.29405966492763,0,0,0,-4.33501422055513,0,0,0,0,0,0,0,0,4.38100452829248,0,0,0,0,0,0,0,0
"ERR2239606",4.21166398262288,0,0,0,-2.64921994216987,0,0,0,4.58858354026289,0,5.29037703750988,0,0,0,0,5.19150507696038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132336436522859,0,-2.87195075912621,0,0,0,-3.03338255883973,0,0,0,4.9743646316426,0,0.0208029797243696,0,0,0,0,0,0,0,5.2539727107037,0,0,0,0,0,0,0,0,0,0
"ERR2239610",0,0,0,0,0,0,0,0,0,0,5.98579288165304,0,0,0,-5.77195662184095,4.82951418367398,0,0,0,0,-2.38900535047499,0,-2.92716454364782,0,0.337233612105593,0,0,0,0,0,0,-2.20557472938033,0,5.0699977117122,0,0,0,4.13787864657657,-3.26945015997112,3.8201674911767,0,0,0,0,0,0,0,0,0,0,0,0,5.66285378988417,0,0,0,0,0,0,0,0,0,0
"ERR2239613",4.54260773479387,0,0,-3.38024494173712,0,0,5.8547559811164,0,0,0,4.55533900780024,0,0,0,0,4.48446735391947,0,0,0,0,0,0,-2.84243830643711,0,0,0,0,0,-2.48120380778224,0,0,0,-2.71985595107329,4.9232475641291,0,0,0,0,-2.58268644335761,0,0,4.29757105901221,0,0,4.71092869652751,0,0,0,-2.72544658040372,0,0,0,4.47334413991474,0,0,4.7206119505741,0,0,0,0,0,0,0
"ERR2239615",0,0,0,-2.36732466804306,0,0,4.10032660306171,0,0,0,0,0,0,0,-2.54660612183928,0,0,0,0,0,0,0,-2.99383939560653,0,4.41085118989156,0,0,0,0,0,-6.3660978432205,0,-2.85309107822403,5.18548194289181,-2.45587582221546,0,0,0,0,0,0,0,-4.25370170115716,0,-4.9416987061055,0,0,0,-2.94780909024693,0,-0.477739207383973,0,0,0,0,5.10575511532107,0,0,0,0,0,0,0
"ERR2239623",0,0,0,-3.19485806560388,0,0,5.53365649259713,0,0,0,0,0,0,0,0,5.12073360447693,0,0,0,0,0,0,-2.75428005877411,0,0,0,0,0,0,0,-2.5853245240858,-2.75717473706674,0,4.77055300007056,-2.46126838197444,0,0,0,-5.84395330431551,4.77556672994495,0,0,4.26304188864257,0,0,0,0,0,-2.71800375922856,0,-4.47791342977043,0,0.591040276659833,0,0,4.70772060614708,0,0,0,0,0,0,0
"ERR2239627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39432426069838,0,0,0,5.39284748477899,0,0,-2.86202644054137,0,0,0,0,0,-2.93643736916602,0,0,0,-2.62585850515967,4.95717520762316,-0.543398944147406,0,0,0,0,0,0,-5.08605871663944,0.696475221990524,0,-4.5481203444234,0,0,0,-2.90334559485535,0,0,0,0,0,0,5.02874208222076,0,0,0,0,0,0,0
"ERR2239629",0,0,0,-3.30274854248955,0,0,5.72052828021595,0,0,0,0,0,0,0,0,4.52441120887503,0,0,0,0,0,0,-2.32592854566342,0,0,4.03804804808324,0,0,0,0,-2.90125939660032,0,0,4.02862641586383,0,-3.30654309073497,0,0,2.07400081333775,0,0,0,0,0,0,-5.7271006305688,0,0,-2.73274680279325,0,-5.02512868084837,0,4.27777219237263,0,0,4.73325630665932,0,0,0,0,0,0,0
"ERR2239630",0,0,0,-3.28447024008125,0,0,5.68886933176868,0,0,0,5.58706821731446,0,0,0,0.576597233628957,4.44816132687543,0,0,0,0,0,0,-2.49036189222147,0,-0.662107753414226,0,0,0,0,0,-2.42941680217318,0,0,4.31343332656095,0,0,0,0,-3.02411594710122,0,0,0,0,0,0,0,0,0,0,0,-4.20787333412545,0,5.23792246835859,0,0,0,0,0,0,0,0,0,0
"ERR2239632",0,0,0,-3.4540611816613,0,0,5.98260945908877,0,0,0,4.31939696136735,0,0,0,0,4.65138161742595,0,0,0,0,-5.47532518012478,0,0,0,0,0,0,0,-2.74484680066883,0,-2.4944803887899,0,0,0,0,-2.53833408270998,0,-0.0242955457116179,0,0,0,-4.7542141177513,0,0,0,-4.39652359783743,0,0,-2.64506239825302,0,-4.32056677186827,0,0,0,0,4.58138246296422,0,0,0,0,0,0,0
"ERR2239633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48705448073927,0,0,0,0,0,0,-2.53971550377665,0,0,0,0,0,0,0,0,0,0,4.39891628931154,-3.15797410895017,0,0,0,0.305851055291951,0,0,0,5.46977160568875,0,0,0,0,0,-2.81455308543816,0,0,0,0.148762069347459,0,0,4.87494894457864,0,0,0,0,0,0,0
"ERR2239634",0,0,0,0,0,0,0,0,0,0,4.94051786665595,0,0,0,-5.34563653501233,5.54450566302805,0,0,0,0,0,0,0,0,0.675184160796613,0,0,0,0,-2.43583968007,4.97963858166968,0,0,0,-3.48246107601923,0,0,0,0,0,-4.21899808497355,0,6.03179951904629,-4.72697190614582,0,0,0,0,-2.86094203370716,0,0,0,0,0,0,4.95529695989023,0,0,0,0,0,0,0
"ERR2239635",0,0,0,-3.52966531138012,-2.73017187308129,0,6.1135596530238,0,4.72879639757228,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25300943992781,0,0,0,0,0,0,0,-3.00052240916831,0,-4.27818935475695,3.90232681988727,-2.88233623734128,0,0,0,-2.53828649358816,0,0,0,4.992352807572,0,-0.19119031688283,0,0,0,0,0,-5.19705726192848,0,4.39644117106055,3.78509599491705,0,0,0,0,0,0,0,0,0
"ERR2239636",-6.0553374290721,0,0,-3.55551052378165,0,0,6.15832487403565,0,0,0,4.51824987087591,0,0,0,0,3.7223119947014,0,0,0,0,0,0,-2.53528597151497,0,0,0,-2.14807581971249,0,0,0,0,0,-2.16433696533887,4.39124411438055,-2.19532655081011,0,-3.72057645825219,0,-2.32131573703223,0,0,0,-3.80241712520804,0,-3.74874158866636,0,0,0,0,0,0,0,4.02063679694901,0,0,0,0,0,0,0,0,0,0
"ERR2239639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2852298134123,0,0,0,0,-2.77962445816443,0,-2.88008752557532,0,0,0,0,0,-2.96990318915667,0,-2.58676400855245,0,0,4.98845792454178,0,-2.82095506055554,0,-4.8144507875019,-2.96852243930502,0,0,-5.14402321718019,0,0,0,4.88603749075074,0,0,-3.2442822486421,0,4.48040669000337,0,5.1416316882846,0,0,5.61926168874193,0,0,0,0,0,0,0
"ERR2239640",0,0,0,-3.55539751473453,-2.21173840933523,0,6.15812913662432,0,3.83084329802019,0,0,0,0,0,0,5.44164955514823,0,0,0,0,0,0,-4.72853511822771,0,0,0,0,0,0,0,-2.52570311627725,0,-2.49257274506723,-0.100420076918358,0,0,0,0,-2.97594239404083,0,0,0,0,0,4.31726263601787,0,0,0,-2.99095900635308,0,4.37464612222724,0,5.15448342687688,0,0,5.18049296235926,0,0,0,0,0,0,0
"ERR2239642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84060295464756,4.60209175997687,0,0,0,0,0,0,0,0,-4.92006864157985,4.36325498627232,0,5.76647679728877,0,0,-2.85456952071295,0,0,0,0,0,0,0,-3.26409874434637,0,0,0,0,0,0,0,0,0,-5.92434016727109,0,4.94425944361236,0,5.65358486612969,0,0,1.37975571730053,0,0,0,0,0,0,0
"ERR2239645",0,0,0,-2.98118566143559,0,0,5.16356503240227,0,0,0,4.72460419099449,0,0,0,0,5.22133055760087,0,0,0,0,4.72969208429551,0,4.87183709091647,0,0,0,0,0,0,0,0,0,0,0,-2.47585540227649,0,0,0,-2.37571354927597,0,0,0,4.28830734893676,0,0,0,-3.84908906090233,0,0,0,0,0,4.11485657157577,0,0,0,0,0,0,0,0,0,0
"ERR2239648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173665169185819,0,0,0,0,0,0,-2.62670049805963,0,0,0,0,0,0,-2.56232498810243,0,0,0,4.54957871890576,0,0,0,0,-5.4288319601246,0,-4.43807706489673,0,0,-0.805493963426906,0,0,0,0,-2.98943297584391,0,0,0,-0.483659546692594,0,0,5.17784979998348,0,0,0,0,0,0,0
"ERR2239654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26317023943549,0,0,0,0,0,0,0,0,0,0,-3.37582425480414,0,0,0,-2.31637854230564,0,0,0,-2.25839961181272,0,5.84709912674412,0,-5.17031120124545,0,0,0,3.91166287145346,0,0,0,0,0,0,0,-4.0120853248357,0,0.464107882121392,4.4734686541797,0,0,0,0,0,-6.01932664348365,0.392713270565344,0,0
"ERR2239669",0,0,0,0,-2.79320402758656,0,0,0,4.83797129168595,0,4.6617528419462,0,0,0,0,5.06086896446618,0,0,0,0,0,0,-2.68422392866638,0,0,0,0,0,0,0,0,-2.82600483079585,-2.57702384123552,4.64921222334231,-2.71720784476923,0,0,0,-6.07826072381598,4.8947839493735,0,0,4.70634204186503,0,4.46353622533623,0,0,0,0,0,0,0,0.861047051299197,0,0,0,0,0,0,0,0,0,0
"ERR2239674",-4.19184396216473,0,0,-3.71944904267265,-2.62660971905979,0,6.44227471807245,0,4.54942148506577,0,0,0,0,0,0,0,0,0,0,0,-2.3479883107927,0,-2.98423474180833,0,0,0,0,0,0,0,0,0,0,5.16884619452422,-2.29192240588074,0,0,-4.06683504987079,-2.31533113935819,0,0,0,3.96972605399095,0,0,0,0,0,-2.38317973066512,0,0,0,4.01027116971472,0,0,4.1277883770803,0,0,0,0,0,0,0
"ERR2239675",0,0,0,0,0,0,0,0,0,0,5.72111496913671,0,0,0,0,6.1176128247925,0,0,0,0,0,0,-2.42917145179831,0,0,4.27938669743449,0,0,0,0,0,0,0,4.20744837481053,-2.716216839433,-5.40103263676418,0,0,-2.52797391956597,0,0,0,4.70462557027211,-4.95562953035413,0,0.903751678625616,0,0,0,0,0,0,4.3785792688973,0,0,0,0,0,0,0,0,0,0
"ERR2239677",-4.38208344664931,0,0,0,0,0,0,0,0,0,3.86216734606129,0,0,0,0,0,0,0,0,0,0,0,-2.1518723896916,0,0,0,-6.23374591323177,0,0,0,0,0,0,3.7271523103505,-2.31313476452384,0,1.08004015700696,0,-2.75230000669307,0,0,0,4.00646693690916,0,0,0,0,0,-2.24920572723015,0,0,0,4.76712344926456,0,0,3.89573859623752,0,0,0,0,0,0,0
"ERR2239685",0,0,0,-3.16207354555216,-3.2241553976261,-2.6835348160285,5.4768720381658,0,5.58440096018584,0,0,-4.64801864524135,0,0,0,4.59168620383966,0,0,6.20357093371927,0,0,0,0,0,0,0,-2.49017171148985,0,0,0,0,0,0,0,-2.62374386218587,0,-4.31310392387117,0,-2.78749909969513,0,0,0,4.54445767535292,0,0,0,0,0,0,0,0,0,4.82809006672448,0,0,0,0,0,0,0,0,0,0
"ERR2239703",0,0,0,-3.03742588340397,0,0,5.26097595428046,0,0,0,1.28934698559247,0,0,0,0,4.72489871485459,0,0,0,5.04346299013743,0,0,-2.61274859695462,0,0,0,0,0,-2.82238014996936,0,0,0,-2.78524687589932,4.5254133173297,0,0,0,0,0,0,0,4.88850581802079,0,0,-4.82418910068011,0,0,0,-2.46775192461025,0,0,0,0,0,0,4.27427171390084,0,0,0,0,0,0,0
"ERR2239708",0,0,-2.28784426175564,0,0,0,0,0,0,0,6.02336628317866,0,0,0,-2.59113809181222,0,0,0,0,0,0,3.96266250116568,-2.3899088163486,0,-4.48798282444584,0,0,0,0,0,4.99902102557964,0,0,4.13944349537258,-2.60452409048183,0,0,0,-5.93742605005192,0,0,0,-4.51116805425164,0,0,0,0,0,0,0,0,0,0.356918791578651,0,0,0,0,0,0,0,0,0,0
"ERR2239711",-3.90775967701442,0,0,-2.46803466462464,0,0,4.2747614339711,0,0,0,0,0,0,0,0,0,0,0,-3.01485241713816,0,-2.55002777331931,0,0,0,0,0,-6.28203481036793,0,0,0,4.94342643148229,0,0,0,-2.4744886116295,0,-0.660066540862925,4.41677766410078,-2.94661868011259,0,0,0,4.28593999809286,0,0,0,0,0,0,0,0,-5.22187756380513,5.10369326448655,0,0,0,0,0,0,0,0,0,0
"ERR2239715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80581894584737,0,0,0,0,0,-2.44504376583037,0,0,0,0,0,0,0,-2.88452543753474,0,-2.99156724726154,4.23494002914774,-3.13993154451857,-2.35500592207319,0,0,-3.30186576812474,0,0,0,5.43852096739438,0,5.18154646651596,-4.07898990915636,0,0,0,0,4.99614461353502,0,5.71899927016448,0,0,0,0,0,0,0,0,0,0
"ERR2239717",0,0,0,0,-3.07273202969156,0,0,0,5.32212799347002,0,0,0,0,0,0,5.11747435678819,0,0,5.11180146774527,0,0,0,-5.61724284024409,0,0,0,0,0,0,0,0,0,0,0.209741758843616,-4.81289118730148,0,0,0,-3.03534807251021,0,0,0,0.428552580283721,0,0,0,0,0,-2.61180513125989,0,0,0,5.25737708024394,0,0,4.52377918681123,0,0,0,0,0,0,0
"ERR2239718",4.80161303129705,0,0,-3.08370411054959,0,0,5.34113219498089,0,0,0,0,0,0,0,0,5.11601904948532,0,0,0,0,0,0,0,0,0,4.3232639678109,0,0,0,0,0,0,0,0,-5.76230286995881,-2.76465788215535,0,0,-3.20079819223817,0,0,0,0.82631542546236,0,0,4.78852791743883,0,0,-2.88683417162019,0,0,0,5.54394509373112,0,0,5.00014345827217,0,0,0,0,0,0,0
"ERR2239726",4.41975176314888,0,0,-3.63625797897042,-2.68215309129132,0,6.29818356900448,0,4.64562542779449,0,4.2338051661689,0,0,0,0,4.44955922138639,0,0,0,0,0,0,-4.30134525146966,0,0,0,0,0,0,0,0,0,0,-0.172522682307223,-2.15642619708556,0,0,0,-2.38769076715054,0,0,0,3.73503973612473,0,0,0,0,0,0,0,0,0,4.13560172146785,0,0,0,0,0,0,0,0,0,0
"ERR2239731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59547342739408,5.73041336870041,0,0,0,0,0,0,-2.50098970476581,0,-4.49549184594148,0,0,0,0,0,0,0,-2.77465209335226,4.33184123786106,0,0,0,0,-3.3214608972494,0,0,0,0,0,-4.80583839901345,0,0,0,-5.9301772928231,0,0,0,5.75293902938927,0,0,0.190016858517706,0,0,0,0,0,0,0
"ERR2239732",0,0,0,-3.04318229834588,-3.12929093142075,0,5.2709463574293,0,5.42009088488528,0,0,0,0,0,0,4.40952576651635,0,0,0,0,0,0,-2.87243277071455,0,0,0,0,0,0,0,0,0,-2.55801601472134,4.97519950020344,-2.79672305983076,0,0,0,3.218760334141,0,0,0,4.84406643432636,0,-4.43061370407221,0,0,0,-2.55534497302668,0,0,0,4.82118197251158,0,0,4.42598732414794,0,0,0,0,0,0,0
"ERR2239734",0,0,0,-3.47524552607026,0,0,6.01930181993013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93071693331463,0,0,3.95954685153729,0,0,0,0,2.030522582865,0,-2.9440763154449,5.07615063110339,0,-2.92953943685781,0,0,-2.59666926008105,0,0,0,0,0,-5.09928975971075,-5.07411114741445,0,0,0,0,-4.43844919516096,0,4.49756308891266,4.01727014395667,0,0,0,0,0,0,0,0,0
"ERR2239735",0,0,0,-3.52451524042057,0,0,6.10463946845926,0,0,0,0,0,0,0,0,4.85277563852719,0,0,0,0,0,0,-2.08753441680293,0,0,0,-3.40189028097565,0,-4.2726605261729,0,0,0,0,3.61571567245135,-2.56996139862566,-2.69652235411485,5.89224680842459,0,-2.27185800703988,0,0,-0.030893686950229,4.45130371591042,0,0,4.67051372107215,0,0,0,0,0,0,3.93497349577524,0,0,0,0,0,0,0,0,0,0
"ERR2239736",4.79370200763691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26529903308083,0,0,0,0,0,0,-2.49043089887502,0,0,0,0,5.53679422131176,0,-2.37535156580496,0,0,0,-4.31355284959096,-5.60977604063902,0,0,0,-3.39775092474084,0,-4.11422959781249,0,1.3858094991956,0,0,0,0,0,-2.89903207026074,0,0,0,5.88507723311528,0,0,5.02127083846319,0,0,0,0,0,0,0
"ERR2239738",0,0,0,-3.63242422427157,-1.88519588521515,0,6.29154331108233,0,3.26525505541243,0,0,0,0,0,-2.01684758337029,0,0,0,0,0,0,0,-2.46594670815382,0,-3.49328248551985,0,0,0,-2.15235939597748,0,3.90356344860715,0,0,4.27114498727964,-2.52810362922012,0,0,0,-2.66438855092993,0,0,-3.72799582998125,4.37880393260852,0,0,0,0,0,-2.28010620883219,0,0,0,4.61485634131545,0,0,3.9492598003506,0,0,0,0,0,0,0
"ERR2239739",0,0,4.81223782309322,0,0,0,0,0,0,0,0,0,0,0,0,5.69326390483366,0,0,0,0,0,0,-3.08926994058157,0,0,0,0,0,0,-2.54815308242952,0,0,0,5.35077249538257,0,0,0,0,-0.366544625160964,0,4.41353060423117,0,0,0,0,0,0,0,-2.82269040723611,0,0,0,-0.79657208279316,0,0,4.88904319937023,0,0,0,0,0,0,0
"ERR2239742",0,0,0,-3.68929976561206,0,0,6.39005463839204,0,0,0,0,0,0,0,0,3.73620508914571,0,0,0,0,0,0,4.60222065309456,0,0,4.08882435394003,0,3.52889582087426,0,0,0,0,0,2.99411703259429,-2.50122428804666,0,0,0,0,0,0,0,4.3322475480221,3.03686735653836,0,0,0,0,-3.03264071263808,0,0,0,0,0,0,5.25268779539105,0,0,0,0,0,0,0
"ERR2239743",4.85640248106542,0,0,0,0,0,0,0,0,0,0.520723835430458,0,0,0,0,4.51740941901556,0,0,0,0,0,0,-2.84760017085047,0,0,0,0,0,0,0,0,0,0,4.93218817555483,0,-2.76504183029734,0,0,-2.90530652045399,0,0,0,0,0,0,4.78919293512823,0,0,-3.35157279399517,0,0,0,5.03213850498746,5.66629719971211,0,5.80509436446521,0,0,0,0,0,0,0
"ERR2239755",-4.37223932550868,0,0,-3.74948895863848,0,0,6.49430537878038,0,0,0,3.81560998435193,0,0,0,0,0,3.31432032418572,0,0,0,0,0,-1.99706404961314,0,0,0,-2.12101650273816,0,0,0,0,0,0,3.45901639989921,0,-1.94779527032443,3.67370834643454,0,-2.65413507240417,0,0,0,0,0,0,-3.37368037094428,0,0,0,0,0,0,4.59709679555453,0,0,0,0,0,0,0,0,0,0
