"","Part","BalanceID","Component","Group","d.group"
"68","1","46506__165179","46506","46506__1651791","p__FCB group"
"82","-1","46506__165179","165179","46506__165179-1","p__FCB group"
"150","1","1304__1358_1363","1304","1304__1358_13631","p__Terrabacteria group"
"156","-1","1304__1358_1363","1358","1304__1358_1363-1","p__Terrabacteria group"
"157","-1","1304__1358_1363","1363","1304__1358_1363-1","p__Terrabacteria group"
"283","1","1582__46228_665951","1582","1582__46228_6659511","p__Terrabacteria group"
"316","-1","1582__46228_665951","46228","1582__46228_665951-1","p__Terrabacteria group"
"371","-1","1582__46228_665951","665951","1582__46228_665951-1","p__Terrabacteria group"
"383","-1","1318__562_1351","562","1318__562_1351-1","p__Proteobacteria"
"401","1","1318__562_1351","1318","1318__562_13511","p__Terrabacteria group"
"402","-1","1318__562_1351","1351","1318__562_1351-1","p__Terrabacteria group"
"557","-1","47770__39492_53345","39492","47770__39492_53345-1","p__Terrabacteria group"
"570","1","47770__39492_53345","47770","47770__39492_533451","p__Terrabacteria group"
"571","-1","47770__39492_53345","53345","47770__39492_53345-1","p__Terrabacteria group"
"646","-1","147802__1260_33043","1260","147802__1260_33043-1","p__Terrabacteria group"
"676","-1","147802__1260_33043","33043","147802__1260_33043-1","p__Terrabacteria group"
"704","1","147802__1260_33043","147802","147802__1260_330431","p__Terrabacteria group"
"758","1","562__1351","562","562__13511","p__Proteobacteria"
"777","-1","562__1351","1351","562__1351-1","p__Terrabacteria group"
"903","1","1352__1353","1352","1352__13531","p__Terrabacteria group"
"904","-1","1352__1353","1353","1352__1353-1","p__Terrabacteria group"
"1057","1","39492__53345","39492","39492__533451","p__Terrabacteria group"
"1071","-1","39492__53345","53345","39492__53345-1","p__Terrabacteria group"
"1156","1","1358__1363","1358","1358__13631","p__Terrabacteria group"
"1157","-1","1358__1363","1363","1358__1363-1","p__Terrabacteria group"
"1351","1","357276__674529","357276","357276__6745291","p__FCB group"
"1372","-1","357276__674529","674529","357276__674529-1","p__FCB group"
"1396","1","1260__33043","1260","1260__330431","p__Terrabacteria group"
"1426","-1","1260__33043","33043","1260__33043-1","p__Terrabacteria group"
"1523","1","1283__40214_40324","1283","1283__40214_403241","p__Terrabacteria group"
"1558","-1","1283__40214_40324","40214","1283__40214_40324-1","p__Proteobacteria"
"1559","-1","1283__40214_40324","40324","1283__40214_40324-1","p__Proteobacteria"
"1697","1","54291__158836","54291","54291__1588361","p__Proteobacteria"
"1706","-1","54291__158836","158836","54291__158836-1","p__Proteobacteria"
"1791","-1","411489__28111_39485","28111","411489__28111_39485-1","p__FCB group"
"1803","-1","411489__28111_39485","39485","411489__28111_39485-1","p__Terrabacteria group"
"1859","1","411489__28111_39485","411489","411489__28111_394851","p__Terrabacteria group"
"1892","1","820__384638","820","820__3846381","p__FCB group"
"1981","-1","820__384638","384638","820__384638-1","p__Terrabacteria group"
"2092","1","301301__457412","301301","301301__4574121","p__Terrabacteria group"
"2111","-1","301301__457412","457412","301301__457412-1","p__Terrabacteria group"
"2134","-1","33038__571_37734","571","33038__571_37734-1","p__Proteobacteria"
"2174","1","33038__571_37734","33038","33038__571_377341","p__Terrabacteria group"
"2177","-1","33038__571_37734","37734","33038__571_37734-1","p__Terrabacteria group"
"2304","-1","363265__39486_100886","39486","363265__39486_100886-1","p__Terrabacteria group"
"2325","-1","363265__39486_100886","100886","363265__39486_100886-1","p__Terrabacteria group"
"2353","1","363265__39486_100886","363265","363265__39486_1008861","p__FCB group"
"2388","-1","329854__624_28031","624","329854__624_28031-1","p__Proteobacteria"
"2415","-1","329854__624_28031","28031","329854__624_28031-1","p__Terrabacteria group"
"2474","1","329854__624_28031","329854","329854__624_280311","p__FCB group"
"2511","1","582__40545_1118061","582","582__40545_11180611","p__Proteobacteria"
"2563","-1","582__40545_1118061","40545","582__40545_1118061-1","p__Proteobacteria"
"2625","-1","582__40545_1118061","1118061","582__40545_1118061-1","p__FCB group"
"2691","1","46228__665951","46228","46228__6659511","p__Terrabacteria group"
"2746","-1","46228__665951","665951","46228__665951-1","p__Terrabacteria group"
"2751","1","287__28117_204516","287","287__28117_2045161","p__Proteobacteria"
"2793","-1","287__28117_204516","28117","287__28117_204516-1","p__FCB group"
"2834","-1","287__28117_204516","204516","287__28117_204516-1","p__FCB group"
"2882","-1","1286__550_573","550","1286__550_573-1","p__Proteobacteria"
"2885","-1","1286__550_573","573","1286__550_573-1","p__Proteobacteria"
"2899","1","1286__550_573","1286","1286__550_5731","p__Terrabacteria group"
"3041","1","28111__39485","28111","28111__394851","p__FCB group"
"3053","-1","28111__39485","39485","28111__39485-1","p__Terrabacteria group"
"3140","1","817__322095","817","817__3220951","p__FCB group"
"3220","-1","817__322095","322095","817__322095-1","p__FCB group"
"3255","-1","454155__546_45851","546","454155__546_45851-1","p__Proteobacteria"
"3315","-1","454155__546_45851","45851","454155__546_45851-1","p__Terrabacteria group"
"3360","1","454155__546_45851","454155","454155__546_458511","p__FCB group"
"3455","-1","166486__154046_552398","154046","166486__154046_552398-1","p__Terrabacteria group"
"3458","1","166486__154046_552398","166486","166486__154046_5523981","p__Terrabacteria group"
"3489","-1","166486__154046_552398","552398","166486__154046_552398-1","p__Terrabacteria group"
"3503","-1","1354__296_328813","296","1354__296_328813-1","p__Proteobacteria"
"3530","1","1354__296_328813","1354","1354__296_3288131","p__Terrabacteria group"
"3597","-1","1354__296_328813","328813","1354__296_328813-1","p__FCB group"
"3669","1","28125__74426_360807","28125","28125__74426_3608071","p__FCB group"
"3698","-1","28125__74426_360807","74426","28125__74426_360807-1","p__Terrabacteria group"
"3727","-1","28125__74426_360807","360807","28125__74426_360807-1","p__Terrabacteria group"
"3766","-1","328814__818_47678","818","328814__818_47678-1","p__FCB group"
"3819","-1","328814__818_47678","47678","328814__818_47678-1","p__FCB group"
"3848","1","328814__818_47678","328814","328814__818_476781","p__FCB group"
"3920","1","28126__218538_310298","28126","28126__218538_3102981","p__FCB group"
