,D003967
296__28116_239935,0.17404114380546434
1351__1747,0.1628984962043941
218538__291644,0.0975388193264639
28116__239935,-0.09092129140395064
310297__371601,0.03700839039755241
1735__562_487174,-0.14742439707861268
1590__550_40545,-0.10091485137652974
39490__818_301301,0.09926535206892606
33945__40518_165179,-0.16525856759078386
1358__626932,-0.04354481702581822
47678__626940,0.1537799186529934
1408__571_363265,0.4168567076139958
562__487174,-0.2445918039086744
1353__823_28126,-0.7068285322258286
550__40545,-0.037066865876639175
552398__37734_53345,0.3896708869934077
40518__165179,0.030497439659968636
582__584,0.11092695732247304
818__301301,0.24691579456834295
102148__341694,-0.018044172968500496
1583__208962,-0.033669463301106005
726__735_739,0.005457071337470127
850__437898,0.00679230728287629
197614__671218,-0.006279537081396586
735__739,0.012640116321707615
293__529,0.06321038717034885
187327__329854_563191,0.2740685536366155
303__29382_40214,0.01866475691780653
47770__546_573,-0.060917166630683486
28125__281920,-0.2561552958921869
665951__54291_410072,-0.2804287010642594
571__363265,0.3744856727588755
40519__729_357276,0.2745089665535594
52584__100886,0.10255535160923088
328812__40520_246787,0.25477184444492196
823__28126,-0.3994701428998197
674529__46506_74426,0.008506988626036206
1598__39777_158836,-0.04534324245779519
1502__1282_46124,0.051883900827182736
1318__1078764,0.07880504897522342
29382__40214,-0.1891933031332678
28111__821_1680,0.05114192205690659
626929__154046_204516,0.04597780524255991
1632__147802,0.2319452047657035
53443__29361_208479,0.6796897298613507
213__150055_501496,0.20905656698513286
108980__1582_28026,0.1879768488419564
376804__469613,-0.7398437405513869
1633__28130,0.17254239517028813
39778__626933,0.5065175848008494
28132__287_727,-0.16728386369116824
1260__658086,-0.5451376088182227
1531__116085,0.24856673079640185
1286__1596,-0.6792564924441411
37734__53345,0.32946050360852625
437897__197_338188,-0.11778911463018245
729__357276,-0.28334333877539924
28037__623_626930,0.1670770398783235
54291__410072,-0.1638454626309526
1328__33043_56946,-0.05099038125655096
28123__2173_411489,-0.1699238732436581
329854__563191,-0.64129382575296
546__573,-0.20428174894187714
1354__310298,-0.2810742639071179
126385__39486_751585,0.3575007398990936
1282__46124,-0.7571232219672023
40324__39492_88431,-0.14113327606959766
754333__624_1283,0.42042218604863213
40520__246787,0.12859710887094278
46506__74426,0.03271812904290276
287__727,-0.2295485053054097
358743__1512_387090,-0.025206966045813985
39777__158836,0.7146870454244953
154046__204516,-0.26628340527650163
68891__329_29466,0.22632527830431856
623__626930,0.4539710259396567
29361__208479,-1.4414333215215007
150055__501496,0.5105227796331713
1582__28026,-0.7531403514704089
333367__46503_387661,-0.960903824826586
197__338188,0.5242009596399443
821__1680,0.14618281373728315
33043__56946,-0.7579613945999288
2173__411489,0.7663625427629278
43675__1685_1118061,0.11738380185055072
28118__817_360807,0.2057409010645256
658082__33038_166486,0.3474221284831076
569__1352_39485,-0.08629648897583557
1304__328813,-0.11455060348922153
39486__751585,0.2273775217225307
624__1283,1.0976324442467396
39492__88431,-0.09556112857445548
1512__387090,1.0105981932739314
1686__1623_45851,-0.09472636533444803
322095__853_33039,-0.2230332476920899
329__29466,-0.9754566359076812
46503__387661,-0.5074832403154282
97478__1681_328814,-0.2103392633526713
28025__39488_39491,-0.4753370383323807
147207__820_216816,-0.3527277581344185
1685__1118061,0.30693788573797504
817__360807,0.2909969623721456
1352__39485,0.3104576641704496
33038__166486,0.4853224395521194
384638__28117_457412,-0.35164060668562264
1623__45851,0.8688984346496198
853__33039,-0.0716941677502392
820__216816,-0.4699013569601976
39488__39491,0.36303457669126304
1681__328814,0.5821592262296236
28117__457412,-0.5850004926585481
