oldID,newID
239935_and_28116_and_296,296__28116_239935
1351_and_1747,1351__1747
218538_and_291644,218538__291644
239935_and_28116,28116__239935
310297_and_371601,310297__371601
1735_and_487174_and_562,1735__562_487174
1590_and_40545_and_550,1590__550_40545
301301_and_39490_and_818,39490__818_301301
165179_and_33945_and_40518,33945__40518_165179
1358_and_626932,1358__626932
47678_and_626940,47678__626940
1408_and_363265_and_571,1408__571_363265
487174_and_562,562__487174
1353_and_28126_and_823,1353__823_28126
40545_and_550,550__40545
37734_and_53345_and_552398,552398__37734_53345
165179_and_40518,40518__165179
582_and_584,582__584
301301_and_818,818__301301
102148_and_341694,102148__341694
1583_and_208962,1583__208962
726_and_735_and_739,726__735_739
437898_and_850,850__437898
197614_and_671218,197614__671218
735_and_739,735__739
293_and_529,293__529
187327_and_329854_and_563191,187327__329854_563191
29382_and_303_and_40214,303__29382_40214
47770_and_546_and_573,47770__546_573
28125_and_281920,28125__281920
410072_and_54291_and_665951,665951__54291_410072
363265_and_571,571__363265
357276_and_40519_and_729,40519__729_357276
100886_and_52584,52584__100886
246787_and_328812_and_40520,328812__40520_246787
28126_and_823,823__28126
46506_and_674529_and_74426,674529__46506_74426
158836_and_1598_and_39777,1598__39777_158836
1282_and_1502_and_46124,1502__1282_46124
1078764_and_1318,1318__1078764
29382_and_40214,29382__40214
1680_and_28111_and_821,28111__821_1680
154046_and_204516_and_626929,626929__154046_204516
147802_and_1632,1632__147802
208479_and_29361_and_53443,53443__29361_208479
150055_and_213_and_501496,213__150055_501496
108980_and_1582_and_28026,108980__1582_28026
376804_and_469613,376804__469613
1633_and_28130,1633__28130
39778_and_626933,39778__626933
28132_and_287_and_727,28132__287_727
1260_and_658086,1260__658086
116085_and_1531,1531__116085
1286_and_1596,1286__1596
37734_and_53345,37734__53345
197_and_338188_and_437897,437897__197_338188
357276_and_729,729__357276
28037_and_623_and_626930,28037__623_626930
410072_and_54291,54291__410072
1328_and_33043_and_56946,1328__33043_56946
2173_and_28123_and_411489,28123__2173_411489
329854_and_563191,329854__563191
546_and_573,546__573
1354_and_310298,1354__310298
126385_and_39486_and_751585,126385__39486_751585
1282_and_46124,1282__46124
39492_and_40324_and_88431,40324__39492_88431
1283_and_624_and_754333,754333__624_1283
246787_and_40520,40520__246787
46506_and_74426,46506__74426
287_and_727,287__727
1512_and_358743_and_387090,358743__1512_387090
158836_and_39777,39777__158836
154046_and_204516,154046__204516
29466_and_329_and_68891,68891__329_29466
623_and_626930,623__626930
208479_and_29361,29361__208479
150055_and_501496,150055__501496
1582_and_28026,1582__28026
333367_and_387661_and_46503,333367__46503_387661
197_and_338188,197__338188
1680_and_821,821__1680
33043_and_56946,33043__56946
2173_and_411489,2173__411489
1118061_and_1685_and_43675,43675__1685_1118061
28118_and_360807_and_817,28118__817_360807
166486_and_33038_and_658082,658082__33038_166486
1352_and_39485_and_569,569__1352_39485
1304_and_328813,1304__328813
39486_and_751585,39486__751585
1283_and_624,624__1283
39492_and_88431,39492__88431
1512_and_387090,1512__387090
1623_and_1686_and_45851,1686__1623_45851
322095_and_33039_and_853,322095__853_33039
29466_and_329,329__29466
387661_and_46503,46503__387661
1681_and_328814_and_97478,97478__1681_328814
28025_and_39488_and_39491,28025__39488_39491
147207_and_216816_and_820,147207__820_216816
1118061_and_1685,1685__1118061
360807_and_817,817__360807
1352_and_39485,1352__39485
166486_and_33038,33038__166486
28117_and_384638_and_457412,384638__28117_457412
1623_and_45851,1623__45851
33039_and_853,853__33039
216816_and_820,820__216816
39488_and_39491,39488__39491
1681_and_328814,1681__328814
28117_and_457412,28117__457412
