"","Part","BalanceID","Component","Group","d.group"
"6","1","296__28116_239935","296","296__28116_2399351","p__Proteobacteria"
"74","-1","296__28116_239935","28116","296__28116_239935-1","p__FCB group"
"146","-1","296__28116_239935","239935","296__28116_239935-1","p__PVC group"
"244","1","1351__1747","1351","1351__17471","p__Terrabacteria group"
"269","-1","1351__1747","1747","1351__1747-1","p__Terrabacteria group"
"549","1","218538__291644","218538","218538__2916441","p__Terrabacteria group"
"554","-1","218538__291644","291644","218538__291644-1","p__FCB group"
"680","1","28116__239935","28116","28116__2399351","p__FCB group"
"752","-1","28116__239935","239935","28116__239935-1","p__PVC group"
"961","1","310297__371601","310297","310297__3716011","p__FCB group"
"975","-1","310297__371601","371601","310297__371601-1","p__FCB group"
"1024","-1","1735__562_487174","562","1735__562_487174-1","p__Proteobacteria"
"1076","1","1735__562_487174","1735","1735__562_4871741","p__Terrabacteria group"
"1193","-1","1735__562_487174","487174","1735__562_487174-1","p__FCB group"
"1225","-1","1590__550_40545","550","1590__550_40545-1","p__Proteobacteria"
"1266","1","1590__550_40545","1590","1590__550_405451","p__Terrabacteria group"
"1317","-1","1590__550_40545","40545","1590__550_40545-1","p__Proteobacteria"
"1442","-1","39490__818_301301","818","39490__818_301301-1","p__FCB group"
"1508","1","39490__818_301301","39490","39490__818_3013011","p__Terrabacteria group"
"1566","-1","39490__818_301301","301301","39490__818_301301-1","p__Terrabacteria group"
"1705","1","33945__40518_165179","33945","33945__40518_1651791","p__Terrabacteria group"
"1718","-1","33945__40518_165179","40518","33945__40518_165179-1","p__Terrabacteria group"
"1752","-1","33945__40518_165179","165179","33945__40518_165179-1","p__FCB group"
"1864","1","1358__626932","1358","1358__6269321","p__Terrabacteria group"
"2007","-1","1358__626932","626932","1358__626932-1","p__FCB group"
"2133","1","47678__626940","47678","47678__6269401","p__FCB group"
"2211","-1","47678__626940","626940","47678__626940-1","p__Terrabacteria group"
"2238","-1","1408__571_363265","571","1408__571_363265-1","p__Proteobacteria"
"2270","1","1408__571_363265","1408","1408__571_3632651","p__Terrabacteria group"
"2388","-1","1408__571_363265","363265","1408__571_363265-1","p__FCB group"
"2438","1","562__487174","562","562__4871741","p__Proteobacteria"
"2607","-1","562__487174","487174","562__487174-1","p__FCB group"
"2657","-1","1353__823_28126","823","1353__823_28126-1","p__FCB group"
"2670","1","1353__823_28126","1353","1353__823_281261","p__Terrabacteria group"
"2706","-1","1353__823_28126","28126","1353__823_28126-1","p__FCB group"
"2841","1","550__40545","550","550__405451","p__Proteobacteria"
"2933","-1","550__40545","40545","550__40545-1","p__Proteobacteria"
"3120","-1","552398__37734_53345","37734","552398__37734_53345-1","p__Terrabacteria group"
"3146","-1","552398__37734_53345","53345","552398__37734_53345-1","p__Terrabacteria group"
"3215","1","552398__37734_53345","552398","552398__37734_533451","p__Terrabacteria group"
"3334","1","40518__165179","40518","40518__1651791","p__Terrabacteria group"
"3368","-1","40518__165179","165179","40518__165179-1","p__FCB group"
"3452","1","582__584","582","582__5841","p__Proteobacteria"
"3453","-1","582__584","584","582__584-1","p__Proteobacteria"
"3664","1","818__301301","818","818__3013011","p__FCB group"
"3788","-1","818__301301","301301","818__301301-1","p__Terrabacteria group"
"3964","1","102148__341694","102148","102148__3416941","p__Terrabacteria group"
"4000","-1","102148__341694","341694","102148__341694-1","p__Terrabacteria group"
"4093","1","1583__208962","1583","1583__2089621","p__Terrabacteria group"
"4182","-1","1583__208962","208962","1583__208962-1","p__Proteobacteria"
"4264","1","726__735_739","726","726__735_7391","p__Proteobacteria"
"4267","-1","726__735_739","735","726__735_739-1","p__Proteobacteria"
"4268","-1","726__735_739","739","726__735_739-1","p__Proteobacteria"
"4476","1","850__437898","850","850__4378981","p__Fusobacteria"
"4622","-1","850__437898","437898","850__437898-1","p__Proteobacteria"
"4785","1","197614__671218","197614","197614__6712181","p__Terrabacteria group"
"4842","-1","197614__671218","671218","197614__671218-1","p__FCB group"
"4873","1","735__739","735","735__7391","p__Proteobacteria"
"4874","-1","735__739","739","735__739-1","p__Proteobacteria"
"5055","1","293__529","293","293__5291","p__Proteobacteria"
"5060","-1","293__529","529","293__529-1","p__Proteobacteria"
"5390","1","187327__329854_563191","187327","187327__329854_5631911","p__Terrabacteria group"
"5411","-1","187327__329854_563191","329854","187327__329854_563191-1","p__FCB group"
"5438","-1","187327__329854_563191","563191","187327__329854_563191-1","p__Terrabacteria group"
"5461","1","303__29382_40214","303","303__29382_402141","p__Proteobacteria"
"5538","-1","303__29382_40214","29382","303__29382_40214-1","p__Terrabacteria group"
"5553","-1","303__29382_40214","40214","303__29382_40214-1","p__Proteobacteria"
"5667","-1","47770__546_573","546","47770__546_573-1","p__Proteobacteria"
"5673","-1","47770__546_573","573","47770__546_573-1","p__Proteobacteria"
"5770","1","47770__546_573","47770","47770__546_5731","p__Terrabacteria group"
"5937","1","28125__281920","28125","28125__2819201","p__FCB group"
"6007","-1","28125__281920","281920","28125__281920-1","p__FCB group"
"6178","-1","665951__54291_410072","54291","665951__54291_410072-1","p__Proteobacteria"
"6233","-1","665951__54291_410072","410072","665951__54291_410072-1","p__Terrabacteria group"
"6255","1","665951__54291_410072","665951","665951__54291_4100721","p__Terrabacteria group"
"6278","1","571__363265","571","571__3632651","p__Proteobacteria"
"6428","-1","571__363265","363265","571__363265-1","p__FCB group"
"6488","-1","40519__729_357276","729","40519__729_357276-1","p__Proteobacteria"
"6567","1","40519__729_357276","40519","40519__729_3572761","p__Terrabacteria group"
"6627","-1","40519__729_357276","357276","40519__729_357276-1","p__FCB group"
"6781","1","52584__100886","52584","52584__1008861","p__Spirochaetes"
"6791","-1","52584__100886","100886","52584__100886-1","p__Terrabacteria group"
"6972","-1","328812__40520_246787","40520","328812__40520_246787-1","p__Terrabacteria group"
"7015","-1","328812__40520_246787","246787","328812__40520_246787-1","p__FCB group"
"7024","1","328812__40520_246787","328812","328812__40520_2467871","p__FCB group"
"7101","1","823__28126","823","823__281261","p__FCB group"
"7150","-1","823__28126","28126","823__28126-1","p__FCB group"
"7384","-1","674529__46506_74426","46506","674529__46506_74426-1","p__FCB group"
"7393","-1","674529__46506_74426","74426","674529__46506_74426-1","p__Terrabacteria group"
"7469","1","674529__46506_74426","674529","674529__46506_744261","p__FCB group"
"7530","1","1598__39777_158836","1598","1598__39777_1588361","p__Terrabacteria group"
"7571","-1","1598__39777_158836","39777","1598__39777_158836-1","p__Terrabacteria group"
"7609","-1","1598__39777_158836","158836","1598__39777_158836-1","p__Proteobacteria"
"7712","-1","1502__1282_46124","1282","1502__1282_46124-1","p__Terrabacteria group"
"7725","1","1502__1282_46124","1502","1502__1282_461241","p__Terrabacteria group"
"7785","-1","1502__1282_46124","46124","1502__1282_46124-1","p__Terrabacteria group"
"7918","1","1318__1078764","1318","1318__10787641","p__Terrabacteria group"
"8079","-1","1318__1078764","1078764","1318__1078764-1","p__Terrabacteria group"
"8164","1","29382__40214","29382","29382__402141","p__Terrabacteria group"
"8179","-1","29382__40214","40214","29382__40214-1","p__Proteobacteria"
"8312","-1","28111__821_1680","821","28111__821_1680-1","p__FCB group"
