oldID,newID
387090_and_40520_and_491921,40520__387090_491921
33039_and_820,820__33039
216816_and_39486_and_751585,39486__216816_751585
46228_and_649724_and_665951,46228__649724_665951
357276_and_46503,46503__357276
310297_and_626932_and_853,626932__853_310297
239935_and_291644_and_658081,658081__239935_291644
187326_and_387661_and_52226,52226__187326_387661
28116_and_29361,28116__29361
158847_and_850,850__158847
310297_and_853,853__310297
216816_and_751585,216816__751585
1099853_and_818_and_823,1099853__818_823
28026_and_457412_and_821,457412__821_28026
1735_and_88431,1735__88431
39778_and_562_and_729,39778__562_729
28026_and_821,821__28026
1363_and_39491_and_410072,1363__39491_410072
218538_and_39485_and_39492,218538__39485_39492
818_and_823,818__823
562_and_729,562__729
1304_and_338188_and_40518,1304__40518_338188
239935_and_291644,239935__291644
39491_and_410072,39491__410072
100886_and_363265_and_47678,100886__47678_363265
165179_and_360807_and_665956,665956__165179_360807
204516_and_487174_and_74426,487174__74426_204516
1308_and_40519,1308__40519
39485_and_39492,39485__39492
437897_and_46506_and_573,573__46506_437897
338188_and_40518,40518__338188
363265_and_47678,47678__363265
2173_and_28111_and_626940,2173__28111_626940
28118_and_487173_and_907,28118__907_487173
103892_and_310298_and_40545,103892__40545_310298
165179_and_360807,165179__360807
387090_and_491921,387090__491921
187327_and_469592_and_626929,187327__469592_626929
649724_and_665951,649724__665951
187326_and_387661,187326__387661
204516_and_74426,74426__204516
487173_and_907,907__487173
469592_and_626929,469592__626929
328814_and_39496,39496__328814
28117_and_329854,28117__329854
28111_and_626940,28111__626940
437897_and_46506,46506__437897
310298_and_40545,40545__310298
