oldID,newID
28125_and_46503_and_74426,28125__46503_74426
1828_and_76517,1828__76517
28127_and_36874,28127__36874
204516_and_29524_and_386414,204516__29524_386414
1755626_and_187327,187327__1755626
246787_and_39485_and_851,39485__851_246787
134605_and_28126,28126__134605
242750_and_817,817__242750
218538_and_40543,40543__218538
310297_and_397865_and_40214,40214__310297_397865
28128_and_281920_and_33031,33031__28128_281920
33033_and_38986,33033__38986
199_and_261299,199__261299
28124_and_338188,28124__338188
33043_and_40681,33043__40681
187101_and_701529,187101__701529
35833_and_41276,35833__41276
33037_and_82135,33037__82135
2051_and_29348,2051__29348
301301_and_626947,301301__626947
186651_and_52226,52226__186651
341225_and_39778,39778__341225
673862_and_907,907__673862
1512_and_856,856__1512
239935_and_341694,239935__341694
33029_and_43131,33029__43131
328814_and_40518,40518__328814
1535_and_840,840__1535
39497_and_589436,39497__589436
310297_and_397865,310297__397865
1827099_and_371601,371601__1827099
317_and_47678_and_47877,317__47678_47877
28118_and_901,901__28118
202956_and_633701,202956__633701
1735_and_28111,1735__28111
28116_and_46506_and_820,46506__820_28116
228603_and_410072_and_905,905__228603_410072
165179_and_29375_and_45851,29375__45851_165179
29524_and_386414,29524__386414
106648_and_39488,39488__106648
46503_and_74426,46503__74426
28128_and_281920,28128__281920
40324_and_827,827__40324
246787_and_851,851__246787
28135_and_351091_and_44749,44749__28135_351091
47678_and_47877,47678__47877
165179_and_45851,45851__165179
228603_and_410072,228603__410072
28135_and_351091,28135__351091
28116_and_820,820__28116
