oldID,newID
156980_and_326522_and_47886,156980__47886_326522
310298_and_381,381__310298
1660_and_185294,1660__185294
1313_and_584,584__1313
326522_and_47886,47886__326522
28901_and_386414,28901__386414
1076_and_202956_and_71999,202956__1076_71999
41976_and_53363_and_90241,41976__53363_90241
1113656_and_1113785_and_470,470__1113656_1113785
1423_and_1598,1423__1598
172042_and_55969,55969__172042
53363_and_90241,53363__90241
190721_and_305,305__190721
1076_and_71999,1076__71999
134534_and_930124,134534__930124
110845_and_33011,33011__110845
157687_and_59803_and_907224,157687__59803_907224
2145_and_35825_and_626937,2145__35825_626937
157691_and_343,343__157691
536633_and_861,861__536633
31998_and_729,729__31998
108980_and_216903_and_417621,216903__108980_417621
1559_and_29363,1559__29363
1661055_and_47885,47885__1661055
28026_and_301302_and_820,28026__820_301302
59803_and_907224,59803__907224
1270_and_1304_and_34062,1270__1304_34062
56460_and_71433,56460__71433
156978_and_496,496__156978
294_and_53374,294__53374
28111_and_821,821__28111
1113656_and_1113785,1113656__1113785
29385_and_659243,29385__659243
28125_and_540746_and_84026,84026__28125_540746
1161942_and_397865_and_45851,45851__397865_1161942
163202_and_38288,38288__163202
218538_and_47678_and_818,218538__818_47678
1113738_and_234908_and_28090,1113738__28090_234908
1297750_and_28118_and_74426,28118__74426_1297750
108980_and_417621,108980__417621
147645_and_1550,1550__147645
189722_and_228603_and_40519,189722__40519_228603
52226_and_850_and_901,850__901_52226
28117_and_480_and_544645,544645__480_28117
161879_and_328814_and_817,817__161879_328814
103892_and_1463840,103892__1463840
28125_and_540746,28125__540746
1304_and_34062,1304__34062
234908_and_28090,28090__234908
1134563_and_28135_and_40214,1134563__28135_40214
39485_and_478,478__39485
28117_and_480,480__28117
109790_and_28104_and_46506,109790__28104_46506
1282_and_39029_and_395922,1282__39029_395922
52226_and_901,901__52226
228603_and_40519,40519__228603
1297750_and_74426,74426__1297750
161879_and_328814,161879__328814
28116_and_371601_and_40520,28116__40520_371601
1303_and_182640_and_360807,182640__1303_360807
28135_and_40214,28135__40214
29394_and_46503_and_589437,589437__29394_46503
351091_and_39492_and_823,39492__823_351091
185300_and_37637_and_82135,82135__37637_185300
169435_and_194436_and_28037,194436__28037_169435
28104_and_46506,28104__46506
138595_and_29372_and_54007,138595__29372_54007
39029_and_395922,39029__395922
1308_and_158847_and_29448,1308__29448_158847
43769_and_483_and_487175,483__43769_487175
29394_and_46503,29394__46503
633701_and_83771,83771__633701
1303_and_360807,1303__360807
204516_and_31971_and_426421,31971__204516_426421
185300_and_37637,37637__185300
2047_and_410072_and_43990,2047__43990_410072
169435_and_28037,28037__169435
158847_and_29448,29448__158847
29372_and_54007,29372__54007
100884_and_1604,1604__100884
301301_and_329854,301301__329854
43769_and_487175,43769__487175
38304_and_387090_and_387661,387090__38304_387661
35825_and_626937,35825__626937
1686_and_78345,1686__78345
204516_and_426421,204516__426421
165179_and_228604_and_853,165179__853_228604
371601_and_40520,40520__371601
410072_and_43990,43990__410072
301302_and_820,820__301302
28112_and_28132,28112__28132
1465754_and_477,477__1465754
423605_and_454154,423605__454154
38304_and_387661,38304__387661
28137_and_308994,28137__308994
328813_and_357276_and_38284,357276__38284_328813
1161942_and_397865,397865__1161942
1747_and_28127_and_40518,28127__1747_40518
437898_and_851,851__437898
47678_and_818,818__47678
328813_and_38284,38284__328813
1735_and_376805,1735__376805
351091_and_823,823__351091
239935_and_626947,239935__626947
228604_and_853,853__228604
1747_and_40518,1747__40518
