"","Part","BalanceID","Component","Group","d.group"
"104","-1","156980__47886_326522","47886","156980__47886_326522-1","p__Proteobacteria"
"134","1","156980__47886_326522","156980","156980__47886_3265221","p__Terrabacteria group"
"167","-1","156980__47886_326522","326522","156980__47886_326522-1","p__Proteobacteria"
"211","1","381__310298","381","381__3102981","p__Proteobacteria"
"372","-1","381__310298","310298","381__310298-1","p__FCB group"
"454","1","1660__185294","1660","1660__1852941","p__Terrabacteria group"
"556","-1","1660__185294","185294","1660__185294-1","p__FCB group"
"631","1","584__1313","584","584__13131","p__Proteobacteria"
"653","-1","584__1313","1313","584__1313-1","p__Terrabacteria group"
"928","1","47886__326522","47886","47886__3265221","p__Proteobacteria"
"991","-1","47886__326522","326522","47886__326522-1","p__Proteobacteria"
"1093","1","28901__386414","28901","28901__3864141","p__Proteobacteria"
"1206","-1","28901__386414","386414","28901__386414-1","p__FCB group"
"1264","-1","202956__1076_71999","1076","202956__1076_71999-1","p__Proteobacteria"
"1351","-1","202956__1076_71999","71999","202956__1076_71999-1","p__Terrabacteria group"
"1387","1","202956__1076_71999","202956","202956__1076_719991","p__Proteobacteria"
"1536","1","41976__53363_90241","41976","41976__53363_902411","p__FCB group"
"1548","-1","41976__53363_90241","53363","41976__53363_90241-1","p__Terrabacteria group"
"1564","-1","41976__53363_90241","90241","41976__53363_90241-1","p__Proteobacteria"
"1654","1","470__1113656_1113785","470","470__1113656_11137851","p__Proteobacteria"
"1846","-1","470__1113656_1113785","1113656","470__1113656_1113785-1","p__Proteobacteria"
"1848","-1","470__1113656_1113785","1113785","470__1113656_1113785-1","p__Terrabacteria group"
"1890","1","1423__1598","1423","1423__15981","p__Terrabacteria group"
"1894","-1","1423__1598","1598","1423__1598-1","p__Terrabacteria group"
"2171","1","55969__172042","55969","55969__1720421","p__Terrabacteria group"
"2202","-1","55969__172042","172042","55969__172042-1","p__Terrabacteria group"
"2372","1","53363__90241","53363","53363__902411","p__Terrabacteria group"
"2388","-1","53363__90241","90241","53363__90241-1","p__Proteobacteria"
"2475","1","305__190721","305","305__1907211","p__Proteobacteria"
"2621","-1","305__190721","190721","305__190721-1","p__Proteobacteria"
"2706","1","1076__71999","1076","1076__719991","p__Proteobacteria"
"2793","-1","1076__71999","71999","1076__71999-1","p__Terrabacteria group"
"3013","1","134534__930124","134534","134534__9301241","p__Proteobacteria"
"3081","-1","134534__930124","930124","134534__930124-1","p__Terrabacteria group"
"3162","1","33011__110845","33011","33011__1108451","p__Terrabacteria group"
"3218","-1","33011__110845","110845","33011__110845-1","p__Terrabacteria group"
"3409","-1","157687__59803_907224","59803","157687__59803_907224-1","p__Proteobacteria"
"3431","1","157687__59803_907224","157687","157687__59803_9072241","p__Fusobacteria"
"3492","-1","157687__59803_907224","907224","157687__59803_907224-1","p__Terrabacteria group"
"3549","1","2145__35825_626937","2145","2145__35825_6269371","p__Terrabacteria group"
"3580","-1","2145__35825_626937","35825","2145__35825_626937-1","p__Terrabacteria group"
"3694","-1","2145__35825_626937","626937","2145__35825_626937-1","p__Terrabacteria group"
"3712","1","343__157691","343","343__1576911","p__Proteobacteria"
"3844","-1","343__157691","157691","343__157691-1","p__Fusobacteria"
"3940","1","861__536633","861","861__5366331","p__Fusobacteria"
"4102","-1","861__536633","536633","861__536633-1","p__Terrabacteria group"
"4135","1","729__31998","729","729__319981","p__Proteobacteria"
"4191","-1","729__31998","31998","729__31998-1","p__Proteobacteria"
"4452","-1","216903__108980_417621","108980","216903__108980_417621-1","p__Proteobacteria"
"4480","1","216903__108980_417621","216903","216903__108980_4176211","p__FCB group"
"4508","-1","216903__108980_417621","417621","216903__108980_417621-1","p__FCB group"
"4571","1","1559__29363","1559","1559__293631","p__Terrabacteria group"
"4596","-1","1559__29363","29363","1559__29363-1","p__Terrabacteria group"
"4841","1","47885__1661055","47885","47885__16610551","p__Proteobacteria"
"4944","-1","47885__1661055","1661055","47885__1661055-1","p__Proteobacteria"
"4962","-1","28026__820_301302","820","28026__820_301302-1","p__FCB group"
"4992","1","28026__820_301302","28026","28026__820_3013021","p__Terrabacteria group"
"5108","-1","28026__820_301302","301302","28026__820_301302-1","p__Terrabacteria group"
"5263","1","59803__907224","59803","59803__9072241","p__Proteobacteria"
"5346","-1","59803__907224","907224","59803__907224-1","p__Terrabacteria group"
"5385","1","1270__1304_34062","1270","1270__1304_340621","p__Terrabacteria group"
"5389","-1","1270__1304_34062","1304","1270__1304_34062-1","p__Terrabacteria group"
"5433","-1","1270__1304_34062","34062","1270__1304_34062-1","p__Proteobacteria"
"5674","1","56460__71433","56460","56460__714331","p__Proteobacteria"
"5676","-1","56460__71433","71433","56460__71433-1","p__Proteobacteria"
"5779","1","496__156978","496","496__1569781","p__Proteobacteria"
"5901","-1","496__156978","156978","496__156978-1","p__Terrabacteria group"
"5976","1","294__53374","294","294__533741","p__Proteobacteria"
"6081","-1","294__53374","53374","294__53374-1","p__Terrabacteria group"
"6199","1","821__28111","821","821__281111","p__FCB group"
"6232","-1","821__28111","28111","821__28111-1","p__FCB group"
"6584","1","1113656__1113785","1113656","1113656__11137851","p__Proteobacteria"
"6586","-1","1113656__1113785","1113785","1113656__1113785-1","p__Terrabacteria group"
"6658","1","29385__659243","29385","29385__6592431","p__Terrabacteria group"
"6787","-1","29385__659243","659243","29385__659243-1","p__Terrabacteria group"
"6855","-1","84026__28125_540746","28125","84026__28125_540746-1","p__FCB group"
"6918","1","84026__28125_540746","84026","84026__28125_5407461","p__Terrabacteria group"
"6987","-1","84026__28125_540746","540746","84026__28125_540746-1","p__Proteobacteria"
"7103","1","45851__397865_1161942","45851","45851__397865_11619421","p__Terrabacteria group"
"7184","-1","45851__397865_1161942","397865","45851__397865_1161942-1","p__FCB group"
"7206","-1","45851__397865_1161942","1161942","45851__397865_1161942-1","p__Terrabacteria group"
"7291","1","38288__163202","38288","38288__1632021","p__Terrabacteria group"
"7349","-1","38288__163202","163202","38288__163202-1","p__Terrabacteria group"
"7433","-1","218538__818_47678","818","218538__818_47678-1","p__FCB group"
"7518","-1","218538__818_47678","47678","218538__818_47678-1","p__FCB group"
"7572","1","218538__818_47678","218538","218538__818_476781","p__Terrabacteria group"
"7672","-1","1113738__28090_234908","28090","1113738__28090_234908-1","p__Proteobacteria"
"7781","-1","1113738__28090_234908","234908","1113738__28090_234908-1","p__Proteobacteria"
"7821","1","1113738__28090_234908","1113738","1113738__28090_2349081","p__Terrabacteria group"
"7884","1","28118__74426_1297750","28118","28118__74426_12977501","p__FCB group"
"7944","-1","28118__74426_1297750","74426","28118__74426_1297750-1","p__Terrabacteria group"
"8031","-1","28118__74426_1297750","1297750","28118__74426_1297750-1","p__FCB group"
"8160","1","108980__417621","108980","108980__4176211","p__Proteobacteria"
"8216","-1","108980__417621","417621","108980__417621-1","p__FCB group"
"8278","1","1550__147645","1550","1550__1476451","p__Terrabacteria group"
"8371","-1","1550__147645","147645","1550__147645-1","p__Proteobacteria"
"8537","-1","189722__40519_228603","40519","189722__40519_228603-1","p__Terrabacteria group"
"8594","1","189722__40519_228603","189722","189722__40519_2286031","p__FCB group"
"8603","-1","189722__40519_228603","228603","189722__40519_228603-1","p__FCB group"
"8675","1","850__901_52226","850","850__901_522261","p__Fusobacteria"
"8679","-1","850__901_52226","901","850__901_52226-1","p__Proteobacteria"
"8757","-1","850__901_52226","52226","850__901_52226-1","p__Terrabacteria group"
"8867","-1","544645__480_28117","480","544645__480_28117-1","p__Proteobacteria"
"8913","-1","544645__480_28117","28117","544645__480_28117-1","p__FCB group"
"9048","1","544645__480_28117","544645","544645__480_281171","p__FCB group"
"9080","1","817__161879_328814","817","817__161879_3288141","p__FCB group"
"9202","-1","817__161879_328814","161879","817__161879_328814-1","p__Terrabacteria group"
"9233","-1","817__161879_328814","328814","817__161879_328814-1","p__FCB group"
"9394","1","103892__1463840","103892","103892__14638401","p__Terrabacteria group"
"9474","-1","103892__1463840","1463840","103892__1463840-1","p__Terrabacteria group"
"9533","1","28125__540746","28125","28125__5407461","p__FCB group"
"9665","-1","28125__540746","540746","28125__540746-1","p__Proteobacteria"
"9715","1","1304__34062","1304","1304__340621","p__Terrabacteria group"
"9759","-1","1304__34062","34062","1304__34062-1","p__Proteobacteria"
"9938","1","28090__234908","28090","28090__2349081","p__Proteobacteria"
"10047","-1","28090__234908","234908","28090__234908-1","p__Proteobacteria"
"10154","-1","1134563__28135_40214","28135","1134563__28135_40214-1","p__FCB group"
"10182","-1","1134563__28135_40214","40214","1134563__28135_40214-1","p__Proteobacteria"
"10295","1","1134563__28135_40214","1134563","1134563__28135_402141","p__FCB group"
"10308","1","478__39485","478","478__394851","p__Proteobacteria"
"10386","-1","478__39485","39485","478__39485-1","p__Terrabacteria group"
"10515","1","480__28117","480","480__281171","p__Proteobacteria"
"10561","-1","480__28117","28117","480__28117-1","p__FCB group"
"10763","-1","109790__28104_46506","28104","109790__28104_46506-1","p__Proteobacteria"
"10813","-1","109790__28104_46506","46506","109790__28104_46506-1","p__FCB group"
"10839","1","109790__28104_46506","109790","109790__28104_465061","p__Terrabacteria group"
"10949","1","1282__39029_395922","1282","1282__39029_3959221","p__Terrabacteria group"
"11003","-1","1282__39029_395922","39029","1282__39029_395922-1","p__Terrabacteria group"
"11097","-1","1282__39029_395922","395922","1282__39029_395922-1","p__PVC group"
"11151","1","901__52226","901","901__522261","p__Proteobacteria"
"11229","-1","901__52226","52226","901__52226-1","p__Terrabacteria group"
"11421","1","40519__228603","40519","40519__2286031","p__Terrabacteria group"
"11487","-1","40519__228603","228603","40519__228603-1","p__FCB group"
"11652","1","74426__1297750","74426","74426__12977501","p__Terrabacteria group"
"11739","-1","74426__1297750","1297750","74426__1297750-1","p__FCB group"
"11880","1","161879__328814","161879","161879__3288141","p__Terrabacteria group"
"11911","-1","161879__328814","328814","161879__328814-1","p__FCB group"
"12002","1","28116__40520_371601","28116","28116__40520_3716011","p__FCB group"
"12040","-1","28116__40520_371601","40520","28116__40520_371601-1","p__Terrabacteria group"
"12122","-1","28116__40520_371601","371601","28116__40520_371601-1","p__FCB group"
"12186","-1","182640__1303_360807","1303","182640__1303_360807-1","p__Terrabacteria group"
"12297","1","182640__1303_360807","182640","182640__1303_3608071","p__Terrabacteria group"
"12327","-1","182640__1303_360807","360807","182640__1303_360807-1","p__Terrabacteria group"
"12420","1","28135__40214","28135","28135__402141","p__FCB group"
"12448","-1","28135__40214","40214","28135__40214-1","p__Proteobacteria"
"12633","-1","589437__29394_46503","29394","589437__29394_46503-1","p__Terrabacteria group"
"12666","-1","589437__29394_46503","46503","589437__29394_46503-1","p__FCB group"
"12757","1","589437__29394_46503","589437","589437__29394_465031","p__FCB group"
"12792","-1","39492__823_351091","823","39492__823_351091-1","p__FCB group"
"12859","1","39492__823_351091","39492","39492__823_3510911","p__Terrabacteria group"
"12943","-1","39492__823_351091","351091","39492__823_351091-1","p__Terrabacteria group"
"13057","-1","82135__37637_185300","37637","82135__37637_185300-1","p__Terrabacteria group"
"13096","1","82135__37637_185300","82135","82135__37637_1853001","p__Terrabacteria group"
"13123","-1","82135__37637_185300","185300","82135__37637_185300-1","p__FCB group"
"13233","-1","194436__28037_169435","28037","194436__28037_169435-1","p__Terrabacteria group"
"13325","-1","194436__28037_169435","169435","194436__28037_169435-1","p__Terrabacteria group"
"13334","1","194436__28037_169435","194436","194436__28037_1694351","p__Proteobacteria"
"13441","1","28104__46506","28104","28104__465061","p__Proteobacteria"
"13491","-1","28104__46506","46506","28104__46506-1","p__FCB group"
"13661","-1","138595__29372_54007","29372","138595__29372_54007-1","p__Terrabacteria group"
"13706","-1","138595__29372_54007","54007","138595__29372_54007-1","p__Terrabacteria group"
"13726","1","138595__29372_54007","138595","138595__29372_540071","p__Terrabacteria group"
"13887","1","39029__395922","39029","39029__3959221","p__Terrabacteria group"
"13981","-1","39029__395922","395922","39029__395922-1","p__PVC group"
"14042","1","1308__29448_158847","1308","1308__29448_1588471","p__Terrabacteria group"
"14076","-1","1308__29448_158847","29448","1308__29448_158847-1","p__Proteobacteria"
"14145","-1","1308__29448_158847","158847","1308__29448_158847-1","p__Terrabacteria group"
"14224","1","483__43769_487175","483","483__43769_4871751","p__Proteobacteria"
"14310","-1","483__43769_487175","43769","483__43769_487175-1","p__Terrabacteria group"
"14401","-1","483__43769_487175","487175","483__43769_487175-1","p__Proteobacteria"
"14487","1","29394__46503","29394","29394__465031","p__Terrabacteria group"
"14520","-1","29394__46503","46503","29394__46503-1","p__FCB group"
"14745","1","83771__633701","83771","83771__6337011","p__Proteobacteria"
"14820","-1","83771__633701","633701","83771__633701-1","p__FCB group"
"14864","1","1303__360807","1303","1303__3608071","p__Terrabacteria group"
"15005","-1","1303__360807","360807","1303__360807-1","p__Terrabacteria group"
"15108","1","31971__204516_426421","31971","31971__204516_4264211","p__Terrabacteria group"
"15190","-1","31971__204516_426421","204516","31971__204516_426421-1","p__FCB group"
