featureid,D007674
820,0.0
28031,0.0
293,0.0
2173,0.0
154046,0.0
100886,0.0
37734,0.0
40324,0.0
106648,0.0
658081,0.0
329,0.0
214856,0.0
310298,0.0
823,0.0
626932,0.0
74426,0.0
550,0.0
751585,0.0
1351,0.0
88431,0.0
296,0.0
1354,0.0
1689,0.0
33039,0.0
1118061,0.0
43765,0.0
147207,0.0
291645,0.0
40518,0.0
454155,0.0
1318,0.0
626930,0.0
1623,0.0
487174,0.0
665951,0.0
322095,0.0
1363,0.0
29382,0.0
1286,0.0
239935,0.0
47770,0.0
552398,0.0
158836,0.0
328814,0.0
28130,0.0
204516,0.0
626933,0.0
47678,0.0
582,0.0
546,0.0
1260,0.0
624,0.0
1358,0.0
1282,0.0
1747,0.0
28125,0.0
116085,0.0
28126,0.0
457412,0.0
40214,0.0
147802,0.0
46503,0.0
39486,0.0
