"","1078764__28111_411489","40214__40324","322095__817_328813","562__53345","28111__411489","39492__1118061","291645__1283_166486","626930__28117_357276","817__328813","1286__33039_338188","376804__310298_387090","54291__158836","28126__40518_384638","626933__218538_487174","1283__166486","454155__296_550","1623__33043_363265","329__39496_147207","1363__287_1351","47770__46228_310297","582__820_239935","457412__291644_751585","28117__357276","1354__573_40545","552398__626932_626940","1582__1680_216816","818__301301","74426__571_37734","43765__823_1735","674529__39491_46506","40519__853_39485","33039__338188","218538__487174","39486__100886_165179","40518__384638","501496__28116_204516","46228__310297","820__239935","287__1351","33043__363265","573__40545","310298__387090","296__550","626932__626940","28125__45851_360807","39491__46506","291644__751585","100886__165179","853__39485","1680__216816","28116__204516","823__1735","329854__626929","665951__46503_88431","729__40520","45851__360807","571__37734","1282__29382","46503__88431","29361__39488","624__2173_658081","1352__1353","1689__33038","39496__147207","2173__658081","28130__116085"
"ERR2239172",0,0,0,5.88130255498215,0,0,0,-2.6900958712477,0,0,0,0,0,-2.64822858352936,0,0,0,0,0,0,-2.47502763401243,0,4.65938272623229,0,0,0,0,0,0,-2.3943559469331,-2.64800368787255,0,4.58686645672901,-3.05487489930085,0,0,0,4.28687361224652,0,0,0,0,0,0,0,4.14714615149282,0,-5.29119853635593,4.58647692602502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239194",0,0,0,6.56037686430758,0,0,0,0,0,-1.83354728471559,0,0,0,0,0,0,0,0,0,0,-3.7823682761555,0,0,0,-1.44566955402281,0,0,3.96431948528362,0,0,0,3.17579705520736,0,0,0,0,0,-2.5795747087125,0,0,0,0,0,2.50397311852295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38764363017784,0,0,0,2.78370032595314,0
"ERR2239212",0,0,0,6.43515357320212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9604337755593,0,0,0,0,-2.6382856377729,3.67381174105462,0,-2.0734914172931,-2.64228823316825,0,0,0,0,0,0,0,0.473080751095166,0,0,0,0,0,0,0,4.57657746808881,0,0,0,4.56964476950192,0,3.59139248380965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239217",0,0,0,0,0,5.75681641284351,0,-3.67780032726601,0,0,0,0,0,0,0,0,0,0,0,0,-4.87588158537498,0,-6.37013702691818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58617578235322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239222",0,0,0,6.09611618283701,0,1.38368558677101,0,-2.3264049713277,0,0,0,0,0,0,0,0,0,0,0,0,-2.4572518059692,0,4.0294516093204,-2.45708070057826,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25608497492904,0,0,4.25578861169847,0,0,0,-2.21840361039232,0,0,0,0,0,0,0,0,0,0,-3.84238776489373,0,0,0,0,0,0,0,0,0,0
"ERR2239227",0,0,0,0,0,4.9455427506112,0,-2.73779443349404,0,0,0,0,0,0,0,0,0,0,0,0,-2.82022673761043,0,4.74199905949094,0,0,0,0,0,0,-3.12090784262659,-5.74890306788557,0,0,0,0,-3.25727162546051,0,4.88477599840548,0,0,0,0,0,0,-2.48649495519115,5.40557094916943,0,0,1.38277395299832,0,5.64175994935007,0,0,0,0,4.30673559515477,0,0,0,0,0,0,0,0,0,0
"ERR2239230",0,0,0,0,0,0,-3.04280085514032,-2.56526807573581,0,0,0,0,0,0,5.27028567841706,0,0,0,0,0,-2.7856698774896,-3.00873909270152,4.44317464220888,0,0,0,4.66752261550097,0,0,-3.05397286475065,-3.41181977590619,0,0,0,0,0,0,4.82492176092615,0,0,0,0,0,0,0,5.28963616668481,-5.21128897527772,0,5.90944519813779,0,0,0,0,-2.38168871897809,0,0,0,0,4.12520586908368,0,0,0,0,0,0,0
"ERR2239231",0,0,0,0,0,0,-2.34824626101369,-2.81413580209705,0,0,0,0,-2.67783337224585,0,4.06728183275936,0,0,0,0,0,-2.93605564914986,0,-4.87422618863068,0,0,-2.34145540953075,0,0,-4.98263441915109,0,-3.42217024597102,0,0,0,4.63814345493332,0,0,5.08539755817718,0,0,0,0,0,0,0,0,0,0,5.92737273817228,-4.05551973296425,0,-0.369910813274823,0,-2.38396694831657,0,0,0,0,-4.12915187804923,0,0,0,0,0,0,0
"ERR2239235",0,0,0,0,0,0,0,-2.86835979837478,0,0,0,0,0,-2.57352852768088,0,0,0,0,0,0,-2.53393302631329,0,4.96814490517314,0,0,0,0,5.00165656141885,0,0,-2.87627506250147,0,-4.45748216467122,-3.60123232847713,0,0,0,4.38890074455139,0,0,0,0,0,0,3.03754477339006,0,0,-6.23751736278196,4.9818545447959,0,0,0,0,0,0,-4.06528882149205,0,0,0,0,0,0,0,0,0,0
"ERR2239236",0,0,0,0,0,0,0,-2.99573738525467,0,0,0,0,0,0,0,0,0,0,0,0,-6.19366355700193,0,5.18876935739463,0,0,0,4.67497175774765,0,0,0,-2.46793551467866,0,0,0,0,-2.48602975383341,0,0.315215887672673,0,0,0,0,0,0,-2.5261103055229,0,0,0,4.27458970122708,0,4.30592984276741,0,0,0,0,-4.375351394689,0,0,0,0,0,0,0,0,0,0
"ERR2239237",0,0,0,0,0,0,-2.62356860889764,0,0,0,-3.25424946244398,0,0,-2.57724642523938,-4.54415412775352,0,0,0,0,0,-2.62442446181353,0,0,0,0,0,0,0,0,-2.49946283845373,0,0,4.46392175213987,0,0,-2.86697757847379,0,4.54563650848764,0,0,0,5.63652540945668,0,0,0,4.32919662783218,0,0,0,0,4.96575083007739,0,0,-2.8442470334882,0,0,0,0,4.92638037127863,0,0,0,0,0,0,0
"ERR2239242",0,0,0,5.77629733386293,0,0,0,-2.57931878197556,0,0,0,0,0,0,0,0,-2.17962607568217,0,0,0,-2.15588064456263,0,-4.46751117929835,0,0,0,-3.95120555656356,0,0,-2.61244950282688,-2.95362684748869,0,0,0,0,-2.42346129358108,0,3.73409481143681,0,3.77522310458348,0,0,0,0,-2.60302149270309,4.52489527110421,0,0,5.1158317664499,0,-4.19755809065902,0,0,0,0,4.50856547855554,0,0,0,0,0,0,0,0,0,0
"ERR2239245",0,0,0,-4.46477700018682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52791407633648,0,0,0,0,0,-2.8971650012845,0,0,0,0,0,-3.17494812005531,0,0,-5.96479344332863,0,0,0,0,-4.37847561738334,0,0,0,0,-5.01803698013511,-2.68984538355089,0,0,0.217279560763647,5.49917145533108,0,0,0,0,-2.52637989682827,0,-4.65894886881474,0,0,4.37581834052719,0,0,0,0,0,0,0
"ERR2239246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.28609035138781,0,0,0,0,-2.20714817941,0,0,0,0,0,0,0,0,-3.09066471901315,-5.27483042671619,0,0,-2.53415448944485,0,0,0,3.82289278657127,0,0,0,0,0.974612715720349,0,0,5.35318832249136,0,-4.38928432994725,0.698348781707144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239247",0,0,0,0,0,-0.196859192861986,0,-5.79176353290698,0,0,0,0,0,-2.25064535764468,0,0,0,0,0,0,-3.02769735998146,0,-0.491321129719205,0,0,0,0,0,-2.39298163668399,0,0,0,-3.89823210925961,0,0,-2.63278936472965,0,5.24412565743005,0,0,0,0,0,0,0,0,0,0,0,0,4.56012494533874,4.144765776316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239251",0,0,0,6.49934593223749,0,0,0,-2.89359127050746,0,0,0,0,0,-4.85529368404986,0,0,0,0,0,0,-1.94582209929881,0,5.0118470968567,0,0,0,0,0,0,0,-2.52445997625603,0,0.785218359816716,0,0,0,0,-3.37026273847588,0,0,0,0,0,0,0,0,0,0,4.37249294054957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239270",0,0,0,5.89768858091987,0,0,0,0,0,0,0,0,-2.11620307994081,-2.28851038473367,0,-2.7983217891813,0,0,0,0,-4.87748842006547,0,0,0,0,-2.23181600188735,0,0,0,0,-2.23671353684373,0,3.96381626000772,0,3.66537125359123,0,0,0.93719099315203,0,0,0,0,4.84683551478905,0,-3.09554900754125,0,0,0,3.87410148779042,-3.86561870841413,0,0,0,0,0,5.36164815838086,0,0,0,0,0,0,0,0,0,0
"ERR2239271",0,0,0,5.97476780478059,0,0,0,-2.62686034759115,0,0,0,0,0,0,0,0,0,0,0,0,-3.0761746729538,0,-4.54985558641591,0,0,0,0,0,0,-2.49034270465459,-2.85845705202259,0,0,-2.83364222729749,0,0,0,5.32809082651255,0,0,0,0,0,0,-2.43066307099468,4.31340009272024,0,-4.90801230815189,4.95099284535668,0,0,0,0,0,0,4.21003193504419,0,0,0,0,0,0,0,0,0,0
"ERR2239273",0,0,0,4.21581071794662,0,0,0,0,0,0,0,0,0,-2.8348929867396,0,0,0,0,0,0,-3.52055310278187,0,0,0,0,0,4.15651523037665,0,0,-2.54415728351843,-2.50697435272048,0,4.91017868705367,0,0,-2.50313350599653,0,6.09777684476246,0,0,0,0,0,0,0,4.40660967750034,0,0,4.34220695218397,0,4.335554410514,0,4.62269486394369,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239275",0,0,-2.29172824201313,5.80703959077883,0,0,0,-2.42927668342286,-3.96938975230725,0,0,0,0,0,0,-2.88831031561235,0,0,0,-5.12455340399296,-3.22815792784454,0,4.2076306413308,0,0,0,0,0,0,-3.03648124926441,-2.57836396597703,0,0,0,0,0,-0.533891673866739,5.59133354588302,0,0,0,0,5.0027002146659,0,0,5.25933979995617,0,0,4.46585738947702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239291",-5.08577828741418,0,0,6.38433595048249,0.112392114405422,3.83301311038891,0,-2.28876201009843,0,0,0,0,-2.50269099295235,0,0,0,0,0,0,0,0,0,3.96425208792396,-2.94118491190463,0,0,0,0,0,0,-2.41087154238227,0,0,0,4.33478795543848,-2.00101094320614,0,0,0,0,5.09428170187382,0,0,0,0,0,0,0,4.17575200192803,0,3.46585262013435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239293",0,0,0,6.48868847432338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08329602470711,0,3.32086750328733,-1.8658486874657,-4.45998143642571,0,0,0,0,2.57644272866345,0,0,0,0,0,0,0,0,0,3.23174472592629,0,0,-0.277005711778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239294",0,0,0,0,0,-4.86967191962857,0,0,0,0,0,0,3.42593771509194,-3.4105176698377,0,0,0,0,0,0,-2.5468765372048,0,0,0,0,0,0,0,0,-2.32314049736151,-2.87056454794819,0,5.90718988427031,0,-3.78884117722518,-2.17043300037936,0,4.41131956304381,0,0,0,0,0,0,0,4.02379737455097,0,0,4.97196364345225,0,3.75930023108121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239296",0,0,0,0,0,0,0,-2.59305859088855,0,0,0,0,0,0,0,-2.77627859853232,0,0,0,0,-5.76409867589339,0,4.49130922642192,-2.7182985305589,0,0,0,0,0,-3.12878761012223,-2.54486282949703,0,0,0,0,-2.62328394243528,0,-0.226746620408757,0,0,4.70823116506783,0,-4.80865558862409,0,0,-5.4192191068237,0,0,4.40783171898235,0,-4.54366107097749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239303",0,0,0,0,0,0,-2.71745070445285,-3.22174468369803,0,0,0,0,0,0,-4.70676268717618,0,0,0,0,0,-3.08016298734552,0,-5.58022548117992,0,0,0,4.85461159582978,0,0,-2.9739755235586,-2.60006097462623,0,0,0,0,-2.90160056738088,0,5.33499878967557,0,0,0,0,0,0,0,5.15107670726975,0,0,4.50343771082968,0,-5.02571960597436,0,-4.31102974181259,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239309",0,0,-3.46661001245843,0,0,0,0,0,6.00434467160498,0,0,0,-3.05227660366929,0,0,0,0,-1.82337840692469,0,0,0,0,0,0,0,0,0,0,0,-2.56003899801522,0,0,0,0,5.28669815630898,0,0,0,0,0,0,0,0,0,0,4.43411761392008,0,0,0,0,0,0,0,-2.63740828350302,-3.3789599095059,0,0,0,-4.56812514733025,-4.57571437836146,0,4.83515040158868,0,3.15818404221756,0,-4.11493824605073
"ERR2239312",0,0,0,5.52937034525684,0,4.45374732116086,0,-2.64568146817248,0,0,0,0,0,-2.76267324501149,0,0,0,0,0,0,-2.65286151593559,0,4.58245472351816,0,0,0,0,0,0,-2.31705575523256,-2.31244990041029,0,4.78509042507108,-3.49398704466184,0,0,0,-4.59489093104463,0,0,0,0,0,0,0,-4.01325829203266,0,-6.05176308234174,-4.00528071746821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239317",0,0,0,6.57922083655532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94247827822439,0,0,0,0,-1.80702214675932,0,0,0,-1.71279914064759,-4.70132869814964,0,0,0,0,0,0,-5.09652187805244,0,0,0,0,0,0,0,2.96665513476193,0,0,0.98466671795705,3.12985416858933,0,0,0,0,-2.36631696357446,0,0,0,0,-2.03627603439061,0,0,0,0,0,0
"ERR2239318",0,0,0,0,0,0,0,0,0,0,0,0,-2.34016741797617,0,0,0,-2.4032424482076,0,0,0,0,0,0,0,-5.75141873835225,0,0,0,0,-3.05537987525832,-3.14324084779616,0,0,-3.09174441660197,-4.05328886615199,0,0,0,0,-4.16253802320177,0,0,0,-0.841561536765051,-3.07168949463128,5.29207318037088,0,-5.35505841357202,5.44425284880882,0,0,0,0,-2.29400607367933,0,5.32032226977694,0,0,-3.97333507248419,0,0,0,0,0,0,0
"ERR2239320",0,0,0,0,0,0,0,-5.83339158143852,0,0,0,0,-2.65169824188047,-2.43674062293672,0,0,0,0,0,0,0,0,1.175114356915,0,0,0,0,0,0,-5.63238668091563,-3.0762987468211,0,-4.22055856379343,0,4.59287608127804,-2.41627543868331,0,0,0,0,0,0,0,0,0,0.0368002342505595,0,0,5.3283057287546,0,4.18511182488027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239330",0,0,-2.92831859899898,0,0,0,0,-2.77294332194189,-5.07199659421515,0,0,0,-2.653257673877,-2.84608791762145,0,0,0,0,0,0,-2.8477668130871,0,4.80287872011217,0,0,0,0,0,0,-2.90833917434911,-2.73067540057761,0,4.92956887612826,0,4.59557709672698,0,0,4.93247680837535,0,0,0,0,0,0,0,5.03739121561557,0,0,4.72966853277893,0,0,0,0,-2.57051320317732,0,0,0,0,4.45225946942973,0,0,0,0,0,0,0
"ERR2239331",0,0,0,6.03512097909932,0,0,0,-2.16791822069529,0,0,0,0,0,0,0,0,0,0,0,0,-1.77902326749305,0,3.75494450489857,0,0,0,0,-3.20402613524739,0,-1.78272263006612,-2.30382064005089,0,0,-3.13833958786911,0,0,0,3.08135868714516,0,0,0,0,0,0,-2.0031720271169,-3.08776617107734,0,-5.43576361759408,3.99033440009399,0,0,0,0,0,0,-3.46959572726722,5.54953605502704,0,0,0,0,0,0,0,0,0
"ERR2239339",0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29638227167161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89127623436234,-2.5170332679647,0,-3.97745076813567,-3.75154885509228,0,0,0,0,0,0,0,0,0,0,0,5.007837336632,0,-6.49787322409667,4.35962950445599,0,0,0,0,0,3.59746175986561,0,0,0,0,0,0,0,0,0,0,0
"ERR2239340",0,0,0,5.49818109355731,0,4.81871828457765,0,0,0,-2.4677435235504,0,0,0,0,0,0,0,0,0,0,-2.67276659344354,0,0,0,0,0,0,0,0,0,-2.67336617095127,4.27425716283834,0,-2.50283991662704,0,0,0,4.62936753661699,0,0,0,0,0,0,0,0,0,-4.33504589880949,4.63040603532347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239352",0,0,0,6.07790469626456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68617065198584,0,-2.64994328118927,0,-2.56427625972043,0,0,0,0,0,0,0,0,0,0,0,0,4.65258404703988,0,0,0,0,0,0,0,0,-4.5898364001956,0,0,0,0,0,0,4.44145676647847,0,0,0.239411055010264,0,0,-1.20839334399756,0,0,0
"ERR2239358",0,0,0,5.98562878080461,0,-4.0748119762089,0,-6.1617015016045,0,0,0,0,0,-2.6270316971118,0,0,0,0,0,0,0,0,-0.0944577896983046,0,0,0,0,0,0,0,-3.09129542822817,0,-4.55015237249153,0,0,-2.7164125255007,0,0,0,0,0,0,0,0,-2.33716328875825,0,0,0,5.35428074289658,0,-4.7049645084837,0,0,0,0,4.04808556171406,0,0,0,0,0,0,0,0,0,0
"ERR2239373",0,0,0,0,0,0,0,-5.9178757357654,0,0,0,0,-2.96207776356818,0,0,0,0,0,0,0,-5.80377409031816,0,-1.39836377191084,0,0,0,0,0,0,0,-2.34469998189738,0,0,0,5.13046918247008,-2.82769969528042,0,0.509561198813205,0,0,0,0,0,0,0,0,0,0,4.0611394971521,0,-4.89771954077271,0,0,-2.46288855542254,0,0,0,0,4.26584811137175,0,0,0,0,0,0,0
"ERR2239383",0,0,1.77940709152819,0,0,0,0,-3.11178194464771,5.41118973423683,-3.59649922383814,0,0,0,0,0,0,0,0,0,0,0,0,-5.38976443020532,0,0,0,0,0,0,0,0,6.22931938506969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239385",0,0,0,6.70241548150736,0,0,0,0,0,0,0,0,0,-2.31778964694377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01452942976374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,0,6.70211689316244,0,0,0,-1.54150341682302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66996223797849,0,0,-1.57321197026955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72488306358239,0,0,3.80166659917416,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239390",0,0,0,5.45867701083662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46280560605889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26570443885946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,6.67418841347815,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.706079257337187,0,0,0,0,0,-2.37696787706308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11702913103239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662928987822777,-1.22296514787851,0,0
"ERR2239396",0,0,-2.16761093218185,6.55741062465915,0,-3.99511448862675,0,-4.76898368619061,-3.75441226558069,0,0,0,0,-2.41368016131904,0,0,0,0,0,0,-2.37058287433881,0,0.064289501207734,0,0,0,0,0,0,-2.53962491730028,0,0,-4.18061667262563,0,0,0,0,4.10596998190748,0,0,0,0,0,0,0,-4.398759388932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239402",0,0,0,0,0,6.71317393430515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52938363481551,0,0,-2.57315728365638,0,-5.4294548371376,0,0,0,-2.63409388107356,-3.12736403965197,0,0,0,0,0,0,4.38102096733371,0,0,-4.45683915115877,0,0,0,-3.21394115297998,4.56238443392571,0,0,5.41675341044107,0.332214073554015,0,0,0,-2.41285169335095,0,5.56670936949782,0,0,4.17918172401244,0,0,0,0,0,0,0
"ERR2239509",0,0,0,4.68063855662121,0,0,-2.3697850821333,-2.38361038280033,0,0,0,0,0,0,-4.10458816527367,0,0,0,0,0,-2.88976896622517,0,4.12853428845887,0,0,0,0,0,0,-6.24542165021085,-2.94353370093257,0,0,0,0,-2.9080132271888,0,5.00522667163779,0,0,0,0,0,0,0,-0.977122294882362,0,0,5.09834992380646,0,-5.03682665857334,0,0,-2.35346919249923,0,0,0,0,4.07632821545677,0,0,0,0,0,0,0
"ERR2239514",0,0,-3.01860833724793,0,0,-4.6096712291877,0,0,5.22838300826443,0,0,0,0,0,0,0,0,0,0,0,-6.18115381403894,0,0,-2.60345518351406,0,-2.37921652959557,0,0,0,0,-3.13315422590624,0,0,0,0,-2.53669711846061,0,-0.155713592650314,0,0,-4.5093166530749,0,0,0,0,0,0,0,5.42678230721874,4.12092391146722,4.39368829258734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239532",0,0,0,0,0,0,0,-5.40035280862737,0,0,0,0,0,0,0,0,0,0,0,0,-3.08449737904317,0,-0.924760754556597,0,0,0,0,0,0,-2.54058001282906,-2.98191775270792,0,0,0,0,0,0,5.34250617631581,0,0,0,0,0,0,0,4.40041366291392,0,0,5.16483305168172,0,0,0,4.44160940954277,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239548",0,0,0,0,0,0,0,-5.79242729754971,0,0,0,0,0,0,0,0,0,0,0,0,-3.45367876022368,-2.40796419826995,-1.31950547253009,0,0,0,4.23625358808187,0,0,0,-5.22419559011167,0,0,0,0,0,0,5.98194708572891,0,0,0,0,0,0,0,0,4.17071633421041,0,0.812629824328989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239556",0,0,0,6.32064378450117,0,0,0,-2.53702891219651,0,0,0,0,0,0,0,0,0,0,0,-1.94535192813866,-1.90050299369974,0,-4.39426297619556,0,0,0,0,0,0,-2.73993229726065,-2.21747581663888,0,0,-3.2007641198229,0,0,3.36944837813824,3.2917677450247,0,0,0,0,0,0,-1.88902958754531,4.74570194815436,0,-5.54388607857674,3.84078077897384,0,0,0,0,-2.10300729203344,0,-3.27189522262935,0,0,3.64251547848975,0,0,0,0,0,0,0
"ERR2239577",0,0,0,0,0,0,-3.3405241953484,0,0,0,0,0,0,0,-5.78595763025657,0,0,0,0,-2.78096253760129,0,0,0,-2.43584503976346,0,0,0,0,0,-6.43762843631872,-2.64841797396335,0,0,0,0,-2.56496550452625,-4.8167684090711,0,0,0,-4.21900736823494,0,0,0,-2.52140191733174,-0.178900800943049,0,0,4.58719449058315,0,-4.44265057350101,0,0,0,0,-4.36719622712015,0,0,0,0,0,0,0,0,0,0
"ERR2239578",-2.54264216587197,0.0306792748011783,0,6.29212102478735,4.40398541675722,4.21045816741603,0,-2.24157373947701,0,0,0,0,0,0,0,0,0,0,0,0,-2.79648811108145,0,3.88251960568634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8436594911554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239579",-2.19184231605826,0,0,6.47807720353551,3.79638225359234,0,0,0,0,0,0,0,0,0,0,4.28497572837584,0,0,0,0,-2.52013118589722,0,0,0,0,0,0,0,0,-2.80645733586177,-2.66710025544954,0,0,0,0,-2.16558761624331,0,-4.3649952557128,0,0,0,0,0,0,-2.38519699206255,4.86092669498698,0,0,4.61955315131853,0,3.75090777957539,0,0,0,0,4.1312823763128,0,0,0,0,0,0,0,0,0,0
"ERR2239582",0,0,0,0,0,0,0,-2.57981911128557,0,0,0,0,0,-2.98361389636818,0,0,0,0,0,0,-2.72646259568032,0,4.46837777508379,0,0,0,4.21399078828178,0,0,0,0,0,-5.16777085867824,0,0,-5.14327899960243,0,4.72237174065443,0,0,0,0,0,0,0,0,0,0,0,0,-0.537933681627072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239583",0,0,0,0,0,0,0,-2.45192009496058,0,-2.53403681256724,0,0,0,0,0,0,0,0,0,0,0,-3.43000135203,4.24685018057083,0,0,0,0,5.67801628811164,0,0,-5.86011892431331,4.38908050761636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.9409366117459,0,1.90047814324739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239584",0,0,0,4.05492224126517,0,0,0,0,0,0,0,0,0,-1.99698912991568,0,0,0,0,0,0,0,0,0,-1.42485462046305,0,0,0,0,0,0.497670964625174,-2.5421983166156,0,3.45888663517672,-3.88584148364436,0,0,0,0,0,0,-2.46792059604127,0,0,0,0,4.33840946664946,0,-6.73047487983085,4.4032166472943,0,0,0,0,0,2.21603549904658,0,0,0,0,0,0,0,0,0,0,0
"ERR2239585",0,0,-2.82279763197877,0,0,0,0,-5.79255896459164,-4.88922891807234,0,0,0,0,-2.75759266446427,0,0,0,0,0,0,0,0,0.461784293010071,0,0,0,0,0,0,-2.5522249935455,0,0,4.77629060143135,-2.98624677515355,0,0,0,0,0,0,0,0,0,0,-3.24525921682403,4.42058336116796,0,-5.17233113850466,0,0,0,0,0,-2.69132362694044,0,-5.6209538472704,0,0,4.66150926147138,0,0,0,0,0,0,0
"ERR2239586",0,0,0,6.15747421018336,0,0,0,-2.7028862710611,0,0,0,0,0,0,0,0,0,0,-2.82297165179108,0,0,0,4.68153634855821,-2.37510935059895,0,0,0,0,0,2.5988109924666,-2.6267958208976,0,0,0,0,-2.61349149991065,0,0,4.8895303292288,0,4.1138100687693,0,0,0,-2.39747819443966,4.26530256367644,0,0,4.54974382290424,0,-4.52670006299464,0,0,0,0,-4.15255404280799,0,0,0,0,0,0,0,0,0,0
"ERR2239590",0,0,0,6.20941160906196,0,0,0,-2.18097758845292,0,0,0,0,-2.33839743185594,0,0,0,0,0,0,0,0,0,3.7775639933695,0,0,0,4.45338515839321,0,0,-5.94910504914117,-2.19620522531853,0,0,0,4.05022316026307,0,0,0,0,0,0,0,0,0,0,0.213912647836085,0,0,3.80393903409995,0,0,0,0,-2.66951756586984,0,0,0,0,4.62374005578416,0,0,0,0,0,0,0
"ERR2239595",0,0,0,0,0,0,-2.91955884584882,-2.70059777289033,0,-2.82871366829742,0,0,0,-2.78184629088791,-5.0568242566973,0,0,0,0,0,-3.12702661744372,0,4.67757255345341,0,0,0,0,0,-2.89266389044735,0,0,4.89947579355566,4.81829911466488,0,0,-2.69555188285214,0,5.41616897803277,0,0,0,0,0,0,0,0,0,0,0,0,4.66883281553786,5.01024082747467,0,-2.76299045230132,0,0,0,0,4.78563984421361,0,0,0,0,0,0,0
"ERR2239596",0,0,0,6.25124163271824,0,0,0,-2.58504704667308,0,0,0,0,0,0,0,0,0,0,0,0,-2.34012468619026,0,4.47743282479365,0,0,0,4.28461071437321,0,0,-2.9594248496251,-2.53272996668781,0,0,0,0,-2.98096900900912,0,4.05321485252771,0,0,0,0,0,0,0,5.12587420073255,0,0,4.38681698415552,0,5.16318977939204,0,0,-2.48231048290658,0,0,0,0,4.29948787655504,0,0,0,0,0,0,0
"ERR2239599",0,0,0,5.68629524731529,0,0,-2.65145626635126,-2.84170747319383,0,-2.72040361011771,-2.58711917388742,0,0,-2.48587172085733,-4.59245696736726,0,0,0,0,0,-2.78670710810235,0,-4.92198172381989,0,0,0,0,0,0,0,-2.66330895559817,-4.71187726981767,-4.30565612162357,0,0,0,0,4.8267182970466,0,0,0,-4.48102185440864,0,0,0,0,0,0,4.61298642734923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
