"","1078764__28111_411489","40214__40324","322095__817_328813","562__53345","28111__411489","39492__1118061","291645__1283_166486","626930__28117_357276","817__328813","1286__33039_338188","376804__310298_387090","54291__158836","28126__40518_384638","626933__218538_487174","1283__166486","454155__296_550","1623__33043_363265","329__39496_147207","1363__287_1351","47770__46228_310297","582__820_239935","457412__291644_751585","28117__357276","1354__573_40545","552398__626932_626940","1582__1680_216816","818__301301","74426__571_37734","43765__823_1735","674529__39491_46506","40519__853_39485","33039__338188","218538__487174","39486__100886_165179","40518__384638","501496__28116_204516","46228__310297","820__239935","287__1351","33043__363265","573__40545","310298__387090","296__550","626932__626940","28125__45851_360807","39491__46506","291644__751585","100886__165179","853__39485","1680__216816","28116__204516","823__1735","329854__626929","665951__46503_88431","729__40520","45851__360807","571__37734","1282__29382","46503__88431","29361__39488","624__2173_658081","1352__1353","1689__33038","39496__147207","2173__658081","28130__116085"
"ERR2238715",0,0,0,6.47315162506545,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3225337720738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238721",0,0,0,6.81259083032012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238725",0,0,0,5.74645340151603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238738",0,0,0,6.61767589968345,0,0,0,0,0,4.66866391539232,0,0,0,0,0,-3.0686354017691,0,0,0,0,0,0,0,-2.64731089427597,0,0,0,-2.8033818060216,0,0,0,0,0,0,0,0,0,0,0,0,4.58527697231657,0,-5.31503242576861,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85559972104362,0,0,0,0,0,0,0,0,0
"ERR2238745",0,0,0,6.78695140117357,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28237392845566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238748",0,0,0,4.053906108532,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37162489765977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238754",0,0,0,1.28640125159527,0,0,-3.93470234882219,0,0,0,0,0,0,0,6.81510438082063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238756",0,0,0,6.6469328528434,0,0,0,0,0,0,0,4.00831669655418,0,0,0,0,0,2.95919988296536,-2.17512626278153,0,0,0,0,-2.35072155472992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76742920001503,0,4.07156916723952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34390875842464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239132",6.77962010988753,0,0,0,0,0,0,-2.61813806805564,0,0,0,0,0,-2.58877597668171,0,0,0,0,0,0,-5.45193667403326,0,-4.53474815510259,0,0,5.07846551264203,4.43235282426075,0,-2.63096399499291,0,-2.79330650137685,0,-4.48389152102647,0,0,0,0,0.816489751646015,0,0,0,0,0,0,0,0,0,0,4.83814878149717,0,0,4.55696331221211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
