"","Part","BalanceID","Component","Group","d.group"
"39","-1","1078764__28111_411489","28111","1078764__28111_411489-1","p__FCB group"
"107","-1","1078764__28111_411489","411489","1078764__28111_411489-1","p__Terrabacteria group"
"122","1","1078764__28111_411489","1078764","1078764__28111_4114891","p__Terrabacteria group"
"180","1","40214__40324","40214","40214__403241","p__Proteobacteria"
"181","-1","40214__40324","40324","40214__40324-1","p__Proteobacteria"
"260","-1","322095__817_328813","817","322095__817_328813-1","p__FCB group"
"339","1","322095__817_328813","322095","322095__817_3288131","p__FCB group"
"341","-1","322095__817_328813","328813","322095__817_328813-1","p__FCB group"
"376","1","562__53345","562","562__533451","p__Proteobacteria"
"439","-1","562__53345","53345","562__53345-1","p__Terrabacteria group"
"531","1","28111__411489","28111","28111__4114891","p__FCB group"
"599","-1","28111__411489","411489","28111__411489-1","p__Terrabacteria group"
"670","1","39492__1118061","39492","39492__11180611","p__Terrabacteria group"
"738","-1","39492__1118061","1118061","39492__1118061-1","p__FCB group"
"760","-1","291645__1283_166486","1283","291645__1283_166486-1","p__Terrabacteria group"
"819","-1","291645__1283_166486","166486","291645__1283_166486-1","p__Terrabacteria group"
"827","1","291645__1283_166486","291645","291645__1283_1664861","p__FCB group"
"902","-1","626930__28117_357276","28117","626930__28117_357276-1","p__FCB group"
"960","-1","626930__28117_357276","357276","626930__28117_357276-1","p__FCB group"
"975","1","626930__28117_357276","626930","626930__28117_3572761","p__FCB group"
"998","1","817__328813","817","817__3288131","p__FCB group"
"1079","-1","817__328813","328813","817__328813-1","p__FCB group"
"1130","1","1286__33039_338188","1286","1286__33039_3381881","p__Terrabacteria group"
"1155","-1","1286__33039_338188","33039","1286__33039_338188-1","p__Terrabacteria group"
"1205","-1","1286__33039_338188","338188","1286__33039_338188-1","p__FCB group"
"1322","-1","376804__310298_387090","310298","376804__310298_387090-1","p__FCB group"
"1333","1","376804__310298_387090","376804","376804__310298_3870901","p__FCB group"
"1335","-1","376804__310298_387090","387090","376804__310298_387090-1","p__FCB group"
"1424","1","54291__158836","54291","54291__1588361","p__Proteobacteria"
