@relation otu_table.xls.balance
@attribute 1078764__28111_411489 numeric
@attribute 40214__40324 numeric
@attribute 322095__817_328813 numeric
@attribute 562__53345 numeric
@attribute 28111__411489 numeric
@attribute 39492__1118061 numeric
@attribute 291645__1283_166486 numeric
@attribute 626930__28117_357276 numeric
@attribute 817__328813 numeric
@attribute 1286__33039_338188 numeric
@attribute 376804__310298_387090 numeric
@attribute 54291__158836 numeric
@attribute 28126__40518_384638 numeric
@attribute 626933__218538_487174 numeric
@attribute 1283__166486 numeric
@attribute 454155__296_550 numeric
@attribute 1623__33043_363265 numeric
@attribute 329__39496_147207 numeric
@attribute 1363__287_1351 numeric
@attribute 47770__46228_310297 numeric
@attribute 582__820_239935 numeric
@attribute 457412__291644_751585 numeric
@attribute 28117__357276 numeric
@attribute 1354__573_40545 numeric
@attribute 552398__626932_626940 numeric
@attribute 1582__1680_216816 numeric
@attribute 818__301301 numeric
@attribute 74426__571_37734 numeric
@attribute 43765__823_1735 numeric
@attribute 674529__39491_46506 numeric
@attribute 40519__853_39485 numeric
@attribute 33039__338188 numeric
@attribute 218538__487174 numeric
@attribute 39486__100886_165179 numeric
@attribute 40518__384638 numeric
@attribute 501496__28116_204516 numeric
@attribute 46228__310297 numeric
@attribute 820__239935 numeric
@attribute 287__1351 numeric
@attribute 33043__363265 numeric
@attribute 573__40545 numeric
@attribute 310298__387090 numeric
@attribute 296__550 numeric
@attribute 626932__626940 numeric
@attribute 28125__45851_360807 numeric
@attribute 39491__46506 numeric
@attribute 291644__751585 numeric
@attribute 100886__165179 numeric
@attribute 853__39485 numeric
@attribute 1680__216816 numeric
@attribute 28116__204516 numeric
@attribute 823__1735 numeric
@attribute 329854__626929 numeric
@attribute 665951__46503_88431 numeric
@attribute 729__40520 numeric
@attribute 45851__360807 numeric
@attribute 571__37734 numeric
@attribute 1282__29382 numeric
@attribute 46503__88431 numeric
@attribute 29361__39488 numeric
@attribute 624__2173_658081 numeric
@attribute 1352__1353 numeric
@attribute 1689__33038 numeric
@attribute 39496__147207 numeric
@attribute 2173__658081 numeric
@attribute 28130__116085 numeric
@attribute Disease.MESH.ID {'D006262', 'D002318'}
@data
0.0,0.0,0.0,6.6872773873614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,-5.7879114089382195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,6.40369608741601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,6.72688558141616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09070920856798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25786940999933,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,6.426801742242839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,2.58602505181958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05554193780127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,6.66469702175925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.06373697028128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4200140670101398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,6.801087234829151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,6.431819769112481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D002318
0.0,0.0,0.0,6.66353351643639,0.0,0.0,-3.2693485489427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6626777944203495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
