,D002318
1078764__28111_411489,0.37459113316092507
40214__40324,-0.0
322095__817_328813,0.4861777270450814
562__53345,0.0010937707053876033
28111__411489,0.19495700799832386
39492__1118061,-0.06011085877568029
291645__1283_166486,0.053936124005265436
626930__28117_357276,-0.12736336083800967
817__328813,-0.6965662198467389
1286__33039_338188,-0.005243429097721732
376804__310298_387090,0.6009106827672054
54291__158836,-0.5678018151394755
28126__40518_384638,-0.05106636818814502
626933__218538_487174,0.5605196006518601
1283__166486,-0.5888038175483672
454155__296_550,0.6126906502524775
1623__33043_363265,-0.06269269191493504
329__39496_147207,-0.779446409224479
1363__287_1351,0.6089355936769026
47770__46228_310297,0.07452732722165281
582__820_239935,0.5128394323379315
457412__291644_751585,-0.3248879630439449
28117__357276,0.09675863833734984
1354__573_40545,0.13918939961636168
552398__626932_626940,0.4446780471768042
1582__1680_216816,0.20890942002590912
818__301301,-0.252185276195147
74426__571_37734,0.3303454952116323
43765__823_1735,-0.001899919718248272
674529__39491_46506,0.10524895681613168
40519__853_39485,0.2952674771705851
33039__338188,0.2468200874245881
218538__487174,0.6162317675016101
39486__100886_165179,0.1829363299232193
40518__384638,0.6274342691454872
501496__28116_204516,-0.4022935938914765
46228__310297,-0.23654597517478945
820__239935,-0.11923853291400452
287__1351,0.6909014340558375
33043__363265,0.6968412147019527
573__40545,0.18381678536207588
310298__387090,-1.0411270572026785
296__550,-0.4829024698119429
626932__626940,-0.003297526722912585
28125__45851_360807,0.09363081375539987
39491__46506,-0.4898125550698616
291644__751585,0.9802984608288072
100886__165179,1.0227913843497498
853__39485,-0.5799830690591955
1680__216816,-0.3274884098545953
28116__204516,-0.3611929230867361
823__1735,-0.7081306448607028
329854__626929,-0.5822644724592924
665951__46503_88431,0.24740638830524875
729__40520,-0.4593352530219986
45851__360807,0.9395095381381916
571__37734,-1.0275795175998947
1282__29382,0.510097150698609
46503__88431,-0.7808550033769132
29361__39488,-0.3618332193629919
624__2173_658081,-1.2431526764339782
1352__1353,-0.2207343424333876
1689__33038,-0.5342565255070715
39496__147207,0.6763514177209382
2173__658081,0.4127743977788865
28130__116085,-0.3485149660292209
