"","BalanceID","SampleValue","Index","LineWidth","n.group","Group"
"1","100886__165179",0,"1",0.0269788785654053,"D006262","100886__165179 D006262"
"2","100886__165179",0,"2",0.0269788785654053,"D006262","100886__165179 D006262"
"3","100886__165179",0,"3",0.0269788785654053,"D006262","100886__165179 D006262"
"4","100886__165179",0,"4",0.0269788785654053,"D006262","100886__165179 D006262"
"5","100886__165179",0,"5",0.0269788785654053,"D006262","100886__165179 D006262"
"6","100886__165179",0,"6",0.0269788785654053,"D006262","100886__165179 D006262"
"7","100886__165179",0,"7",0.0269788785654053,"D006262","100886__165179 D006262"
"8","100886__165179",0,"8",0.0269788785654053,"D006262","100886__165179 D006262"
"9","100886__165179",0,"9",0.0269788785654053,"D002318","100886__165179 D002318"
"10","100886__165179",0,"10",0.0269788785654053,"D006262","100886__165179 D006262"
"11","100886__165179",0,"11",0.0269788785654053,"D006262","100886__165179 D006262"
"12","100886__165179",0,"12",0.0269788785654053,"D006262","100886__165179 D006262"
"13","100886__165179",0,"13",0.0269788785654053,"D006262","100886__165179 D006262"
"14","100886__165179",0,"14",0.0269788785654053,"D006262","100886__165179 D006262"
"15","100886__165179",0,"15",0.0269788785654053,"D002318","100886__165179 D002318"
"16","100886__165179",0,"16",0.0269788785654053,"D006262","100886__165179 D006262"
"17","100886__165179",0,"17",0.0269788785654053,"D006262","100886__165179 D006262"
"18","100886__165179",0,"18",0.0269788785654053,"D006262","100886__165179 D006262"
"19","100886__165179",0,"19",0.0269788785654053,"D006262","100886__165179 D006262"
"20","100886__165179",0,"20",0.0269788785654053,"D006262","100886__165179 D006262"
"21","100886__165179",0,"21",0.0269788785654053,"D006262","100886__165179 D006262"
"22","100886__165179",0,"22",0.0269788785654053,"D006262","100886__165179 D006262"
"23","100886__165179",-5.29119853635593,"23",0.0269788785654053,"D006262","100886__165179 D006262"
"24","100886__165179",0,"24",0.0269788785654053,"D002318","100886__165179 D002318"
"25","100886__165179",0,"25",0.0269788785654053,"D006262","100886__165179 D006262"
"26","100886__165179",0,"26",0.0269788785654053,"D006262","100886__165179 D006262"
"27","100886__165179",0,"27",0.0269788785654053,"D006262","100886__165179 D006262"
"28","100886__165179",0,"28",0.0269788785654053,"D006262","100886__165179 D006262"
"29","100886__165179",0,"29",0.0269788785654053,"D006262","100886__165179 D006262"
"30","100886__165179",0,"30",0.0269788785654053,"D006262","100886__165179 D006262"
"31","100886__165179",-6.23751736278196,"31",0.0269788785654053,"D006262","100886__165179 D006262"
"32","100886__165179",0,"32",0.0269788785654053,"D006262","100886__165179 D006262"
"33","100886__165179",0,"33",0.0269788785654053,"D006262","100886__165179 D006262"
"34","100886__165179",0,"34",0.0269788785654053,"D002318","100886__165179 D002318"
"35","100886__165179",0.217279560763647,"35",0.0269788785654053,"D006262","100886__165179 D006262"
"36","100886__165179",-4.38928432994725,"36",0.0269788785654053,"D006262","100886__165179 D006262"
"37","100886__165179",0,"37",0.0269788785654053,"D006262","100886__165179 D006262"
"38","100886__165179",0,"38",0.0269788785654053,"D006262","100886__165179 D006262"
"39","100886__165179",0,"39",0.0269788785654053,"D006262","100886__165179 D006262"
"40","100886__165179",-4.90801230815189,"40",0.0269788785654053,"D006262","100886__165179 D006262"
"41","100886__165179",0,"41",0.0269788785654053,"D006262","100886__165179 D006262"
"42","100886__165179",0,"42",0.0269788785654053,"D006262","100886__165179 D006262"
"43","100886__165179",0,"43",0.0269788785654053,"D006262","100886__165179 D006262"
"44","100886__165179",0,"44",0.0269788785654053,"D006262","100886__165179 D006262"
"45","100886__165179",0,"45",0.0269788785654053,"D006262","100886__165179 D006262"
"46","100886__165179",0,"46",0.0269788785654053,"D002318","100886__165179 D002318"
"47","100886__165179",0,"47",0.0269788785654053,"D006262","100886__165179 D006262"
"48","100886__165179",0,"48",0.0269788785654053,"D002318","100886__165179 D002318"
"49","100886__165179",-6.05176308234174,"49",0.0269788785654053,"D006262","100886__165179 D006262"
"50","100886__165179",0,"50",0.0269788785654053,"D006262","100886__165179 D006262"
"51","100886__165179",-5.35505841357202,"51",0.0269788785654053,"D006262","100886__165179 D006262"
"52","100886__165179",0,"52",0.0269788785654053,"D006262","100886__165179 D006262"
"53","100886__165179",0,"53",0.0269788785654053,"D006262","100886__165179 D006262"
"54","100886__165179",-5.43576361759408,"54",0.0269788785654053,"D006262","100886__165179 D006262"
"55","100886__165179",-6.49787322409667,"55",0.0269788785654053,"D006262","100886__165179 D006262"
"56","100886__165179",-4.33504589880949,"56",0.0269788785654053,"D006262","100886__165179 D006262"
"57","100886__165179",0,"57",0.0269788785654053,"D006262","100886__165179 D006262"
"58","100886__165179",0,"58",0.0269788785654053,"D006262","100886__165179 D006262"
"59","100886__165179",0,"59",0.0269788785654053,"D006262","100886__165179 D006262"
"60","100886__165179",0,"60",0.0269788785654053,"D006262","100886__165179 D006262"
"61","100886__165179",0,"61",0.0269788785654053,"D006262","100886__165179 D006262"
"62","100886__165179",0,"62",0.0269788785654053,"D006262","100886__165179 D006262"
"63","100886__165179",0,"63",0.0269788785654053,"D006262","100886__165179 D006262"
"64","100886__165179",0,"64",0.0269788785654053,"D006262","100886__165179 D006262"
"65","100886__165179",0,"65",0.0269788785654053,"D006262","100886__165179 D006262"
"66","100886__165179",0,"66",0.0269788785654053,"D006262","100886__165179 D006262"
"67","100886__165179",0,"67",0.0269788785654053,"D006262","100886__165179 D006262"
"68","100886__165179",0,"68",0.0269788785654053,"D006262","100886__165179 D006262"
"69","100886__165179",0,"69",0.0269788785654053,"D006262","100886__165179 D006262"
"70","100886__165179",0,"70",0.0269788785654053,"D006262","100886__165179 D006262"
"71","100886__165179",0,"71",0.0269788785654053,"D002318","100886__165179 D002318"
"72","100886__165179",-5.54388607857674,"72",0.0269788785654053,"D006262","100886__165179 D006262"
"73","100886__165179",0,"73",0.0269788785654053,"D006262","100886__165179 D006262"
"74","100886__165179",0,"74",0.0269788785654053,"D006262","100886__165179 D006262"
"75","100886__165179",0,"75",0.0269788785654053,"D006262","100886__165179 D006262"
"76","100886__165179",0,"76",0.0269788785654053,"D006262","100886__165179 D006262"
"77","100886__165179",0,"77",0.0269788785654053,"D006262","100886__165179 D006262"
"78","100886__165179",-6.73047487983085,"78",0.0269788785654053,"D006262","100886__165179 D006262"
"79","100886__165179",-5.17233113850466,"79",0.0269788785654053,"D006262","100886__165179 D006262"
"80","100886__165179",0,"80",0.0269788785654053,"D006262","100886__165179 D006262"
"81","100886__165179",0,"81",0.0269788785654053,"D006262","100886__165179 D006262"
"82","100886__165179",0,"82",0.0269788785654053,"D006262","100886__165179 D006262"
"83","100886__165179",0,"83",0.0269788785654053,"D006262","100886__165179 D006262"
"84","100886__165179",0,"84",0.0269788785654053,"D006262","100886__165179 D006262"
"85","100886__165179",0,"85",0.0269788785654053,"D006262","100886__165179 D006262"
"86","100886__165179",0,"86",0.0269788785654053,"D006262","100886__165179 D006262"
"87","100886__165179",0,"87",0.0269788785654053,"D006262","100886__165179 D006262"
"88","100886__165179",0,"88",0.0269788785654053,"D006262","100886__165179 D006262"
"89","100886__165179",0,"89",0.0269788785654053,"D006262","100886__165179 D006262"
"90","100886__165179",0,"90",0.0269788785654053,"D006262","100886__165179 D006262"
"91","100886__165179",0,"91",0.0269788785654053,"D006262","100886__165179 D006262"
"92","100886__165179",0,"92",0.0269788785654053,"D006262","100886__165179 D006262"
"93","100886__165179",0,"93",0.0269788785654053,"D006262","100886__165179 D006262"
"94","100886__165179",0,"94",0.0269788785654053,"D006262","100886__165179 D006262"
"95","100886__165179",0,"95",0.0269788785654053,"D006262","100886__165179 D006262"
"96","100886__165179",0,"96",0.0269788785654053,"D006262","100886__165179 D006262"
"97","100886__165179",0,"97",0.0269788785654053,"D006262","100886__165179 D006262"
"98","100886__165179",-6.05533834837964,"98",0.0269788785654053,"D006262","100886__165179 D006262"
"99","100886__165179",0,"99",0.0269788785654053,"D006262","100886__165179 D006262"
"100","100886__165179",0,"100",0.0269788785654053,"D006262","100886__165179 D006262"
"101","100886__165179",0,"101",0.0269788785654053,"D006262","100886__165179 D006262"
"102","100886__165179",0,"102",0.0269788785654053,"D006262","100886__165179 D006262"
"103","100886__165179",0,"103",0.0269788785654053,"D006262","100886__165179 D006262"
"104","100886__165179",0,"104",0.0269788785654053,"D006262","100886__165179 D006262"
"105","100886__165179",-4.19184488147226,"105",0.0269788785654053,"D006262","100886__165179 D006262"
"106","100886__165179",0,"106",0.0269788785654053,"D006262","100886__165179 D006262"
"107","100886__165179",-4.38208436595685,"107",0.0269788785654053,"D006262","100886__165179 D006262"
"108","100886__165179",0,"108",0.0269788785654053,"D002318","100886__165179 D002318"
"109","100886__165179",0,"109",0.0269788785654053,"D006262","100886__165179 D006262"
"110","100886__165179",0,"110",0.0269788785654053,"D002318","100886__165179 D002318"
"111","100886__165179",0,"111",0.0269788785654053,"D006262","100886__165179 D006262"
"112","100886__165179",0,"112",0.0269788785654053,"D006262","100886__165179 D006262"
"113","100886__165179",1.31411788679071,"113",0.0269788785654053,"D006262","100886__165179 D006262"
"114","100886__165179",0,"114",0.0269788785654053,"D006262","100886__165179 D006262"
"115","100886__165179",0,"115",0.0269788785654053,"D006262","100886__165179 D006262"
