oldID,newID
1078764_and_28111_and_411489,1078764__28111_411489
40214_and_40324,40214__40324
322095_and_328813_and_817,322095__817_328813
53345_and_562,562__53345
28111_and_411489,28111__411489
1118061_and_39492,39492__1118061
1283_and_166486_and_291645,291645__1283_166486
28117_and_357276_and_626930,626930__28117_357276
328813_and_817,817__328813
1286_and_33039_and_338188,1286__33039_338188
310298_and_376804_and_387090,376804__310298_387090
158836_and_54291,54291__158836
28126_and_384638_and_40518,28126__40518_384638
218538_and_487174_and_626933,626933__218538_487174
1283_and_166486,1283__166486
296_and_454155_and_550,454155__296_550
1623_and_33043_and_363265,1623__33043_363265
147207_and_329_and_39496,329__39496_147207
1351_and_1363_and_287,1363__287_1351
310297_and_46228_and_47770,47770__46228_310297
239935_and_582_and_820,582__820_239935
291644_and_457412_and_751585,457412__291644_751585
28117_and_357276,28117__357276
1354_and_40545_and_573,1354__573_40545
552398_and_626932_and_626940,552398__626932_626940
1582_and_1680_and_216816,1582__1680_216816
301301_and_818,818__301301
37734_and_571_and_74426,74426__571_37734
1735_and_43765_and_823,43765__823_1735
39491_and_46506_and_674529,674529__39491_46506
39485_and_40519_and_853,40519__853_39485
33039_and_338188,33039__338188
218538_and_487174,218538__487174
100886_and_165179_and_39486,39486__100886_165179
384638_and_40518,40518__384638
204516_and_28116_and_501496,501496__28116_204516
310297_and_46228,46228__310297
239935_and_820,820__239935
1351_and_287,287__1351
33043_and_363265,33043__363265
40545_and_573,573__40545
310298_and_387090,310298__387090
296_and_550,296__550
626932_and_626940,626932__626940
28125_and_360807_and_45851,28125__45851_360807
39491_and_46506,39491__46506
291644_and_751585,291644__751585
100886_and_165179,100886__165179
39485_and_853,853__39485
1680_and_216816,1680__216816
204516_and_28116,28116__204516
1735_and_823,823__1735
329854_and_626929,329854__626929
46503_and_665951_and_88431,665951__46503_88431
40520_and_729,729__40520
360807_and_45851,45851__360807
37734_and_571,571__37734
1282_and_29382,1282__29382
46503_and_88431,46503__88431
29361_and_39488,29361__39488
2173_and_624_and_658081,624__2173_658081
1352_and_1353,1352__1353
1689_and_33038,1689__33038
147207_and_39496,39496__147207
2173_and_658081,2173__658081
116085_and_28130,28130__116085
