featureid,D006262
1755626,-2.3461284430227454
247,-2.70147287346355
57706,-10.082082830959266
1258,-1.2526126757005387
114702,-7.402669909393202
40216,-0.11807635171714437
425941,-2.6204674513899917
1449,-6.349520807274363
29524,-2.573161577262555
37923,-11.072214065670185
38289,-11.487656481906262
108980,-38.04664357638858
28026,-27.42723101562138
39484,-56.671005173276285
28132,14.001937409111557
47880,-5.6182505249207315
1547,-1.7838235262003657
626930,-14.002111172873114
1590,12.676980787411392
33038,-13.707436337223042
479117,-1.8118602756114581
261299,6.7133900409588065
28037,-26.22361593995773
1280,-30.374331782684372
328813,-16.612758397666628
1827099,-5.597104137223919
1559,-26.235736795708238
29348,-22.111756170727546
584,4.522994944404319
1582,0.23376543383110762
349096,3.254765851798817
310300,-23.714036682707345
823,-4.148926412889501
341225,-2.3693041612830186
179995,-3.3563135766377923
328814,7.437698872427347
317,-3.233946016289807
1265,1.2425116474901525
43131,-4.2300070906574705
39492,-11.904623811924395
39496,-23.470493828841175
1611423,0.3920617159248836
817,-9.055345075285626
54006,-1.4328316030737156
166486,-0.85218032649187
1571,-0.8029567593229777
47678,6.251936339828001
185294,-1.306884498905604
33935,-1.104412387254933
39778,-3.375454468214848
196024,-2.980834185836209
216816,4.206817977313364
285,3.8000570881628
39490,-6.412791470521063
56810,-5.610196575068045
218538,-13.651186148686117
53412,0.3618681542768586
308892,-1.66802865497042
33034,-5.863671605646938
38304,-20.24313323176118
28090,2.1112123993944474
38986,-17.820181343641632
287,-10.597703737628498
33043,-6.71166716459212
876,0.8030330764233486
28091,-1.4242822643563928
33032,0.3741616014878826
1308,-22.108698699924737
202611,-3.5463553920410624
1379,-6.985601834473904
405446,0.9551240383881126
818,-0.5119761835117753
37734,-3.7198976462109483
1307,-4.378613606786336
410072,-0.7163787205964871
487698,0.3188850686857575
291645,-16.109754406713343
239935,0.12583548393866803
106648,-3.198960175219687
1725,-1.4251136185813362
28127,1.104885008456623
79880,1.7187649614439118
488,0.950669561742884
1623,5.629405189264949
36745,-14.198875495577036
33069,-1.0563048384966696
454155,2.3060946625814895
329854,11.204714576549355
36874,-5.555757577247424
191493,1.6763492255916017
28116,-3.047706669770943
470565,1.6560484855612998
860,-3.676061170264055
52226,-25.25130135381836
40324,3.6023975854870183
84032,-4.189365237759311
1303,-14.407978073005035
189722,9.001452744281691
633701,3.579783054958867
78342,-21.779087154231664
41976,9.457663004908069
228603,10.348676480450843
562,0.6272099344516583
1515,-26.403348486983557
2139,0.9586985583192331
28130,0.5549043065106669
39029,0.8211324906358697
387661,-9.140884898146963
40520,12.317957311070188
839,-13.813703208159787
47879,0.5343914849258917
143393,0.2699225851650819
40681,0.10889990552111865
83263,0.6230084076216688
358742,1.949621598949811
587753,0.3645514398610903
907,5.457391749856662
305719,0.37700068078230764
1229909,2.7203043393291746
36848,0.3133050688167127
1506,0.10060877601926278
165179,4.362564640104643
470,0.10778144154650864
32013,0.0508276639914526
76517,0.3655531421006314
2088,2.049482605067664
1148157,0.05818735918558946
35825,0.19449366986602493
102862,0.03441790551033636
45067,1.2488114623566018
536633,26.05619309803899
1902,0.03286700648618235
29360,1.3572229225873742
1453492,0.8716897330685451
153721,0.2680660304518577
29461,0.1652574155303861
1888,1.056463985475366
671267,0.6899525808375064
1535,27.32246827173189
77095,0.28895330944858855
316,0.28492836685998674
46503,8.182452772088185
34087,0.1326919068329638
729,15.560741911346717
290309,0.09265901680774657
136857,0.1631309294538412
41276,1.382908392860834
284042,0.029495006688334945
187327,25.181708339330097
245,0.759927756377371
202956,0.7305807448787479
187491,1.0581733771375335
856,0.8909170541468767
397865,10.547407008508422
28136,0.45771425673560845
1260,11.708353504367652
293,11.022729565463134
423605,0.3563616605484949
871324,0.14993737757280082
67269,0.313020694208239
45254,0.446323967394515
1406,0.5790974835339338
1670,0.17927326048636766
1264,28.42610846933497
477666,0.3024627397415057
1685,11.950776795538408
251535,0.11224593187047613
79883,0.7623693135526716
173480,0.25212973139903655
157687,1.2779807987337881
1463837,0.0244369287135038
271420,2.458571017120899
487316,0.19689651803692518
169435,9.112295692780698
253239,0.3110597723447994
376805,4.035067528996292
214856,7.626934102070671
29466,16.19045277827546
39485,19.31087488997475
452084,0.6681905881842308
1613,0.9374651144905486
29355,0.2059927025692737
2741,0.43281538671525094
78346,2.6491184305497004
33039,1.3082353246712686
1401,0.3227066765005577
53363,0.5679760467549834
589437,0.56000424534193
