oldID,newID
179995_and_310298_and_820,820__179995_310298
204516_and_47678,47678__204516
40518_and_45851_and_671267,671267__40518_45851
650643_and_817_and_821,650643__817_821
40518_and_45851,40518__45851
1630_and_2137_and_46506,2137__1630_46506
1515_and_169435_and_626937,169435__1515_626937
246787_and_46503,46503__246787
1515_and_626937,1515__626937
33033_and_39485_and_851,39485__851_33033
185300_and_28118_and_824,28118__824_185300
28117_and_351091_and_850,850__28117_351091
33033_and_851,851__33033
28116_and_328814,28116__328814
1303_and_28112_and_28124,28112__1303_28124
1465754_and_33039_and_818,33039__818_1465754
179995_and_310298,179995__310298
185300_and_824,824__185300
165179_and_44749,44749__165179
1018_and_328813_and_76122,328813__1018_76122
1303_and_28124,1303__28124
1018_and_76122,1018__76122
143361_and_204,204__143361
1510_and_29552,1510__29552
817_and_821,817__821
28117_and_351091,28117__351091
1465754_and_818,818__1465754
1630_and_46506,1630__46506
