"","204516__214856","28118__457412","40520__166486_410072","1211813__33959_658085","100886__665951","908612__1681_246787","457402__729_33043","1535__820_674529","469610__301301_328813","469591__291644_658081","454154__46503_47678","166486__410072","658086__39488_239935","292800__1623_84112","1689__457392","358743__457421","187327__626932","469588__563193","1681__246787","552396__573_454155","626935__850_1604","33959__658085","61171__649756_1161942","729__33043","301301__328813","39777__1318_1583","820__674529","1358__261299_363265","1309__156974","291644__658081","626934__88431_357276","1584__29361_328812","658087__1226323","665950__853_1680","584__626931","552395__1304_329854","39488__239935","46503__47678","1099853__28111_33039","28025__52226_97478","573__454155","154046__1512_163665","1623__84112","88431__357276","649756__1161942","548__28117_40545","853__1680","261299__363265","1304__329854","1203555__46228_338188","861__562_310298","156456__851_907","1547__1308_487173","905__187326","28111__33039","376805__823_165179","150055__1735_28026","658082__28116_360807","28117__40545","29361__328812","850__1604","52226__97478","333367__818_310297","658089__2173_29466","39486__384638","1683__1352_387090","562__310298","851__907","46228__338188","1318__1583","1512__163665","33035__371601_626940","1308__487173","823__165179","40519__821_39485","28116__360807","1735__28026","55565__46506_487174","103892__208479_411489","936548__39492_74426","818__310297","1352__387090","2173__29466","821__39485","371601__626940","658083__33038_751585","39492__74426","208479__411489","28126__1531_45851","46506__487174","626929__40518_216816","28080__817_39491","33038__751585","1531__45851","817__39491","40518__216816"
"ERR209086",0,4.10508998631143,0,0,0,-3.14992469326757,0,0,0,-2.71403554875087,0,0,-2.6430725771018,0,0,0,0,0,-5.45582960875524,0,0,0,0,0,0,0,0,0,0,4.70084746398459,-2.79372409589125,0,0,-2.54685000699582,0,0,-4.57793599163233,0,0,0,0,0,0,-4.83887207641307,0,-2.75433027241837,4.41127361137391,0,0,0,0,0,0,0,0,0,0,0,4.77063997265365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53173322369748,0,0,0,0,0,0,0,0,0,0,0,-4.38509057465418,-2.88798741401817,0,0,0,0,5.00214093269893
"ERR209087",0,4.19022359722932,0,0,0,-3.22651076998747,0,0,0,-2.75030603670192,0,0,-2.41359375892962,0,0,0,0,0,-5.58848058478647,0,0,0,0,0,0,0,0,0,0,4.76366979193112,-2.80326014673125,0,0,-2.33823968103664,0,0,-4.18046701929724,0,0,0,0,0,0,-4.8553890009715,0,-2.48317050600346,4.0499499278291,0,0,0,0,0,0,0,0,0,0,0,4.30097748025451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62482739854366,0,0,0,0,0,0,0,0,0,0,0,-4.54633441537646,-2.99671030779186,0,0,0,0,5.19045450866087
"ERR209088",0,4.06786418315262,0,0,0,-3.15163436713005,0,0,0,-2.72318245797363,0,0,-2.62835808134698,0,0,0,0,0,-5.45879085074943,0,0,0,0,0,0,0,0,0,0,4.71669037549063,-2.77600240992361,0,0,-2.5838536766425,0,0,-4.55244973737723,0,0,0,0,0,0,-4.80817721592134,0,-2.70103944436386,4.47536584726846,0,0,0,0,0,0,0,0,0,0,0,4.67833755088582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53330571235979,0,0,0,0,0,0,0,0,0,0,0,-4.38781420491163,-2.87880556093232,0,0,0,0,4.98623749664661
"ERR209089",0,4.08570279400844,0,0,0,-3.17844200081149,0,0,0,-2.73148887273661,0,0,-2.60182099740407,0,0,0,0,0,-5.50522303431637,0,0,0,0,0,0,0,0,0,0,4.73107750788885,-2.81393487948178,0,0,-2.54805620003967,0,0,-4.50648615970337,0,0,0,0,0,0,-4.87387818045264,0,-2.67004445224285,4.41336279900959,0,0,0,0,0,0,0,0,0,0,0,4.62465264975202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54311708445871,0,0,0,0,0,0,0,0,0,0,0,-4.40480799987891,-2.89172557720314,0,0,0,0,5.00861562126228
"ERR209090",0,4.07414002515726,0,0,0,-3.07396198926905,0,0,0,-2.61474576983844,0,0,-2.73798893353855,0,0,0,0,0,-5.32425834594949,0,0,0,0,0,0,0,0,0,0,4.52887252223598,-2.72721923848785,0,0,-2.60040043797003,0,0,-4.7423359434501,0,0,0,0,0,0,-4.72368228444025,0,-2.73386156117104,4.50402567858845,0,0,0,0,0,0,0,0,0,0,0,4.7351871248078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5706434416664,0,0,0,0,0,0,0,0,0,0,0,-4.45248504910993,-2.89067090528025,0,0,0,0,5.00678887590652
"ERR209091",0,4.11488667677201,0,0,0,-3.07860895875906,0,0,0,-2.6307635900157,0,0,-2.73036305993945,0,0,0,0,0,-5.33230713320741,0,0,0,0,0,0,0,0,0,0,4.55661620060948,-2.71059544627815,0,0,-2.59032337815516,0,0,-4.72912754292436,0,0,0,0,0,0,-4.6948890317186,0,-2.72032194761644,4.48657169899818,0,0,0,0,0,0,0,0,0,0,0,4.7117358262164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56011963668508,0,0,0,0,0,0,0,0,0,0,0,-4.43425728419333,-2.89126637272546,0,0,0,0,5.00782025577588
"ERR209094",0,0,0,0,0,0,0,-2.58230387692314,-2.80590326168004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.85996701035307,0,4.47268151541296,0,0,0,0,0,0,-2.81901419115992,0,0,0,0,-2.6341831255186,0,0,0,0,0,0,-2.89547420303679,4.88267580634666,0,0,0,-3.27918704302303,0,0,0,4.56253900983881,0,0,0,5.01510843166473,0,0,0,0,0,0,-2.46273020404555,5.67971856603745,0,0,0,0,0,0,0,0,0,0,-2.61755037342528,0,0,0,-4.26557383874136,0,0,0,-2.55431494467132,0,0,0,-4.53373023814346,0,0,4.42420326270322,0,0,0
"ERR209095",0,0,0,0,0,0,0,-2.65912088311124,-2.67942316426248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64089705547958,0,4.6057324730161,0,0,0,0,0,0,-2.73703104230403,0,0,0,0,-2.67977576768321,0,0,0,0,0,0,-2.85507012992761,4.74067682716379,0,0,0,-3.29146306072648,0,0,0,4.64150778251922,0,0,0,4.9451265242069,0,0,0,0,0,0,-2.51243656681753,5.70098125241443,0,0,0,0,0,0,0,0,0,0,-2.65430084142843,0,0,0,-4.35166778452188,0,0,0,-2.62386784015423,0,0,0,-4.59738391592685,0,0,4.54467241149314,0,0,0
"ERR209096",0,0,0,0,0,0,0,-2.60119132136001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50539552880275,0,0,0,0,0,0,-2.46209074181339,0,0,0,0,-2.58880573708831,0,0,0,0,0,0,-2.48036289528379,4.26446625766574,0,0,0,-3.36687967945873,0,0,0,4.48394306756275,0,0,0,4.29611455584016,0,0,0,-2.38997187864068,0,0,0,5.83160666779374,0,0,0,0,0,0,0,0,0,0,-2.62051813467818,0,0,4.1395527224665,0,0,0,0,-2.80350155447693,0,0,0,-4.53887055141823,-2.54521566485681,0,4.85580713145236,0,0,4.4084428477522
"ERR209099",0,0,0,0,0,-2.54588985568665,0,-2.80548367240858,0,-2.68762119481151,0,0,0,0,0,0,0,0,-4.40961058052347,0,0,0,0,0,0,0,4.85924026041659,0,0,4.65509646091251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7578671376733,0,0,0,0,0,0,0,0,0,0,0,0,4.7767660029747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2706292146475,0,0,-2.6732639801088,0,-2.71037613657375,0,0,0,5.66489597248857,0,0,4.69450917616798,0,0,-4.63022903559224,5.41764398253078,0,0,0,0,0
"ERR209100",0,0,0,0,0,-2.59742957203694,0,-2.8541514390266,0,-2.74191835930572,0,0,0,0,0,0,0,0,-4.49887998784987,0,0,0,0,0,0,0,4.94353530488989,0,0,4.7491419085234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56717061851439,0,0,0,0,0,0,0,0,0,0,0,0,4.44646994296495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30333455114438,0,0,-2.64986748835388,0,-2.64249569836181,0,0,0,5.7215432769798,0,0,4.57693680834486,0,0,-4.58970512315385,5.39019227186169,0,0,0,0,0
"ERR209101",0,0,0,0,0,-2.6213517550253,0,-2.82535183721368,0,-2.77786608252058,0,0,0,0,0,0,0,0,-4.54031442421367,0,0,0,0,0,0,0,4.89365293131216,0,0,4.81140519154796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.275186043704,0,0,-2.64852555410609,0,-2.5553696220012,0,0,0,5.67278863193584,0,0,4.42603001742415,0,0,-4.58738082485626,2.69055502072923,0,0,0,0,4.5943046893444
"ERR209108",0,0,0,0,0,0,0,-2.58100316792074,0,0,1.95718836919224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47042862133494,0,0,0,-3.51714341412427,0,0,-2.51258864093161,0,0,0,4.835883882513,0,0,0,0,0,-6.0918710907695,0,-2.52990928859968,4.35193118461399,0,0,0,0,0,0,0,0,-2.88695021783691,0,-2.77193785369929,4.38193142639507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00034445621557,0,4.80113719803059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209109",0,0,0,0,0,0,0,-2.56067247472632,0,0,1.80734354671586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43521482776912,0,0,0,-3.51585917584773,0,0,0,0,0,0,4.92429484881967,4.7998942293154,0,0,0,0,-6.0896467248255,0,0,0,0,0,0,0,0,0,0,0,-2.85753722435254,0,-2.82871969904301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94939965709794,0,4.89948623911344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35875720541661,0,0,0,0,4.08548732250075
"ERR209110",0,0,0,0,0,-2.65749495525683,0,0,-2.97517139418656,0,0,0,0,0,0,0,0,0,-4.60291628336281,0,0,0,0,0,-5.15314801595666,0,0,0,0,0,0,0,0,-2.54772102783063,0,0,0,0,0,0,0,0,0,0,0,-2.48314040369009,4.41278226371426,0,0,-2.39009972830694,0,0,0,0,0,0,0,-2.38439778054829,-4.30092534151832,0,0,0,0,0,0,0,0,0,4.13977416458418,0,0,0,0,0,-6.05761565012164,-4.12989810136411,0,0,0,0,0,0,0,-0.242033840108333,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209111",0,4.31438283121172,0,0,0,-2.75352755760436,0,0,0,0,0,0,0,0,0,0,0,0,-4.76924962981178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52423514895408,0,0,0,0,0,0,0,-2.51888704954895,0,0,0,0,0,0,0,0,0,0,4.37210352823966,0,0,0,0,0,-6.34914382208868,-4.36284034834604,0,-2.57810194536679,0,0,0,0,0,-0.119457658968041,0,0,0,0,0,-4.46540355646744,0,-2.55767869366194,0,0,-4.43002944685887,0
"ERR209116",0,0,0,0,0,-3.39543984236635,0,-3.33813456727812,0,0,0,0,0,0,0,0,0,0,-5.88107432102217,0,0,0,0,0,0,0,5.78181867302766,0,0,0,0,0,0,1.9542157115467,0,0,0,0,0,0,0,0,0,0,0,-2.77734483227904,4.42551808564383,0,0,0,0,0,0,0,0,-2.31788868633518,0,0,4.81050235964616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01470097102162,0,0,0,-2.652093973591,0,-2.65785579436329,0,0,0,0,0,0,4.60354127502856,0,0,-4.59356150870684,-2.35781128472012,0,0,0,0,4.0838489397945
"ERR209118",0,0,0,0,0,0,0,-2.85925017034954,0,0,0,0,-2.48941791107631,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95236656659537,0,0,0,-2.72075150301428,0,0,-2.53624136357209,0,0,-4.31179830325616,0,0,0,0,0,0,-4.71247983799011,0,0,4.39289890196463,0,0,0,-2.92677907934803,0,0,0,0,5.00385220242041,0,0,0,0,0,0,0,0,0,0,5.06933006796046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50084450652911,0,0,-2.93789673695415,0,-4.33158974713794,-5.0885864157954,0
"ERR209120",0,0,0,0,0,0,0,-2.47780461637901,0,0,-3.15591335187735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29168348679716,0,0,0,0,0,0,-2.44507950832078,0,0,0,-5.46620226973657,-2.63109995132909,0,0,0,0,0,0,0,4.23500193695712,0,0,0,0,0,0,0,-4.55719879549398,-3.62545173427883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.27946660415964,-4.9691007976159,0,0,0,0,0,0,0,0,-0.651742354222273,0,-2.37155838174483,0,0,0,0,0,-2.42941696503703,-4.10765961029788,0,-4.20787361621392,0
"ERR209121",0,0,0,0,0,0,0,-2.5301431564613,0,0,-3.08396111333955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38233649741367,0,0,0,0,0,0,-2.64964636330963,0,0,0,-5.34157733687078,-2.52534838226274,0,0,0,0,0,0,0,4.58932212334238,0,0,-2.26054543989915,0,0,0,0,-4.37403170489094,-3.60891019031712,0,0,0,0,0,0,0,0,0,0,0,0,3.91537955472347,0,0,0,0,-6.25081580958232,-2.62176027194971,0,0,0,0,0,0,0,0,-4.54102199628249,0,-2.43899822859144,0,0,0,0,0,-2.33758088921914,-4.22446885149087,0,-4.04880886692958,0
"ERR209124",4.48299367206816,0,0,0,0,-3.03817603331031,0,-2.81324704802595,-2.57164989485646,-2.64501053319378,-2.61031873146054,0,0,0,0,0,0,0,-5.26227525203153,0,0,0,0,0,-4.45422827717055,0,4.8726868214241,0,0,-4.58129263004647,0,0,0,0,0,0,0,-4.52120466683839,0,0,0,0,0,0,0,-3.03597632288038,0,0,0,0,0,0,0,0,0,0,0,0,5.25846524180495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06839762007309,0,0,0,0,0,0,0,0,0,0,0,-5.31462057579001,0,-2.68148044078935,0,0,-4.64446036294934,0
"ERR209126",0,0,0,0,4.39219220954298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7383481394966,0,0,0,0,0,0,0,0,0,0,0,0,4.74295810641983,0,0,0,0,0,0,0,0,-3.01757858473175,0,-2.47752130886509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22659942458718,-2.33332229312176,-4.29119278378888,0,0,0,0,0,0,0,-4.04143276212,0,-2.88972100683596,0,0,-3.06736401022769,0,-3.28826394893211,-2.48681506910814,-5.00514360353898,-5.31283031102258,-4.30729004872321,5.69544022824748
"ERR209128",0,0,0,0,0,0,0,0,-2.25915086114428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91296407346488,0,0,-2.93039602460255,0,0,0,0,0,-2.60840678470207,0,0,0,0,0,0,0,0,0,0,0,0,4.51789307791137,-5.07559480090948,0,0,0,0,0,0,0,-2.75620058547499,0,0,0,0,0,0,0,0,-4.30148128993303,0,0,0,0,0,0,0,0,-4.77387944989377,0,0,0,0,0,-2.59806507242582,0,0,0,0,0,0,4.49998070681164,0,-3.57284577044412,0,-2.53138819409927,-2.36624478123464,0,-6.18835040201678,-4.0984561842431,4.38449296585995
"ERR209130",0,0,0,0,0,0,0,0,0,0,-2.3685004128127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.74686508809875,0,0,0,4.10236305273946,0,-2.14524871300639,0,0,0,0,0,-2.44874047481813,4.75770989412419,0,0,0,0,0,0,0,0,-3.74242314320261,0,-2.49090165006586,4.24134291693534,0,0,3.7156797657988,0,0,0,0,0,0,0,0,0,0,0,-6.48206702744853,-4.85394844444271,-4.31436821457123,0,0,0,0,0,0,0,-0.299821318182819,0,0,0,0,0,0,0,-2.19013370459878,0,0,-3.79342285173413,0
