"","Part","BalanceID","Component","Group","d.group"
"96","1","204516__214856","204516","204516__2148561","p__FCB group"
"98","-1","204516__214856","214856","204516__214856-1","p__FCB group"
"235","1","28118__457412","28118","28118__4574121","p__FCB group"
"322","-1","28118__457412","457412","28118__457412-1","p__Terrabacteria group"
"440","1","40520__166486_410072","40520","40520__166486_4100721","p__Terrabacteria group"
"464","-1","40520__166486_410072","166486","40520__166486_410072-1","p__Terrabacteria group"
"498","-1","40520__166486_410072","410072","40520__166486_410072-1","p__Terrabacteria group"
"615","-1","1211813__33959_658085","33959","1211813__33959_658085-1","p__Terrabacteria group"
"725","-1","1211813__33959_658085","658085","1211813__33959_658085-1","p__Terrabacteria group"
"742","1","1211813__33959_658085","1211813","1211813__33959_6580851","p__FCB group"
"826","1","100886__665951","100886","100886__6659511","p__Terrabacteria group"
"919","-1","100886__665951","665951","100886__665951-1","p__Terrabacteria group"
"965","-1","908612__1681_246787","1681","908612__1681_246787-1","p__Terrabacteria group"
"1032","-1","908612__1681_246787","246787","908612__1681_246787-1","p__FCB group"
"1108","1","908612__1681_246787","908612","908612__1681_2467871","p__FCB group"
"1121","-1","457402__729_33043","729","457402__729_33043-1","p__Proteobacteria"
"1172","-1","457402__729_33043","33043","457402__729_33043-1","p__Terrabacteria group"
"1251","1","457402__729_33043","457402","457402__729_330431","p__Terrabacteria group"
"1310","-1","1535__820_674529","820","1535__820_674529-1","p__FCB group"
"1328","1","1535__820_674529","1535","1535__820_6745291","p__Terrabacteria group"
"1478","-1","1535__820_674529","674529","1535__820_674529-1","p__FCB group"
"1594","-1","469610__301301_328813","301301","469610__301301_328813-1","p__Terrabacteria group"
"1598","-1","469610__301301_328813","328813","469610__301301_328813-1","p__FCB group"
"1634","1","469610__301301_328813","469610","469610__301301_3288131","p__Proteobacteria"
"1778","-1","469591__291644_658081","291644","469591__291644_658081-1","p__FCB group"
"1817","1","469591__291644_658081","469591","469591__291644_6580811","p__FCB group"
"1838","-1","469591__291644_658081","658081","469591__291644_658081-1","p__Terrabacteria group"
"1932","-1","454154__46503_47678","46503","454154__46503_47678-1","p__FCB group"
"1934","-1","454154__46503_47678","47678","454154__46503_47678-1","p__FCB group"
"1990","1","454154__46503_47678","454154","454154__46503_476781","p__FCB group"
"2138","1","166486__410072","166486","166486__4100721","p__Terrabacteria group"
"2172","-1","166486__410072","410072","166486__410072-1","p__Terrabacteria group"
"2292","-1","658086__39488_239935","39488","658086__39488_239935-1","p__Terrabacteria group"
"2333","-1","658086__39488_239935","239935","658086__39488_239935-1","p__PVC group"
"2400","1","658086__39488_239935","658086","658086__39488_2399351","p__Terrabacteria group"
"2451","-1","292800__1623_84112","1623","292800__1623_84112-1","p__Terrabacteria group"
"2497","-1","292800__1623_84112","84112","292800__1623_84112-1","p__Terrabacteria group"
"2523","1","292800__1623_84112","292800","292800__1623_841121","p__Terrabacteria group"
"2643","1","1689__457392","1689","1689__4573921","p__Terrabacteria group"
"2737","-1","1689__457392","457392","1689__457392-1","p__FCB group"
"2907","1","358743__457421","358743","358743__4574211","p__Terrabacteria group"
"2928","-1","358743__457421","457421","358743__457421-1","p__Terrabacteria group"
"3070","1","187327__626932","187327","187327__6269321","p__Terrabacteria group"
"3133","-1","187327__626932","626932","187327__626932-1","p__FCB group"
"3304","1","469588__563193","469588","469588__5631931","p__FCB group"
"3316","-1","469588__563193","563193","469588__563193-1","p__FCB group"
"3383","1","1681__246787","1681","1681__2467871","p__Terrabacteria group"
"3450","-1","1681__246787","246787","1681__246787-1","p__FCB group"
"3537","-1","552396__573_454155","573","552396__573_454155-1","p__Proteobacteria"
"3665","-1","552396__573_454155","454155","552396__573_454155-1","p__FCB group"
"3687","1","552396__573_454155","552396","552396__573_4541551","p__Terrabacteria group"
"3731","-1","626935__850_1604","850","626935__850_1604-1","p__Fusobacteria"
"3752","-1","626935__850_1604","1604","626935__850_1604-1","p__Terrabacteria group"
"3880","1","626935__850_1604","626935","626935__850_16041","p__Terrabacteria group"
"3963","1","33959__658085","33959","33959__6580851","p__Terrabacteria group"
"4073","-1","33959__658085","658085","33959__658085-1","p__Terrabacteria group"
