,0,1
0,-17.07174,24.599222
1,-17.834358,24.096619
2,-17.860264,25.017843
3,5.8857617,12.620319
4,5.883217,12.628615
5,5.025793,12.198322
6,41.022537,4.6628833
7,40.92379,5.3302894
8,41.717216,4.75631
9,41.608246,5.42008
10,44.22966,9.493701
11,43.83608,9.745063
12,43.21287,10.204918
13,-6.785313,19.146082
14,-6.0214486,18.640932
15,-6.490219,19.397781
16,4.501506,39.90585
17,4.2289944,40.80674
18,3.5589437,40.11895
19,4.758178,38.98888
20,3.8433576,39.21588
21,5.422808,39.664997
22,5.158962,40.580997
23,10.250066,34.4611
24,10.233944,34.459896
25,9.255112,34.242664
26,-13.994834,32.24217
27,-13.954338,32.225597
28,-13.223927,31.904423
29,-11.599589,23.39145
30,-11.761704,23.735817
31,13.40179,-11.812786
32,13.686178,-11.7132015
33,-5.5977707,15.775357
34,18.39924,7.971336
35,26.58066,12.318685
36,26.615011,12.274465
37,-3.643755,16.843817
38,28.549667,7.1346264
39,31.999647,-0.9990476
40,38.67585,16.896288
41,16.509357,-2.1681015
42,16.379116,-2.7167604
43,36.659813,10.764736
44,35.389137,11.535438
45,-1.8782586,13.58795
46,-1.2817433,14.10918
47,20.196293,-24.144016
48,20.198421,-24.144045
49,-18.621412,6.5065565
50,-18.624405,6.492428
51,12.892797,-22.155415
52,12.882414,-22.155228
53,-30.577938,-4.6323543
54,-30.587831,-4.530797
55,18.510214,9.192841
56,17.638544,10.385315
57,-11.469816,13.531529
58,-5.4648747,26.3797
59,19.67839,-11.904138
60,19.169483,-11.625521
61,17.886002,-10.449135
62,18.353653,-10.985506
63,29.458435,-6.009014
64,29.026075,-5.965753
65,-8.62123,-2.1532724
66,-7.969994,-3.8745272
67,32.341206,11.69351
68,31.81473,12.175744
69,-14.355568,-22.099865
70,-14.311184,-22.049328
71,-6.071533,12.996637
72,-5.4453225,13.89468
73,4.3780456,-15.858374
74,3.0386362,-16.044989
75,31.478811,4.8376417
76,31.474976,4.8363748
77,19.58525,13.265091
78,19.582943,13.262063
79,23.562473,9.518177
80,24.788103,8.578288
81,31.426966,0.4084341
82,31.417053,0.65731883
83,36.830994,-16.06604
84,36.827972,-16.052526
85,21.802095,-1.5448045
86,21.94073,-1.6797533
87,-16.166346,17.417036
88,-10.695208,9.875544
89,-17.846048,13.531476
90,-18.039494,14.407496
91,-19.995087,10.254605
92,-20.045366,10.205081
93,18.974142,-15.949435
94,18.58228,-15.996604
95,19.757717,-5.263428
96,19.75663,-5.26371
97,-3.721432,-20.193953
98,-3.8442702,-20.638062
99,17.249615,24.24372
100,16.991539,24.071064
101,36.11463,1.3845088
102,36.641815,1.8883164
103,30.055351,21.25775
104,29.69966,21.469694
105,33.74434,3.5124197
106,34.1796,-3.3105414
107,-11.089018,-10.164169
108,-10.932739,-10.262594
109,1.1592951,1.7345393
110,1.2464033,1.8512104
111,-32.47678,-22.579464
112,-32.415264,-22.90116
113,27.05645,-12.371517
114,27.056093,-12.373642
115,23.913824,-12.018608
116,22.810833,6.1598425
117,22.295633,6.515606
118,-3.1844828,-3.7533598
119,-3.3093624,-4.2478137
120,-32.95661,17.240868
121,-32.916256,17.156326
122,-1.5327793,1.2036324
123,-0.2773718,24.00483
124,-8.835811,-15.783412
125,-8.829046,-15.7921505
126,23.658602,2.5571258
127,23.446749,2.7924502
128,-8.941749,0.036077105
129,-6.814487,-4.2123327
130,27.820362,0.6140231
131,27.539387,0.26028225
132,36.734447,5.0875454
133,36.33458,5.2655363
134,-8.37935,-11.455047
135,-8.332125,-11.407101
136,20.993198,-16.64073
137,21.000048,-16.645233
138,-10.664189,-1.6172789
139,-10.325117,-2.8101885
140,30.132225,-2.2834117
141,29.673836,-2.1477182
142,-2.7934487,21.404043
143,-2.7765408,21.277882
144,12.872895,-7.0261006
145,12.9374075,-6.990452
146,-6.2362046,6.2757277
147,-6.2296715,6.2688923
148,14.2082615,1.6477545
149,14.400919,1.3860276
150,-5.35465,-21.215195
151,-5.5779004,-20.554892
152,-5.8529663,-21.818327
153,-6.2374754,-21.489882
154,-35.954132,17.626656
155,8.830315,22.413631
156,8.7248955,22.098574
157,7.6157136,21.98261
158,7.716381,21.751562
159,19.675314,5.3008265
160,19.701107,3.5611234
161,18.80662,3.619784
162,18.809605,3.6187184
163,38.130013,14.189076
164,-17.455334,17.538397
165,-17.132725,18.85502
166,-16.96253,18.22911
167,-18.856533,18.67958
168,-18.577936,19.200142
169,-15.698501,18.28055
170,-17.699686,18.1383
171,7.9070983,-47.21728
172,8.429387,-46.97175
173,7.023636,-46.830067
174,8.248839,-45.916534
175,7.335204,-45.949986
176,7.755503,-45.528152
177,26.559958,22.323837
178,25.102257,23.007845
179,26.075024,24.0017
180,26.918983,23.051073
181,25.088985,23.324324
182,26.403831,22.821678
183,27.879068,-16.396896
184,26.980286,-16.902035
185,27.091406,-15.196868
186,26.618792,-15.392949
187,27.906384,-15.889698
188,26.577871,-16.526997
189,38.394157,-2.9685686
190,38.040085,-3.4719782
191,38.12334,-1.6857091
192,37.61727,-1.9180825
193,37.514137,-3.0025826
194,39.016792,-2.2486162
195,-46.16505,-11.667128
196,-47.135876,-12.297727
197,-45.533176,-12.81932
198,-45.41326,-12.008919
199,-46.14086,-12.406891
200,-46.578545,-13.305231
201,34.544456,-6.413904
202,34.624195,-6.8866134
203,34.0811,-6.6055436
204,33.76069,-7.7921085
