oldID,newID
204516_and_214856,204516__214856
28118_and_457412,28118__457412
166486_and_40520_and_410072,40520__166486_410072
1211813_and_33959_and_658085,1211813__33959_658085
100886_and_665951,100886__665951
1681_and_246787_and_908612,908612__1681_246787
33043_and_457402_and_729,457402__729_33043
1535_and_674529_and_820,1535__820_674529
301301_and_328813_and_469610,469610__301301_328813
291644_and_469591_and_658081,469591__291644_658081
454154_and_46503_and_47678,454154__46503_47678
166486_and_410072,166486__410072
239935_and_39488_and_658086,658086__39488_239935
1623_and_292800_and_84112,292800__1623_84112
1689_and_457392,1689__457392
358743_and_457421,358743__457421
187327_and_626932,187327__626932
469588_and_563193,469588__563193
1681_and_246787,1681__246787
454155_and_552396_and_573,552396__573_454155
1604_and_626935_and_850,626935__850_1604
33959_and_658085,33959__658085
1161942_and_61171_and_649756,61171__649756_1161942
33043_and_729,729__33043
301301_and_328813,301301__328813
1318_and_1583_and_39777,39777__1318_1583
674529_and_820,820__674529
1358_and_261299_and_363265,1358__261299_363265
1309_and_156974,1309__156974
291644_and_658081,291644__658081
357276_and_626934_and_88431,626934__88431_357276
1584_and_29361_and_328812,1584__29361_328812
1226323_and_658087,658087__1226323
1680_and_665950_and_853,665950__853_1680
584_and_626931,584__626931
1304_and_329854_and_552395,552395__1304_329854
239935_and_39488,39488__239935
46503_and_47678,46503__47678
1099853_and_28111_and_33039,1099853__28111_33039
28025_and_52226_and_97478,28025__52226_97478
454155_and_573,573__454155
1512_and_154046_and_163665,154046__1512_163665
1623_and_84112,1623__84112
357276_and_88431,88431__357276
1161942_and_649756,649756__1161942
28117_and_40545_and_548,548__28117_40545
1680_and_853,853__1680
261299_and_363265,261299__363265
1304_and_329854,1304__329854
1203555_and_338188_and_46228,1203555__46228_338188
310298_and_562_and_861,861__562_310298
156456_and_851_and_907,156456__851_907
1308_and_1547_and_487173,1547__1308_487173
187326_and_905,905__187326
28111_and_33039,28111__33039
165179_and_376805_and_823,376805__823_165179
150055_and_1735_and_28026,150055__1735_28026
28116_and_360807_and_658082,658082__28116_360807
28117_and_40545,28117__40545
29361_and_328812,29361__328812
1604_and_850,850__1604
52226_and_97478,52226__97478
310297_and_333367_and_818,333367__818_310297
2173_and_29466_and_658089,658089__2173_29466
384638_and_39486,39486__384638
1352_and_1683_and_387090,1683__1352_387090
310298_and_562,562__310298
851_and_907,851__907
338188_and_46228,46228__338188
1318_and_1583,1318__1583
1512_and_163665,1512__163665
33035_and_371601_and_626940,33035__371601_626940
1308_and_487173,1308__487173
165179_and_823,823__165179
39485_and_40519_and_821,40519__821_39485
28116_and_360807,28116__360807
1735_and_28026,1735__28026
46506_and_487174_and_55565,55565__46506_487174
103892_and_208479_and_411489,103892__208479_411489
39492_and_74426_and_936548,936548__39492_74426
310297_and_818,818__310297
1352_and_387090,1352__387090
2173_and_29466,2173__29466
39485_and_821,821__39485
371601_and_626940,371601__626940
33038_and_658083_and_751585,658083__33038_751585
39492_and_74426,39492__74426
208479_and_411489,208479__411489
1531_and_28126_and_45851,28126__1531_45851
46506_and_487174,46506__487174
216816_and_40518_and_626929,626929__40518_216816
28080_and_39491_and_817,28080__817_39491
33038_and_751585,33038__751585
1531_and_45851,1531__45851
39491_and_817,817__39491
216816_and_40518,40518__216816
