,D005764
820__310298_357276,0.1667838146473043
310298__357276,-0.2696742676833367
387090__1559_1624,0.0798349657064039
154046__28123_36847,-0.11772044245120745
33010__197614_309120,-0.043274704632682806
36834__573_187327,-0.06770403382138092
1307__823_180164,-0.1854159968820225
1267__28446_39493,0.05773829813665945
28137__1134563,-0.004613079306107149
1282__29385,-0.031972969129218536
423605__1161942,0.029078360322999795
28446__39493,0.013269508473409443
29363__729_29360,0.19883874905477752
329854__102684_572010,0.026924193097368515
28127__33031,-0.2824273682684766
1613__39778,0.01822826289542637
281920__386414,-0.008145437978281149
755171__54005_337315,0.11819220481582528
901__165179,-0.6549686012231972
329__818_74426,-0.2534238101004651
1285__1313,-0.18495054075975587
53446__155617,-0.17459788857969366
33034__33037_54007,0.09767186384672318
823__180164,0.3595074875953572
33037__54007,0.01903882965763728
852__28128,-0.41918623401213545
33039__166486_218538,-0.3838772324651871
28123__36847,0.3930000967642268
1492__29367,0.030445962125186264
907__1680_290112,0.291018291515882
328812__31971_397865,0.19451666889293628
40519__1304_28037,-0.21570408129993968
103891__246787,-0.5237595467829529
818__74426,-0.11741624999398576
1502__859_358742,0.18568958663726348
573__187327,-0.12830589810991086
1522__1547,-0.21291731777602133
47770__28116_487175,0.0050208402625414525
54005__337315,0.398164730204805
33029__33032,-0.4818383660613375
208479__180311_454154,0.7277641582022726
633701__28117_261299,0.6344386146799721
102684__572010,0.08408273866697001
1322__28447_626937,1.065418024519009
103892__310300,0.20338598185693346
88431__437898,-0.21871548707848806
328813__46503_1755626,0.10464265266579263
310297__1308_371601,-0.3123320830765149
1352__54006,0.2230776999711024
214856__1343_40520,0.04128829313316496
1755607__817_821,-0.20909951498887056
197614__309120,0.4620551697471119
1559__1624,0.08856661137697681
166486__218538,0.8466209596794807
46228__853_301302,-0.961116530789867
28116__487175,0.06981924933688673
358743__33038_47678,-0.2689521067105129
163665__29466_69825,0.08659684970610497
28117__261299,-0.9246782713883294
1304__28037,0.6543556988264098
33035__40518_204516,-1.0475245207705042
817__821,-0.11118919414375987
46503__1755626,-0.5262611733218749
29466__69825,0.4109572569630278
33038__47678,0.15411143440571431
1308__371601,0.4093158975572466
39791__1532_28136,0.5977578573141723
859__358742,0.2328894136718133
84026__84030,-0.052548347268758386
234908__39777_1465754,0.333616031398252
31971__397865,-0.20677795565084808
1686__1685_1694,-0.20716024672271655
180311__454154,0.7470151449720696
190721__351091,0.17035198885659095
97253__39486_39490,-0.2177295761360805
28114__387661,0.7051699441991949
40518__204516,-0.7098733277800301
1680__290112,-0.312908384863732
1685__1694,0.33247972437164114
1532__28136,-0.048732002831486126
39777__1465754,-0.04058856231968183
729__29360,-0.2349579419839032
287__28026,0.4684039881883666
1303__410072,0.6100575965492758
851__1297750,0.7536016732455907
39486__39490,-0.2540611800670965
1343__40520,-0.0869670106014022
28447__626937,1.105567866441305
853__301302,0.08061748539100927
39491__89014,0.4182973726389636
