oldID,newID
310298_and_357276_and_820,820__310298_357276
310298_and_357276,310298__357276
1559_and_1624_and_387090,387090__1559_1624
154046_and_28123_and_36847,154046__28123_36847
197614_and_309120_and_33010,33010__197614_309120
187327_and_36834_and_573,36834__573_187327
1307_and_180164_and_823,1307__823_180164
1267_and_28446_and_39493,1267__28446_39493
1134563_and_28137,28137__1134563
1282_and_29385,1282__29385
1161942_and_423605,423605__1161942
28446_and_39493,28446__39493
29360_and_29363_and_729,29363__729_29360
102684_and_329854_and_572010,329854__102684_572010
28127_and_33031,28127__33031
1613_and_39778,1613__39778
281920_and_386414,281920__386414
337315_and_54005_and_755171,755171__54005_337315
165179_and_901,901__165179
329_and_74426_and_818,329__818_74426
1285_and_1313,1285__1313
155617_and_53446,53446__155617
33034_and_33037_and_54007,33034__33037_54007
180164_and_823,823__180164
33037_and_54007,33037__54007
28128_and_852,852__28128
166486_and_218538_and_33039,33039__166486_218538
28123_and_36847,28123__36847
1492_and_29367,1492__29367
1680_and_290112_and_907,907__1680_290112
31971_and_328812_and_397865,328812__31971_397865
1304_and_28037_and_40519,40519__1304_28037
103891_and_246787,103891__246787
74426_and_818,818__74426
1502_and_358742_and_859,1502__859_358742
187327_and_573,573__187327
1522_and_1547,1522__1547
28116_and_47770_and_487175,47770__28116_487175
337315_and_54005,54005__337315
33029_and_33032,33029__33032
180311_and_208479_and_454154,208479__180311_454154
261299_and_28117_and_633701,633701__28117_261299
102684_and_572010,102684__572010
1322_and_28447_and_626937,1322__28447_626937
103892_and_310300,103892__310300
437898_and_88431,88431__437898
1755626_and_328813_and_46503,328813__46503_1755626
1308_and_310297_and_371601,310297__1308_371601
1352_and_54006,1352__54006
1343_and_214856_and_40520,214856__1343_40520
1755607_and_817_and_821,1755607__817_821
197614_and_309120,197614__309120
1559_and_1624,1559__1624
166486_and_218538,166486__218538
301302_and_46228_and_853,46228__853_301302
28116_and_487175,28116__487175
33038_and_358743_and_47678,358743__33038_47678
163665_and_29466_and_69825,163665__29466_69825
261299_and_28117,28117__261299
1304_and_28037,1304__28037
204516_and_33035_and_40518,33035__40518_204516
817_and_821,817__821
1755626_and_46503,46503__1755626
29466_and_69825,29466__69825
33038_and_47678,33038__47678
1308_and_371601,1308__371601
1532_and_28136_and_39791,39791__1532_28136
358742_and_859,859__358742
84026_and_84030,84026__84030
1465754_and_234908_and_39777,234908__39777_1465754
31971_and_397865,31971__397865
1685_and_1686_and_1694,1686__1685_1694
180311_and_454154,180311__454154
190721_and_351091,190721__351091
39486_and_39490_and_97253,97253__39486_39490
28114_and_387661,28114__387661
204516_and_40518,40518__204516
1680_and_290112,1680__290112
1685_and_1694,1685__1694
1532_and_28136,1532__28136
1465754_and_39777,39777__1465754
29360_and_729,729__29360
28026_and_287,287__28026
1303_and_410072,1303__410072
1297750_and_851,851__1297750
39486_and_39490,39486__39490
1343_and_40520,1343__40520
28447_and_626937,28447__626937
301302_and_853,853__301302
39491_and_89014,39491__89014
