oldID,newID
53363_and_839,839__53363
1260_and_165179_and_228603,1260__165179_228603
1680_and_1685_and_216816,1680__1685_216816
165179_and_228603,165179__228603
115979_and_1506_and_36835,115979__1506_36835
1535_and_309120_and_329854,309120__1535_329854
29370_and_452084,29370__452084
1515_and_214856_and_421767,421767__1515_214856
187327_and_46503,46503__187327
1535_and_329854,1535__329854
169435_and_189722_and_36848,36848__169435_189722
173480_and_45067,45067__173480
1282_and_1504_and_39489,39489__1282_1504
1264_and_1406_and_33043,1406__1264_33043
1515_and_214856,1515__214856
1532_and_239974,1532__239974
1506_and_36835,1506__36835
196024_and_34087_and_511,511__34087_196024
169435_and_189722,169435__189722
225991_and_290309,225991__290309
370979_and_490189,370979__490189
1113609_and_28454,28454__1113609
1264_and_33043,1264__33043
1472_and_28126_and_33935,28126__1472_33935
1582_and_1597_and_82135,82135__1582_1597
184870_and_187491_and_36874,184870__36874_187491
29360_and_33035,29360__33035
1453492_and_243924,243924__1453492
106654_and_471_and_48296,471__48296_106654
1401_and_290588_and_79880,1401__79880_290588
1859290_and_33029_and_33032,1859290__33029_33032
1630_and_907,907__1630
28129_and_477666,28129__477666
39490_and_43770_and_470,43770__470_39490
32013_and_80866,32013__80866
1571_and_1661050_and_40681,1661050__1571_40681
285_and_67269_and_83617,67269__285_83617
163877_and_185293_and_33034,185293__33034_163877
1691_and_479117_and_840,840__1691_479117
1254_and_2741_and_28026,2741__1254_28026
237258_and_247_and_33031,33031__247_237258
202956_and_29430_and_40216,29430__40216_202956
157687_and_29466_and_626937,157687__29466_626937
106648_and_191295_and_588932,191295__106648_588932
1746653_and_239935_and_397865,1746653__239935_397865
1580_and_35833_and_387661,1580__35833_387661
216778_and_271420_and_40324,271420__40324_216778
28125_and_28136_and_536633,28136__28125_536633
76759_and_83263,76759__83263
1512_and_358742,1512__358742
1902_and_38289_and_384638,384638__1902_38289
106654_and_48296,48296__106654
251535_and_28118_and_29524,28118__29524_251535
288965_and_487175_and_729,288965__729_487175
114702_and_1463864_and_376804,376804__114702_1463864
1282_and_1504,1282__1504
216947_and_423605,216947__423605
1223514_and_1827099_and_38288,38288__1223514_1827099
1449_and_1463837_and_516075,516075__1449_1463837
1267_and_216935,1267__216935
1358_and_1727_and_191493,1727__1358_191493
1623_and_1646377_and_1670,1670__1623_1646377
29375_and_37923_and_879,29375__879_37923
33039_and_52787,33039__52787
410072_and_487316_and_588,487316__588_410072
1681_and_310297_and_78342,1681__78342_310297
28125_and_536633,28125__536633
122355_and_294_and_33069,294__33069_122355
39485_and_40520_and_589436,589436__39485_40520
317_and_47884_and_60133,60133__317_47884
29466_and_626937,29466__626937
454155_and_84030,84030__454155
28128_and_43131_and_84032,84032__28128_43131
35833_and_387661,35833__387661
487175_and_729,729__487175
216778_and_40324,40324__216778
239935_and_397865,239935__397865
29355_and_582_and_860,29355__582_860
584_and_587753_and_882211,587753__584_882211
153721_and_40214_and_405446,153721__40214_405446
1358_and_191493,1358__191493
349096_and_437898_and_88688,88688__349096_437898
310297_and_78342,78342__310297
410072_and_588,588__410072
1623_and_1646377,1623__1646377
246787_and_633701_and_818,633701__818_246787
102862_and_28901_and_47678,102862__28901_47678
118748_and_1308_and_1735,118748__1308_1735
52226_and_626931,52226__626931
1265_and_40518_and_441500,441500__1265_40518
122355_and_33069,33069__122355
28116_and_46506_and_562,562__28116_46506
39485_and_40520,39485__40520
290588_and_79880,79880__290588
1559_and_36745_and_39497,39497__1559_36745
1522_and_287_and_69825,1522__287_69825
584_and_882211,584__882211
1465754_and_28127,28127__1465754
106648_and_588932,106648__588932
182710_and_487698,182710__487698
40519_and_488,488__40519
1161942_and_179995_and_78346,78346__179995_1161942
1685_and_216816,1685__216816
40214_and_405446,40214__405446
328812_and_38986,38986__328812
582_and_860,582__860
1755626_and_39492_and_53408,53408__39492_1755626
1487956_and_1725,1725__1487956
28901_and_47678,28901__47678
208479_and_28091,28091__208479
39778_and_43675_and_44749,43675__39778_44749
1379_and_726,726__1379
246787_and_818,818__246787
285_and_83617,285__83617
28037_and_35825_and_45851,35825__28037_45851
301_and_425941,301__425941
1265_and_40518,1265__40518
39490_and_470,470__39490
1308_and_1735,1308__1735
166486_and_301301,166486__301301
28132_and_387090_and_470565,470565__28132_387090
1303_and_29552,1303__29552
349096_and_437898,349096__437898
28116_and_46506,28116__46506
28111_and_33038_and_47879,47879__28111_33038
287_and_69825,287__69825
1510_and_218538_and_28117,1510__28117_218538
1582_and_1597,1582__1597
28128_and_43131,28128__43131
187491_and_36874,36874__187491
196024_and_34087,34087__196024
103892_and_454154_and_817,103892__817_454154
38286_and_38304,38286__38304
317_and_47884,317__47884
1161942_and_179995,179995__1161942
328813_and_351091_and_626932,626932__328813_351091
1352_and_37734,1352__37734
1223514_and_1827099,1223514__1827099
153151_and_291645,153151__291645
39778_and_44749,39778__44749
53412_and_658457,53412__658457
1280_and_28025,1280__28025
261299_and_310298_and_876,876__261299_310298
1307_and_33964,1307__33964
1571_and_40681,1571__40681
202611_and_481743,202611__481743
204516_and_305719_and_626930,305719__204516_626930
28132_and_387090,28132__387090
1755626_and_39492,39492__1755626
1547_and_39483,1547__39483
28037_and_45851,28037__45851
1590_and_187452,1590__187452
104663_and_1611423,104663__1611423
316_and_341225,316__341225
291644_and_820_and_823,291644__820_823
1144673_and_28090,28090__1144673
33029_and_33032,33029__33032
185294_and_589437,185294__589437
28111_and_33038,28111__33038
218538_and_28117,28117__218538
163877_and_33034,33034__163877
39496_and_574375,39496__574375
454154_and_817,817__454154
108980_and_1687,1687__108980
204516_and_626930,204516__626930
