featureid,D006262
562,-1.0304813811637639
387661,-2.2901585445796817
371601,-4.589423842965265
322095,-12.561872785378815
823,-2.1496284767646454
751585,0.9314504609722383
469613,-5.497607919477176
40518,-0.9205806197473579
301301,2.0517168958545904
363265,4.76849874847355
47678,-4.985756378628994
584,-3.4425596188064387
1352,-5.622090429019979
46506,-6.413898483012941
39485,-9.35054621555107
329854,-14.740735320343218
1358,-2.8077774441280137
573,-7.561304473657491
487174,-1.3940960382500496
384638,-9.483980016257384
303,-9.07832816467487
820,-5.980389045032848
329,4.689413159902539
1531,-3.830661182103696
1318,-7.241859910723748
33038,-1.1275066003619447
1747,4.116644344850473
37734,-1.3079917586336598
218538,-3.0124204026499823
74426,-2.048560558708127
28111,-2.0143496693730722
546,-4.360371565671894
204516,5.840791409968756
328813,-7.525436099500955
1681,-2.6017448815086075
39492,0.2965565017315547
1282,-2.834747462390158
1304,-0.23238871634150016
357276,-2.319412407723551
571,-5.853562884033106
817,6.767806987028878
818,-3.4737855566715488
545,-9.238401041060063
1351,12.755033979391953
821,-1.0087081796060982
103892,-7.028935690740035
454154,-1.158059199967033
1353,-5.352375297754609
102862,-12.959550676308456
328812,-3.703905225604327
28031,-0.3400171122275268
33039,-2.2097125701712654
246787,2.9048382352286604
550,12.183547591265386
310297,0.2501838951995202
1680,4.823580111213281
1283,-1.246653436282807
853,5.80662756135134
197,-3.28169328912386
214856,-1.2502750308927948
39496,-1.332348590705419
147207,-0.8035568408080642
1408,-0.1402611411145119
328814,-6.165620896345258
749535,-0.549178446985156
754333,-7.912840324916561
28116,-2.495321611919213
487173,-9.863158034642897
28026,-0.9390678544996028
1590,-1.7580768185671531
28117,-6.812272189744983
261299,-0.26430739063064645
569,-0.03895652551478062
2173,-2.299773981459688
1270,-0.1922905927267397
658089,-0.8212986259473898
28025,-1.1142341685984625
76759,-3.1660129994520165
239935,4.2556690053771
296,-6.816229599301395
487175,-1.653217310127007
