"","Part","BalanceID","Component","Group","d.group"
"183","1","40518__305719","40518","40518__3057191","p__Terrabacteria group"
"319","-1","40518__305719","305719","40518__305719-1","p__FCB group"
"666","1","143393__291644","143393","143393__2916441","p__Terrabacteria group"
"724","-1","143393__291644","291644","143393__291644-1","p__FCB group"
"943","-1","115979__28135_187145","28135","115979__28135_187145-1","p__FCB group"
"1069","1","115979__28135_187145","115979","115979__28135_1871451","p__Terrabacteria group"
"1096","-1","115979__28135_187145","187145","115979__28135_187145-1","p__Calditrichaeota"
"1496","-1","189722__168384_294710","168384","189722__168384_294710-1","p__Terrabacteria group"
"1510","1","189722__168384_294710","189722","189722__168384_2947101","p__FCB group"
"1546","-1","189722__168384_294710","294710","189722__168384_294710-1","p__FCB group"
"1790","1","33964__191295_588932","33964","33964__191295_5889321","p__Terrabacteria group"
"1921","-1","33964__191295_588932","191295","33964__191295_588932-1","p__Proteobacteria"
"2007","-1","33964__191295_588932","588932","33964__191295_588932-1","p__Proteobacteria"
"2253","-1","421767__47877_1661032","47877","421767__47877_1661032-1","p__Proteobacteria"
"2395","1","421767__47877_1661032","421767","421767__47877_16610321","p__Terrabacteria group"
"2453","-1","421767__47877_1661032","1661032","421767__47877_1661032-1","p__Proteobacteria"
"2520","1","1428__13690_56810","1428","1428__13690_568101","p__Terrabacteria group"
"2564","-1","1428__13690_56810","13690","1428__13690_56810-1","p__Proteobacteria"
"2675","-1","1428__13690_56810","56810","1428__13690_56810-1","p__Proteobacteria"
"2876","1","293__1535_52787","293","293__1535_527871","p__Proteobacteria"
"2940","-1","293__1535_52787","1535","293__1535_52787-1","p__Terrabacteria group"
"3079","-1","293__1535_52787","52787","293__1535_52787-1","p__Terrabacteria group"
"3424","-1","39490__33035_1746653","33035","39490__33035_1746653-1","p__Terrabacteria group"
"3453","1","39490__33035_1746653","39490","39490__33035_17466531","p__Terrabacteria group"
"3685","-1","39490__33035_1746653","1746653","39490__33035_1746653-1","p__Terrabacteria group"
"3783","-1","104663__1710_36745","1710","104663__1710_36745-1","p__Terrabacteria group"
"3846","-1","104663__1710_36745","36745","104663__1710_36745-1","p__Terrabacteria group"
"3935","1","104663__1710_36745","104663","104663__1710_367451","p__FCB group"
"4168","1","1522__38986_871324","1522","1522__38986_8713241","p__Terrabacteria group"
"4266","-1","1522__38986_871324","38986","1522__38986_871324-1","p__Terrabacteria group"
"4481","-1","1522__38986_871324","871324","1522__38986_871324-1","p__FCB group"
"4572","-1","29356__1472_184870","1472","29356__1472_184870-1","p__Terrabacteria group"
"4641","1","29356__1472_184870","29356","29356__1472_1848701","p__Terrabacteria group"
"4783","-1","29356__1472_184870","184870","29356__1472_184870-1","p__Terrabacteria group"
"4923","1","254__1559_29355","254","254__1559_293551","p__FCB group"
"4992","-1","254__1559_29355","1559","254__1559_29355-1","p__Terrabacteria group"
"5050","-1","254__1559_29355","29355","254__1559_29355-1","p__Terrabacteria group"
"5344","1","511__328814_1844653","511","511__328814_18446531","p__Proteobacteria"
"5658","-1","511__328814_1844653","328814","511__328814_1844653-1","p__FCB group"
"5739","-1","511__328814_1844653","1844653","511__328814_1844653-1","p__Terrabacteria group"
"5794","1","1358__44749_329854","1358","1358__44749_3298541","p__Terrabacteria group"
"5933","-1","1358__44749_329854","44749","1358__44749_329854-1","p__Terrabacteria group"
"6069","-1","1358__44749_329854","329854","1358__44749_329854-1","p__FCB group"
"6190","1","1010__41276_999468","1010","1010__41276_9994681","p__FCB group"
"6337","-1","1010__41276_999468","41276","1010__41276_999468-1","p__Proteobacteria"
"6533","-1","1010__41276_999468","999468","1010__41276_999468-1","p__FCB group"
"6680","-1","477666__28129_77095","28129","477666__28129_77095-1","p__FCB group"
"6786","-1","477666__28129_77095","77095","477666__28129_77095-1","p__FCB group"
"6914","1","477666__28129_77095","477666","477666__28129_770951","p__FCB group"
"7091","1","28130__76517_386414","28130","28130__76517_3864141","p__FCB group"
"7194","-1","28130__76517_386414","76517","28130__76517_386414-1","p__Proteobacteria"
"7309","-1","28130__76517_386414","386414","28130__76517_386414-1","p__FCB group"
"7461","1","1613__118748","1613","1613__1187481","p__Terrabacteria group"
"7630","-1","1613__118748","118748","1613__118748-1","p__Terrabacteria group"
"8050","1","157687__228604","157687","157687__2286041","p__Fusobacteria"
"8088","-1","157687__228604","228604","157687__228604-1","p__FCB group"
"8363","1","38286__38304_441500","38286","38286__38304_4415001","p__Terrabacteria group"
"8365","-1","38286__38304_441500","38304","38286__38304_441500-1","p__Terrabacteria group"
"8549","-1","38286__38304_441500","441500","38286__38304_441500-1","p__Terrabacteria group"
"8965","1","481743__1113741","481743","481743__11137411","p__Terrabacteria group"
"8996","-1","481743__1113741","1113741","481743__1113741-1","p__Terrabacteria group"
"9288","1","173480__239974","173480","173480__2399741","p__FCB group"
"9321","-1","173480__239974","239974","173480__239974-1","p__Terrabacteria group"
"9569","-1","180282__32013_80866","32013","180282__32013_80866-1","p__Proteobacteria"
"9661","-1","180282__32013_80866","80866","180282__32013_80866-1","p__Proteobacteria"
"9700","1","180282__32013_80866","180282","180282__32013_808661","p__Proteobacteria"
"9845","-1","1311__287_34038","287","1311__287_34038-1","p__Proteobacteria"
"9892","1","1311__287_34038","1311","1311__287_340381","p__Terrabacteria group"
"9991","-1","1311__287_34038","34038","1311__287_34038-1","p__Proteobacteria"
"10587","1","376806__671267","376806","376806__6712671","p__FCB group"
"10630","-1","376806__671267","671267","376806__671267-1","p__FCB group"
"10882","-1","179995__69825_246787","69825","179995__69825_246787-1","p__Terrabacteria group"
"10929","1","179995__69825_246787","179995","179995__69825_2467871","p__Proteobacteria"
"10964","-1","179995__69825_246787","246787","179995__69825_246787-1","p__FCB group"
"11366","1","225991__290309","225991","225991__2903091","p__Proteobacteria"
"11382","-1","225991__290309","290309","225991__290309-1","p__Proteobacteria"
"11808","1","328814__1844653","328814","328814__18446531","p__FCB group"
"11889","-1","328814__1844653","1844653","328814__1844653-1","p__Terrabacteria group"
"11895","1","287__34038","287","287__340381","p__Proteobacteria"
"12041","-1","287__34038","34038","287__34038-1","p__Proteobacteria"
"12634","1","370979__490189","370979","370979__4901891","p__FCB group"
"12660","-1","370979__490189","490189","370979__490189-1","p__FCB group"
"12758","-1","39778__1303_43675","1303","39778__1303_43675-1","p__Terrabacteria group"
"12888","1","39778__1303_43675","39778","39778__1303_436751","p__Terrabacteria group"
"12901","-1","39778__1303_43675","43675","39778__1303_43675-1","p__Terrabacteria group"
"13247","1","28454__1113609","28454","28454__11136091","p__FCB group"
"13505","-1","28454__1113609","1113609","28454__1113609-1","p__FCB group"
"13695","1","38304__441500","38304","38304__4415001","p__Terrabacteria group"
"13879","-1","38304__441500","441500","38304__441500-1","p__Terrabacteria group"
"13957","-1","166486__582_301301","582","166486__582_301301-1","p__Proteobacteria"
"14205","1","166486__582_301301","166486","166486__582_3013011","p__Terrabacteria group"
"14258","-1","166486__582_301301","301301","166486__582_301301-1","p__Terrabacteria group"
"14373","-1","1582__817_487175","817","1582__817_487175-1","p__FCB group"
"14425","1","1582__817_487175","1582","1582__817_4871751","p__Terrabacteria group"
"14707","-1","1582__817_487175","487175","1582__817_487175-1","p__Proteobacteria"
"14953","1","44749__329854","44749","44749__3298541","p__Terrabacteria group"
"15089","-1","44749__329854","329854","44749__329854-1","p__FCB group"
"15357","1","41276__999468","41276","41276__9994681","p__Proteobacteria"
