"","Part","BalanceID","Component","Group","d.group"
"70","1","1580__28111_47879","1580","1580__28111_478791","p__Terrabacteria group"
"103","-1","1580__28111_47879","28111","1580__28111_47879-1","p__FCB group"
"191","-1","1580__28111_47879","47879","1580__28111_47879-1","p__Proteobacteria"
"392","-1","147802__488_143393","488","147802__488_143393-1","p__Proteobacteria"
"618","-1","147802__488_143393","143393","147802__488_143393-1","p__Terrabacteria group"
"619","1","147802__488_143393","147802","147802__488_1433931","p__Terrabacteria group"
"956","-1","425941__53408_421767","53408","425941__53408_421767-1","p__Proteobacteria"
"1077","-1","425941__53408_421767","421767","425941__53408_421767-1","p__Terrabacteria group"
"1079","1","425941__53408_421767","425941","425941__53408_4217671","p__FCB group"
"1245","-1","376806__28126_671267","28126","376806__28126_671267-1","p__FCB group"
"1448","1","376806__28126_671267","376806","376806__28126_6712671","p__FCB group"
"1487","-1","376806__28126_671267","671267","376806__28126_671267-1","p__FCB group"
"1530","1","511__1547_56810","511","511__1547_568101","p__Proteobacteria"
"1583","-1","511__1547_56810","1547","511__1547_56810-1","p__Terrabacteria group"
"1718","-1","511__1547_56810","56810","511__1547_56810-1","p__Proteobacteria"
"1933","1","1010__41276_999468","1010","1010__41276_9994681","p__FCB group"
"2069","-1","1010__41276_999468","41276","1010__41276_999468-1","p__Proteobacteria"
"2248","-1","1010__41276_999468","999468","1010__41276_999468-1","p__FCB group"
"2278","-1","2173__285_191295","285","2173__285_191295-1","p__Proteobacteria"
"2368","1","2173__285_191295","2173","2173__285_1912951","p__Euryarchaeota"
"2535","-1","2173__285_191295","191295","2173__285_191295-1","p__Proteobacteria"
"2706","-1","481743__1401_290588","1401","481743__1401_290588-1","p__Terrabacteria group"
"2942","-1","481743__1401_290588","290588","481743__1401_290588-1","p__Terrabacteria group"
"2982","1","481743__1401_290588","481743","481743__1401_2905881","p__Terrabacteria group"
"3184","1","38286__38304_441500","38286","38286__38304_4415001","p__Terrabacteria group"
"3186","-1","38286__38304_441500","38304","38286__38304_441500-1","p__Terrabacteria group"
"3355","-1","38286__38304_441500","441500","38286__38304_441500-1","p__Terrabacteria group"
"3539","-1","157687__29466_228604","29466","157687__29466_228604-1","p__Terrabacteria group"
"3654","1","157687__29466_228604","157687","157687__29466_2286041","p__Fusobacteria"
"3687","-1","157687__29466_228604","228604","157687__29466_228604-1","p__FCB group"
"3880","1","1888__67269_83617","1888","1888__67269_836171","p__Terrabacteria group"
"3996","-1","1888__67269_83617","67269","1888__67269_83617-1","p__Terrabacteria group"
"4009","-1","1888__67269_83617","83617","1888__67269_83617-1","p__Proteobacteria"
"4281","1","28130__76517_386414","28130","28130__76517_3864141","p__FCB group"
"4378","-1","28130__76517_386414","76517","28130__76517_386414-1","p__Proteobacteria"
"4482","-1","28130__76517_386414","386414","28130__76517_386414-1","p__FCB group"
"4596","-1","1613__1308_118748","1308","1613__1308_118748-1","p__Terrabacteria group"
"4623","1","1613__1308_118748","1613","1613__1308_1187481","p__Terrabacteria group"
"4781","-1","1613__1308_118748","118748","1613__1308_118748-1","p__Terrabacteria group"
"4984","-1","182710__1467_28025","1467","182710__1467_28025-1","p__Terrabacteria group"
"5024","-1","182710__1467_28025","28025","182710__1467_28025-1","p__Terrabacteria group"
"5179","1","182710__1467_28025","182710","182710__1467_280251","p__Terrabacteria group"
"5535","1","106648__329854_452084","106648","106648__329854_4520841","p__Proteobacteria"
"5609","-1","106648__329854_452084","329854","106648__329854_452084-1","p__FCB group"
"5630","-1","106648__329854_452084","452084","106648__329854_452084-1","p__FCB group"
"5808","-1","39483__29360_84030","29360","39483__29360_84030-1","p__Terrabacteria group"
"5842","1","39483__29360_84030","39483","39483__29360_840301","p__Terrabacteria group"
"5905","-1","39483__29360_84030","84030","39483__29360_84030-1","p__Terrabacteria group"
"6129","1","1532__38288_1223514","1532","1532__38288_12235141","p__Terrabacteria group"
"6217","-1","1532__38288_1223514","38288","1532__38288_1223514-1","p__Terrabacteria group"
"6426","-1","1532__38288_1223514","1223514","1532__38288_1223514-1","p__Terrabacteria group"
"6492","1","1311__28118_1746653","1311","1311__28118_17466531","p__Terrabacteria group"
"6549","-1","1311__28118_1746653","28118","1311__28118_1746653-1","p__FCB group"
