"","1580__28111_47879","147802__488_143393","425941__53408_421767","376806__28126_671267","511__1547_56810","1010__41276_999468","2173__285_191295","481743__1401_290588","38286__38304_441500","157687__29466_228604","1888__67269_83617","28130__76517_386414","1613__1308_118748","182710__1467_28025","106648__329854_452084","39483__29360_84030","1532__38288_1223514","1311__28118_1746653","28446__1280_1282","310300__29461_137732","202611__28127_1844653","1379__1267_216935","187452__1254_2741","108980__79880_871324","28091__1710_41976","1144673__40216_216778","310514__136857_626932","225991__290309","370979__490189","1034636__588_1670","28454__1113609","28090__271420","28135__477666","70775__34038_1646377","184870__305719","38304__441500","41276__999468","488__143393","28126__671267","76517__386414","28137__1535_589437","53408__421767","1611423__40214_153721","585__39497_40681","34087__196024","38986__33935_179995","245__405446","13690__88688_626931","1467__28025","243924__1453492","471__106654","33029__187491","239974__1661050","1401__290588","901__1506_28125","860__726_43675","36874__1260_1859290","47877__1661032","1547__56810","93064__351091_376804","840__29552_35825","53412__316_454155","80866__293_32013","28127__1844653","67269__83617","33031__470_582","487698__40324_308892","1254__2741","1408__584_102862","28118__1746653","29430__202956","29461__137732","351091__376804","1710__41976","1487956__818_52787","76759__83263","1504__39489","285__191295","48296__487316","40216__216778","216947__423605","38288__1223514","28132__199_39778","52226__626930_1148157","1280__1282","1727__191493","1267__216935","79880__871324","818__52787","905__237258_328814","33034__1827099","1590__483012","33935__179995","29360__84030","79883__84032","35833__208479_358742","136857__626932","34038__1646377","1358__1515_46228","88688__626931","39497__40681","1510__29348_341225","316__454155","29466__228604","588__1670","33039__387661","28128__53363","726__43675","633701__1691_28026","328812__284042_387090","584__102862","40214__153721","309120__1902_218538","1260__1859290","410072__287_251535","470__582","293__32013","1623__138595","199__39778","839__77095_589436","29552__35825","291644__33043_1755626","40324__308892","45254__166486","39484__1584_1630","214856__36848_169435","626930__1148157","237258__328814","317__122355_1463864","53440__189722","78342__82135","261299__574375","1902__218538","729__60133","1308__118748","284042__387090","1691__28026","33043__1755626","77095__589436","287__251535","40518__821_28116","1465754__1264_69825","329854__452084","1535__589437","44749__2139_45851","294__39492_882211","122355__1463864","163202__310297_310298","28111__47879","29348__341225","1515__46228","1463837__39485_301301","29355__817_487175","1633__40520_216816","39029__165179_187327","1264__69825","57706__46503_47678","39492__882211","821__28116","879__820_397865","39485__301301","2088__46506_204516","310297__310298","163877__239935_454154","165179__187327","40520__216816","246787__328813","46503__47678","817__487175","820__397865","1113922__823_28117","1735__78346","239935__454154","1506__28125","46506__204516","33038__59310","1584__1630","36848__169435","823__28117","28136__228603","1582__1597","2139__45851","208479__358742","1303__28037"
"ERR1160306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76239922754142,0,0,0,-3.38398290097506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05256500532187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107811914760733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36680834616523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72471206966346,0,0,-4.70582108593369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522519313748618,-2.06547138506186,0,0,0,0,0,0,0,0,0,3.5775013805068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160320",0,0,0,3.13258500474096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67876906109975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35644850016162,0,0,0,0,0,0,0,0,0,0,0,0,4.08148852769941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.14971106945458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45545960145743,0,0,-2.4021393270875,0,0,0,0,-2.83264374018492,0,0,0,0,0,0,0,0,0,0,-2.27856286424617,4.90628287774221,4.16062736137486,0,0,0,0,-2.09644971093196,0,0,0,3.94658664911403,0,0,-2.28373231445574,0,3.63115741484724,0,0,0,0,0,-3.95554039952421,0,0,0,0,0
"ERR1160327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041380228014006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22819041843125,0,-2.86409838063579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.96076391313693,-0.192481881171565,0,0,0,0,0,0,0,0,0,0,0,0,-2.38600824539273,0,0,-3.46718598194951,0,0,0,0,0,4.13268750829847,0,0,0,6.00534228002714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3390400362581,0,4.17184534418776,0,0,0,0,0,0,-3.11468905274065,0,0,0,0,0,0,0,0,0,0,-4.05133618373678,0,0,0,0,-5.39479968912538,0,0,-2.08072845289839,0,0,0,0,0,0,0,0,0,0,0,0,-4.67006711405535,0,0,0,0,3.60392739717419,0,0,0,0,0,0,-0.0496887620604858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160341",0,0,0,0,-2.61267701006797,0,0,0,0,0,0,0,0,0,0,0.312581364309412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52528932520486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102562422554701,0,-2.55362622721273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39728645549416,0,0,0,0,0,0,0,0,4.15222194121259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69734873632466,0,0,0,0,0,0,4.42301036907287,0
"ERR1160346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53985271894423,0,0,0,0,0,0,0,0,0,0,0,0,4.39915395295336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70137051994075,0,0,0,0,4.08726496164848,0,0,0,-5.52595320241819,0,0,0,0,0,0,0,0,0,0,-4.67891099060614,0,0,0,0,-1.63679670085824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31677027545738,0,0,0,0,0,0,0,0,0,0,0,-4.01276382655752,0,0,0,0,0,-0.213815946673637,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45863993633465,0,0,0,0,0,0,0,0,0,0,0,0,4.69637658408421,0,0,0,0,0,0,-5.48091027611247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03867452801743,0,0,-2.20339113951366,-2.12329515184292,0,0,0,0,0,0,0,4.25848928724952,0,0,0,-2.25376239466401,-2.5177574834777,-3.67765508245661,0,0,3.81638540258475,0,0,0,0,0,4.36088388252014,3.90363097574617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64755776326203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9051637523934,0,0,-2.52499973046012,0,0,0,5.31981432131853,0,0,0,0,0,0,0,0,-0.479434319425361,0,0,0,0,0,0,0,-2.13314521261654,0,0,0,0,0,-2.33195924893621,0,0,0,0,0,3.69471588817416,0,0,4.03907190033768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.37342782225466,0,0,0,0,0,0,0
"ERR1160373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98485656145038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29378773340394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25500239448285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97295689603388,0,0,0,0,0,0,0,0,0,0,-3.90577871843378,0,0,-2.66572388460135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.61716920707942,0,0,-2.62741798593159,0,0,0,0,0,0,-2.87723195399751,0,0,0,0,0,0,0,0,0,0,4.55082144435381,-2.68179326512977,0,0,4.98351192948437,0,0,0,0,0,0,4.6450021906008,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.767165891213644
"ERR1160375",0,0,0,0,0,0,0,0,0.445046950150193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120025083589544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94197822603541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42405815146727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1985918788428,0,0,4.6084745714319,0,0,0,0,0,0,0,0,0,0,-2.0860591719415,0,-2.48111478922509,0,0,0,0,0,0,3.61316047339775,0,0,0,0,4.2974168743484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92476470939181,0,0,0,0,0,0,0,0,-2.86069445911086,0,0,0,0,0,0,0,0,0,0,-5.06584107685103,0,0,0,0,-4.95486814811077,0,0,0.0672073980903865,0,0,0,0,-3.00863949835699,0,0,0,0,0,-2.43116692587727,0,0,0,0,0,5.21111647281284,-0.404869430454837,-2.44489293510629,4.21090463730047,0,0,0,0,0,0,0,0,4.23467878267029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1538362356257,0,0,0,0,0,0,0,0,0,0,0,0,3.7305537912866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89258911268787,0,0,0,0,0,0,4.89533609611385,0,0,0,0,0,0,0,0,-5.01011130859596,0,0,-2.11809207057302,0,0,0,0,0,0,0,0,0,0,-2.35522879861843,0,-2.1538362356257,0,0,0,0,3.66864308134123,0,4.07937594265653,0,0,0,0,-3.7305537912866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27289883076052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34076429329112,0,-0.530033094836441,0,0,0,0,0,0,0,0.297066727781083,-3.63431895127098,0,0,4.05432268452328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34371340864059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05943070214593,-2.03846050111698,0,0,0,0,0,0,0,0,0,3.53071715715693,0,0,0,0,0,0,0,0,0,0,4.78411083562352,0,0,0
"ERR1160388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92576024154827,0,0,-3.85146604466226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0473870748426,0,0,0,0,0,0,0,0,0,0,0,0,3.33551458155772,3.5461784363872,0,0,0,0,0,0,0,-0.556777435038746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.86150595259103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247444880662279,-2.08266349138186,0,0,0,0,0,0,0,0,0,3.60727898214218,-1.82759771794016,0,0,0,0,0,0,0,-3.16549210326929,0,0,0,0,0
"ERR1160389",0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49862145858138,0,0,0,0,-2.33365780024877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3277393151448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39586009975122,0,0,0,0,0,0,0,0,0,4.04201387751029,0,0,0,4.14975142059614,0,0,0,0,0,0,0,0,0,-3.02291539583692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60323453969683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50893448677309,0,0,-5.03890715574495,0,0,0,0,0,0,0,0,0,5.23584305257173,0,0,0,0,0,0,0,0.368689504077992,-2.28108406626893,0,0,0,0,0,0,0,0,0,3.95095349911361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63410912672058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81562547896344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.87680638465013,0,0,-5.77862015255519,0,0,0,0,0,0,0,0,0,4.56241084016093,0,0,0,0,0,0,0,0.521095947750295,-2.85985283940897,0,-2.86404200271764,0,0,0,0,0.0464375387889556,0,0,4.95341042002645,0,0,0,0,-4.96066626371828,0,0,0,0,0,0,0,0,0
"ERR1160402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03086454354127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24961138027253,0,0,0,0,-2.46799254043326,0,0,0,0,-3.32195402947284,0,0,0,0,0,0,-2.81765436387002,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27468847273139,0,-4.88032051639104,0,5.75379315945513,-2.37381426718232,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24274220780525,0,0,0,-4.11156691849166,-2.36204775889025,0,-2.5762815570546,0,0,-3.88454345219789,0,0,0,0,4.09118672830212,0,0,0,0,4.46225055142122,0,0,0,0,0,0,0,0,0
"ERR1160404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42898777826499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62029588503095,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53848560373727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68740488453471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65472180052289,0,0,-2.27764154271846,0,0,5.93918105048769,0,-2.87577126367689,0,0,0,0,0,0,0,0,-2.67981397516451,0,0,4.98098193963494,-3.94499087341794,-2.33498066632631,0,0,0,0,-4.64157395981805,0,4.21444286459848,0,0,4.0443051487682,-2.29318102536462,0,0,0,0,0,0,0,3.97190604688442,0,0,0,0,0
"ERR1160418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43823563831519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.97962593325742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20800261311841,0,0,-2.6416743566485,0,0,0,4.80864017424951,0,0,0,0,4.22314800638704,0,0,0,-2.33659284314338,-2.31581475830766,0,0,0,4.57551420276703,-2.91508902775335,0,0,0,0,-4.01110882230671,4.04709752092614,4.26185812807867,0,0,5.04908230465537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25437194230599,0,0,0,0,0,0,0,0,4.40272931583104,0,0,0,0,0,0,-0.677547543174977,0,0,-2.60214154488616,0,0,0,0,0,0,0,0,0,0,-2.48476007952204,0,-2.27399513664667,0,0,0,0,4.5070413642286,-3.02973140569951,4.30373070235105,-2.26664698561934,0,0,0,-3.93867511283657,4.19531921572228,0,0,-5.24764872795862,0,0,0,0,-3.92594774191554,0,0,0,0,0,0,0,0,0
"ERR1160426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326655363637986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.465366113595,0,0,0,0,0,0,0,0,0,0,0,0,4.27013936800517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18825608707007,0,-4.89890035378975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999758410733675,0,0,0,0,0,0.588013514786725,0,0,0,-2.44017976507601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22651533271313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66109068762517,0,0,0,0,0,0,0,0,0,0,0,0,4.6091442745152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17504082461855,0,0,0,0,0,0,0,0,-2.6804465185584,0,0,0,0,0,0,0,0,0,0,-3.76728121677583,0,0,0,0,-4.64266955711427,0,0,-2.48540628929851,0,0,0,0,0,0,-2.62043004904543,0,0,0,0,0,0,0,0,-2.58675220183062,0,4.30484997051625,-2.79506986064651,0,-2.18877578373521,-4.53871798262688,0,0,0,0,4.4803862401613,0,4.84120300934423,-2.22398569686118,0,0,0,-3.79107086380577,0,0,0,3.85205622227003,0,0,0,0,0
"ERR1160450",0,0,0,0,0,0,0,-2.43939237613048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0126631943312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.22515153505416,0,0,0,0,0,-2.17041131009349,0,0,0,0,0,0,0,0,0,0,0,0,3.75926266240406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2180857186744,0,0,0,0,0,0,0,0,0,0,-1.85585308692143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.14522239655695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.44768499194018,0,0,-4.39527626465613,0,0,0,0,-1.92432555710222,0,0,0,0,3.21443183793145,0,0,0,0,0,0,3.33302963520434,1.0215130265904,0,0,0,0,0,0,0,0,0,0,0,0,3.43343684096687,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50713758031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34248967066767,0,0,0,0,0,0,0,0,0,0,0,-2.55152352963926,0,0,0,0,0,0,0,0,-5.88595320241064,0,0,4.13747141000181,0,0,0,0,0,0,0,-4.41936839004267,0,0,0,0,-1.14196252924018,0,0,-5.3989362152387,0,0,0,0,0,0,0,0,0,0,-2.3466914295957,0,0,0,0,0,0,-0.100857288757526,-2.19466975259826,4.0645887857462,0,0,0,0,0,0,0,0,3.80127951733481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35771913830965,0,0,0,0,0,0,0,0,0,0,0,0,4.08368933752983,0,0,0,4.14907474273412,0,0,0,0,0,0,-3.20876529831983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62911962564385,0,0,0,0,5.55774452625385,0,0,0,0,0,0,0,0,0,0,-4.55376877079161,0,0,-2.84695054144824,4.70797155130069,0,0,4.66958212850712,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93106298442408,0,0,0,0,-3.22478761968378,0,0,-4.87358514675158,0,0,0,0,0,5.5854960009114,0,0,0,0,0,0,0,0,0,0,0
"ERR1160491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26663967805057,0,0,0,0,0,0,0,0,0,0,0,0,3.92593508483516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.62693492069876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00989710932748,0,0,-4.60600186185215,0,0,0,0,0,0,-3.12664171701585,0,0,0,-2.22362588634428,0,0,0,0,0,0,-0.680638752710291,-2.84377697291892,-3.85143301217368,-2.17212513544151,-5.41550231093585,0,0,0,0,0,0,4.92556620248999,0,0,0,0,-3.76223109498213,0,0,0,0,0,0,0,0,0
"ERR1160501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71619802209776,0,0,0,-2.60865288430946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31373014624302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51831933493507,0,0,0,0,0,0,4.70459297769142,0,0,0,0,0,5.73954897586556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.62686635528003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189627257293018,-2.49615350641188,0,-2.4861994567601,0,0,0,0,3.95891887341147,0,0,4.32346469659657,0,0,0,0,4.30622377685864,0,0,0,0,0,0,0,0,0
