oldID,newID
1580_and_28111_and_47879,1580__28111_47879
143393_and_147802_and_488,147802__488_143393
421767_and_425941_and_53408,425941__53408_421767
28126_and_376806_and_671267,376806__28126_671267
1547_and_511_and_56810,511__1547_56810
1010_and_41276_and_999468,1010__41276_999468
191295_and_2173_and_285,2173__285_191295
1401_and_290588_and_481743,481743__1401_290588
38286_and_38304_and_441500,38286__38304_441500
157687_and_228604_and_29466,157687__29466_228604
1888_and_67269_and_83617,1888__67269_83617
28130_and_386414_and_76517,28130__76517_386414
118748_and_1308_and_1613,1613__1308_118748
1467_and_182710_and_28025,182710__1467_28025
106648_and_329854_and_452084,106648__329854_452084
29360_and_39483_and_84030,39483__29360_84030
1223514_and_1532_and_38288,1532__38288_1223514
1311_and_1746653_and_28118,1311__28118_1746653
1280_and_1282_and_28446,28446__1280_1282
137732_and_29461_and_310300,310300__29461_137732
1844653_and_202611_and_28127,202611__28127_1844653
1267_and_1379_and_216935,1379__1267_216935
1254_and_187452_and_2741,187452__1254_2741
108980_and_79880_and_871324,108980__79880_871324
1710_and_28091_and_41976,28091__1710_41976
1144673_and_216778_and_40216,1144673__40216_216778
136857_and_310514_and_626932,310514__136857_626932
225991_and_290309,225991__290309
370979_and_490189,370979__490189
1034636_and_1670_and_588,1034636__588_1670
1113609_and_28454,28454__1113609
271420_and_28090,28090__271420
28135_and_477666,28135__477666
1646377_and_34038_and_70775,70775__34038_1646377
184870_and_305719,184870__305719
38304_and_441500,38304__441500
41276_and_999468,41276__999468
143393_and_488,488__143393
28126_and_671267,28126__671267
386414_and_76517,76517__386414
1535_and_28137_and_589437,28137__1535_589437
421767_and_53408,53408__421767
153721_and_1611423_and_40214,1611423__40214_153721
39497_and_40681_and_585,585__39497_40681
196024_and_34087,34087__196024
179995_and_33935_and_38986,38986__33935_179995
245_and_405446,245__405446
13690_and_626931_and_88688,13690__88688_626931
1467_and_28025,1467__28025
1453492_and_243924,243924__1453492
106654_and_471,471__106654
187491_and_33029,33029__187491
