"","Part","BalanceID","Component","Group","d.group"
"18","-1","28116__1623_218538","1623","28116__1623_218538-1","p__Terrabacteria group"
"26","1","28116__1623_218538","28116","28116__1623_2185381","p__FCB group"
"61","-1","28116__1623_218538","218538","28116__1623_218538-1","p__Terrabacteria group"
"114","1","33043__69825","33043","33043__698251","p__Terrabacteria group"
"129","-1","33043__69825","69825","33043__69825-1","p__Terrabacteria group"
"185","-1","40519__1624_84031","1624","40519__1624_84031-1","p__Terrabacteria group"
"205","1","40519__1624_84031","40519","40519__1624_840311","p__Terrabacteria group"
"216","-1","40519__1624_84031","84031","40519__1624_84031-1","p__Terrabacteria group"
"270","1","1680__166486_301301","1680","1680__166486_3013011","p__Terrabacteria group"
"302","-1","1680__166486_301301","166486","1680__166486_301301-1","p__Terrabacteria group"
"313","-1","1680__166486_301301","301301","1680__166486_301301-1","p__Terrabacteria group"
"359","1","28117__46503_74426","28117","28117__46503_744261","p__FCB group"
"374","-1","28117__46503_74426","46503","28117__46503_74426-1","p__FCB group"
"379","-1","28117__46503_74426","74426","28117__46503_74426-1","p__Terrabacteria group"
"475","1","216816__341225","216816","216816__3412251","p__Terrabacteria group"
"486","-1","216816__341225","341225","216816__341225-1","p__Terrabacteria group"
"516","1","1623__218538","1623","1623__2185381","p__Terrabacteria group"
"559","-1","1623__218538","218538","1623__218538-1","p__Terrabacteria group"
"598","-1","39485__1559_1681","1559","39485__1559_1681-1","p__Terrabacteria group"
"603","-1","39485__1559_1681","1681","39485__1559_1681-1","p__Terrabacteria group"
"616","1","39485__1559_1681","39485","39485__1559_16811","p__Terrabacteria group"
"696","1","33987__239935_626937","33987","33987__239935_6269371","p__Terrabacteria group"
"726","-1","33987__239935_626937","239935","33987__239935_626937-1","p__PVC group"
"745","-1","33987__239935_626937","626937","33987__239935_626937-1","p__Terrabacteria group"
"764","1","1559__1681","1559","1559__16811","p__Terrabacteria group"
"769","-1","1559__1681","1681","1559__1681-1","p__Terrabacteria group"
"872","1","46503__74426","46503","46503__744261","p__FCB group"
"877","-1","46503__74426","74426","46503__74426-1","p__Terrabacteria group"
"966","1","166486__301301","166486","166486__3013011","p__Terrabacteria group"
"977","-1","166486__301301","301301","166486__301301-1","p__Terrabacteria group"
"1000","-1","328813__817_204516","817","328813__817_204516-1","p__FCB group"
"1054","-1","328813__817_204516","204516","328813__817_204516-1","p__FCB group"
"1065","1","328813__817_204516","328813","328813__817_2045161","p__FCB group"
"1109","-1","179995__33038_52226","33038","179995__33038_52226-1","p__Terrabacteria group"
"1124","-1","179995__33038_52226","52226","179995__33038_52226-1","p__Terrabacteria group"
"1133","1","179995__33038_52226","179995","179995__33038_522261","p__Proteobacteria"
"1225","1","261299__574375","261299","261299__5743751","p__Terrabacteria group"
"1241","-1","261299__574375","574375","261299__574375-1","p__Terrabacteria group"
"1252","1","823__40518_349096","823","823__40518_3490961","p__FCB group"
"1283","-1","823__40518_349096","40518","823__40518_349096-1","p__Terrabacteria group"
"1317","-1","823__40518_349096","349096","823__40518_349096-1","p__Terrabacteria group"
"1387","1","208479__328812","208479","208479__3288121","p__Terrabacteria group"
"1396","-1","208479__328812","328812","208479__328812-1","p__FCB group"
"1420","1","1264__190721","1264","1264__1907211","p__Terrabacteria group"
"1468","-1","1264__190721","190721","1264__190721-1","p__Proteobacteria"
"1556","1","239935__626937","239935","239935__6269371","p__PVC group"
"1575","-1","239935__626937","626937","239935__626937-1","p__Terrabacteria group"
"1589","1","1352__329854","1352","1352__3298541","p__Terrabacteria group"
"1647","-1","1352__329854","329854","1352__329854-1","p__FCB group"
"1679","1","1624__84031","1624","1624__840311","p__Terrabacteria group"
"1710","-1","1624__84031","84031","1624__84031-1","p__Terrabacteria group"
"1754","1","1328__28135","1328","1328__281351","p__Terrabacteria group"
"1771","-1","1328__28135","28135","1328__28135-1","p__FCB group"
"1828","1","573__907","573","573__9071","p__Proteobacteria"
"1834","-1","573__907","907","573__907-1","p__Terrabacteria group"
"1942","1","36835__180282","36835","36835__1802821","p__Terrabacteria group"
"1964","-1","36835__180282","180282","36835__180282-1","p__Proteobacteria"
"1995","1","729__88431","729","729__884311","p__Proteobacteria"
"2043","-1","729__88431","88431","729__88431-1","p__Terrabacteria group"
"2116","1","46228__46506_84026","46228","46228__46506_840261","p__Terrabacteria group"
"2118","-1","46228__46506_84026","46506","46228__46506_84026-1","p__FCB group"
"2123","-1","46228__46506_84026","84026","46228__46506_84026-1","p__Terrabacteria group"
"2195","-1","536633__39491_40520","39491","536633__39491_40520-1","p__Terrabacteria group"
"2198","-1","536633__39491_40520","40520","536633__39491_40520-1","p__Terrabacteria group"
"2236","1","536633__39491_40520","536633","536633__39491_405201","p__Terrabacteria group"
"2246","-1","39484__820_821","820","39484__820_821-1","p__FCB group"
"2247","-1","39484__820_821","821","39484__820_821-1","p__FCB group"
"2275","1","39484__820_821","39484","39484__820_8211","p__Terrabacteria group"
"2353","1","29348__187327","29348","29348__1873271","p__Terrabacteria group"
"2380","-1","29348__187327","187327","29348__187327-1","p__Terrabacteria group"
"2411","1","817__204516","817","817__2045161","p__FCB group"
"2465","-1","817__204516","204516","817__204516-1","p__FCB group"
"2534","1","47678__84030","47678","47678__840301","p__FCB group"
"2539","-1","47678__84030","84030","47678__84030-1","p__Terrabacteria group"
"2611","1","40518__349096","40518","40518__3490961","p__Terrabacteria group"
"2645","-1","40518__349096","349096","40518__349096-1","p__Terrabacteria group"
"2686","1","33038__52226","33038","33038__522261","p__Terrabacteria group"
"2701","-1","33038__52226","52226","33038__52226-1","p__Terrabacteria group"
"2812","-1","1755626__351091_357276","351091","1755626__351091_357276-1","p__Terrabacteria group"
"2813","-1","1755626__351091_357276","357276","1755626__351091_357276-1","p__FCB group"
"2822","1","1755626__351091_357276","1755626","1755626__351091_3572761","p__Terrabacteria group"
"2865","1","46506__84026","46506","46506__840261","p__FCB group"
"2870","-1","46506__84026","84026","46506__84026-1","p__Terrabacteria group"
"2920","-1","387090__1366_310297","1366","387090__1366_310297-1","p__Terrabacteria group"
"2971","-1","387090__1366_310297","310297","387090__1366_310297-1","p__FCB group"
"2981","1","387090__1366_310297","387090","387090__1366_3102971","p__FCB group"
"3025","1","39491__40520","39491","39491__405201","p__Terrabacteria group"
"3028","-1","39491__40520","40520","39491__40520-1","p__Terrabacteria group"
"3085","-1","371601__1365_310298","1365","371601__1365_310298-1","p__Terrabacteria group"
"3138","-1","371601__1365_310298","310298","371601__1365_310298-1","p__FCB group"
"3146","1","371601__1365_310298","371601","371601__1365_3102981","p__FCB group"
"3227","1","351091__357276","351091","351091__3572761","p__Terrabacteria group"
"3228","-1","351091__357276","357276","351091__357276-1","p__FCB group"
"3242","1","820__821","820","820__8211","p__FCB group"
"3243","-1","820__821","821","820__821-1","p__FCB group"
"3345","1","28111__39488_165179","28111","28111__39488_1651791","p__FCB group"
"3356","-1","28111__39488_165179","39488","28111__39488_165179-1","p__Terrabacteria group"
"3372","-1","28111__39488_165179","165179","28111__39488_165179-1","p__FCB group"
"3418","1","1366__310297","1366","1366__3102971","p__Terrabacteria group"
"3469","-1","1366__310297","310297","1366__310297-1","p__FCB group"
"3500","1","1365__310298","1365","1365__3102981","p__Terrabacteria group"
"3553","-1","1365__310298","310298","1365__310298-1","p__FCB group"
"3605","1","39488__165179","39488","39488__1651791","p__Terrabacteria group"
"3621","-1","39488__165179","165179","39488__165179-1","p__FCB group"
