"","Part","BalanceID","Component","Group","d.group"
"3","1","817__28116_46506","817","817__28116_465061","p__FCB group"
"23","-1","817__28116_46506","28116","817__28116_46506-1","p__FCB group"
"41","-1","817__28116_46506","46506","817__28116_46506-1","p__FCB group"
"98","-1","905__823_338188","823","905__823_338188-1","p__FCB group"
"102","1","905__823_338188","905","905__823_3381881","p__Terrabacteria group"
"166","-1","905__823_338188","338188","905__823_338188-1","p__FCB group"
"202","1","1680__351091_363832","1680","1680__351091_3638321","p__Terrabacteria group"
"259","-1","1680__351091_363832","351091","1680__351091_363832-1","p__Terrabacteria group"
"261","-1","1680__351091_363832","363832","1680__351091_363832-1","p__Terrabacteria group"
"330","1","134605__204516","134605","134605__2045161","p__Fusobacteria"
"336","-1","134605__204516","204516","134605__204516-1","p__FCB group"
"425","1","169435__239935_397865","169435","169435__239935_3978651","p__Terrabacteria group"
"431","-1","169435__239935_397865","239935","169435__239935_397865-1","p__PVC group"
"448","-1","169435__239935_397865","397865","169435__239935_397865-1","p__FCB group"
"510","1","84026__97478_626937","84026","84026__97478_6269371","p__Terrabacteria group"
"512","-1","84026__97478_626937","97478","84026__97478_626937-1","p__Terrabacteria group"
"547","-1","84026__97478_626937","626937","84026__97478_626937-1","p__Terrabacteria group"
"568","1","1623__165179","1623","1623__1651791","p__Terrabacteria group"
"607","-1","1623__165179","165179","1623__165179-1","p__FCB group"
"667","1","28116__46506","28116","28116__465061","p__FCB group"
"685","-1","28116__46506","46506","28116__46506-1","p__FCB group"
"773","1","40681__70775_626930","40681","40681__70775_6269301","p__Proteobacteria"
"782","-1","40681__70775_626930","70775","40681__70775_626930-1","p__Proteobacteria"
"821","-1","40681__70775_626930","626930","40681__70775_626930-1","p__FCB group"
"840","1","1304__39778_1755626","1304","1304__39778_17556261","p__Terrabacteria group"
"863","-1","1304__39778_1755626","39778","1304__39778_1755626-1","p__Terrabacteria group"
"920","-1","1304__39778_1755626","1755626","1304__39778_1755626-1","p__Terrabacteria group"
"956","-1","246787__40518_218538","40518","246787__40518_218538-1","p__Terrabacteria group"
"982","-1","246787__40518_218538","218538","246787__40518_218538-1","p__Terrabacteria group"
"984","1","246787__40518_218538","246787","246787__40518_2185381","p__FCB group"
"1087","1","351091__363832","351091","351091__3638321","p__Terrabacteria group"
"1089","-1","351091__363832","363832","351091__363832-1","p__Terrabacteria group"
"1121","-1","589436__1630_214856","1630","589436__1630_214856-1","p__Terrabacteria group"
"1165","-1","589436__1630_214856","214856","589436__1630_214856-1","p__FCB group"
"1188","1","589436__1630_214856","589436","589436__1630_2148561","p__FCB group"
"1229","-1","78342__39492_309120","39492","78342__39492_309120-1","p__Terrabacteria group"
"1244","1","78342__39492_309120","78342","78342__39492_3091201","p__Terrabacteria group"
"1263","-1","78342__39492_309120","309120","78342__39492_309120-1","p__Terrabacteria group"
"1299","1","907__69825_187327","907","907__69825_1873271","p__Terrabacteria group"
"1333","-1","907__69825_187327","69825","907__69825_187327-1","p__Terrabacteria group"
"1347","-1","907__69825_187327","187327","907__69825_187327-1","p__Terrabacteria group"
"1431","1","84109__328814_626932","84109","84109__328814_6269321","p__Terrabacteria group"
"1452","-1","84109__328814_626932","328814","84109__328814_626932-1","p__FCB group"
"1466","-1","84109__328814_626932","626932","84109__328814_626932-1","p__FCB group"
"1500","-1","39497__29466_47678","29466","39497__29466_47678-1","p__Terrabacteria group"
"1506","1","39497__29466_47678","39497","39497__29466_476781","p__Terrabacteria group"
"1514","-1","39497__29466_47678","47678","39497__29466_47678-1","p__FCB group"
"1570","1","823__338188","823","823__3381881","p__FCB group"
"1638","-1","823__338188","338188","823__338188-1","p__FCB group"
"1657","1","210__901_83868","210","210__901_838681","p__Proteobacteria"
