oldID,newID
28116_and_46506_and_817,817__28116_46506
338188_and_823_and_905,905__823_338188
1680_and_351091_and_363832,1680__351091_363832
134605_and_204516,134605__204516
169435_and_239935_and_397865,169435__239935_397865
626937_and_84026_and_97478,84026__97478_626937
1623_and_165179,1623__165179
28116_and_46506,28116__46506
40681_and_626930_and_70775,40681__70775_626930
1304_and_1755626_and_39778,1304__39778_1755626
218538_and_246787_and_40518,246787__40518_218538
351091_and_363832,351091__363832
1630_and_214856_and_589436,589436__1630_214856
309120_and_39492_and_78342,78342__39492_309120
187327_and_69825_and_907,907__69825_187327
328814_and_626932_and_84109,84109__328814_626932
29466_and_39497_and_47678,39497__29466_47678
338188_and_823,823__338188
210_and_83868_and_901,210__901_83868
28118_and_33043_and_357276,28118__33043_357276
1755626_and_39778,39778__1755626
2173_and_28125_and_762210,28125__2173_762210
239935_and_397865,239935__397865
28111_and_29375_and_39485,29375__28111_39485
218538_and_40518,40518__218538
28117_and_310297_and_818,310297__818_28117
1559_and_328813,1559__328813
29552_and_39029_and_454154,29552__39029_454154
29466_and_47678,29466__47678
83868_and_901,901__83868
626937_and_97478,97478__626937
1161942_and_288965_and_310298,288965__310298_1161942
187327_and_69825,69825__187327
328814_and_626932,328814__626932
45851_and_633701,45851__633701
28111_and_39485,28111__39485
28117_and_818,818__28117
626930_and_70775,70775__626930
1630_and_214856,1630__214856
301301_and_52226_and_74426,301301__52226_74426
309120_and_39492,39492__309120
2173_and_762210,2173__762210
328812_and_820_and_831,831__820_328812
1465754_and_387090,387090__1465754
33043_and_357276,33043__357276
122355_and_487175_and_52133,122355__52133_487175
179995_and_423605,179995__423605
487175_and_52133,52133__487175
1161942_and_310298,310298__1161942
328812_and_820,820__328812
39029_and_454154,39029__454154
329854_and_562,562__329854
52226_and_74426,52226__74426
