"","Part","BalanceID","Component","Group","d.group"
"64","-1","357276__310297_387661","310297","357276__310297_387661-1","p__FCB group"
"71","1","357276__310297_387661","357276","357276__310297_3876611","p__FCB group"
"73","-1","357276__310297_387661","387661","357276__310297_387661-1","p__FCB group"
"134","1","102684__315405","102684","102684__3154051","p__Terrabacteria group"
"149","-1","102684__315405","315405","102684__315405-1","p__Terrabacteria group"
"179","-1","626930__1530_387090","1530","626930__1530_387090-1","p__Terrabacteria group"
"238","-1","626930__1530_387090","387090","626930__1530_387090-1","p__FCB group"
"244","1","626930__1530_387090","626930","626930__1530_3870901","p__FCB group"
"267","1","1687__246787_349096","1687","1687__246787_3490961","p__Terrabacteria group"
"310","-1","1687__246787_349096","246787","1687__246787_349096-1","p__FCB group"
"318","-1","1687__246787_349096","349096","1687__246787_349096-1","p__Terrabacteria group"
"338","1","823__1352_943673","823","823__1352_9436731","p__FCB group"
"343","-1","823__1352_943673","1352","823__1352_943673-1","p__Terrabacteria group"
"413","-1","823__1352_943673","943673","823__1352_943673-1","p__Terrabacteria group"
"452","1","40518__158787","40518","40518__1587871","p__Terrabacteria group"
"467","-1","40518__158787","158787","40518__158787-1","p__Terrabacteria group"
"510","1","1512__487175_536633","1512","1512__487175_5366331","p__Terrabacteria group"
"574","-1","1512__487175_536633","487175","1512__487175_536633-1","p__Proteobacteria"
"575","-1","1512__487175_536633","536633","1512__487175_536633-1","p__Terrabacteria group"
"584","1","818__28116","818","818__281161","p__FCB group"
"603","-1","818__28116","28116","818__28116-1","p__FCB group"
"687","-1","174709__28117_239935","28117","174709__28117_239935-1","p__FCB group"
"718","1","174709__28117_239935","174709","174709__28117_2399351","p__Terrabacteria group"
"724","-1","174709__28117_239935","239935","174709__28117_239935-1","p__PVC group"
"763","-1","301301__1680_261299","1680","301301__1680_261299-1","p__Terrabacteria group"
"809","-1","301301__1680_261299","261299","301301__1680_261299-1","p__Terrabacteria group"
"810","1","301301__1680_261299","301301","301301__1680_2612991","p__Terrabacteria group"
"876","-1","216816__78345_356829","78345","216816__78345_356829-1","p__Terrabacteria group"
"888","1","216816__78345_356829","216816","216816__78345_3568291","p__Terrabacteria group"
"900","-1","216816__78345_356829","356829","216816__78345_356829-1","p__Terrabacteria group"
"933","-1","36834__28026_762210","28026","36834__28026_762210-1","p__Terrabacteria group"
"944","1","36834__28026_762210","36834","36834__28026_7622101","p__Terrabacteria group"
"993","-1","36834__28026_762210","762210","36834__28026_762210-1","p__Terrabacteria group"
"1011","1","1559__1735_187327","1559","1559__1735_1873271","p__Terrabacteria group"
"1015","-1","1559__1735_187327","1735","1559__1735_187327-1","p__Terrabacteria group"
"1051","-1","1559__1735_187327","187327","1559__1735_187327-1","p__Terrabacteria group"
"1084","-1","29356__821_46506","821","29356__821_46506-1","p__FCB group"
"1105","1","29356__821_46506","29356","29356__821_465061","p__Terrabacteria group"
"1121","-1","29356__821_46506","46506","29356__821_46506-1","p__FCB group"
"1189","1","33035__40520","33035","33035__405201","p__Terrabacteria group"
"1201","-1","33035__40520","40520","33035__40520-1","p__Terrabacteria group"
"1269","1","28118__329854","28118","28118__3298541","p__FCB group"
"1313","-1","28118__329854","329854","28118__329854-1","p__FCB group"
"1345","-1","33038__1686_47678","1686","33038__1686_47678-1","p__Terrabacteria group"
"1356","1","33038__1686_47678","33038","33038__1686_476781","p__Terrabacteria group"
"1371","-1","33038__1686_47678","47678","33038__1686_47678-1","p__FCB group"
"1425","1","1535__39485","1535","1535__394851","p__Terrabacteria group"
"1444","-1","1535__39485","39485","1535__39485-1","p__Terrabacteria group"
"1496","1","817__85831","817","817__858311","p__FCB group"
"1543","-1","817__85831","85831","817__85831-1","p__FCB group"
"1578","1","562__39490","562","562__394901","p__Proteobacteria"
"1612","-1","562__39490","39490","562__39490-1","p__Terrabacteria group"
"1710","-1","454155__89014_214856","89014","454155__89014_214856-1","p__Terrabacteria group"
"1717","-1","454155__89014_214856","214856","454155__89014_214856-1","p__FCB group"
"1735","1","454155__89014_214856","454155","454155__89014_2148561","p__FCB group"
"1750","-1","397865__853_691816","853","397865__853_691816-1","p__Terrabacteria group"
"1817","1","397865__853_691816","397865","397865__853_6918161","p__FCB group"
"1822","-1","397865__853_691816","691816","397865__853_691816-1","p__FCB group"
"1839","1","1530__387090","1530","1530__3870901","p__Terrabacteria group"
"1898","-1","1530__387090","387090","1530__387090-1","p__FCB group"
"1919","1","1308__218538","1308","1308__2185381","p__Terrabacteria group"
"1968","-1","1308__218538","218538","1308__218538-1","p__Terrabacteria group"
"2021","1","33039__39484","33039","33039__394841","p__Terrabacteria group"
