"","BalanceID","SampleValue","Index","LineWidth","n.group","Group"
"1","102684__315405",0,"1",5.479175110322e-05,"D006262","102684__315405 D006262"
"2","102684__315405",0,"2",5.479175110322e-05,"D006262","102684__315405 D006262"
"3","102684__315405",0,"3",5.479175110322e-05,"D006262","102684__315405 D006262"
"4","102684__315405",0,"4",5.479175110322e-05,"D025241","102684__315405 D025241"
"5","102684__315405",0,"5",5.479175110322e-05,"D025241","102684__315405 D025241"
"6","102684__315405",0,"6",5.479175110322e-05,"D025241","102684__315405 D025241"
"7","102684__315405",0,"7",5.479175110322e-05,"D025241","102684__315405 D025241"
"8","102684__315405",0,"8",5.479175110322e-05,"D025241","102684__315405 D025241"
"9","102684__315405",0,"9",5.479175110322e-05,"D025241","102684__315405 D025241"
"10","102684__315405",0,"10",5.479175110322e-05,"D025241","102684__315405 D025241"
"11","102684__315405",0,"11",5.479175110322e-05,"D025241","102684__315405 D025241"
"12","102684__315405",0,"12",5.479175110322e-05,"D025241","102684__315405 D025241"
"13","102684__315405",0,"13",5.479175110322e-05,"D025241","102684__315405 D025241"
"14","102684__315405",0,"14",5.479175110322e-05,"D025241","102684__315405 D025241"
"15","102684__315405",0,"15",5.479175110322e-05,"D025241","102684__315405 D025241"
"16","102684__315405",0,"16",5.479175110322e-05,"D025241","102684__315405 D025241"
"17","102684__315405",0,"17",5.479175110322e-05,"D025241","102684__315405 D025241"
"18","102684__315405",0,"18",5.479175110322e-05,"D025241","102684__315405 D025241"
"19","102684__315405",0,"19",5.479175110322e-05,"D025241","102684__315405 D025241"
"20","102684__315405",0,"20",5.479175110322e-05,"D025241","102684__315405 D025241"
"21","102684__315405",0,"21",5.479175110322e-05,"D006262","102684__315405 D006262"
"22","102684__315405",0,"22",5.479175110322e-05,"D006262","102684__315405 D006262"
"23","102684__315405",0,"23",5.479175110322e-05,"D025241","102684__315405 D025241"
"24","102684__315405",0,"24",5.479175110322e-05,"D025241","102684__315405 D025241"
"25","102684__315405",0,"25",5.479175110322e-05,"D025241","102684__315405 D025241"
"26","102684__315405",0,"26",5.479175110322e-05,"D006262","102684__315405 D006262"
"27","102684__315405",0,"27",5.479175110322e-05,"D025241","102684__315405 D025241"
"28","102684__315405",0,"28",5.479175110322e-05,"D006262","102684__315405 D006262"
"29","102684__315405",0,"29",5.479175110322e-05,"D025241","102684__315405 D025241"
"30","102684__315405",0,"30",5.479175110322e-05,"D006262","102684__315405 D006262"
"31","102684__315405",0,"31",5.479175110322e-05,"D025241","102684__315405 D025241"
"32","102684__315405",0,"32",5.479175110322e-05,"D025241","102684__315405 D025241"
"33","102684__315405",0.496652268713067,"33",5.479175110322e-05,"D025241","102684__315405 D025241"
"34","102684__315405",0,"34",5.479175110322e-05,"D025241","102684__315405 D025241"
"35","102684__315405",0,"35",5.479175110322e-05,"D006262","102684__315405 D006262"
"36","102684__315405",0,"36",5.479175110322e-05,"D006262","102684__315405 D006262"
"37","102684__315405",0,"37",5.479175110322e-05,"D006262","102684__315405 D006262"
"38","102684__315405",0,"38",5.479175110322e-05,"D006262","102684__315405 D006262"
"39","102684__315405",0,"39",5.479175110322e-05,"D025241","102684__315405 D025241"
"40","102684__315405",0,"40",5.479175110322e-05,"D006262","102684__315405 D006262"
"41","1265__28111",0,"1",0.0157584765324557,"D006262","1265__28111 D006262"
"42","1265__28111",0,"2",0.0157584765324557,"D006262","1265__28111 D006262"
"43","1265__28111",0,"3",0.0157584765324557,"D006262","1265__28111 D006262"
"44","1265__28111",0,"4",0.0157584765324557,"D025241","1265__28111 D025241"
"45","1265__28111",0,"5",0.0157584765324557,"D025241","1265__28111 D025241"
"46","1265__28111",0,"6",0.0157584765324557,"D025241","1265__28111 D025241"
"47","1265__28111",0,"7",0.0157584765324557,"D025241","1265__28111 D025241"
"48","1265__28111",0,"8",0.0157584765324557,"D025241","1265__28111 D025241"
"49","1265__28111",0,"9",0.0157584765324557,"D025241","1265__28111 D025241"
"50","1265__28111",0,"10",0.0157584765324557,"D025241","1265__28111 D025241"
"51","1265__28111",0,"11",0.0157584765324557,"D025241","1265__28111 D025241"
"52","1265__28111",0,"12",0.0157584765324557,"D025241","1265__28111 D025241"
"53","1265__28111",0,"13",0.0157584765324557,"D025241","1265__28111 D025241"
"54","1265__28111",0,"14",0.0157584765324557,"D025241","1265__28111 D025241"
"55","1265__28111",0,"15",0.0157584765324557,"D025241","1265__28111 D025241"
"56","1265__28111",0,"16",0.0157584765324557,"D025241","1265__28111 D025241"
"57","1265__28111",0,"17",0.0157584765324557,"D025241","1265__28111 D025241"
"58","1265__28111",0,"18",0.0157584765324557,"D025241","1265__28111 D025241"
