"","28116__40324","317__122355_882211","305719__47877_1661032","1406__44749_104663","1681__1267_216935","29370__191295_588932","44749__104663","421767__147802_310297","1522__34038_36745","2088__1311_33069","1580__850_871324","1465521__1613_118748","185294__28137_589437","147802__310297","511__28026_78342","1010__41276_999468","69825__218538","1613__118748","76517__28130_386414","45067__173480","38286__38304_441500","1401__1113741","529__294_587753","180282__32013_80866","1311__33069","93064__153721_1611423","106648__239974","1467__182710","1308__108980","1144673__40216_216778","225991__290309","370979__490189","28454__1113609","70775__1844653","28090__271420","28135__477666","38304__441500","41276__999468","671267__28126_351091","28137__589437","153721__1611423","34038__36745","1379__726_1303","1559__29461","34087__196024","850__871324","488__1472","28126__351091","184870__187491","471__106654_516075","37734__1590_179995","1859290__36874_43131","47877__1661032","28129__77095","32013__80866","28026__78342","67269__285_83617","308892__487698","28127__28128_53363","29430__202956","191295__588932","76759__83263","1512__358742","157687__28132_239935","41976__1691_1487956","48296__1571_1148157","40216__216778","38288__1223514_1827099","288965__45851_189722","1352__823_1358","33035__28037_208479","52226__1902_53440","254__40214_328812","1267__216935","28132__239935","40681__39492_46503","29375__100884_251535","626937__284042_1077256","823__1358","341225__818_39485","29356__40518_228603","29466__54006_1463864","387661__239984_1463837","40519__879_197614","726__1303","13690__293_1260","1590__179995","316__187327_246787","301__33038_410072","1121298__839_454155","46228__1515_589436","45851__189722","2741__1582_191493","40214__328812","574375__29552_261299","28037__208479","1727__29348_291644","535744__817_397865","470__582_584","39778__43675","39492__46503","1584__39484_214856","818__39485","1623__309120","40518__228603","293__1260","626931__47678_454154","163877__328813_1161942","187327__246787","1687__328814_1646377","33038__410072","1515__589436","28136__28125_39496","1510__821_28117","839__454155","29348__291644","29552__261299","817__397865","60133__729_1504","57706__907_1661050","36874__43131","47884__166486_301301","1280__1264_216816","122355__882211","39484__214856","349096__437898","582__584","52787__169435","1223514__1827099","84032__287_28901","78346__1735_53408","47678__454154","1582__191493","38986__1535_40520","328814__1646377","328813__1161942","28125__39496","1633__1680_35833","84030__46506_536633","452084__33043_329854","821__28117","1547__820_204516","729__1504","79880__290588","907__1661050","585__1408","1264__216816","216947__1685_626930","1725__153151","243924__1453492","43770__387090_487175","1535__40520","1735__53408","28446__36847","1506__165179_310298","33043__329854","46506__536633","287__28901","1680__35833","1571__1148157","166486__301301","33029__33032","47879__28111_1755626","28128__53363","285__83617","28118__33039","820__204516","1691__1487956","143393__291645_1113922","1902__53440","1685__626930","102862__183417","387090__487175","165179__310298","2173__658457","562__1265","100884__251535","28111__1755626","294__587753","284042__1077256","54006__1463864","239984__1463837","28130__386414","879__197614","1710__237258","588__1034636","291645__1113922","106654__516075"
"ERR1160387",4.05942886322365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34076323158885,0,0,0,0,0,0,0,0,0,0,0,0,-4.86038058021295,0,0,0,0,0,0,0,0,0,4.054320845601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14866153499859,0,0,0,4.44440826260765,0,0,0,0,0,0,0,0,0,1.14979188435253,0,0,0,0,0,0,0,0,-2.03845943941471,-3.72159094688649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53071531823465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160388",4.08646337633968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.04738601314032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54617659746492,0,0,0,0,0,0,0,0,0,0,-4.32977975506111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16841799265494,-2.08266242967959,0,3.33551274263544,0,0,0,0,0,0,3.56029561029017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60727714321989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160389",4.17947501322504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39585903804894,0,0,0,0,0,0,0,0,0,0,-3.02291433413465,0,0,0,0,0,0,0,0,0,0,0,4.14974958167386,0,0,0,0,0,0,0,0,5.23584121364945,0,-2.62588400838361,0,0,0,0,0,0,0,0,4.66731347709299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54816451730303,-2.28108300456666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60323347799456,0,0,0,3.95095166019133,0,0,0,0,0,0,0,0,0,0,-4.50893264785081,0,0,0,0,0,0,0,0,0,0
"ERR1160398",4.74388203813607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67401531902261,0,0,-2.63410806501831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6472045935023,-4.63153039276466,0,0,4.56240900123865,0,-3.03973645742895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58509285397571,0,0,-2.6436447280686,0,5.26497798588637,-5.72389271872206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.57892698617642,0,0,0,0,0,-2.81562441726116,0,0,0,-0.00725584369183299,0,0,0,0,0,0,0,0,0,0,-4.87680454572785,0,0,0,0,0,0,0,0,0,0
"ERR1160402",4.11156507956937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80895873758594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24274114610297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88454161327561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32195296777057,0,0,0,0,0,0,0,0,-2.57628049535232,0,0,-2.36204669718798,0,0,0,0,0,0,0,0,-2.46799147873098,0,0,0,0,0,4.46224871249894,5.75379132053284,0,0,0,0,-2.81765330216774,0,0,0,4.09118488937984,0,0,0,0,0,4.27468663380911,0,0,0,0,-4.88031867746875,0,0,0,0,0,0,0,5.24960954135025,0,-4.86525924986339
"ERR1160404",3.94498903449565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29317996366235,0,0,0,0,0,-2.87577020197462,0,0,3.97190420796213,-2.62029482332868,0,0,0,0,0,0,0,-5.11302157412019,0,0,0,0,0,0,0,0,0,0,0,0,4.98098010071265,0,4.53848376481498,0,0,0,0,0,0.427131095219573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42898671656272,0,0,0,0,0,0,0,-2.33497960462404,0,0,0,0,0,0,0,0,0,5.93917921156541,0,0,0,0,0,0,0,0,0,0,-2.68740382283243,0,0,0,4.04430330984592,0,0,0,0,0,0,0,0,0,0,-4.6547199616006,0,0,0,0,0,0,0,0,0,0
"ERR1160418",0,0,0,-2.40431902542248,0,0,4.16440270963623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77639757239733,0,0,0,0,0,0,0,0,-2.43823457661291,0,0,0,0,0,0,0,0,0,0,0,-0.250749305771964,0,0,0,0,-2.64167329494623,0,4.22314616746475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3365917814411,0,0,0,0,0,-2.64109158799359,4.57551236384475,-2.91508796605108,0,0,0,0,0,0,0,0,0,-4.04709568200386,0,0,0,4.57450481784767,0,0,0,0,0,0,-3.33853222185928,0,0,0,5.04908046573309,0,0,0,0,0,0,0,0,0,0,-5.78250743096608,0,0,0,0,0,0,0,0,0,0
"ERR1160424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54191589396183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.40272747690875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48475901781976,0,0,0,0,0,0,0,-2.42216761683139,0,0,0,0,0,0,0,0,0,-3.02973034399723,0,0,0,0,-4.30372886342877,0,0,0,0,0,-4.1953173768,0,0,0,0,-2.60214048318388,0,0,0,-5.24764688903634,0,0,0,0,-2.2739940749444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4315937812303,4.50703952530631,-2.26664592391707,0,0,0,0,-3.93867327391429,0,0,0,0,0,0,0,0,4.2116439724594,0,0,0,0,0,0,-2.82277603767114,0,0,0,-3.92594590299326,0,0,0,0,0,0,0,0,0,0,-4.88919151563438,0,0,0,0,0,0,0,0,0,0
"ERR1160426",0,0,0,0,0,0,0,-2.44017870337373,0,0,0,0,-0.518180742246901,-4.22651349379085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46536505189273,0.576898600586302,0,0,0,0,0,0,0,-4.27013752908289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59412698183276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49315973381965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.976688527135,0,0,0,0,0,-2.42058857581452,0,0,0,0,0,0,0,0,0,0,0,5.1557757673052,0,0,0,4.19258239753153,0,0,0,0,0,0,-2.47830965457068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2925582386049,0,0,0,0,0,0,0,0,0,0
"ERR1160440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76727937785355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6610896259229,0,0,0,0,0,0,0,0,-4.60914243559291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2239846351589,0,0,0,0,0,-2.58675114012835,0,0,3.85205438334775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.48038440123902,0,0,0,0,0,0,0,0,0,0,0,0,-2.48540522759623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30484813159396,-4.98384352097717,0,0,0,0,0,0,0,0,0,0,0,0,-2.62042898734315,0,0,0,0,0,0,0,-2.68044545685613,0,0,0,1.05013214553846,0,0,0,0,0,0,-4.5387161437046,0,0,0,-4.64266771819198,0,0,0,0,0,0,0,0,0,0
"ERR1160450",3.2956625496255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17041024839122,0,0,0,0,0,0,0,0,-3.75926082348177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92432449539995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85585202521915,0,0,0,0,0,0,0,0,0,3.33302779628206,0,0,0,0,0,0,0,0,0,0,3.21442999900917,0,-2.49252248106713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.98229462267553,0,0,0,0,0,0,0,0,0,4.31717557621591,0,0,0.992934183620234,0,0,0,0,0,0,0,0,3.43343500204459,0,0,0,0,0,0,0,0,0,-3.14522133485467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4476831530179,0,0,0,0,0,0,0,0,0,0
"ERR1160464",4.726042721265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.41936655112039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34669036789343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06873464329863,-4.06458694682392,0,0,0,0,0,0,0,0,0,0,-2.67035205451013,0,0,0,0,0,0,0,0,0,0,3.58315350957111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6133193526724,4.62518543250748,-2.19466869089599,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52640189523161,0,0,0,0,0,0,-3.27263172633369,0,0,0,3.80127767841253,0,0,0,0,0,0,0,0,0,0,-5.66836442447179,0,0,0,0,0,0,0,0,0,0
"ERR1160467",0,0,0,-2.33479000255128,0,0,4.04397490942269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35771807660738,0,0,0,0,0,0,0,0,-4.08368749860755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2247865579815,0,0,0,0,0,0,0,0,0,0,-5.58549416198912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81376463469331,0,0,0,0,0,-2.84694947974597,0,0,0,0,-2.39546835790315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8735833078293,0,0,0,0,4.93106114550179,0,-4.14907290381184,0,0,0,0,-3.20876423661755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62911856394157,0,0,0,0,0,0,0,-5.55774268733156,0,0,0,0,0,0,-4.55376693186933,0,0,0,0,0,0,0,0,0,0
"ERR1160491",4.32923215967525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2666386163483,0,0,0,0,0,0,0,0,-3.92593324591288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10651638567471,0,0,0,0,0,0,0,-2.22362482464201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52193421468508,3.64859340696496,-5.01589998495588,0,0,0,0,0,0,0,0,0,0,0,0,-3.12664065531358,4.36811819318088,0,0,0,0,-3.85143117325139,0,-3.10499858260913,0,0,0,1.16333510750785,0,0,0,0,0,0,-5.41550047201357,0,0,0,-5.37801530250836,0,0,0,0,0,0,0,0,0,0
"ERR1160494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9893359671222,0,0,0,0,0,0,0,0,-3.44563096837982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54545706295545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99132498997848,0,0,0,0,0,-0.77932504221579,0,0,0,0,0,0,-3.29273078511967,0,0,0,0,0,3.4490760570243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26880808087295,-5.70317701547343,0,0,0,0,-2.25681936812887,0,-2.18788944500915,0,0,0,0,0,0,0,0,0,-3.92969086869478,0,0,0,-3.90892580910469,0,0,0,0,0,0,-2.82810751596541,0,0,0,3.78953568009953,0,0,0,0,0,0,0,0,0,0,-4.8984259069195,0,0,0,0,0,0,0,0,0,0
"ERR1160501",3.91216833601923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73964159776174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28568181556173,0,0,0,0,0,0,0,0,0,0,-3.31372908454075,0,0,0,0,0,0,0,0,0,-3.95891703448919,-2.60865182260718,0,0,0,-2.36817278995965,0,0,0,0,0,0,0,0,0,0,0,0,-5.73954713694328,0,0,0,0,0,0,0,-4.51831749601279,0,0,0,-2.48619839505783,0,4.10179559331225,-2.4961524447096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30622193793636,0,0,0,0,0,0,0,0,0,4.32346285767429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70459113876913,0,-4.74519844185251
"ERR1160504",-4.03817427674576,0,0,-2.48448053281481,0,0,4.30324651325105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83917170735114,0,0,0,0,0,0,0,0,-4.91758964854425,0,0,0,0,0,0,0,0,0,0,0,4.77006623509668,0,0,0,0,0,0,0,0,0,0,0,0,-3.42430118820441,0,0,0,5.52502340998564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93106363838851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.67727445561838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303052137422714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45095721315251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.24518242035758,0,0,0,0,0,0,0,0,0,0
"ERR1160510",0,0,0,-1.72250293179317,0,0,2.98346259405213,0,0,0,0,0,0,0,0,0,-3.46764988441381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85297696416427,0,0,-1.84419672798593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20945024718726,0,0,0,-4.50312276183166,0,-2.88182015642282,3.19424243202391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87474987833893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87823723698194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25320232312051,0,0,0,0,0,0,0,0,0,0
"ERR1160512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5833688023566,0,0,0,0,0,0,0,0,-4.47452602036998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.306476071505,0,0,0,0,0,0,0,0,0,0,-3.99493374228853,-2.24344562104824,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29746683715922,0,0,0,0,0,0,0,0,0,0,3.88576179967346,0,0,0,0,0,0,-2.57739707724363,0,0,0,0,0,-2.230774761743,3.97932929066434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4641826890655,0,0,0,0,-3.86381522758124,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03607204051212,0,0,0,0,0,0,0,-2.55064141641868,0,0,0,0,0,0,0,0,0,0,5.25863102960632,0,0,0,-4.41784052512659,0,0,0,0,0,0,0,0,0,0
"ERR1160518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91816136494117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76162505252902,0,0,0,0,0,0,0,0,-4.78327490243533,0,0,-3.40851442886351,0,0,3.78195833363883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07399680744697,0,0,0,0,0,0,-5.90372016912321,0,0,-2.56183593170381,0,0,0,0,0,0,0,0,0,0,0,0,-3.5922678452338,0,0,0,0,0,0,0,0,0,0,0,4.43722999436656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10425293382868,0,0,0,0,0,0,0,0,0,0,0,0,-3.25794017728489,0,0,0,0,0,0,0,-2.45154457292374,0,0,0,3.64467299336715,0,0,0,0,0,0,5.64291791507739,0,0,0,-4.24619975732367,0,0,0,0,0,0,0,0,0,0
"ERR1160527",4.69000762333904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49060033782079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07951234921667,0,0,-4.31384632645381,0,0,0,0,0,-2.37485538844071,0,0,0,0,0,0,0,0,0,0,-2.43492526215403,0,0,0,-2.22500013166498,0,0,5.33387185137906,-2.63756419445071,0,0,0,0,-4.11337019340804,-5.24834156231623,0,0,0,4.21741426668375,0,0,0,0,0,0,3.85381327489118,0,0,0,0,0,0,0,4.5683951930131,0,0,0,-1.26589410282865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160543",3.63512598056013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77139913736937,0,0,0,0,0,0,0,0,-4.80020411397631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.442671098496,0,0,0,0,0,0,0,0,0,0,-4.23083044877515,0,0,0,0,-2.0374635548254,0,0,0,0,0,0,0,-2.09373807100524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.52899039552748,0,0,0,0,0,-3.62646071672233,0,0,0,0,-2.93731942522196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08758648254345,-2.49652990118458,0,0,0,0,0,-2.39476419010863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60565605819568,0,0,0,4.32411663146659,0,0,0,-4.14785324941468,0,0,0,0,0,0,-4.51312867984456,0,0,0,0,0,0,0,0,0,0
"ERR1160546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93513813766874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31805981244462,0,0,0,-2.62007350999742,0,0,0,0,-4.01499737013767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86352415667552,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.53810043888085,0,0,0,0,0,0,0,0,0,0,4.95976932806283,0,0,0,-0.575783801810289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65596326489083,0,0,0,0,0,0,0,0,-2.62352704348231,0,0,0,0,0,0,0,0,0,0,0,-2.76678754421539,0,0,0,4.60026331782744,0,0,0,0,0,4.54408213434232,0,0,0,0,-4.79221660032978,0,0,0,0,0,0,0,0,0,0
"ERR1160547",4.48989863764229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28610704398018,0,0,0,-2.59963008851067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5174692606295,0,0,-2.2987297593407,0,0,-3.95965355171477,0,-4.50269139418527,0,0,0,0,0,0,0,0,0,0,-5.33336878076664,0,0,-4.36038466590315,3.98151673604867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16731272320773,0,0,0,0,0,0,-2.26864570973588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20825986108911,0,0,0,0,0,0,0,-3.92940963363571,0,0,0,0,0,0,-5.55686908329021,0,0,0,0,0,0,0,0,0,0
"ERR1160551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12751124425729,0,0,0,0,0,0,-3.32332036094717,0,0,0,0,0.271820438750732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305702611999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655186339714124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57615867720386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72998690970764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160556",3.6867589625765,3.15121126175689,0,0,0,0,0,0,0,-2.51457852238703,0,0,0,0,0,0,-3.9847192689954,0,0,0,0,0,0,0,-4.35537776039581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.12812402159524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87071303489687,0,0,0,3.68601893021076,0,0,0,4.55741690729967,0,-3.35145403585188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97222083039162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5325885891525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38657211108131,0,0,0,0,0,0,0,0,0,0
