"","Part","BalanceID","Component","Group","d.group"
"104","1","28116__40324","28116","28116__403241","p__FCB group"
"169","-1","28116__40324","40324","28116__40324-1","p__Proteobacteria"
"393","1","317__122355_882211","317","317__122355_8822111","p__Proteobacteria"
"618","-1","317__122355_882211","122355","317__122355_882211-1","p__Proteobacteria"
"738","-1","317__122355_882211","882211","317__122355_882211-1","p__Proteobacteria"
"956","-1","305719__47877_1661032","47877","305719__47877_1661032-1","p__Proteobacteria"
"1062","1","305719__47877_1661032","305719","305719__47877_16610321","p__FCB group"
"1142","-1","305719__47877_1661032","1661032","305719__47877_1661032-1","p__Proteobacteria"
"1203","1","1406__44749_104663","1406","1406__44749_1046631","p__Terrabacteria group"
"1329","-1","1406__44749_104663","44749","1406__44749_104663-1","p__Terrabacteria group"
"1378","-1","1406__44749_104663","104663","1406__44749_104663-1","p__FCB group"
"1575","-1","1681__1267_216935","1267","1681__1267_216935-1","p__Terrabacteria group"
"1613","1","1681__1267_216935","1681","1681__1267_2169351","p__Terrabacteria group"
"1805","-1","1681__1267_216935","216935","1681__1267_216935-1","p__Terrabacteria group"
"2039","1","29370__191295_588932","29370","29370__191295_5889321","p__Terrabacteria group"
"2177","-1","29370__191295_588932","191295","29370__191295_588932-1","p__Proteobacteria"
"2258","-1","29370__191295_588932","588932","29370__191295_588932-1","p__Proteobacteria"
"2478","1","44749__104663","44749","44749__1046631","p__Terrabacteria group"
"2527","-1","44749__104663","104663","44749__104663-1","p__FCB group"
"2922","-1","421767__147802_310297","147802","421767__147802_310297-1","p__Terrabacteria group"
"2980","-1","421767__147802_310297","310297","421767__147802_310297-1","p__FCB group"
"3003","1","421767__147802_310297","421767","421767__147802_3102971","p__Terrabacteria group"
"3128","1","1522__34038_36745","1522","1522__34038_367451","p__Terrabacteria group"
"3206","-1","1522__34038_36745","34038","1522__34038_36745-1","p__Proteobacteria"
"3210","-1","1522__34038_36745","36745","1522__34038_36745-1","p__Terrabacteria group"
"3496","-1","2088__1311_33069","1311","2088__1311_33069-1","p__Terrabacteria group"
"3539","1","2088__1311_33069","2088","2088__1311_330691","p__Terrabacteria group"
"3586","-1","2088__1311_33069","33069","2088__1311_33069-1","p__Proteobacteria"
"3860","-1","1580__850_871324","850","1580__850_871324-1","p__Fusobacteria"
"3900","1","1580__850_871324","1580","1580__850_8713241","p__Terrabacteria group"
"4184","-1","1580__850_871324","871324","1580__850_871324-1","p__FCB group"
"4288","-1","1465521__1613_118748","1613","1465521__1613_118748-1","p__Terrabacteria group"
"4447","-1","1465521__1613_118748","118748","1465521__1613_118748-1","p__Terrabacteria group"
"4584","1","1465521__1613_118748","1465521","1465521__1613_1187481","p__Terrabacteria group"
"4712","-1","185294__28137_589437","28137","185294__28137_589437-1","p__FCB group"
"4853","1","185294__28137_589437","185294","185294__28137_5894371","p__FCB group"
"4941","-1","185294__28137_589437","589437","185294__28137_589437-1","p__FCB group"
"5220","1","147802__310297","147802","147802__3102971","p__Terrabacteria group"
"5278","-1","147802__310297","310297","147802__310297-1","p__FCB group"
"5376","1","511__28026_78342","511","511__28026_783421","p__Proteobacteria"
"5460","-1","511__28026_78342","28026","511__28026_78342-1","p__Terrabacteria group"
"5575","-1","511__28026_78342","78342","511__28026_78342-1","p__Terrabacteria group"
