oldID,newID
28116_and_40324,28116__40324
122355_and_317_and_882211,317__122355_882211
1661032_and_305719_and_47877,305719__47877_1661032
104663_and_1406_and_44749,1406__44749_104663
1267_and_1681_and_216935,1681__1267_216935
191295_and_29370_and_588932,29370__191295_588932
104663_and_44749,44749__104663
147802_and_310297_and_421767,421767__147802_310297
1522_and_34038_and_36745,1522__34038_36745
1311_and_2088_and_33069,2088__1311_33069
1580_and_850_and_871324,1580__850_871324
118748_and_1465521_and_1613,1465521__1613_118748
185294_and_28137_and_589437,185294__28137_589437
147802_and_310297,147802__310297
28026_and_511_and_78342,511__28026_78342
1010_and_41276_and_999468,1010__41276_999468
218538_and_69825,69825__218538
118748_and_1613,1613__118748
28130_and_386414_and_76517,76517__28130_386414
173480_and_45067,45067__173480
38286_and_38304_and_441500,38286__38304_441500
1113741_and_1401,1401__1113741
294_and_529_and_587753,529__294_587753
180282_and_32013_and_80866,180282__32013_80866
1311_and_33069,1311__33069
153721_and_1611423_and_93064,93064__153721_1611423
106648_and_239974,106648__239974
1467_and_182710,1467__182710
108980_and_1308,1308__108980
1144673_and_216778_and_40216,1144673__40216_216778
225991_and_290309,225991__290309
370979_and_490189,370979__490189
1113609_and_28454,28454__1113609
1844653_and_70775,70775__1844653
271420_and_28090,28090__271420
28135_and_477666,28135__477666
38304_and_441500,38304__441500
41276_and_999468,41276__999468
28126_and_351091_and_671267,671267__28126_351091
28137_and_589437,28137__589437
153721_and_1611423,153721__1611423
34038_and_36745,34038__36745
1303_and_1379_and_726,1379__726_1303
1559_and_29461,1559__29461
196024_and_34087,34087__196024
850_and_871324,850__871324
1472_and_488,488__1472
28126_and_351091,28126__351091
184870_and_187491,184870__187491
106654_and_471_and_516075,471__106654_516075
1590_and_179995_and_37734,37734__1590_179995
1859290_and_36874_and_43131,1859290__36874_43131
1661032_and_47877,47877__1661032
28129_and_77095,28129__77095
32013_and_80866,32013__80866
28026_and_78342,28026__78342
285_and_67269_and_83617,67269__285_83617
308892_and_487698,308892__487698
28127_and_28128_and_53363,28127__28128_53363
202956_and_29430,29430__202956
191295_and_588932,191295__588932
76759_and_83263,76759__83263
1512_and_358742,1512__358742
157687_and_239935_and_28132,157687__28132_239935
1487956_and_1691_and_41976,41976__1691_1487956
1148157_and_1571_and_48296,48296__1571_1148157
216778_and_40216,40216__216778
1223514_and_1827099_and_38288,38288__1223514_1827099
189722_and_288965_and_45851,288965__45851_189722
1352_and_1358_and_823,1352__823_1358
208479_and_28037_and_33035,33035__28037_208479
1902_and_52226_and_53440,52226__1902_53440
254_and_328812_and_40214,254__40214_328812
1267_and_216935,1267__216935
239935_and_28132,28132__239935
39492_and_40681_and_46503,40681__39492_46503
100884_and_251535_and_29375,29375__100884_251535
1077256_and_284042_and_626937,626937__284042_1077256
1358_and_823,823__1358
341225_and_39485_and_818,341225__818_39485
228603_and_29356_and_40518,29356__40518_228603
1463864_and_29466_and_54006,29466__54006_1463864
1463837_and_239984_and_387661,387661__239984_1463837
197614_and_40519_and_879,40519__879_197614
1303_and_726,726__1303
1260_and_13690_and_293,13690__293_1260
1590_and_179995,1590__179995
187327_and_246787_and_316,316__187327_246787
301_and_33038_and_410072,301__33038_410072
1121298_and_454155_and_839,1121298__839_454155
1515_and_46228_and_589436,46228__1515_589436
189722_and_45851,45851__189722
1582_and_191493_and_2741,2741__1582_191493
328812_and_40214,40214__328812
261299_and_29552_and_574375,574375__29552_261299
208479_and_28037,28037__208479
1727_and_291644_and_29348,1727__29348_291644
397865_and_535744_and_817,535744__817_397865
470_and_582_and_584,470__582_584
39778_and_43675,39778__43675
39492_and_46503,39492__46503
1584_and_214856_and_39484,1584__39484_214856
39485_and_818,818__39485
1623_and_309120,1623__309120
228603_and_40518,40518__228603
1260_and_293,293__1260
454154_and_47678_and_626931,626931__47678_454154
1161942_and_163877_and_328813,163877__328813_1161942
187327_and_246787,187327__246787
1646377_and_1687_and_328814,1687__328814_1646377
33038_and_410072,33038__410072
1515_and_589436,1515__589436
28125_and_28136_and_39496,28136__28125_39496
1510_and_28117_and_821,1510__821_28117
454155_and_839,839__454155
291644_and_29348,29348__291644
261299_and_29552,29552__261299
397865_and_817,817__397865
1504_and_60133_and_729,60133__729_1504
1661050_and_57706_and_907,57706__907_1661050
36874_and_43131,36874__43131
166486_and_301301_and_47884,47884__166486_301301
1264_and_1280_and_216816,1280__1264_216816
122355_and_882211,122355__882211
214856_and_39484,39484__214856
349096_and_437898,349096__437898
582_and_584,582__584
169435_and_52787,52787__169435
1223514_and_1827099,1223514__1827099
287_and_28901_and_84032,84032__287_28901
1735_and_53408_and_78346,78346__1735_53408
454154_and_47678,47678__454154
1582_and_191493,1582__191493
1535_and_38986_and_40520,38986__1535_40520
1646377_and_328814,328814__1646377
1161942_and_328813,328813__1161942
28125_and_39496,28125__39496
1633_and_1680_and_35833,1633__1680_35833
46506_and_536633_and_84030,84030__46506_536633
329854_and_33043_and_452084,452084__33043_329854
28117_and_821,821__28117
1547_and_204516_and_820,1547__820_204516
1504_and_729,729__1504
290588_and_79880,79880__290588
1661050_and_907,907__1661050
1408_and_585,585__1408
1264_and_216816,1264__216816
1685_and_216947_and_626930,216947__1685_626930
153151_and_1725,1725__153151
1453492_and_243924,243924__1453492
387090_and_43770_and_487175,43770__387090_487175
1535_and_40520,1535__40520
1735_and_53408,1735__53408
28446_and_36847,28446__36847
1506_and_165179_and_310298,1506__165179_310298
329854_and_33043,33043__329854
46506_and_536633,46506__536633
287_and_28901,287__28901
1680_and_35833,1680__35833
1148157_and_1571,1571__1148157
166486_and_301301,166486__301301
33029_and_33032,33029__33032
1755626_and_28111_and_47879,47879__28111_1755626
28128_and_53363,28128__53363
285_and_83617,285__83617
28118_and_33039,28118__33039
204516_and_820,820__204516
1487956_and_1691,1691__1487956
