oldID,newID
166486_and_387090_and_46503,387090__46503_166486
166486_and_46503,46503__166486
1358_and_584_and_751585,1358__584_751585
1582_and_46506_and_820,1582__820_46506
1352_and_1680_and_29382,29382__1352_1680
1078764_and_328813_and_39485,1078764__39485_328813
301301_and_53345_and_550,301301__550_53345
571_and_573,571__573
584_and_751585,584__751585
204516_and_360807_and_47770,47770__204516_360807
147802_and_33043_and_729,147802__729_33043
46506_and_820,820__46506
165179_and_310298_and_376804,376804__165179_310298
1352_and_1680,1352__1680
116085_and_1283_and_310297,116085__1283_310297
1735_and_296,296__1735
1747_and_329_and_754333,1747__329_754333
28111_and_322095_and_47678,322095__28111_47678
328813_and_39485,39485__328813
410072_and_548,548__410072
33043_and_729,729__33043
1260_and_1579_and_74426,1260__1579_74426
1351_and_1353_and_1363,1363__1351_1353
204516_and_360807,204516__360807
28126_and_328814_and_823,28126__823_328814
411489_and_457412,411489__457412
165179_and_310298,165179__310298
1304_and_1512_and_37734,1304__1512_37734
154046_and_626940,154046__626940
100886_and_1318,1318__100886
28111_and_47678,28111__47678
1283_and_310297,1283__310297
53345_and_550,550__53345
329854_and_357276_and_626929,626929__329854_357276
239935_and_246787,239935__246787
28125_and_371601_and_487174,28125__371601_487174
33039_and_39492_and_626933,626933__33039_39492
147207_and_291644,147207__291644
328814_and_823,823__328814
1351_and_1353,1351__1353
649756_and_674529,649756__674529
1118060_and_552398_and_665956,1118060__552398_665956
147206_and_1535_and_384638,1535__147206_384638
338188_and_626935_and_817,626935__817_338188
1579_and_74426,1579__74426
329_and_754333,329__754333
103892_and_287,287__103892
285_and_363265,285__363265
218538_and_291645_and_562,291645__562_218538
147206_and_384638,147206__384638
293_and_39486_and_88431,293__39486_88431
329854_and_357276,329854__357276
303_and_546_and_80866,80866__303_546
208479_and_43765_and_48296,48296__43765_208479
39491_and_665951_and_853,665951__853_39491
371601_and_487174,371601__487174
33039_and_39492,33039__39492
218538_and_562,562__218538
1512_and_37734,1512__37734
40214_and_40324,40214__40324
216816_and_40545_and_491921,491921__40545_216816
1118061_and_1685_and_28116,1685__28116_1118061
303_and_546,303__546
39496_and_40518_and_45851,39496__40518_45851
1354_and_658081,1354__658081
552398_and_665956,552398__665956
1681_and_28026_and_501496,1681__28026_501496
28117_and_29466_and_818,29466__818_28117
29361_and_33038_and_39488,29361__33038_39488
40518_and_45851,40518__45851
1118061_and_28116,28116__1118061
208479_and_43765,43765__208479
39486_and_88431,39486__88431
39491_and_853,853__39491
28117_and_818,818__28117
338188_and_817,817__338188
216816_and_40545,40545__216816
28026_and_501496,28026__501496
33038_and_39488,33038__39488
