@relation otu_table.xls.balance
@attribute 387090__46503_166486 numeric
@attribute 46503__166486 numeric
@attribute 1358__584_751585 numeric
@attribute 1582__820_46506 numeric
@attribute 29382__1352_1680 numeric
@attribute 1078764__39485_328813 numeric
@attribute 301301__550_53345 numeric
@attribute 571__573 numeric
@attribute 584__751585 numeric
@attribute 47770__204516_360807 numeric
@attribute 147802__729_33043 numeric
@attribute 820__46506 numeric
@attribute 376804__165179_310298 numeric
@attribute 1352__1680 numeric
@attribute 116085__1283_310297 numeric
@attribute 296__1735 numeric
@attribute 1747__329_754333 numeric
@attribute 322095__28111_47678 numeric
@attribute 39485__328813 numeric
@attribute 548__410072 numeric
@attribute 729__33043 numeric
@attribute 1260__1579_74426 numeric
@attribute 1363__1351_1353 numeric
@attribute 204516__360807 numeric
@attribute 28126__823_328814 numeric
@attribute 411489__457412 numeric
@attribute 165179__310298 numeric
@attribute 1304__1512_37734 numeric
@attribute 154046__626940 numeric
@attribute 1318__100886 numeric
@attribute 28111__47678 numeric
@attribute 1283__310297 numeric
@attribute 550__53345 numeric
@attribute 626929__329854_357276 numeric
@attribute 239935__246787 numeric
@attribute 28125__371601_487174 numeric
@attribute 626933__33039_39492 numeric
@attribute 147207__291644 numeric
@attribute 823__328814 numeric
@attribute 1351__1353 numeric
@attribute 649756__674529 numeric
@attribute 1118060__552398_665956 numeric
@attribute 1535__147206_384638 numeric
@attribute 626935__817_338188 numeric
@attribute 1579__74426 numeric
@attribute 329__754333 numeric
@attribute 287__103892 numeric
@attribute 285__363265 numeric
@attribute 291645__562_218538 numeric
@attribute 147206__384638 numeric
@attribute 293__39486_88431 numeric
@attribute 329854__357276 numeric
@attribute 80866__303_546 numeric
@attribute 48296__43765_208479 numeric
@attribute 665951__853_39491 numeric
@attribute 371601__487174 numeric
@attribute 33039__39492 numeric
@attribute 562__218538 numeric
@attribute 1512__37734 numeric
@attribute 40214__40324 numeric
@attribute 491921__40545_216816 numeric
@attribute 1685__28116_1118061 numeric
@attribute 303__546 numeric
@attribute 39496__40518_45851 numeric
@attribute 1354__658081 numeric
@attribute 552398__665956 numeric
@attribute 1681__28026_501496 numeric
@attribute 29466__818_28117 numeric
@attribute 29361__33038_39488 numeric
@attribute 40518__45851 numeric
@attribute 28116__1118061 numeric
@attribute 43765__208479 numeric
@attribute 39486__88431 numeric
@attribute 853__39491 numeric
@attribute 818__28117 numeric
@attribute 817__338188 numeric
@attribute 40545__216816 numeric
@attribute 28026__501496 numeric
@attribute 33038__39488 numeric
@attribute Disease.MESH.ID {'D006262', 'D000067877'}
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.86089529590117,0.0,0.0,0.0,-3.09280686497153,0.0,0.0,0.0,0.0,6.6872668152045,0.0,0.0,0.0,0.0,-5.356898628128509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,-3.9353345467114003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.81619937968518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.593682336715209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0282879707469599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3354639436205296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6971695560405498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.403685515259101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,-3.03562621539334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25785883784929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8837630974047594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72687500926612,0.0,0.0,0.0,0.0,0.0,0.0,3.54264752196477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7105096120706498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42679117007906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49303615596548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58601447966954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30702246469842,0.0,0.0,0.0,0.0,0.0,-1.62193962939026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80928184491337,0.0,0.0,0.0,0.0,0.0,0.0,4.22929591192351,0.0,-3.8478585157503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66468644961609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,-1.9411538778808501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93260297583632,0.0,0.0,0.0,0.0,0.0,-2.41929971017827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36217714179898,0.0,0.0,0.0,0.0,0.0,0.0,4.19035001676543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8570885344798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6806733110103895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D000067877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9266034419691302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.801076662665371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,-3.9315979157147205,0.0,0.0,-1.58435574698932,0.0,0.0,0.0,0.0,0.0,6.8097273449498,0.0,0.0,-0.438293966781791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591474191169659,0.0,0.0,-1.8650406483817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2303451611783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D000067877
