"","387090__46503_166486","46503__166486","1358__584_751585","1582__820_46506","29382__1352_1680","1078764__39485_328813","301301__550_53345","571__573","584__751585","47770__204516_360807","147802__729_33043","820__46506","376804__165179_310298","1352__1680","116085__1283_310297","296__1735","1747__329_754333","322095__28111_47678","39485__328813","548__410072","729__33043","1260__1579_74426","1363__1351_1353","204516__360807","28126__823_328814","411489__457412","165179__310298","1304__1512_37734","154046__626940","1318__100886","28111__47678","1283__310297","550__53345","626929__329854_357276","239935__246787","28125__371601_487174","626933__33039_39492","147207__291644","823__328814","1351__1353","649756__674529","1118060__552398_665956","1535__147206_384638","626935__817_338188","1579__74426","329__754333","287__103892","285__363265","291645__562_218538","147206__384638","293__39486_88431","329854__357276","80866__303_546","48296__43765_208479","665951__853_39491","371601__487174","33039__39492","562__218538","1512__37734","40214__40324","491921__40545_216816","1685__28116_1118061","303__546","39496__40518_45851","1354__658081","552398__665956","1681__28026_501496","29466__818_28117","29361__33038_39488","40518__45851","28116__1118061","43765__208479","39486__88431","853__39491","818__28117","817__338188","40545__216816","28026__501496","33038__39488"
"ERR2239303",-2.71744460064299,-4.70675211506738,0,-3.08015688353566,0,0,0,0,0,-2.90159446357102,0,5.33498821756678,0,0,0,0,0,-2.98393793759706,0,0,0,0,0,5.02570903386556,0,0,0,0,0,0,-5.1683321145504,0,0,1.75619757633207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.58021490907112,0,0,-5.57402429056511,0,0,0,0,0,0,0,0,0,0,0,0,-2.80280520785354,0,0,0,0,0,-0.647638996440076,4.85460102372098,0,0,0,0
"ERR2239312",0,0,0,-2.3170496514227,0,-2.31244379660043,0,0,0,0,0,-4.01324771992386,-3.49398094085198,0,0,0,0,0,4.00527014535941,0,0,0,0,0,0,0,6.05175251023294,0,0,0,0,0,0,0,4.59488035893583,0,-2.57136611096494,0,0,0,0,0,0,0,0,0,0,0,-5.95504449467494,0,0,0,0,0,0,0,-4.45373674905206,0.744279920185754,0,0,0,0,0,0,0,0,0,-2.64567536436262,0,0,0,0,0,0,-4.58244415140936,0,0,0,0
"ERR2239317",0,0,0,0,-1.80701604294946,-2.06640944792767,0,0,0,0,0,0,0,-3.12984359648053,0,0,0,0,3.57912615305109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09651130594364,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79850881723335,0,0,0,0,0,-4.34770007943997,0,0,6.57921026444652,0,0,0,0,0,0,0,0,0,0,-1.17563841278994,0,0,0,0,1.597148308355,0,0,0,0,-2.03626546228181
"ERR2239318",0,0,0,0,0,0,0,0,0,0,0,0,-3.09173831279211,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35504784146322,0,-5.40164493148862,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34016131416631,0,0,0,0,-4.16252745109298,0,-4.05327829404319,-2.29399996986947,0,0,0,-6.19860851543477,0,0,0,0,0,0,0,0,-3.07168339082142,0,0,0,0,0,-5.32031169766814,0,0,-3.97332450037539,0.152179668437946,0,0,0,0,0
"ERR2239320",0,0,0,-2.80556392407255,0,0,0,0,0,0,0,-4.85937926037597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57746339176266,0,-2.43673451912686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.46429754918174,0,0,-5.90310319223459,-4.22054799168464,0,0,0,0,0,-2.41626933487345,0,-2.65169213807061,0,0,0,-3.25591598205613,0,4.59286550916924,4.18510125277147,0,0,0.432115662019272,-5.63941190609674,0,0,0,0
"ERR2239330",-2.57050709936746,4.45224889732093,0,-2.84776070927724,0,-2.92831249518912,0,0,0,0,0,4.93246623626656,0,0,0,0,0,0,-5.07198602210635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84608181381159,0,0,0,0,0,-5.639002367307,0,0,-4.92955830401946,0,0,0,0,0,-2.65325157006714,0,0,0,-2.77293721813203,0,4.59556652461818,0,0,0,-0.307722682836646,-4.80286814800338,0,0,0,0
"ERR2239331",0,0,0,-3.56173368993946,0,0,0,5.54952548291824,0,-2.00316592330704,0,-0.0064074839321785,-3.13833348405925,0,0,0,0,0,0,0,0,0,0,-3.46958515515842,0,0,5.43575304548528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48437261806509,0,0,0,0,0,-2.30381453624103,0,0,6.03511040699052,0,0,0,0,0,0,0,0,0,-2.16791211688543,0,0,0,0,0,3.99032382798519,-3.75493393278977,0,0,0,0
"ERR2239338",0,0,0,0,0,0,0,0,0,0,0,0,-2.50883684446678,0,0,0,0,-1.87307410977258,0,0,0,0,0,0,0,0,4.34543288251723,0,0,0,-3.24425952446796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.030418520791,-3.43554283598256,0,0,0,-0.881543190573821,0,0,0,0,5.95053474350106,0,-6.1405260735463,0,0,1.99846177246527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239339",0,0,0,0,0,0,0,0,0,0,-2.07698941164793,0,-3.75154275128242,0,0,0,0,-2.32709066247131,0,0,3.59745118775681,0,0,0,0,0,6.49786265198788,4.21968046767219,0,0,-4.03063926121942,0,0,0,0,-4.75729247854602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.40829729470732,0.284991887253242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.648207832176004,0,0,0,0,0
"ERR2239340",0,0,0,-2.67276048963368,0,0,0,0,0,0,0,4.6293569645082,-2.50283381281718,0,0,0,0,-3.48048449791141,0,0,0,0,0,0,0,0,4.33503532670069,0,4.55002833806212,0,-6.02837598533842,0,0,0,0,0,-5.24981961468056,0,0,0,0,0,0,0,0,0,0,0,-3.17437023060876,0,0,0,0,0,-2.67336006714141,0,-0.544461121739309,5.49817052144851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63039546321467,0,0,0,0,0
"ERR2239352",0,0,0,0,0,0,0,-0.211127280561415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50907380868737,0,0,0,-3.00961427834862,0,0,0,0,6.07789412415576,0,0,-2.64993717737941,0,-5.21280484128455,0,0,0,0,0,-0.172473232472158,0,0,0,0,0,0,0,-4.5898258280868,0,0.777554511607944
"ERR2239358",0,0,0,0,0,0,0,0,0,-2.71640642169084,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70495393637491,0,0,0,0,0,0,0,0,0,-3.10811226214708,0,-2.62702559330194,0,0,0,0,0,0,0,0,0,0,0,0,-3.45579828405685,0,0,-5.38340835366658,0,0,-3.09128932441831,-4.55014180038273,0,5.98561820869581,0,0,0,-2.35258768755146,0,-2.33715718494839,0,0,0,-3.05357703183771,0,-4.04807498960526,-4.0748014041001,0,0,5.35427017078778,-5.28895056396827,0,0,0,0
"ERR2239373",-2.46288245161268,4.26583753926295,0,-3.04897858900091,0,0,0,0,0,-2.82769359147055,0,5.28098582733925,0,0,0,0,0,0,0,0,0,0,0,4.89770896866391,0,0,0,0,0,0,0,0,0,-3.36260461414171,-0.933046080273492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.82420203745898,0,0,-2.34469387808752,0,0,0,0,0,0,0,0,-2.96207165975832,0,0,0,-2.55525891400397,0,5.13045861036128,0,0,0,4.0611289250433,-4.42583826554814,0,0,0,0
"ERR2239375",0,0,0,0,0,0,-3.40624109617198,4.6411241921115,0,0,0,0,0,0,0,4.04817439110693,0,-1.98355481885815,0,0,0,0,0,0,0,0,0,0,0,0,-3.43561772586039,0,5.89978264139897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25953845788419,3.56616606535909,0,0,0,0,0,-4.99707533712745,0,0,3.91363541071125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239378",0,0,0,-2.81990849742896,0,-2.71266608328326,0,0,0,0,0,4.88422479024218,-3.16471164532555,0,0,0,0,-2.66455674653248,-4.69847548021548,0,0,0,0,0,0,0,5.48144136100874,0,0,0,-4.61514766464468,0,0,-2.55309064322341,0,-2.83970054485989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42208271039165,0,0,0,-4.91850562197836,0,0,0,0,0,-2.66163979194187,0,0,0,0,0,-3.13103956155394,0,0,4.61009535109038,0,0,0,-5.42311960111961,0,0,0,0
"ERR2239383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90354673356656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11177584081801,0,0,-3.59649312000844,0,0,0,0,0,0,-3.12414574586807,0,0,0,0,0,0,0,-5.38975385806216,0,0,0,0,6.22930881292652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41117916209367,0,0,0
"ERR2239385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.18741882173749,0,0,0,0,0,0,0,0,2.68788605174361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,0,0,-1.57320586643985,0,0,0,0,0,0,0,0,-2.72487249143923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19488713057271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86946288857797,0,0,3.801656027031,0,0,0,0,0,6.70210632101928,0,0,0,0,0,0,0,0,0,-1.54149731299332,0,0,0,0,0,0,-2.66995166583533,0,0,0,0
"ERR2239390",0,0,0,-2.46279950222522,0,0,0,0,0,0,0,4.26569386670943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11872931957362,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15156253779208,0,0,0,0,0,0,0,0,5.45866643868659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,-4.11701855888923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22295457573535,0,0,0,0,0,0,0,0,0,0,-3.85333837331419,0,0,0,0,0,0,0,0,6.67417784133499,0,0,0,0,0,0,0,0,0,0,-0.382736125743386,0,0,0,0,0,0,0,0,0,0.662918415679616
"ERR2239396",0,0,0,-4.91019558401937,0,-2.16760482837199,0,0,0,0,0,-0.292789407024513,0,0,0,0,0,0,-3.75440169347189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36592695887127,-3.5943556222725,-2.41367405750918,0,0,0,0,0,0,0,0,0,0,0,0,-3.78591668552401,0,0,-4.09790569976196,0,0,0,-4.18060610051683,0,6.55740005255035,0,0,0,-2.30657432164217,0,0,0,0,0,-2.40304451969962,0,0,-3.99510391651795,0,0,0,-4.16219520096969,0,0,0,0
"ERR2239401",0,0,0,-6.08495544566388,0,0,0,0,0,0,0,-0.810735470612195,0,0,-3.04609698945975,0,0,0,0,0,0,0,0,0,-2.51666550283182,0,0,0,0,0,0,-5.27599475052689,0,0,0,0,-3.09045463917926,0,-4.35899251656059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7285608282315,0,-5.35282445354542,0,0,0,0,0,0,-2.52904714909845,0,0,0,-2.48165745427833,0,4.38043815697574,0,0,0,-0.544995870895204,4.29835679779211,0,0,0,0
"ERR2239402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65769165097821,0,0,0,0,0,0,0,0,0,0,0,-3.87584667425022,0,-4.60325697034587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71316336214825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",-2.41284558954109,4.17917115190364,0,-2.52937753100565,-2.81062325715643,0,0,0,0,0,0,4.38101039522491,0,-4.86814228232967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.76144571310582,0,0,0,0,0,-5.19197055220796,0,0,-3.21393504917012,0,0,0,0,0,-5.56669879738902,0,0,0,0.854368976515363,0,0,-0.0790996297256892,0,0
"ERR2239509",-4.72324206701282,-0.0282599498168998,0,-6.29453849370163,0,0,0,0,0,-2.90800712337894,0,-0.892028282231316,0,0,0,0,0,0,0,0,0,0,0,5.03681608646455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70236182683474,0,0,0,0,0,-5.78416140842751,0,0,4.68062798451242,0,0,0,0,0,0,0,0,0,-2.38360427899047,0,0,0,0,0,0.178217264819715,-4.12852371635008,0,0,0,0
"ERR2239514",0,0,0,-3.04562016089304,-2.37921042578571,0,0,0,0,0,0,5.27516885922284,0,-4.12091333935843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239605513093474,0,0,0,0,0,0,0,0,-3.01860223343807,0,0,0,0,0,0,0,0,0,0,-3.13314812209638,0,0,0,0,0,-2.6034490797042,-5.19807983588808,0,0,0,0,0,0,0,0,-0.215982936600351,0,0,5.42677173510994,0,5.22837243615563,4.5093060809661,0,0
"ERR2239532",0,0,0,-3.08449127523331,0,0,0,0,0,0,0,5.34249560420701,0,0,0,0,0,-2.46954806695599,0,0,0,0,0,0,0,0,0,0,0,0,-4.27738272370128,0,0,-5.53148402021828,-4.97107202398449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.697613689405477,0,0,-5.52248555791726,0,0,0,0,0,0,0,0,0,0,0,0,-2.4332148652142,0,0,0,0,0,0.764419388767806,-4.21445177228285,0,0,0,0
"ERR2239556",-2.10300118822358,3.64250490638095,0,-1.90049688988988,0,0,0,0,0,-1.88902348373545,0,3.2917571729159,-3.20075801601304,0,0,0,0,0,0,0,0,0,0,-3.27188465052055,0,0,5.54387550646794,0,0,0,0,0,0,-2.53702280838665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64921928662363,0,0,-4.39425240408676,0,0,-4.95739590627981,0,0,6.32063321239237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.904921169180523,0,0,0,0,0
"ERR2239577",-3.34051809153854,-5.78594705814777,0,-3.27045232714085,0,0,0,0,0,-5.08635521423827,0,-5.66458959433983,0,0,-2.78095643379143,0,0,0,0,0,0,0,0,0.0754543463808537,0,0,0,0,0,0,0,-4.8167578369623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81557577171163,0,0,0,0,0,-2.4358389359536,0,0,0,0,0,0,0,0,0,0,0,0,-0.898504874922424,0,0,4.21899679612615,0,0
"ERR2239578",0,0,0,-2.79648200727159,0,0,0,0,0,0,0,4.8436489190466,0,0,0,0,0,-2.54263606206211,0,0,0,0,0,0,-1.98966927316076,0,0,0,0,0,4.40397484464842,0,0,0,0,0,-2.43090305255944,0,-3.44620827137308,0,0,0,0,0,0,0,0,0,-3.63275166362482,0,0,0,0,0,0,0,-4.21044759530723,6.29211045267855,0,0.0306792748011783,0,0,0,0,0,0,0,-2.24156763566715,0,0,0,0,0,0,-3.88250903357754,0,0,0,0
"ERR2239579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1918362122484,0,0,0,0,0,0,0,0,0,0,0,0,3.79637168148355,0,0,0,4.364984683604,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74011351348254,0,0,0,0,0,-5.47354538369159,0,0,6.47806663142671,0,0,0,-2.16558151243345,0,-2.38519088825269,0,0,0,0,0,-4.131271804204,3.75089720746659,0,0,-0.241373543668443,0,0,0,0,0
"ERR2239582",0,0,0,-2.72645649187045,0,0,0,0,0,-2.72692147393813,0,4.72236116854563,0,0,0,0,0,-3.02795176669359,0,0,0,0,0,4.72316654111146,0,0,0,0,0,0,-5.24456630278124,0,0,0,-6.01540202406791,-2.98360779255832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.16776028656944,0,0,0,0,0,-2.41634531804458,0,0,0,0,0,-5.01275561964294,0,0,4.18523285948439,0,0,0,-0.25438698680201,0,0,0,0
"ERR2239583",0,0,-3.42999524822014,0,0,-2.38143257455036,0,0,-5.94092603963711,0,0,0,0,0,0,0,0,0,4.12476221392078,-3.81642354331111,0,-2.83900204024596,0,0,0,0,0,0,0,0,0,0,0,0,-3.91290079888265,0,-2.53403070875738,0,0,0,0,0,0,0,-4.9172957764977,0,0,0,0,0,0,0,0,0,-3.47867414214324,0,4.38906993550756,0,0,0,0,0,0,0,0,0,0,-2.45191399115072,0,0,0,0,0,6.02524035716816,-4.24683960846203,0,0,0,0
"ERR2239584",0,0,0,0,0,0,0,0,0,0,-1.27942258809845,0,-3.8858353798345,0,0,0,0,-1.35566056779017,0,0,2.21602492693778,0,0,0,0,0,6.73046430772205,0,0,0,-2.34807298123025,0,0,0,0,0,0,0,0,0,-2.60018985930724,0,0,0,0,0,0,0,-4.3380873698334,0,0,0,0,0,-5.04696798242076,0,0,0.596035606088457,0,0,-1.42484851665319,0,0,0,0,0,0,0,0,0,0,0,0,0.0648071806448393,0,0,2.46791002393247,0,0
"ERR2239585",-2.69131752313058,4.66149868936259,0,0,0,-2.82279152816891,0,0,0,-3.24525311301417,0,0,-2.98624067134369,0,0,0,0,0,-4.88921834596355,0,0,0,0,-5.6209432751616,0,0,5.17232056639587,0,0,0,0,0,0,-2.76296773554751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75758656065441,0,0,-4.78560049764181,0,0,-2.55221888973564,0,0,-4.77628002932256,0,0,0,0,0,0,0,0,0,-3.02957902142441,0,0,0,0,0,-4.42057278905916,-5.24738479065188,0,0,0,0
"ERR2239586",0,0,0,0,0,0,0,-4.1137994966605,0,-5.0109574867306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374146020186648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38327704883975,0,0,0,0,0,4.88951975712,0,-3.55501328896768,0,0,0,0,0,-5.08935719659168,0,0,6.15746363807456,0,0,0,0,0,0,0,0,0,-2.70288016725124,0,0,0,0,0,0.284441259227802,-4.68152577644941,0,0,0,0
"ERR2239590",-2.66951146205998,4.62372948367537,0,-2.91279515835511,0,0,0,0,0,0,0,-5.04510920631168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.58499936019125,0,0,0,0,0,-5.23249680467501,0,0,6.20940103695316,0,0,0,0,0,-2.33839132804608,0,0,0,-4.7521285008366,0,4.05021258815427,0,0,0,-1.45509339215661,0.67582116502371,0,0,0,0
"ERR2239595",-5.68253709053042,-0.271184412483696,0,-3.12702051363386,0,0,0,0,0,0,0,5.41615840592397,0,0,0,0,0,0,0,0,0,0,0,0,-2.89265778663749,0,0,0,0,0,0,0,0,0,0,0,-2.82870756448756,0,5.01023025536587,0,0,0,0,0,0,0,0,0,-2.78184018707804,0,0,0,0,0,0,0,4.89946522144686,-4.81828854255608,0,0,0,-2.69554577904228,0,0,0,0,0,-2.70059166908047,0,0,4.66882224342906,0,0,0,-4.67756198134461,0,0,0,0
"ERR2239596",-2.48230437909672,4.29947730444624,0,-2.3401185823804,0,0,0,0,0,0,0,4.05320428041892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45841017810748,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.60914993560941,0,0,0,0,0,-5.49214260869319,0,0,6.25123106060945,0,0,0,-2.98096290519926,0,0,0,0,0,-5.05875598836949,0,0,5.16317920728325,0,0,-0.739057216577036,-0.192822110420437,0,0,0,0
"ERR2239599",2.52277597761373,-4.59244639525846,0,-2.78670100429249,0,0,0,0,0,0,0,4.8267077249378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84170136938397,0,-2.48586561704747,0,0,0,0,0,0,0,-2.72039750630785,0,0,0,0,-3.28297798791931,0,0,-4.92197115171109,0,0,-2.6633028517883,-4.30564554951478,0,5.68628467520649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61297585524043,0,-4.71186669770887,0,0,0
"ERR2239604",0,0,0,-2.80138497039196,0,-2.47917093041488,0,0,0,0,0,4.8521411002787,0,0,0,0,0,0,-4.29405001212637,0,0,0,0,0,-2.63510765043231,0,0,0,0,0,0,0,0,-3.1922259438484,4.33500456775386,0,0,0,-4.56414033396222,0,0,0,0,0,0,0,0,0,-6.19459467177195,0,0,-5.52909752398494,0,0,0,0,0,0.946240614770527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239606",0,0,0,-5.42891104169114,0,0,0,0,0,0,0,0.979841094337504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05439503367354,-4.56710138048723,-2.6248066054968,2.4800730112921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.29036738470862,0,0,-5.90532217187112,-4.54629840076286,-4.58857388746163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279608079061095,0,0,0,0,0
"ERR2239610",0,0,0,-2.78831574095188,0,-2.78862177950859,0,0,0,0,0,4.82950453087272,0,0,0,0,0,-2.98332369623754,4.83003460520201,0,0,0,0,0,0,0,0,0,0,0,5.1672682173076,0,0,-3.45589355848832,0,0,0,0,0,0,0,0,0,-2.48913056555641,0,0,0,0,-2.20556915633292,0,0,-5.98578322885177,0,0,-3.26944458692371,0,0,-3.82015783837544,0,0,-2.38899977742758,0,0,0,0,0,0,-2.92715897060042,0,0,0,0,0,5.66284413708291,-5.06998805891093,-4.31130060621635,4.13786899377531,0,0
"ERR2239613",0,0,0,-5.21177308636879,0,0,0,0,0,0,0,-0.058140380874404,0,0,0,4.29756140621094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63002062935606,-4.71091904372625,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.38023936868971,0,0,-4.55532935499898,0,0,-2.5826808703102,0,0,5.85474632831513,0,0,0,0,0,0,0,0,0,-2.8424327333897,0,0,0,0,0,4.47333448711347,-4.92323791132784,0,0,0,0
"ERR2239615",-2.45587024916805,4.2536920483559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.8675553273475,0,0,0,0,0,0,0,0,0,0,0,0,-1.3412208690067,0,0,0,0,-2.85308550517663,0,0,0,0,0,0,0,0,0,0,0,0,-2.36731909499565,0,0,0,0,0,0,-4.94168905330423,0,4.10031695026044,0,0,0,0,0,0,0,0,0,-6.03896574112918,5.18740500624686,0,0,0,0,0,0.0888509086224808,0,0,0,0
"ERR2239623",0,0,0,-2.95645135194571,0,0,0,0,0,0,0,5.12072395167567,0,0,0,0,0,-2.58531895103839,0,0,0,0,0,0,0,0,0,0,0,0,-4.47790377696916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.95202165657579,0,0,0,0,0,-5.55385251945311,0,0,0.758089762652184,0,0,0,0,0,-2.75135244769462,0,0,0,-2.75427448572671,0,4.76548222893607,0,0,0,1.09349026975459,-4.77054334726929,0,0,0,0
"ERR2239627",-2.61946251131462,4.53704215811888,0,-3.11440899096293,0,-2.93643179611861,0,0,0,0,0,5.39431460789711,0,0,0,0,0,0,-5.08604906383817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40121806603988,0,-2.62585293211226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67033326775235,0,0,-3.02157266821475,-4.54811069162214,0,0,0,0,0,0,0,0,0,0,0,-2.86202086749396,0,0,0,0,0,-5.23351738010941,-4.9571655548219,0,0,0,0
"ERR2239629",0,0,0,-2.61216445632115,-2.27188129702058,0,0,0,0,0,0,4.52440155607376,0,-3.93501383520513,0,0,0,-2.90125382355291,0,0,0,0,0,0,0,0,0,0,0,0,-5.02511902804711,0,0,0,5.72709097776754,0,0,0,0,0,0,0,0,-2.33136255451409,0,0,0,0,-3.30274296944214,0,0,0,0,0,-2.46976735375082,0,0,5.72051862741469,0,0,0,0,0,0,0,0,0,-2.32592297261601,0,0,0,0,0,4.27776253957136,-4.02861676306256,4.03803839528197,0,0,0
"ERR2239630",0,0,0,-2.568141566423,0,-2.71252307782862,0,0,0,0,0,4.44815167407416,0,0,0,0,0,-4.75966621728814,4.69822778750227,0,0,0,0,0,0,4.86652176286967,0,0,0,0,-0.171743647236137,0,0,-3.2256897661999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28446466703384,0,0,-5.58705856451319,0,0,-3.02411037405381,0,0,5.68885967896741,0,0,0,0,0,0,0,0,0,-2.49035631917406,0,0,0,0,0,5.23791281555732,-4.31342367375969,0,0,0,0
"ERR2239632",0,0,0,-2.68547085587714,0,-2.74484122762142,0,0,0,0,0,4.65137196462469,0,0,0,0,0,-2.49447481574249,-4.75420446495004,0,0,0,0,0,0,0,0,0,0,0,-4.32055711906701,0,0,-2.49379942533488,4.39651394503616,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45405560861389,0,0,-4.31938730856608,0,0,0,0,0,5.9825998062875,0,0,-2.73064349708663,-2.74467053694334,0,0,0,0,0,0,0,0,-4.75390882002321,0,0,0,0,0,4.7296132743116,0,0
"ERR2239633",6.56526454182981,0,0,-3.16794680846555,-2.66126744795701,0,0,0,0,0,0,5.487044827938,0,-4.60945043239071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.70925436660528,0,0,0,0,0,-2.41491107421795,0,0,-2.46539800991956,0,0,0,-2.53970993072924,0,4.27019461405987,0,0,0,-1.05080526948015,-4.39890663651027,0,-4.18274867630622,0,0
"ERR2239634",0,0,-2.72911292941768,-3.20111626402524,0,-2.47790381596451,0,0,-4.72696225334455,-2.43583410702259,0,5.54449601022679,0,0,0,0,0,-2.867721572953,4.29185530551933,0,0,0,0,-4.21898843217229,-2.48981371778743,0,0,0,0,0,4.96703946631594,0,0,-2.85240374720256,0,0,0,0,-4.31248386058979,0,0,0,0,0,0,0,0,0,0,0,0,-4.94050821385468,0,0,-3.48245550297182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.03178986624502,0,0,0,0,0
"ERR2239635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0005168361209,0,0,0,0,0,0,-2.18532061852653,0,0,0,0,0,-5.19704760912721,0,0,0,-3.60941585217699,-2.19428099479044,-2.73016630003388,0,3.78508634211579,0,0,0,0,0,0,0,0,0,-3.52965973833272,0,0,0,0,0,-5.42061158483462,-3.80060616905982,-4.72878674477102,6.11355000022253,0,0,0,0,0,0,0,0,0,-2.25300386688041,0,0,0,0,0,-0.59591163651145,-3.90231716708601,0,0,0,0
"ERR2239636",-2.1953209777627,3.80240747240678,0,-2.14907225910122,0,0,0,0,0,0,0,3.72230234190014,-3.49604512166139,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05532777627084,0,0,0,0,0,0,-2.60860720616879,0,-2.16433139229146,0,0,0,0,0,0,0,0,0,0,0,0,-3.55550495073424,0,0,-4.51824021807464,0,0,-2.32131016398482,-3.7487319358651,0,6.15831522123439,0,0,0,0,0,-2.14807024666508,0,0,0,-2.53528039846756,0,-3.72056680545093,0,0,0,4.02062714414775,-4.39123446157929,0,0,0,0
