"","387090__46503_166486","46503__166486","1358__584_751585","1582__820_46506","29382__1352_1680","1078764__39485_328813","301301__550_53345","571__573","584__751585","47770__204516_360807","147802__729_33043","820__46506","376804__165179_310298","1352__1680","116085__1283_310297","296__1735","1747__329_754333","322095__28111_47678","39485__328813","548__410072","729__33043","1260__1579_74426","1363__1351_1353","204516__360807","28126__823_328814","411489__457412","165179__310298","1304__1512_37734","154046__626940","1318__100886","28111__47678","1283__310297","550__53345","626929__329854_357276","239935__246787","28125__371601_487174","626933__33039_39492","147207__291644","823__328814","1351__1353","649756__674529","1118060__552398_665956","1535__147206_384638","626935__817_338188","1579__74426","329__754333","287__103892","285__363265","291645__562_218538","147206__384638","293__39486_88431","329854__357276","80866__303_546","48296__43765_208479","665951__853_39491","371601__487174","33039__39492","562__218538","1512__37734","40214__40324","491921__40545_216816","1685__28116_1118061","303__546","39496__40518_45851","1354__658081","552398__665956","1681__28026_501496","29466__818_28117","29361__33038_39488","40518__45851","28116__1118061","43765__208479","39486__88431","853__39491","818__28117","817__338188","40545__216816","28026__501496","33038__39488"
"ERR2238695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26934244510507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66266722226344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84718676563101,0,0,0,0,0,0,0,0,6.66352294427948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93415468751297,0,0,0,0,0,0,0,0,6.81415580360772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238712",0,0,-3.25818405668097,0,0,0,0,0,5.64334032658231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29800089950212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84750300659725,0,0,0,0,0,0,0,0,6.66407068970045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.661260782199267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14533727182187,0,0,-3.73726972939917,0,0,0,0,0,0,0,0,6.47314105290855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93324504592249,0,0,0,0,0,0,0,0,6.81258025815634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238738",0,0,0,0,0,0,-3.06862929794337,0.270322748727044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31502185363232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82071085826621,0,0,0,0,0,0,0,0,6.61766532754716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64118086039019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5746594421743,0,0,-3.91844211460683,0,0,0,0,0,0,0,0,6.78694082901666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6006638684194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78592764503988,0,0,-2.34051767919675,0,0,0,0,0,0,0,0,4.05389553638197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93469624498455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81509380866372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.742698005056764,0,0,0,0,0,0,0,0,1.28639067943836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238756",0,0,0,0,0,0,0,-4.07155859511011,0,0,0,0,0,0,0,0,-1.47959383766092,0,0,0,0,0,-2.17512015895977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76741862788561,0,0,0,0,0,2.56273170139453,0,0,-3.83760236805274,0,0,0,-2.3021890664845,0,0,0,0,6.64692228071398,0,0,0,0,-3.98750843178071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17194827537072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49397557192256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239132",0,0,0,2.11679078286384,0,6.7796079022678,0,0,0,0,0,5.12974996325106,0,0,0,0,0,0,0,0,0,0,0,0,-2.63095789118305,0,0,0,0,0,0,0,0,-2.61813196424578,4.31326021160504,-2.58876987287185,0,0,4.55695274010331,0,0,0,0,0,0,0,0,0,0,0,0,-4.53473758299379,0,0,-2.79330039756699,-4.48388094891767,0,0,0,0,0,0,0,0,0,0,0,-2.55901399242048,0,0,0,0,0,4.83813820938837,4.43234225215195,0,0,0,0
"ERR2239172",0,0,0,-2.47502153020257,0,0,0,0,0,0,0,4.28686304013772,-3.05486879549099,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29118796424713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.04378798921421,0,0,0,-2.78224896584994,0,-5.04234742718593,0,0,1.29443609825314,0,0,0,0,-4.81899656815807,0,0,0,0,-2.69008976743784,0,0,0,0,0,0.439330774532198,-4.65937215412349,0,0,0,0
"ERR2239212",0,0,0,-2.6167774334664,-2.63827953396304,0,0,0,0,0,0,4.53239146686349,0,-4.56963419739312,0,0,0,0,0,3.54606678588488,0,0,0,0,-2.07348531348324,0,0,0,0,0,0,0,0,0,4.05931071576833,0,0,0,3.59138191170086,0,0,0,0,0,0,0,0,0,-3.71533154395496,0,0,0,0,0,-2.64228212935839,0,0,6.43514300109332,0,0,0,0,0,0,0,0,0,-2.12107009384003,0,0,0,0,0,-4.57656689598001,3.67380116894583,0,0,0,0
"ERR2239217",0,0,0,-3.18449933091445,0,0,0,0,0,0,0,5.51571463781293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67779422343631,2.92953885545971,0,-3.32369340180076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37012645477502,0,0,0,0,-5.75680584070035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239222",0,0,0,-2.45724570215934,0,0,0,-4.25577803958967,0,-2.21839750658246,0,4.25607440282024,0,0,0,0,0,0,0,0,0,0,0,-3.84237719278493,-2.36251047472042,0,0,0,0,0,0,0,0,0,-4.26993264820703,0,-3.1299738339896,0,-4.09198817562943,0,0,0,0,0,0,0,0,0,-3.51958821536232,0,0,0,0,0,0,0,-5.42127370683114,6.09610561072821,0,0,0,-2.33110258799355,0,0,0,0,0,-2.32639886751784,0,0,-4.03758812006013,0,0,0,-4.0294410372116,0,0,0,0
"ERR2239227",0,0,0,-2.82022063380056,0,-2.47527297313693,0,0,0,0,0,4.88476542629668,0,0,0,0,0,0,4.28729855207524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85530433454432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.39451962594565,0,-4.9455321785024,0,0,0,0,-3.25726552165065,0,-2.48648885138129,0,0,0,-2.73778832968418,0,-4.30672502304597,5.64174937724127,0,0,0.264512128012937,-4.74198848738214,0,0,0,0
"ERR2239230",-2.38168261516823,4.12519529697488,-3.00873298889166,-2.78566377367974,0,0,0,0,-5.21127840316892,0,0,4.82491118881735,0,0,-3.04279475133046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27027510630826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.46578043303713,0,0,0,0,0,0,0,0,0,0,0,0,-5.26005130662424,0,0,0,0,0,0.619809031452983,0.224347973292096,0,0,0,0
"ERR2239231",0,0,0,-2.93604954534,0,0,0,0,0,0,0,5.08538698606838,0,0,-2.34824015720383,-4.50003281928418,0,0,0,0,0,0,0,0,-2.3845270519555,0,0,0,0,0,0,4.06727126065056,0,-2.81412969828718,0,0,0,0,4.13012200600936,0,0,0,0,0,0,0,0,0,0,0,-2.38396084450671,-4.87421561652188,0,0,-3.42216414216116,0,0,0,0,0,-2.34144930572089,0,0,-2.67782726843599,0,0,0,0,0,4.63813288282452,0,0,-4.12914130594043,5.92736216606348,0,0,-4.05550916085545,0,0
"ERR2239235",0,0,0,-2.53392692250343,0,0,0,0,0,-2.34708949161215,0,4.38889017244259,-3.60122622466727,0,0,0,0,0,0,0,0,-2.50082217689957,0,-4.06527824938326,0,0,6.23750679067317,0,0,0,0,0,0,0,0,2.81110573732133,0,0,0,0,0,0,0,0,-4.33155107108505,0,0,0,0,0,0,0,0,0,-2.87626895869161,-4.45747159256242,0,0,0,0,0,0,0,0,0,0,0,-2.86835369456492,0,0,0,0,0,4.9818439726871,-4.96813433306434,0,0,0,0
"ERR2239236",0,0,0,-3.18782066349144,0,0,0,0,0,-2.52610420171304,0,5.5214673545851,0,0,0,0,0,-2.64253541974616,0,0,0,0,0,-4.3753408225802,0,0,0,0,0,0,-4.57700560780069,0,0,0,5.20625146691242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4679294108688,0,0,0,0,0,0,-2.48602365002355,0,0,0,0,0,-5.69482138042445,0,0,4.30591927065861,0,0,4.27457912911828,-0.513797599646977,0,0,0,0
"ERR2239237",-5.46780343476613,0.382226243525106,0,-2.62441835800367,0,0,0,0,0,0,0,4.54562593637885,-3.25424335863412,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.63651483734788,0,0,0,0,0,0,0,0,-2.63578681072416,0,0,0,0,0,0,0,0,0,0,0,0,-2.57724032142952,0,0,0,0,0,-2.49945673464387,4.56531667409418,0,-4.46391118003107,0,0,0,-2.86697147466393,0,0,0,0,0,0,0,0,4.9657402579686,0,0,-4.32918605572338,0,0,0,0,0
"ERR2239245",-2.52637379301841,4.37580776841839,0,0,0,0,-2.57773409911965,0,0,-2.68983927974103,0,0,-2.91966741140631,0,0,0,0,0,0,0,0,0,-2.52790797252662,-4.65893829670594,0,0,5.05701229775883,0,-5.01802640802631,-5.27429185852248,0,0,-4.46476642807802,0,0,0,0,0,0,4.37846504527454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17494201624545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49916088322228,0,0,0,0,0
"ERR2239246",0,0,0,-2.20714207560014,0,-2.4358131809948,-2.86169261499566,0,0,0,0,3.82288221446247,-2.53414838563499,0,0,5.93120972053747,0,0,4.21895218722897,0,0,0,0,0,0,0,4.38927375783845,0,0,0,0,0,4.95659700481712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42301526252959,0,-5.92966365330496,0,0,0,0,0,0,0,-4.1967855422161,0,0,0,0,0,0,0,0,0,0,-0.435876781446456,0,0,0,0,0
"ERR2239247",0,0,0,-3.0276912561716,0,0,0,0,0,0,0,5.24411508532125,0,0,0,0,0,0,0,0,0,0,0,0,-4.70526250609087,0,0,0,0,0,0,0,0,-3.0377078558946,0,-2.25063925383482,-2.49380082192213,0,0.139756684916156,0,0,0,0,0,0,0,0,0,0,0,0,-5.26146434496056,0,0,0,-3.89822153715082,-4.31938972752616,0,0,0,0,-5.24024079083324,0,0,0,0,0,-2.75404346939266,0,0,0.0438654528418011,0,0,0,-4.77014321524135,0,0,0,0
"ERR2239251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24628912726337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37025216635333,-2.20096772250073,0,0,0,0,0,0,0,0,0,0,0,0,-6.40670677362956,0,0,0,0,0,-2.52445387243824,-3.81218792119042,0,1.90192907910781,0,0,0,0,0,0,0,0,0,-2.89358516668967,0,0,0,0,0,4.37248236842703,-5.01183652473416,0,0,0,0
"ERR2239270",0,0,0,-2.70928184231208,0,0,0,0,0,0,0,4.69261380290834,0,0,0,4.84682494268025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75542280975631,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69353026690462,0,0,0,0,0,-2.23670743303387,0,0,1.93387232091215,0,0,-2.23180989807749,0,0,-5.21173987986234,0,0,0,0,0,-1.69627690478963,0,0,0,3.87409091568162,0,0,-3.86560813630533,0,0
"ERR2239271",0,0,0,-3.07616856914394,0,0,0,0,0,0,0,5.32808025440375,-2.83363612348763,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90800173604309,0,0,0,0,0,0,-2.62685424378129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44952769662572,0,0,-4.54984501430711,-2.48638646722465,0,-5.34878754905745,0,0,5.97475723267179,0,0,0,0,-4.30654768848478,-2.43065696718482,0,0,0,0,0,-4.21002136293539,0,0,0,0.637592752636436,0,0,0,0,0
"ERR2239273",0,0,0,-3.52054699897201,0,0,0,0,0,0,0,6.09776627265366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66890802026953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26888023197887,0,0,4.62268429183489,0,0,-5.05111942861919,0,0,-0.694367969107048,0,0,0,-2.50312740218667,0,0,0,0,0,-2.39975908333888,0,0,4.33554383840521,0,0,-0.0644027253163753,4.15650465826785,0,0,0,0
"ERR2239275",0,0,0,-3.22815182403468,0,-2.29172213820327,0,0,0,0,0,5.59132297377422,0,0,-2.71639184899915,5.0026896425571,0,0,-3.96937918019845,0,0,0,0,0,0,0,0,0,0,0,0,-4.7049286957325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35268976712111,0,0,0,0,0,-5.61483300762172,0,0,5.80702901867003,0,0,0,0,0,0,0,0,0,-2.42927057961299,0,0,0,0,0,-0.793482410479152,-4.207620069222,0,0,0,0
"ERR2239291",0,0,0,0,0,0,0,-5.09427112976502,0,0,0,0,0,0,0,0,0,-2.57532784865061,0,0,0,0,0,0,0,4.34820656560449,0,0,0,0,4.46059868000991,0,0,0,0,0,-2.21298504728054,0,0,0,0,0,0,0,0,0,0,0,-3.68599197579821,0,0,0,0,0,-2.41086543857241,0,-3.83300253828011,6.38432537837369,0,0,0,-2.00100483939628,0,-2.50268488914249,0,0,0,-2.28875590628857,0,4.33477738332968,3.46584204802555,0,0,4.17574142981923,-3.96424151581516,0,0,0,0
"ERR2239293",0,0,0,0,0,-2.30994927553404,0,0,0,0,0,0,0,0,0,0,0,-2.10415264222512,4.00094950813188,0,0,0,0,0,0,0,0,0,0,0,-3.64449928321421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74623993352837,0,0,0,0,-1.6604276478338,-4.01586253692778,0,0,6.48867790221458,0,0,0,0,0,0,0,0,-1.28821526052186,-1.20278541685647,0,0,0,2.87594504834023,0,0.492209642536386,2.08328545259831,0,0,-2.23125428230945,0
"ERR2239294",0,0,0,-2.54687043339494,0,0,0,0,0,0,0,4.41130899093501,0,0,0,0,0,0,0,0,0,0,0,0,2.88607849535828,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.72388363052077,0,0,0,-2.18748236977784,0,0,0,0,0,-3.41051156602784,-3.78883060511638,0,0,0,0,-5.19369283768998,0,0,-5.90717931216151,0,0,0,-4.98192718642236,0,0,0,0,0,0,0,0,-1.11037168854736,0,0,0.948166268901279,0,0,0,0,0
