"","Part","BalanceID","Component","Group","d.group"
"75","-1","387090__46503_166486","46503","387090__46503_166486-1","p__FCB group"
"95","-1","387090__46503_166486","166486","387090__46503_166486-1","p__Terrabacteria group"
"120","1","387090__46503_166486","387090","387090__46503_1664861","p__FCB group"
"221","1","46503__166486","46503","46503__1664861","p__FCB group"
"241","-1","46503__166486","166486","46503__166486-1","p__Terrabacteria group"
"306","-1","1358__584_751585","584","1358__584_751585-1","p__Proteobacteria"
"325","1","1358__584_751585","1358","1358__584_7515851","p__Terrabacteria group"
"433","-1","1358__584_751585","751585","1358__584_751585-1","p__Terrabacteria group"
"457","-1","1582__820_46506","820","1582__820_46506-1","p__FCB group"
"476","1","1582__820_46506","1582","1582__820_465061","p__Terrabacteria group"
"514","-1","1582__820_46506","46506","1582__820_46506-1","p__FCB group"
"614","-1","29382__1352_1680","1352","29382__1352_1680-1","p__Terrabacteria group"
"624","-1","29382__1352_1680","1680","29382__1352_1680-1","p__Terrabacteria group"
"638","1","29382__1352_1680","29382","29382__1352_16801","p__Terrabacteria group"
"790","-1","1078764__39485_328813","39485","1078764__39485_328813-1","p__Terrabacteria group"
"840","-1","1078764__39485_328813","328813","1078764__39485_328813-1","p__FCB group"
"873","1","1078764__39485_328813","1078764","1078764__39485_3288131","p__Terrabacteria group"
"885","-1","301301__550_53345","550","301301__550_53345-1","p__Proteobacteria"
"956","-1","301301__550_53345","53345","301301__550_53345-1","p__Terrabacteria group"
"981","1","301301__550_53345","301301","301301__550_533451","p__Terrabacteria group"
"1033","1","571__573","571","571__5731","p__Proteobacteria"
"1034","-1","571__573","573","571__573-1","p__Proteobacteria"
"1182","1","584__751585","584","584__7515851","p__Proteobacteria"
"1309","-1","584__751585","751585","584__751585-1","p__Terrabacteria group"
"1392","1","47770__204516_360807","47770","47770__204516_3608071","p__Terrabacteria group"
"1410","-1","47770__204516_360807","204516","47770__204516_360807-1","p__FCB group"
"1429","-1","47770__204516_360807","360807","47770__204516_360807-1","p__Terrabacteria group"
"1476","-1","147802__729_33043","729","147802__729_33043-1","p__Proteobacteria"
"1518","-1","147802__729_33043","33043","147802__729_33043-1","p__Terrabacteria group"
"1551","1","147802__729_33043","147802","147802__729_330431","p__Terrabacteria group"
"1625","1","820__46506","820","820__465061","p__FCB group"
"1682","-1","820__46506","46506","820__46506-1","p__FCB group"
"1846","-1","376804__165179_310298","165179","376804__165179_310298-1","p__FCB group"
"1859","-1","376804__165179_310298","310298","376804__165179_310298-1","p__FCB group"
"1870","1","376804__165179_310298","376804","376804__165179_3102981","p__FCB group"
"1928","1","1352__1680","1352","1352__16801","p__Terrabacteria group"
"1938","-1","1352__1680","1680","1352__1680-1","p__Terrabacteria group"
"2069","-1","116085__1283_310297","1283","116085__1283_310297-1","p__Terrabacteria group"
"2132","1","116085__1283_310297","116085","116085__1283_3102971","p__Terrabacteria group"
"2150","-1","116085__1283_310297","310297","116085__1283_310297-1","p__FCB group"
"2194","1","296__1735","296","296__17351","p__Proteobacteria"
"2234","-1","296__1735","1735","296__1735-1","p__Terrabacteria group"
"2342","-1","1747__329_754333","329","1747__329_754333-1","p__Proteobacteria"
"2381","1","1747__329_754333","1747","1747__329_7543331","p__Terrabacteria group"
"2478","-1","1747__329_754333","754333","1747__329_754333-1","p__Proteobacteria"
"2529","-1","322095__28111_47678","28111","322095__28111_47678-1","p__FCB group"
"2559","-1","322095__28111_47678","47678","322095__28111_47678-1","p__FCB group"
"2590","1","322095__28111_47678","322095","322095__28111_476781","p__FCB group"
"2688","1","39485__328813","39485","39485__3288131","p__Terrabacteria group"
"2738","-1","39485__328813","328813","39485__328813-1","p__FCB group"
"2782","1","548__410072","548","548__4100721","p__Proteobacteria"
"2895","-1","548__410072","410072","548__410072-1","p__Terrabacteria group"
"2936","1","729__33043","729","729__330431","p__Proteobacteria"
"2978","-1","729__33043","33043","729__33043-1","p__Terrabacteria group"
"3089","1","1260__1579_74426","1260","1260__1579_744261","p__Terrabacteria group"
"3103","-1","1260__1579_74426","1579","1260__1579_74426-1","p__Terrabacteria group"
"3148","-1","1260__1579_74426","74426","1260__1579_74426-1","p__Terrabacteria group"
"3241","-1","1363__1351_1353","1351","1363__1351_1353-1","p__Terrabacteria group"
"3243","-1","1363__1351_1353","1353","1363__1351_1353-1","p__Terrabacteria group"
"3246","1","1363__1351_1353","1363","1363__1351_13531","p__Terrabacteria group"
"3454","1","204516__360807","204516","204516__3608071","p__FCB group"
"3473","-1","204516__360807","360807","204516__360807-1","p__Terrabacteria group"
"3525","-1","28126__823_328814","823","28126__823_328814-1","p__FCB group"
"3555","1","28126__823_328814","28126","28126__823_3288141","p__FCB group"
"3615","-1","28126__823_328814","328814","28126__823_328814-1","p__FCB group"
"3772","1","411489__457412","411489","411489__4574121","p__Terrabacteria group"
"3775","-1","411489__457412","457412","411489__457412-1","p__Terrabacteria group"
"3890","1","165179__310298","165179","165179__3102981","p__FCB group"
"3903","-1","165179__310298","310298","165179__310298-1","p__FCB group"
"3969","1","1304__1512_37734","1304","1304__1512_377341","p__Terrabacteria group"
"3977","-1","1304__1512_37734","1512","1304__1512_37734-1","p__Terrabacteria group"
"4001","-1","1304__1512_37734","37734","1304__1512_37734-1","p__Terrabacteria group"
"4180","1","154046__626940","154046","154046__6269401","p__Terrabacteria group"
"4223","-1","154046__626940","626940","154046__626940-1","p__Terrabacteria group"
"4262","1","1318__100886","1318","1318__1008861","p__Terrabacteria group"
"4319","-1","1318__100886","100886","1318__100886-1","p__Terrabacteria group"
"4427","1","28111__47678","28111","28111__476781","p__FCB group"
"4457","-1","28111__47678","47678","28111__47678-1","p__FCB group"
"4551","1","1283__310297","1283","1283__3102971","p__Terrabacteria group"
"4632","-1","1283__310297","310297","1283__310297-1","p__FCB group"
"4681","1","550__53345","550","550__533451","p__Proteobacteria"
"4752","-1","550__53345","53345","550__53345-1","p__Terrabacteria group"
"4930","-1","626929__329854_357276","329854","626929__329854_357276-1","p__FCB group"
"4932","-1","626929__329854_357276","357276","626929__329854_357276-1","p__FCB group"
"4948","1","626929__329854_357276","626929","626929__329854_3572761","p__FCB group"
"5065","1","239935__246787","239935","239935__2467871","p__PVC group"
"5066","-1","239935__246787","246787","239935__246787-1","p__FCB group"
"5160","1","28125__371601_487174","28125","28125__371601_4871741","p__FCB group"
"5227","-1","28125__371601_487174","371601","28125__371601_487174-1","p__FCB group"
"5236","-1","28125__371601_487174","487174","28125__371601_487174-1","p__FCB group"
"5313","-1","626933__33039_39492","33039","626933__33039_39492-1","p__Terrabacteria group"
"5320","-1","626933__33039_39492","39492","626933__33039_39492-1","p__Terrabacteria group"
"5389","1","626933__33039_39492","626933","626933__33039_394921","p__FCB group"
"5492","1","147207__291644","147207","147207__2916441","p__Terrabacteria group"
"5505","-1","147207__291644","291644","147207__291644-1","p__FCB group"
"5569","1","823__328814","823","823__3288141","p__FCB group"
"5659","-1","823__328814","328814","823__328814-1","p__FCB group"
"5723","1","1351__1353","1351","1351__13531","p__Terrabacteria group"
"5725","-1","1351__1353","1353","1351__1353-1","p__Terrabacteria group"
"5976","1","649756__674529","649756","649756__6745291","p__Terrabacteria group"
"5980","-1","649756__674529","674529","649756__674529-1","p__FCB group"
"6115","-1","1118060__552398_665956","552398","1118060__552398_665956-1","p__Terrabacteria group"
"6125","-1","1118060__552398_665956","665956","1118060__552398_665956-1","p__Terrabacteria group"
"6130","1","1118060__552398_665956","1118060","1118060__552398_6659561","p__Terrabacteria group"
"6168","1","1535__147206_384638","1535","1535__147206_3846381","p__Terrabacteria group"
"6221","-1","1535__147206_384638","147206","1535__147206_384638-1","p__Terrabacteria group"
"6251","-1","1535__147206_384638","384638","1535__147206_384638-1","p__Terrabacteria group"
"6295","-1","626935__817_338188","817","626935__817_338188-1","p__FCB group"
"6391","-1","626935__817_338188","338188","626935__817_338188-1","p__FCB group"
"6412","1","626935__817_338188","626935","626935__817_3381881","p__Terrabacteria group"
"6461","1","1579__74426","1579","1579__744261","p__Terrabacteria group"
"6506","-1","1579__74426","74426","1579__74426-1","p__Terrabacteria group"
"6576","1","329__754333","329","329__7543331","p__Proteobacteria"
"6712","-1","329__754333","754333","329__754333-1","p__Proteobacteria"
"6718","1","287__103892","287","287__1038921","p__Proteobacteria"
"6802","-1","287__103892","103892","287__103892-1","p__Terrabacteria group"
"6863","1","285__363265","285","285__3632651","p__Proteobacteria"
"6978","-1","285__363265","363265","285__363265-1","p__FCB group"
"7018","-1","291645__562_218538","562","291645__562_218538-1","p__Proteobacteria"
"7108","-1","291645__562_218538","218538","291645__562_218538-1","p__Terrabacteria group"
"7112","1","291645__562_218538","291645","291645__562_2185381","p__FCB group"
"7243","1","147206__384638","147206","147206__3846381","p__Terrabacteria group"
"7273","-1","147206__384638","384638","147206__384638-1","p__Terrabacteria group"
"7303","1","293__39486_88431","293","293__39486_884311","p__Proteobacteria"
"7361","-1","293__39486_88431","39486","293__39486_88431-1","p__Terrabacteria group"
"7384","-1","293__39486_88431","88431","293__39486_88431-1","p__Terrabacteria group"
"7558","1","329854__357276","329854","329854__3572761","p__FCB group"
"7560","-1","329854__357276","357276","329854__357276-1","p__FCB group"
"7597","-1","80866__303_546","303","80866__303_546-1","p__Proteobacteria"
"7599","-1","80866__303_546","546","80866__303_546-1","p__Proteobacteria"
"7675","1","80866__303_546","80866","80866__303_5461","p__Proteobacteria"
"7810","-1","48296__43765_208479","43765","48296__43765_208479-1","p__Terrabacteria group"
"7817","1","48296__43765_208479","48296","48296__43765_2084791","p__Proteobacteria"
"7835","-1","48296__43765_208479","208479","48296__43765_208479-1","p__Terrabacteria group"
"7906","-1","665951__853_39491","853","665951__853_39491-1","p__Terrabacteria group"
"7947","-1","665951__853_39491","39491","665951__853_39491-1","p__Terrabacteria group"
"8022","1","665951__853_39491","665951","665951__853_394911","p__Terrabacteria group"
"8147","1","371601__487174","371601","371601__4871741","p__FCB group"
"8156","-1","371601__487174","487174","371601__487174-1","p__FCB group"
"8233","1","33039__39492","33039","33039__394921","p__Terrabacteria group"
"8240","-1","33039__39492","39492","33039__39492-1","p__Terrabacteria group"
"8332","1","562__218538","562","562__2185381","p__Proteobacteria"
"8422","-1","562__218538","218538","562__218538-1","p__Terrabacteria group"
"8503","1","1512__37734","1512","1512__377341","p__Terrabacteria group"
"8527","-1","1512__37734","37734","1512__37734-1","p__Terrabacteria group"
"8680","1","40214__40324","40214","40214__403241","p__Proteobacteria"
"8681","-1","40214__40324","40324","40214__40324-1","p__Proteobacteria"
"8831","-1","491921__40545_216816","40545","491921__40545_216816-1","p__Proteobacteria"
"8859","-1","491921__40545_216816","216816","491921__40545_216816-1","p__Terrabacteria group"
"8887","1","491921__40545_216816","491921","491921__40545_2168161","p__Terrabacteria group"
