"","Part","BalanceID","Component","Group","d.group"
"13","1","820__371601","820","820__3716011","p__FCB group"
"211","-1","820__371601","371601","820__371601-1","p__FCB group"
"456","-1","397865__349096_357276","349096","397865__349096_357276-1","p__Terrabacteria group"
"458","-1","397865__349096_357276","357276","397865__349096_357276-1","p__FCB group"
"465","1","397865__349096_357276","397865","397865__349096_3572761","p__FCB group"
"614","-1","384638__39777_39778","39777","384638__39777_39778-1","p__Terrabacteria group"
"615","-1","384638__39777_39778","39778","384638__39777_39778-1","p__Terrabacteria group"
"711","1","384638__39777_39778","384638","384638__39777_397781","p__Terrabacteria group"
"761","1","821__29466","821","821__294661","p__FCB group"
"839","-1","821__29466","29466","821__29466-1","p__Terrabacteria group"
"1192","1","291644__310298","291644","291644__3102981","p__FCB group"
"1197","-1","291644__310298","310298","291644__310298-1","p__FCB group"
"1279","1","1311__40520_47678","1311","1311__40520_476781","p__Terrabacteria group"
"1366","-1","1311__40520_47678","40520","1311__40520_47678-1","p__Terrabacteria group"
"1373","-1","1311__40520_47678","47678","1311__40520_47678-1","p__FCB group"
"1701","1","349096__357276","349096","349096__3572761","p__Terrabacteria group"
"1703","-1","349096__357276","357276","349096__357276-1","p__FCB group"
"1838","1","33031__471189","33031","33031__4711891","p__Terrabacteria group"
"1967","-1","33031__471189","471189","33031__471189-1","p__Terrabacteria group"
"2018","-1","1358__861_39950","861","1358__861_39950-1","p__Fusobacteria"
"2035","1","1358__861_39950","1358","1358__861_399501","p__Terrabacteria group"
"2110","-1","1358__861_39950","39950","1358__861_39950-1","p__Terrabacteria group"
"2372","1","47884__86185","47884","47884__861851","p__Proteobacteria"
"2392","-1","47884__86185","86185","47884__86185-1","p__Proteobacteria"
"2554","-1","52242__1604_240427","1604","52242__1604_240427-1","p__Terrabacteria group"
"2624","1","52242__1604_240427","52242","52242__1604_2404271","p__Terrabacteria group"
"2679","-1","52242__1604_240427","240427","52242__1604_240427-1","p__Terrabacteria group"
"2803","1","1604__240427","1604","1604__2404271","p__Terrabacteria group"
"2928","-1","1604__240427","240427","1604__240427-1","p__Terrabacteria group"
"3092","1","35701__264463","35701","35701__2644631","p__Terrabacteria group"
"3183","-1","35701__264463","264463","35701__264463-1","p__Terrabacteria group"
"3283","-1","28137__1383_470565","1383","28137__1383_470565-1","p__Terrabacteria group"
"3318","1","28137__1383_470565","28137","28137__1383_4705651","p__FCB group"
"3460","-1","28137__1383_470565","470565","28137__1383_470565-1","p__FCB group"
"3626","-1","173480__70995_257003","70995","173480__70995_257003-1","p__FCB group"
"3663","1","173480__70995_257003","173480","173480__70995_2570031","p__FCB group"
"3679","-1","173480__70995_257003","257003","173480__70995_257003-1","p__Proteobacteria"
"3764","1","1282__33934","1282","1282__339341","p__Terrabacteria group"
"3836","-1","1282__33934","33934","1282__33934-1","p__Terrabacteria group"
"4047","1","1599__309120_576610","1599","1599__309120_5766101","p__Terrabacteria group"
"4183","-1","1599__309120_576610","309120","1599__309120_576610-1","p__Terrabacteria group"
"4215","-1","1599__309120_576610","576610","1599__309120_576610-1","p__Proteobacteria"
"4451","-1","652716__425941_633701","425941","652716__425941_633701-1","p__FCB group"
"4466","-1","652716__425941_633701","633701","652716__425941_633701-1","p__FCB group"
"4468","1","652716__425941_633701","652716","652716__425941_6337011","p__FCB group"
"4625","1","76122__1134563","76122","76122__11345631","p__FCB group"
"4724","-1","76122__1134563","1134563","76122__1134563-1","p__FCB group"
"4777","1","1383__470565","1383","1383__4705651","p__Terrabacteria group"
"4954","-1","1383__470565","470565","1383__470565-1","p__FCB group"
"5102","1","40681__427918","40681","40681__4279181","p__Proteobacteria"
"5199","-1","40681__427918","427918","40681__427918-1","p__Terrabacteria group"
"5326","1","33035__1671366","33035","33035__16713661","p__Terrabacteria group"
"5477","-1","33035__1671366","1671366","33035__1671366-1","p__Terrabacteria group"
"5648","1","139208__217168","139208","139208__2171681","p__Terrabacteria group"
