,D003924
107580__1680_28116,0.08471929048991057
179995__309120,0.011679625383498813
77095__74426_349096,-0.05329495704739594
1680__28116,0.6307650275154038
189722__1584_371601,-0.06962972081730619
40519__33959_39485,-0.2037371533955824
35833__850_633701,0.2101203726388902
1559__28026_228603,-1.0460197141809895
82688__470_1352,-0.003952418681416072
1685__216816,0.00023486813508606533
28128__28130_76517,-0.000989667700697091
28130__76517,-0.02145289825271505
470__1352,0.0055485895930197215
78345__762212,0.0007783234369765599
53408__44749_1329370,0.201130251121174
1661032__38313_1465754,0.12196993862597436
1308__328814_454154,-0.016899599104842816
1490051__28111_77098,-0.4504087444627648
1584__371601,0.38667769645093775
103891__28161_97478,-0.653977243907076
28026__228603,0.4042671461551864
33959__39485,-0.3534010568950384
28118__214856,-0.3924504083669234
77038__328813_351091,0.15700273595322256
2173__310514,-0.1104957750146182
40520__360807,0.2594891606775525
274__52226_187327,-0.5621963034558258
850__633701,0.1441901481738508
999468__39483_508460,-0.8577239455571355
301301__487175_762210,0.21270986215376167
1246__308994_1870820,0.31794561524354137
44749__1329370,0.27056590984127343
1303__228604_395922,0.3211900228751623
38313__1465754,-0.4014994895217482
1596__83771_574375,0.011166371755295538
1605__1515_329854,0.4848655192954916
74426__349096,0.1029717000188557
328814__454154,0.01898767719762699
33038__823_29375,0.1065663537358404
28161__97478,-0.3198658152729998
28111__77098,-0.13266013822919298
52226__187327,-0.6319783579937754
376804__1097668,-0.4622522176127435
905__78342,0.9248309179213328
328813__351091,-0.7439718489560303
493__729_204516,0.7406018943408799
246787__817_818,0.7674579654487496
876__1363,0.2418171522986021
169435__1586267,0.4088802006070907
83771__574375,0.061891473495368984
308994__1870820,0.1673362036738676
228604__395922,0.6073282827732083
39950__28135_47678,-0.5643730389602961
487175__762210,-0.3944510313921519
33043__907_1623,-0.3005161227783164
1735__40518,-0.027229761453123197
39029__562_29466,-0.2288530704473109
39778__47770,-0.3856940089919948
1264__45851_46506,1.0467795217749774
1515__329854,0.9331802462667292
39483__508460,-0.9299809958853716
729__204516,0.15012124731076246
823__29375,0.2901217624635584
840__357276_423605,-0.4889884390578835
817__818,0.062318692304418236
901__1539,0.4353227579497393
1755629__1630_218538,-1.5903165070668783
28135__47678,0.2471459412599913
562__29466,1.1452388307715278
45851__46506,0.04020727368295126
39484__821_310297,0.3671327328976642
907__1623,-0.1746332877660397
264027__28117_69825,0.5777004427388573
1535__165179_234908,-0.15448397374619371
39488__46503_239935,-0.9785887965860776
357276__423605,0.9075434473781226
1161942__28125_1297750,-0.3123709677511621
387090__820_310298,0.08297800141312782
1630__218538,0.8053740687427496
28117__69825,0.9072062205486108
821__310297,0.5723526990298189
165179__234908,-0.343983776342138
46503__239935,0.36363964128949533
28125__1297750,-0.7877818321961935
820__310298,0.22283737383754249
1304__853_1755626,-0.5967328164153268
853__1755626,0.8471325664928332
